Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-3526,2
5.00,-3523,5
10.00,-3529,4
15.00,-3522,4
20.00,-3531,3
25.00,-3529,4
30.00,-3532,4
35.00,-3538,4
40.00,-3534,2
45.00,-3534,3
50.00,-3526,3
55.00,-3527,2
60.00,-3528,2
65.00,-3523,4
70.00,-3521,2
75.00,-3521,3
80.00,-3529,2
85.00,-3520,5
90.00,-3521,2
95.00,-3526,5
100.00,-3532,2
105.00,-3525,3
110.00,-3522,3
115.00,-3529,4
120.00,-3531,3
125.00,-3529,4
130.00,-3526,2
135.00,-3531,3
140.00,-3529,3
145.00,-3529,2
150.00,-3524,2
155.00,-3528,6
160.00,-3528,3
165.00,-3521,4
170.00,-3533,4
175.00,-3528,4
180.00,-3529,5
185.00,-3527,2
190.00,-3525,4
195.00,-3526,0
200.00,-3527,2
205.00,-3520,5
210.00,-3529,3
215.00,-3526,2
220.00,-3523,3
225.00,-3529,5
230.00,-3535,5
235.00,-3526,5
240.00,-3529,2
245.00,-3523,3
250.00,-3529,5
255.00,-3528,0
260.00,-3533,3
265.00,-3535,3
270.00,-3535,3
275.00,-3529,4
280.00,-3529,4
285.00,-3526,3
290.00,-3532,3
295.00,-3522,2
300.00,-3522,3
305.00,-3528,5
310.00,-3524,2
315.00,-3525,2
320.00,-3520,2
325.00,-3527,2
330.00,-3535,3
335.00,-3535,3
340.00,-3524,2
345.00,-3528,2
350.00,-3522,3
355.00,-3532,2
360.00,-3525,1
365.00,-3521,3
370.00,-3529,3
375.00,-3532,2
380.00,-3531,2
385.00,-3535,3
390.00,-3531,4
395.00,-3528,2
400.00,-3535,4
405.00,-3532,2
410.00,-3544,2
415.00,-3538,5
420.00,-3532,2
425.00,-3528,2
430.00,-3532,3
435.00,-3529,2
440.00,-3528,3
445.00,-3529,2
450.00,-3529,3
455.00,-3528,3
460.00,-3529,2
465.00,-3525,2
470.00,-3525,3
475.00,-3523,3
480.00,-3522,2
485.00,-3525,5
490.00,-3529,3
495.00,-3520,3
500.00,-3523,2
505.00,-3520,3
510.00,-3525,5
515.00,-3514,2
520.00,-3526,2
525.00,-3531,3
530.00,-3537,4
535.00,-3534,2
540.00,-3532,2
545.00,-3527,5
550.00,-3545,5
555.00,-3541,5
560.00,-3532,2
565.00,-3532,2
570.00,-3526,1
575.00,-3539,2
580.00,-3534,2
585.00,-3537,4
590.00,-3537,2
595.00,-3536,1
600.00,-3541,3
605.00,-3538,4
610.00,-3542,4
615.00,-3534,2
620.00,-3540,4
625.00,-3537,4
630.00,-3541,4
635.00,-3543,4
640.00,-3537,5
645.00,-3543,3
650.00,-3540,2
655.00,-3537,4
660.00,-3538,2
665.00,-3543,5
670.00,-3543,2
675.00,-3539,2
680.00,-3538,2
685.00,-3541,3
690.00,-3531,2
695.00,-3530,5
700.00,-3538,3
705.00,-3532,2
