Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,3,4
5.00,0,4
10.00,0,5
15.00,0,5
20.00,0,5
25.00,-5,2
30.00,-2,2
35.00,1,4
40.00,-1,3
45.00,-1,3
50.00,1,1
55.00,-4,3
60.00,-1,6
65.00,0,5
70.00,0,4
75.00,-5,4
80.00,-2,5
85.00,-6,5
90.00,0,2
95.00,-3,5
100.00,-2,5
105.00,-5,4
110.00,-3,3
115.00,0,5
120.00,0,3
125.00,-4,5
130.00,3,2
135.00,-1,2
140.00,-3,4
145.00,0,5
150.00,-6,1
155.00,-5,3
160.00,1,4
165.00,0,3
170.00,-2,3
175.00,-6,5
180.00,-6,2
185.00,-4,2
190.00,0,6
195.00,-4,3
200.00,-4,4
205.00,-4,3
210.00,-8,4
215.00,-4,4
220.00,1,4
225.00,0,3
230.00,-4,5
235.00,-7,2
240.00,2,4
245.00,-6,4
250.00,-1,4
255.00,-2,4
260.00,-8,4
265.00,-2,4
270.00,-1,7
275.00,2,2
280.00,0,5
285.00,-2,4
290.00,-4,2
295.00,1,2
300.00,-4,3
305.00,-7,5
310.00,0,4
315.00,1,5
320.00,-2,3
325.00,-1,6
330.00,-4,5
335.00,-4,5
340.00,6,2
345.00,0,5
350.00,-2,4
355.00,1,4
360.00,-2,3
365.00,-3,2
370.00,-7,4
375.00,-7,5
380.00,-3,4
385.00,-3,2
390.00,-3,2
395.00,-4,4
400.00,-5,3
405.00,2,7
410.00,4,4
415.00,-1,1
420.00,-3,1
425.00,-6,4
430.00,-5,2
435.00,-4,3
440.00,-3,5
445.00,-2,3
450.00,1,2
455.00,-2,5
460.00,-1,3
465.00,-5,2
470.00,1,2
475.00,1,3
480.00,4,4
485.00,2,3
490.00,-4,4
495.00,-2,4
500.00,1,2
505.00,0,3
510.00,-6,5
515.00,-2,2
520.00,-6,4
525.00,0,3
530.00,-1,3
535.00,-2,2
540.00,0,5
545.00,-4,2
550.00,0,3
555.00,-3,2
560.00,-1,4
565.00,-5,4
570.00,-3,4
575.00,1,4
580.00,2,5
585.00,-1,2
590.00,-3,3
595.00,-8,5
600.00,-1,3
605.00,1,2
610.00,-2,3
615.00,-1,4
620.00,-5,2
625.00,-2,5
630.00,-5,3
635.00,-4,1
640.00,-4,4
645.00,0,5
650.00,4,2
655.00,4,4
660.00,-3,5
665.00,-4,5
670.00,-6,4
675.00,1,5
680.00,4,4
685.00,3,4
690.00,0,4
695.00,-5,3
700.00,0,5
705.00,3,2
710.00,3,3
715.00,2,4
720.00,0,2
725.00,-4,5
730.00,-1,6
735.00,-1,3
740.00,-2,-22016
745.00,-1,4
750.00,-6,6
755.00,-5,4
760.00,0,3
765.00,-2,2
770.00,-5,2
775.00,-1,4
780.00,-3,5
785.00,-1,2
790.00,-8,4
795.00,-3,4
800.00,0,3
805.00,-5,5
810.00,-2,4
815.00,-4,4
820.00,0,4
825.00,-4,5
830.00,-4,3
835.00,-4,4
840.00,-3,3
845.00,4,3
850.00,-6,4
855.00,-7,7
860.00,-2,5
865.00,-2,2
870.00,0,4
875.00,-2,4
880.00,-3,3
885.00,-5,4
890.00,1,5
895.00,-4,6
900.00,1,4
905.00,-8,5
910.00,-8,2
915.00,-2,5
920.00,0,5
925.00,-4,5
930.00,-1,5
935.00,-8,4
940.00,-2,5
945.00,-1,4
950.00,0,2
955.00,0,5
960.00,-3,4
965.00,-3,4
970.00,2,2
975.00,0,3
980.00,-11,3
985.00,-2,6
990.00,-9,4
995.00,-3,5
1000.00,1,5
1005.00,0,4
1010.00,3,5
1015.00,-3,3
1020.00,0,1
1025.00,-2,4
1030.00,-4,5
1035.00,-4,4
1040.00,-7,2
1045.00,-3,4
1050.00,1,6
1055.00,-6,5
1060.00,-6,4
1065.00,2,3
1070.00,-2,5
1075.00,-1,4
1080.00,1,5
1085.00,-1,5
1090.00,3,3
1095.00,-3,5
1100.00,-8,2
1105.00,3,3
1110.00,-6,3
1115.00,-5,5
1120.00,1,2
1125.00,-4,4
1130.00,-3,3
1135.00,-5,5
1140.00,0,2
1145.00,-3,4
1150.00,-1,4
1155.00,-3,4
1160.00,0,5
1165.00,2,3
1170.00,0,3
1175.00,-3,2
1180.00,-5,5
1185.00,-2,5
1190.00,0,3
1195.00,3,1
1200.00,-3,3
1205.00,-1,5
1210.00,-5,6
1215.00,-5,2
1220.00,-4,2
1225.00,-2,3
1230.00,-5,1
1235.00,2,3
1240.00,0,5
1245.00,-5,4
1250.00,0,3
1255.00,-2,5
1260.00,0,3
1265.00,3,5
1270.00,-2,5
1275.00,1,1
1280.00,-3,3
1285.00,1,4
1290.00,0,5
1295.00,0,5
1300.00,-2,4
1305.00,0,5
1310.00,-4,3
1315.00,-2,5
1320.00,-2,2
1325.00,-2,5
1330.00,0,5
1335.00,-2,4
1340.00,-3,5
1345.00,-3,3
1350.00,-3,3
1355.00,-3,4
1360.00,1,3
1365.00,-2,2
1370.00,-3,4
1375.00,-4,3
1380.00,-2,4
1385.00,-2,4
1390.00,6,4
1395.00,-2,2
1400.00,-5,4
1405.00,-8,4
1410.00,-4,3
1415.00,-3,1
1420.00,-2,5
1425.00,1,5
1430.00,0,2
1435.00,-5,6
1440.00,0,5
1445.00,-4,5
1450.00,0,5
1455.00,5,3
1460.00,6,2
