Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-7515,2
5.00,-7511,2
10.00,-7506,2
15.00,-7504,2
20.00,-7506,1
25.00,-7509,3
30.00,-7515,3
35.00,-7505,1
40.00,-7505,2
45.00,-7505,1
50.00,-7506,1
55.00,-7507,3
60.00,-7504,3
65.00,-7499,2
70.00,-7515,3
75.00,-7501,3
80.00,-7497,3
85.00,-7494,2
90.00,-7500,1
95.00,-7500,2
100.00,-7505,2
105.00,-7494,4
110.00,-7492,2
115.00,-7494,3
120.00,-7506,3
125.00,-7497,3
130.00,-7510,1
135.00,-7484,4
140.00,-7503,1
145.00,-7499,2
150.00,-7497,2
155.00,-7490,4
160.00,-7498,2
165.00,-7509,2
170.00,-7507,2
175.00,-7506,4
180.00,-7500,3
185.00,-7507,2
190.00,-7505,2
195.00,-7500,4
200.00,-7505,3
205.00,-7503,2
210.00,-7500,3
215.00,-7494,4
220.00,-7498,3
225.00,-7498,4
230.00,-7495,2
235.00,-7500,2
240.00,-7502,4
245.00,-7495,2
250.00,-7504,4
255.00,-7494,1
260.00,-7503,2
265.00,-7503,3
270.00,-7493,2
275.00,-7497,3
280.00,-7497,2
285.00,-7500,2
290.00,-7494,3
295.00,-7509,2
300.00,-7508,3
305.00,-7512,2
310.00,-7509,2
315.00,-7503,2
320.00,-7496,3
325.00,-7498,4
330.00,-7501,2
335.00,-7507,2
340.00,-7502,2
345.00,-7501,3
350.00,-7494,2
355.00,-7499,1
360.00,-7496,3
365.00,-7494,2
370.00,-7487,2
375.00,-7500,2
380.00,-7494,2
385.00,-7501,2
390.00,-7497,4
395.00,-7494,3
400.00,-7501,2
405.00,-7509,2
410.00,-7491,3
415.00,-7508,1
420.00,-7502,3
425.00,-7503,2
430.00,-7500,5
435.00,-7488,5
440.00,-7497,2
445.00,-7491,2
450.00,-7493,2
455.00,-7504,2
460.00,-7506,3
465.00,-7509,3
470.00,-7501,2
475.00,-7512,2
480.00,-7497,2
485.00,-7502,2
490.00,-7501,2
495.00,-7503,3
500.00,-7506,3
505.00,-7500,2
510.00,-7505,3
515.00,-7510,1
520.00,-7510,2
525.00,-7515,3
530.00,-7509,2
535.00,-7493,2
540.00,-7507,1
545.00,-7512,2
550.00,-7506,3
555.00,-7514,2
560.00,-7497,2
565.00,-7504,2
570.00,-7502,2
575.00,-7504,2
580.00,-7499,3
585.00,-7498,4
590.00,-7510,2
595.00,-7510,2
600.00,-7512,2
605.00,-7520,4
610.00,-7518,2
615.00,-7521,3
620.00,-7502,3
625.00,-7494,4
630.00,-7505,2
635.00,-7497,3
640.00,-7502,2
645.00,-7505,2
650.00,-7489,5
655.00,-7503,3
660.00,-7494,2
665.00,-7498,4
670.00,-7505,3
675.00,-7497,2
680.00,-7500,2
685.00,-7497,2
690.00,-7492,2
695.00,-7497,3
700.00,-7500,2
705.00,-7512,4
710.00,-7502,2
715.00,-7504,3
720.00,-7501,2
725.00,-7499,2
730.00,-7501,2
735.00,-7493,3
740.00,-7491,3
745.00,-7504,2
750.00,-7497,2
755.00,-7515,2
760.00,-7512,3
765.00,-7513,3
770.00,-7503,3
775.00,-7497,3
780.00,-7495,2
785.00,-7512,1
790.00,-7520,2
795.00,-7514,2
800.00,-7520,2
805.00,-7516,2
810.00,-7515,2
815.00,-7515,3
820.00,-7515,3
825.00,-7521,3
830.00,-7505,4
835.00,-7518,1
840.00,-7510,4
845.00,-7508,4
850.00,-7506,2
855.00,-7511,1
860.00,-7510,3
865.00,-7500,2
870.00,-7506,1
875.00,-7508,4
880.00,-7503,1
885.00,-7502,2
890.00,-7497,2
895.00,-7504,4
900.00,-7503,2
905.00,-7501,3
910.00,-7509,1
915.00,-7501,4
920.00,-7500,4
925.00,-7502,4
930.00,-7494,4
935.00,-7500,2
940.00,-7503,3
945.00,-7496,2
950.00,-7505,2
955.00,-7494,2
960.00,-7491,3
965.00,-7498,2
970.00,-7503,1
975.00,-7506,1
980.00,-7493,2
985.00,-7500,3
990.00,-7495,3
995.00,-7497,3
1000.00,-7507,2
1005.00,-7496,2
1010.00,-7494,4
1015.00,-7515,2
1020.00,-7510,2
1025.00,-7504,2
1030.00,-7501,2
1035.00,-7503,2
1040.00,-7503,5
1045.00,-7494,4
1050.00,-7494,5
1055.00,-7491,2
1060.00,-7489,4
1065.00,-7491,3
1070.00,-7487,1
1075.00,-7497,2
1080.00,-7500,4
1085.00,-7498,4
1090.00,-7504,3
1095.00,-7496,2
1100.00,-7491,2
1105.00,-7491,3
1110.00,-7488,3
1115.00,-7488,4
1120.00,-7499,4
1125.00,-7489,2
1130.00,-7494,3
1135.00,-7494,4
1140.00,-7494,2
1145.00,-7488,3
1150.00,-7498,3
1155.00,-7504,1
1160.00,-7501,1
1165.00,-7503,2
1170.00,-7500,3
1175.00,-7499,4
1180.00,-7512,1
1185.00,-7502,3
1190.00,-7503,2
1195.00,-7496,2
1200.00,-7501,4
1205.00,-7501,2
1210.00,-7500,3
1215.00,-7498,1
1220.00,-7506,2
1225.00,-7497,4
1230.00,-7501,2
1235.00,-7497,2
1240.00,-7488,5
1245.00,-7497,4
1250.00,-7500,1
1255.00,-7500,5
1260.00,-7505,5
1265.00,-7503,2
1270.00,-7503,2
1275.00,-7494,2
1280.00,-7497,5
1285.00,-7503,1
1290.00,-7506,1
1295.00,-7512,2
1300.00,-7511,2
1305.00,-7512,4
1310.00,-7503,1
1315.00,-7504,3
1320.00,-7510,1
1325.00,-7501,2
1330.00,-7496,3
1335.00,-7500,2
1340.00,-7510,2
1345.00,-7511,5
1350.00,-7510,3
1355.00,-7507,3
1360.00,-7509,0
1365.00,-7509,4
1370.00,-7507,2
1375.00,-7507,2
1380.00,-7509,4
1385.00,-7505,2
1390.00,-7497,3
1395.00,-7506,2
1400.00,-7497,2
1405.00,-7507,3
1410.00,-7507,2
1415.00,-7507,2
1420.00,-7502,2
1425.00,-7505,2
1430.00,-7509,2
1435.00,-7508,4
1440.00,-7509,2
1445.00,-7511,1
1450.00,-7509,2
1455.00,-7512,2
1460.00,-7511,3
1465.00,-7513,3
1470.00,-7511,1
1475.00,-7507,2
1480.00,-7501,2
1485.00,-7507,2
1490.00,-7510,4
1495.00,-7500,3
1500.00,-7501,2
1505.00,-7510,2
1510.00,-7501,4
1515.00,-7505,1
1520.00,-7509,2
1525.00,-7511,2
1530.00,-7508,3
1535.00,-7509,2
1540.00,-7504,2
1545.00,-7509,2
1550.00,-7504,1
1555.00,-7497,0
1560.00,-7494,2
1565.00,-7494,3
1570.00,-7503,3
1575.00,-7491,2
1580.00,-7504,2
1585.00,-7500,2
1590.00,-7499,2
1595.00,-7496,3
1600.00,-7496,2
1605.00,-7494,3
1610.00,-7501,1
1615.00,-7503,2
1620.00,-7490,3
1625.00,-7500,2
