Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-3529,3
5.00,-3527,2
10.00,-3523,2
15.00,-3534,4
20.00,-3534,4
25.00,-3533,3
30.00,-3526,5
35.00,-3531,3
40.00,-3529,2
45.00,-3525,2
50.00,-3530,2
55.00,-3535,2
60.00,-3520,2
65.00,-3529,3
70.00,-3529,3
75.00,-3523,3
80.00,-3531,4
85.00,-3519,2
90.00,-3529,2
95.00,-3529,4
100.00,-3532,4
105.00,-3537,2
110.00,-3532,2
115.00,-3530,5
120.00,-3531,4
125.00,-3527,2
130.00,-3537,5
135.00,-3535,3
140.00,-3531,3
145.00,-3535,3
150.00,-3529,5
155.00,-3539,4
160.00,-3538,2
165.00,-3540,4
170.00,-3541,3
175.00,-3539,2
180.00,-3533,2
185.00,-3536,2
190.00,-3538,2
195.00,-3541,3
200.00,-3528,4
205.00,-3534,2
210.00,-3534,3
215.00,-3532,2
220.00,-3538,2
225.00,-3529,2
230.00,-3532,3
235.00,-3528,4
240.00,-3527,2
245.00,-3531,2
250.00,-3527,3
255.00,-3528,2
260.00,-3526,3
265.00,-3526,4
270.00,-3530,2
275.00,-3527,4
280.00,-3532,4
285.00,-3525,2
290.00,-3533,4
295.00,-3532,2
300.00,-3535,2
305.00,-3531,2
310.00,-3535,3
315.00,-3530,2
320.00,-3530,4
325.00,-3538,5
330.00,-3541,1
335.00,-3536,3
340.00,-3531,2
345.00,-3528,2
350.00,-3538,4
355.00,-3533,2
360.00,-3537,4
365.00,-3538,3
370.00,-3527,4
375.00,-3538,2
380.00,-3532,3
385.00,-3526,5
390.00,-3533,2
395.00,-3530,3
400.00,-3533,3
405.00,-3532,4
410.00,-3533,2
415.00,-3535,3
420.00,-3536,3
425.00,-3532,2
430.00,-3532,2
435.00,-3532,6
440.00,-3530,4
445.00,-3536,5
450.00,-3544,4
455.00,-3537,2
460.00,-3532,4
465.00,-3537,4
470.00,-3526,2
475.00,-3521,3
480.00,-3531,4
485.00,-3528,2
490.00,-3530,5
495.00,-3532,5
500.00,-3526,2
505.00,-3539,4
510.00,-3538,0
515.00,-3538,3
520.00,-3536,2
525.00,-3530,2
530.00,-3537,3
535.00,-3536,4
540.00,-3537,3
545.00,-3539,4
550.00,-3537,2
555.00,-3538,3
560.00,-3533,3
565.00,-3539,1
570.00,-3538,4
575.00,-3538,5
580.00,-3539,3
585.00,-3536,4
590.00,-3544,3
595.00,-3533,2
600.00,-3535,5
605.00,-3535,3
610.00,-3536,3
615.00,-3539,3
620.00,-3536,3
625.00,-3536,3
630.00,-3535,2
635.00,-3543,4
640.00,-3536,2
645.00,-3542,3
650.00,-3537,3
655.00,-3532,2
660.00,-3532,2
665.00,-3535,4
670.00,-3535,2
675.00,-3541,3
680.00,-3534,3
685.00,-3529,4
690.00,-3530,2
695.00,-3531,2
700.00,-3532,3
705.00,-3535,2
710.00,-3535,4
715.00,-3541,2
720.00,-3543,4
725.00,-3540,3
730.00,-3540,5
735.00,-3538,2
740.00,-3535,2
745.00,-3538,2
750.00,-3534,5
755.00,-3538,2
760.00,-3536,4
765.00,-3536,0
770.00,-3543,3
775.00,-3538,2
780.00,-3541,2
785.00,-3543,5
790.00,-3541,2
795.00,-3538,5
800.00,-3538,0
805.00,-3540,4
810.00,-3535,2
815.00,-3537,2
820.00,-3538,2
825.00,-3543,4
830.00,-3543,4
835.00,-3538,3
840.00,-3533,3
845.00,-3542,3
850.00,-3541,4
855.00,-3541,4
860.00,-3539,2
865.00,-3532,2
870.00,-3541,2
875.00,-3534,2
880.00,-3532,2
885.00,-3535,3
890.00,-3538,4
895.00,-3530,4
900.00,-3535,3
905.00,-3536,2
910.00,-3534,5
915.00,-3529,3
920.00,-3535,1
925.00,-3532,2
930.00,-3541,2
935.00,-3537,2
940.00,-3537,1
945.00,-3532,4
950.00,-3535,3
955.00,-3538,3
960.00,-3526,2
965.00,-3532,2
970.00,-3535,2
975.00,-3536,2
980.00,-3539,3
985.00,-3531,3
990.00,-3535,2
995.00,-3533,4
1000.00,-3537,4
1005.00,-3536,3
1010.00,-3544,2
1015.00,-3534,3
1020.00,-3540,5
1025.00,-3535,5
1030.00,-3531,5
1035.00,-3538,3
1040.00,-3538,5
1045.00,-3536,3
1050.00,-3532,5
1055.00,-3534,4
1060.00,-3534,2
1065.00,-3538,3
1070.00,-3534,3
1075.00,-3533,4
1080.00,-3532,5
1085.00,-3541,5
1090.00,-3540,2
1095.00,-3539,2
1100.00,-3537,4
1105.00,-3535,3
1110.00,-3532,0
1115.00,-3537,4
1120.00,-3533,1
1125.00,-3534,2
1130.00,-3532,3
1135.00,-3532,2
1140.00,-3533,3
1145.00,-3533,2
1150.00,-3536,3
1155.00,-3541,5
1160.00,-3535,2
1165.00,-3533,2
1170.00,-3530,3
1175.00,-3529,4
1180.00,-3539,5
1185.00,-3533,2
1190.00,-3534,2
1195.00,-3537,2
1200.00,-3532,2
1205.00,-3529,2
1210.00,-3532,2
1215.00,-3533,3
1220.00,-3534,4
1225.00,-3530,1
1230.00,-3537,2
1235.00,-3539,4
1240.00,-3541,2
1245.00,-3536,3
1250.00,-3531,4
1255.00,-3536,1
1260.00,-3529,2
1265.00,-3534,2
1270.00,-3543,4
1275.00,-3544,2
1280.00,-3541,2
1285.00,-3533,4
1290.00,-3535,2
1295.00,-3539,3
1300.00,-3535,3
1305.00,-3537,4
1310.00,-3535,3
1315.00,-3544,2
1320.00,-3543,2
1325.00,-3529,3
1330.00,-3534,0
1335.00,-3537,4
1340.00,-3535,2
1345.00,-3544,2
1350.00,-3545,3
1355.00,-3538,3
1360.00,-3538,3
1365.00,-3541,2
1370.00,-3532,2
1375.00,-3538,2
1380.00,-3535,3
1385.00,-3536,4
1390.00,-3539,2
1395.00,-3540,4
1400.00,-3531,5
1405.00,-3541,2
1410.00,-3538,2
1415.00,-3538,3
1420.00,-3541,4
1425.00,-3538,4
1430.00,-3537,5
1435.00,-3534,3
1440.00,-3538,3
1445.00,-3529,2
1450.00,-3537,4
1455.00,-3537,4
1460.00,-3541,2
1465.00,-3534,3
1470.00,-3541,3
1475.00,-3543,3
1480.00,-3542,2
1485.00,-3533,5
1490.00,-3539,4
1495.00,-3543,4
1500.00,-3542,3
1505.00,-3544,3
1510.00,-3537,3
1515.00,-3538,3
1520.00,-3539,1
1525.00,-3540,3
1530.00,-3538,3
1535.00,-3539,2
1540.00,-3533,3
1545.00,-3532,3
1550.00,-3533,2
1555.00,-3540,4
1560.00,-3535,2
1565.00,-3544,3
1570.00,-3546,2
1575.00,-3535,2
1580.00,-3534,2
1585.00,-3535,5
1590.00,-3540,2
1595.00,-3535,3
1600.00,-3534,4
1605.00,-3534,1
1610.00,-3541,4
1615.00,-3533,2
1620.00,-3540,2
1625.00,-3543,4
1630.00,-3533,3
1635.00,-3544,4
1640.00,-3536,3
1645.00,-3535,2
1650.00,-3535,3
1655.00,-3534,4
1660.00,-3540,3
1665.00,-3530,3
1670.00,-3538,2
1675.00,-3537,5
1680.00,-3532,3
1685.00,-3535,2
1690.00,-3536,2
1695.00,-3537,2
1700.00,-3531,2
1705.00,-3534,2
1710.00,-3530,1
1715.00,-3526,5
1720.00,-3532,2
1725.00,-3532,5
1730.00,-3525,3
1735.00,-3522,4
1740.00,-3527,2
1745.00,-3531,3
1750.00,-3524,3
1755.00,-3533,4
1760.00,-3529,2
1765.00,-3530,3
1770.00,-3526,3
1775.00,-3533,3
1780.00,-3525,2
1785.00,-3526,5
1790.00,-3528,3
1795.00,-3523,2
1800.00,-3527,4
1805.00,-3529,1
1810.00,-3527,3
1815.00,-3527,3
1820.00,-3529,3
1825.00,-3522,2
1830.00,-3527,3
1835.00,-3524,4
1840.00,-3527,2
1845.00,-3526,3
1850.00,-3526,3
1855.00,-3535,2
1860.00,-3532,3
1865.00,-3529,2
1870.00,-3532,2
1875.00,-3535,2
1880.00,-3536,1
1885.00,-3530,1
1890.00,-3532,3
1895.00,-3537,2
1900.00,-3535,3
1905.00,-3529,2
1910.00,-3533,4
1915.00,-3539,3
1920.00,-3537,2
1925.00,-3533,2
1930.00,-3535,1
1935.00,-3535,2
1940.00,-3534,2
1945.00,-3536,3
1950.00,-3532,3
1955.00,-3531,2
1960.00,-3542,2
1965.00,-3540,3
1970.00,-3535,4
1975.00,-3534,3
1980.00,-3532,1
1985.00,-3538,4
1990.00,-3535,2
1995.00,-3531,1
2000.00,-3539,4
2005.00,-3529,3
2010.00,-3528,2
2015.00,-3529,2
2020.00,-3520,4
2025.00,-3527,3
2030.00,-3531,4
