Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260525_232318.bin,1,-515.452238,-620.356096,-402.693313,-234.252906,-94.707510,-40.073765,-0.179063,0.293086,0.188020,-0.844446,0.725475,-0.958371,0.496736,-0.502778,-0.793056,0.262500,1.604167,0.943750,1.030556,-91.338657,-372.703009,-1535.775952,-1282.844419,-1109.240998,-2364.079630,-0.623955,-0.439638,0.754961,0.198460,-0.543346,-0.123152,-0.653723,0.018056,0.284028,0.146528,0.215972,0.209028,-0.134028,1039,158.538818,1729,263.824463,1978,301.818848,2263,345.306396,-28132,-4292.602539,222,33.874512,-27917,-4259.796143,1013,154.571533
15ml,VET6_8chips_raw_stream_20260525_232318.bin,2,-511.347299,-617.461034,-399.897016,-229.567721,-86.392695,-38.598457,-0.853741,-0.515749,0.688020,-0.191305,0.639016,-1.050614,0.016591,0.497222,0.206944,-0.070833,0.770833,1.277083,0.863889,-92.542361,-372.999306,-1536.374717,-1287.937011,-1116.148405,-2363.153704,-0.432790,0.459178,0.333059,-0.148398,-0.006349,0.306876,0.254219,0.851389,0.450694,0.479861,-0.784028,-0.790972,-0.134028,1038,158.386230,1717,261.993408,1985,302.886963,2257,344.390869,-28122,-4291.076660,223,34.027100,-27910,-4258.728027,1015,154.876709
15ml,VET6_8chips_raw_stream_20260525_232318.bin,3,-511.754707,-616.053627,-398.594547,-232.043030,-94.917387,-41.073765,1.528589,-0.673940,1.034879,0.308695,0.639016,0.591090,-0.187380,0.330556,0.373611,0.262500,0.437500,0.110417,0.197222,-92.233719,-374.807948,-1541.794470,-1290.048122,-1115.537294,-2368.875926,-0.346332,0.426205,0.486200,-0.301540,-0.283972,1.014528,0.142306,0.184722,0.117361,0.146528,0.215972,0.209028,-0.467361,1032,157.470703,1715,261.688232,1975,301.361084,2257,344.390869,-28128,-4291.992188,210,32.043457,-27915,-4259.490967,1005,153.350830
15ml,VET6_8chips_raw_stream_20260525_232318.bin,4,-509.841127,-617.467207,-401.798251,-230.456610,-90.003807,-39.487346,-0.370228,0.430766,0.725542,-0.997588,-0.259800,-0.283693,-0.095322,-0.002778,0.206944,0.262500,0.270833,0.777083,1.363889,-92.239892,-373.301775,-1537.985828,-1285.128369,-1115.457047,-2363.554938,-0.346332,-1.439638,0.717439,-0.264018,-0.059833,0.703931,-0.857694,-0.481944,-0.215972,-0.520139,-0.117361,0.042361,0.199306,1036,158.081055,1724,263.061523,1981,302.276611,2266,345.764160,-28127,-4291.839600,226,34.484863,-27911,-4258.880615,1016,155.029297
15ml,VET6_8chips_raw_stream_20260525_232318.bin,5,-511.952238,-616.856096,-401.403189,-229.166487,-86.293930,-37.394753,-0.456686,-0.223401,0.456781,-0.191305,0.725475,-0.289478,0.292765,-0.836111,-0.959722,-0.404167,0.770833,0.777083,0.197222,-92.134954,-374.406713,-1539.887063,-1289.844419,-1116.240998,-2363.857407,1.003024,-0.821968,0.179917,0.235982,1.441928,0.724442,0.142306,0.351389,0.450694,-0.853472,-0.784028,-0.790972,0.532639,1044,159.301758,1711,261.077881,1981,302.276611,2258,344.543457,-28122,-4291.076660,214,32.653809,-27911,-4258.880615,1009,153.961182
15ml,VET6_8chips_raw_stream_20260525_232318.bin,6,-515.260880,-618.047454,-399.600720,-228.666487,-85.793930,-37.697222,-0.265521,-0.032236,-0.080741,-0.691305,0.208988,-0.772991,0.200707,-0.002778,0.206944,-0.070833,-0.229167,-0.222917,0.863889,-92.925077,-377.616590,-1539.985828,-1288.140715,-1115.444702,-2357.740123,-1.862819,-0.406664,-0.898180,0.351602,-0.886917,1.154471,-0.765636,-0.648611,-0.049306,0.479861,0.382639,0.042361,0.032639,1035,157.928467,1714,261.535645,1976,301.513672,2264,345.458984,-28128,-4291.992188,213,32.501221,-27914,-4259.338379,1008,153.808594
15ml,VET6_8chips_raw_stream_20260525_232318.bin,7,-514.847299,-620.961034,-401.187140,-231.067721,-87.892695,-39.697222,-0.179063,0.173654,0.419259,0.039934,1.122530,0.504632,0.700707,-0.002778,-0.293056,0.595833,1.937500,1.610417,0.363889,-93.215201,-380.326466,-1541.992001,-1293.838246,-1121.747171,-2374.672222,0.638943,0.249765,-0.051322,-0.032779,0.614845,-0.553181,0.438335,0.851389,1.450694,0.979861,0.549306,0.375694,0.532639,1043,159.149170,1715,261.688232,1978,301.818848,2257,344.390869,-28127,-4291.839600,217,33.111572,-27914,-4259.338379,1022,155.944824
15ml,VET6_8chips_raw_stream_20260525_232318.bin,8,-517.044830,-623.763503,-403.983436,-233.666487,-90.793930,-39.487346,0.561563,-0.256375,-0.196361,-0.997588,0.227236,-1.408910,0.108649,0.163889,0.040278,-0.570833,0.437500,0.110417,-0.136111,-93.313966,-380.727701,-1544.603112,-1289.930838,-1119.654578,-2381.999383,-0.274599,0.202066,-0.666941,-0.954681,0.304248,1.569774,0.438335,-0.148611,-0.549306,0.479861,-1.284028,-0.790972,-0.967361,1035,157.928467,1711,261.077881,1983,302.581787,2257,344.390869,-28127,-4291.839600,215,32.806396,-27913,-4259.185791,1017,155.181885
15ml,VET6_8chips_raw_stream_20260525_232318.bin,9,-517.655941,-621.652392,-402.588374,-231.876363,-86.584053,-39.703395,-0.179063,0.293086,0.303639,-0.228827,1.433126,0.749281,0.812620,0.997222,0.706944,0.095833,0.104167,0.943750,0.863889,-91.912731,-379.628935,-1545.306816,-1292.325900,-1123.259516,-2366.740123,-0.623955,0.076849,0.870581,0.620362,0.026625,0.876848,-0.061665,-0.315278,-0.382639,0.479861,0.715972,1.209028,0.699306,1035,157.928467,1720,262.451172,1978,301.818848,2269,346.221924,-28125,-4291.534424,223,34.027100,-27911,-4258.880615,1016,155.029297
15ml,VET6_8chips_raw_stream_20260525_232318.bin,10,-516.655941,-620.652392,-403.792078,-233.061548,-91.398868,-39.684877,0.337424,-1.309859,0.456781,-0.460066,-0.638606,0.418173,-1.095322,-1.169444,-1.126389,0.095833,0.937500,1.110417,-0.636111,-94.017670,-380.523997,-1544.905581,-1291.819727,-1124.265689,-2379.474691,-0.149382,0.957417,-1.435702,0.467221,0.113083,0.757416,0.530393,-0.148611,-0.049306,0.646528,0.715972,0.709028,0.365972,1041,158.843994,1719,262.298584,1981,302.276611,2257,344.390869,-28119,-4290.618896,214,32.653809,-27908,-4258.422852,1005,153.350830
