Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
100ml,VET6_8chips_raw_stream_20260528_205902.bin,1,-2.235294,27.569328,8.392857,-2.882353,-7.081933,-2.308824,-72.321429,-1371.951681,-136.516807,-1003.329832,-696.046218,-1879.304622,-1033.998950,-2.880252,-3.365546,-6.930672,-5.716387,-6.220588,1.147059,0.674370,-1.432773,-0.434874,-1.401261,0.081933,-5.762605,-157.993697,-192.997899,-378.039916,-0.035714,-488.287815,-0.649160,-340.642857,-4.243697,-1.180672,-4.363445,-3.277311,-1.098739,0.493697,943,143.890381,1710,260.925293,1895,289.154053,2175,331.878662,-28576,-4360.351562,165,25.177002,-28400,-4333.496094,-28492,-4347.534180
100ml,VET6_8chips_raw_stream_20260528_205902.bin,2,-1.735294,24.569328,8.392857,-0.882353,-8.081933,-1.808824,-74.321429,-1369.451681,-137.516807,-1004.329832,-695.546218,-1877.304622,-1032.498950,-2.380252,-3.865546,-6.430672,-6.216387,-6.720588,0.147059,0.674370,-0.432773,0.565126,-0.401261,-1.418067,-5.262605,-157.993697,-195.497899,-383.039916,1.464286,-489.787815,-1.149160,-342.642857,-4.243697,-0.180672,-6.363445,-4.277311,-0.098739,2.493697,937,142.974854,1702,259.704590,1906,290.832520,2174,331.726074,-28558,-4357.604980,153,23.345947,-28384,-4331.054688,-28477,-4345.245361
100ml,VET6_8chips_raw_stream_20260528_205902.bin,3,-1.235294,27.069328,6.892857,-1.382353,-7.581933,-0.808824,-72.821429,-1371.451681,-137.516807,-1003.829832,-695.046218,-1879.304622,-1033.248950,-3.880252,-4.865546,-6.430672,-5.716387,-6.720588,-1.852941,-0.825630,0.067227,0.565126,-0.901261,0.581933,-4.762605,-159.993697,-195.497899,-378.539916,-1.035714,-491.287815,-1.149160,-343.392857,-5.243697,-2.180672,-6.863445,-4.777311,-2.098739,-0.006303,936,142.822266,1697,258.941650,1900,289.916992,2169,330.963135,-28563,-4358.367920,149,22.735596,-28390,-4331.970215,-28482,-4346.008301
100ml,VET6_8chips_raw_stream_20260528_205902.bin,4,-1.235294,25.569328,9.392857,-1.382353,-7.581933,0.191176,-71.821429,-1372.951681,-136.516807,-1007.829832,-697.046218,-1871.304622,-1034.998950,-4.380252,-3.365546,-5.930672,-6.216387,-5.220588,0.147059,0.174370,0.067227,-0.934874,-0.401261,-0.918067,-5.262605,-161.493697,-192.497899,-384.539916,0.464286,-487.787815,-0.649160,-340.142857,-4.243697,-0.180672,-4.863445,-4.277311,-0.098739,1.993697,949,144.805908,1698,259.094238,1910,291.442871,2177,332.183838,-28568,-4359.130859,159,24.261475,-28394,-4332.580566,-28483,-4346.160889
100ml,VET6_8chips_raw_stream_20260528_205902.bin,5,-2.235294,26.069328,6.892857,-0.882353,-8.081933,-0.808824,-72.821429,-1371.451681,-137.516807,-1001.829832,-698.046218,-1868.804622,-1034.748950,-4.380252,-3.865546,-6.930672,-5.716387,-7.220588,0.147059,-1.325630,-0.432773,-0.934874,0.098739,-0.418067,-4.762605,-159.493697,-192.997899,-383.039916,0.464286,-488.287815,-0.149160,-340.642857,-3.743697,-1.680672,-6.363445,-6.277311,-1.098739,-0.006303,936,142.822266,1696,258.789062,1901,290.069580,2165,330.352783,-28563,-4358.367920,158,24.108887,-28389,-4331.817627,-28480,-4345.703125
100ml,VET6_8chips_raw_stream_20260528_205902.bin,6,-2.235294,25.069328,8.392857,-0.382353,-7.081933,-1.308824,-72.321429,-1377.451681,-135.516807,-999.829832,-689.046218,-1871.304622,-1033.248950,-2.380252,-4.365546,-5.930672,-5.216387,-6.220588,-1.352941,0.674370,-0.432773,-0.934874,-0.401261,0.581933,-5.262605,-159.993697,-191.997899,-387.539916,0.464286,-493.287815,-0.649160,-342.642857,-3.743697,-2.180672,-5.863445,-4.777311,0.901261,1.993697,935,142.669678,1703,259.857178,1902,290.222168,2174,331.726074,-28567,-4358.978271,157,23.956299,-28396,-4332.885742,-28488,-4346.923828
100ml,VET6_8chips_raw_stream_20260528_205902.bin,7,-1.735294,25.069328,5.892857,-1.382353,-7.081933,-1.808824,-72.821429,-1372.951681,-137.516807,-1003.829832,-689.546218,-1872.304622,-1031.248950,-3.880252,-3.865546,-7.430672,-5.716387,-7.720588,-2.352941,-0.825630,0.067227,-0.934874,1.098739,0.081933,-5.262605,-162.493697,-193.997899,-385.539916,-0.535714,-490.287815,-0.649160,-342.142857,-5.243697,-0.680672,-7.363445,-4.777311,-1.598739,0.993697,943,143.890381,1714,261.535645,1906,290.832520,2178,332.336426,-28570,-4359.436035,158,24.108887,-28393,-4332.427979,-28486,-4346.618652
100ml,VET6_8chips_raw_stream_20260528_205902.bin,8,-0.735294,24.569328,7.392857,-1.382353,-7.581933,-0.308824,-72.321429,-1376.451681,-138.016807,-1004.329832,-692.546218,-1871.304622,-1034.498950,-2.380252,-4.365546,-6.430672,-4.716387,-6.720588,-0.852941,1.174370,0.567227,-0.434874,-0.401261,-0.918067,-5.762605,-158.993697,-190.497899,-382.539916,-0.035714,-488.787815,-1.649160,-339.642857,-3.243697,0.319328,-5.363445,-4.777311,-0.598739,1.993697,943,143.890381,1702,259.704590,1894,289.001465,2176,332.031250,-28566,-4358.825684,163,24.871826,-28392,-4332.275391,-28483,-4346.160889
100ml,VET6_8chips_raw_stream_20260528_205902.bin,9,-1.235294,26.069328,7.392857,0.617647,-9.081933,-0.808824,-71.321429,-1381.451681,-137.516807,-1001.829832,-689.046218,-1872.804622,-1035.248950,-2.880252,-4.365546,-5.430672,-6.216387,-8.220588,-1.352941,0.674370,1.067227,-0.434874,-0.901261,-0.418067,-5.762605,-159.493697,-193.997899,-381.539916,-1.535714,-487.787815,-1.149160,-340.892857,-3.743697,-0.680672,-5.863445,-5.277311,-0.598739,-0.006303,940,143.432617,1696,258.789062,1900,289.916992,2169,330.963135,-28567,-4358.978271,155,23.651123,-28391,-4332.122803,-28483,-4346.160889
100ml,VET6_8chips_raw_stream_20260528_205902.bin,10,-0.735294,25.069328,9.392857,-0.382353,-8.081933,0.191176,-71.821429,-1382.951681,-137.516807,-1006.829832,-686.046218,-1873.804622,-1034.498950,-3.380252,-4.365546,-6.430672,-5.716387,-5.220588,-1.352941,-0.325630,1.567227,-0.434874,-0.401261,0.581933,-6.262605,-158.993697,-191.997899,-381.539916,-1.035714,-491.787815,-0.149160,-341.892857,-3.243697,-0.180672,-5.863445,-4.777311,-0.098739,-0.006303,946,144.348145,1705,260.162354,1907,290.985107,2180,332.641602,-28567,-4358.978271,164,25.024414,-28391,-4332.122803,-28486,-4346.618652
100ml,VET6_8chips_raw_stream_20260528_205902.bin,11,-1.235294,25.569328,8.892857,-1.882353,-8.081933,0.191176,-70.321429,-1387.451681,-136.516807,-1005.329832,-684.546218,-1877.804622,-1035.998950,-4.380252,-3.865546,-5.930672,-6.216387,-6.720588,-2.352941,0.674370,0.067227,0.565126,0.598739,0.081933,-5.762605,-160.493697,-193.497899,-386.539916,-1.035714,-491.787815,-1.149160,-342.642857,-4.743697,-0.680672,-6.863445,-5.777311,-1.098739,-0.006303,952,145.263672,1705,260.162354,1897,289.459229,2180,332.641602,-28570,-4359.436035,156,23.803711,-28397,-4333.038330,-28489,-4347.076416
100ml,VET6_8chips_raw_stream_20260528_205902.bin,12,-1.235294,25.569328,4.892857,-0.382353,-6.081933,-0.808824,-72.321429,-1383.451681,-136.016807,-1004.329832,-689.546218,-1874.304622,-1036.498950,-1.880252,-4.365546,-4.930672,-5.716387,-7.220588,-1.352941,-0.325630,-0.932773,1.565126,-0.901261,0.081933,-4.762605,-159.493697,-193.497899,-380.539916,0.464286,-486.287815,-1.649160,-339.892857,-4.743697,-1.180672,-5.363445,-5.277311,-1.598739,-0.006303,943,143.890381,1700,259.399414,1914,292.053223,2171,331.268311,-28565,-4358.673096,160,24.414062,-28392,-4332.275391,-28487,-4346.771240
100ml,VET6_8chips_raw_stream_20260528_205902.bin,13,-2.235294,25.069328,7.392857,-2.382353,-7.081933,-1.808824,-71.321429,-1383.951681,-136.516807,-1003.329832,-691.546218,-1957.804622,-1037.748950,-2.880252,-3.865546,-5.430672,-5.716387,-5.720588,-0.352941,-0.325630,0.567227,0.065126,-0.401261,0.081933,-4.262605,-155.993697,-191.497899,-383.539916,-1.035714,-482.787815,-0.649160,-337.142857,-3.743697,-0.180672,-5.363445,-4.777311,-0.098739,0.493697,946,144.348145,1705,260.162354,1910,291.442871,2178,332.336426,-28571,-4359.588623,166,25.329590,-28396,-4332.885742,-28488,-4346.923828
100ml,VET6_8chips_raw_stream_20260528_205902.bin,14,-2.235294,27.069328,7.392857,-0.382353,-7.081933,-1.808824,-71.821429,-1383.451681,-136.516807,-1004.329832,-689.546218,-1861.804622,-1036.498950,-1.880252,-4.865546,-5.930672,-5.716387,-6.220588,-1.352941,0.174370,1.567227,-0.434874,-2.401261,-0.918067,-6.762605,-159.493697,-194.997899,-385.039916,-1.035714,-488.287815,-0.649160,-341.642857,-4.743697,-1.180672,-6.863445,-4.777311,-1.598739,0.993697,937,142.974854,1705,260.162354,1898,289.611816,2169,330.963135,-28571,-4359.588623,153,23.345947,-28396,-4332.885742,-28486,-4346.618652
100ml,VET6_8chips_raw_stream_20260528_205902.bin,15,-1.735294,26.069328,7.392857,-1.382353,-8.081933,0.191176,-71.821429,-1380.951681,-136.516807,-1004.329832,-689.046218,-1866.304622,-1034.998950,-1.880252,-2.365546,-4.930672,-4.716387,-6.720588,-0.352941,-0.325630,0.067227,1.065126,0.598739,-0.918067,-6.262605,-161.993697,-193.497899,-381.039916,-0.035714,-487.787815,-0.149160,-340.642857,-4.743697,-0.180672,-6.363445,-3.277311,-0.098739,0.493697,940,143.432617,1705,260.162354,1901,290.069580,2180,332.641602,-28564,-4358.520508,166,25.329590,-28388,-4331.665039,-28480,-4345.703125
100ml,VET6_8chips_raw_stream_20260528_205902.bin,16,-1.735294,25.569328,5.392857,-0.382353,-7.081933,-1.308824,-70.821429,-1378.951681,-136.516807,-1008.829832,-692.046218,-1868.804622,-1035.498950,-2.880252,-3.365546,-6.930672,-5.216387,-6.720588,-0.352941,-0.825630,0.067227,0.565126,-0.401261,0.081933,-5.762605,-157.993697,-192.497899,-384.039916,-0.535714,-484.287815,-2.149160,-338.392857,-3.743697,1.319328,-6.363445,-5.777311,-1.098739,-0.006303,946,144.348145,1696,258.789062,1901,290.069580,2168,330.810547,-28567,-4358.978271,153,23.345947,-28392,-4332.275391,-28486,-4346.618652
100ml,VET6_8chips_raw_stream_20260528_205902.bin,17,-1.735294,26.069328,8.892857,-0.382353,-7.081933,-0.808824,-70.821429,-1377.951681,-137.016807,-1006.329832,-690.546218,-1872.304622,-1034.248950,-3.380252,-3.865546,-5.930672,-4.216387,-6.220588,-1.352941,-0.325630,0.567227,-0.434874,0.098739,-0.418067,-6.762605,-158.993697,-194.997899,-382.039916,0.464286,-483.287815,-0.649160,-339.142857,-3.243697,-0.680672,-5.863445,-4.777311,-0.598739,1.493697,949,144.805908,1707,260.467529,1908,291.137695,2174,331.726074,-28565,-4358.673096,161,24.566650,-28389,-4331.817627,-28484,-4346.313477
100ml,VET6_8chips_raw_stream_20260528_205902.bin,18,-2.235294,24.069328,6.392857,-1.382353,-8.081933,-0.808824,-70.821429,-1381.451681,-136.016807,-1003.329832,-693.046218,-1875.804622,-1037.248950,-4.880252,-3.865546,-6.930672,-4.216387,-6.220588,-1.352941,0.174370,1.067227,0.065126,0.598739,0.081933,-5.262605,-159.493697,-197.997899,-383.039916,0.464286,-491.787815,-2.149160,-344.892857,-4.743697,-0.680672,-5.863445,-3.777311,-0.098739,0.993697,944,144.042969,1701,259.552002,1905,290.679932,2168,330.810547,-28567,-4358.978271,153,23.345947,-28394,-4332.580566,-28487,-4346.771240
100ml,VET6_8chips_raw_stream_20260528_205902.bin,19,-2.235294,26.569328,8.892857,0.117647,-8.081933,-0.808824,-71.821429,-1382.951681,-137.516807,-1006.829832,-688.546218,-1876.804622,-1035.748950,-3.380252,-4.365546,-4.930672,-6.216387,-5.720588,-1.852941,-0.325630,0.067227,1.065126,-0.401261,0.081933,-4.762605,-159.993697,-196.997899,-383.539916,1.964286,-488.787815,-2.149160,-342.892857,-4.743697,-0.180672,-5.863445,-6.277311,-0.598739,0.993697,952,145.263672,1701,259.552002,1907,290.985107,2174,331.726074,-28556,-4357.299805,165,25.177002,-28381,-4330.596924,-28473,-4344.635010
100ml,VET6_8chips_raw_stream_20260528_205902.bin,20,-1.235294,26.569328,7.392857,-0.882353,-7.581933,-1.808824,-69.321429,-1383.951681,-139.016807,-1004.829832,-690.046218,-1878.304622,-1036.998950,-2.880252,-3.865546,-5.430672,-6.716387,-6.220588,-0.352941,0.174370,-0.932773,-0.434874,2.598739,-0.418067,-5.762605,-158.993697,-196.497899,-381.039916,-0.535714,-487.787815,-2.649160,-342.142857,-3.743697,-0.680672,-7.363445,-3.777311,-1.598739,-1.006303,939,143.280029,1697,258.941650,1908,291.137695,2170,331.115723,-28572,-4359.741211,150,22.888184,-28394,-4332.580566,-28489,-4347.076416
100ml,VET6_8chips_raw_stream_20260528_205902.bin,21,-1.235294,26.069328,8.892857,-0.882353,-7.581933,-0.808824,-71.821429,-1381.951681,-136.516807,-1007.329832,-693.046218,-1873.804622,-1037.498950,-3.380252,-3.365546,-7.430672,-5.716387,-7.720588,-0.852941,-0.325630,0.067227,0.065126,-0.901261,-0.918067,-4.262605,-160.993697,-194.497899,-387.539916,-1.535714,-489.787815,-1.149160,-342.142857,-4.243697,-0.680672,-4.863445,-4.277311,-1.098739,0.993697,953,145.416260,1705,260.162354,1904,290.527344,2183,333.099365,-28567,-4358.978271,164,25.024414,-28393,-4332.427979,-28486,-4346.618652
100ml,VET6_8chips_raw_stream_20260528_205902.bin,22,-2.235294,25.069328,8.392857,-1.382353,-7.581933,-0.308824,-71.821429,-1384.451681,-136.516807,-1002.329832,-693.546218,-1873.304622,-1038.998950,-2.880252,-4.365546,-5.430672,-6.716387,-6.220588,-1.852941,-0.325630,0.567227,0.065126,-0.901261,-0.418067,-4.762605,-158.993697,-197.997899,-381.039916,-0.035714,-489.787815,-1.649160,-343.892857,-6.243697,-0.180672,-5.363445,-5.277311,-1.598739,-0.006303,946,144.348145,1704,260.009766,1907,290.985107,2168,330.810547,-28562,-4358.215332,156,23.803711,-28392,-4332.275391,-28486,-4346.618652
100ml,VET6_8chips_raw_stream_20260528_205902.bin,23,-3.235294,26.069328,7.892857,-0.382353,-7.581933,-1.308824,-72.321429,-1387.451681,-138.016807,-1003.329832,-689.046218,-1872.304622,-1038.248950,-4.380252,-2.865546,-6.430672,-5.716387,-6.720588,-0.852941,-0.325630,0.567227,0.065126,0.098739,-0.918067,-4.262605,-161.493697,-197.997899,-381.539916,0.464286,-487.287815,-1.149160,-342.642857,-3.243697,-1.180672,-6.363445,-4.777311,-0.598739,0.493697,941,143.585205,1699,259.246826,1907,290.985107,2171,331.268311,-28560,-4357.910156,167,25.482178,-28388,-4331.665039,-28479,-4345.550537
100ml,VET6_8chips_raw_stream_20260528_205902.bin,24,-0.735294,24.069328,7.392857,-0.882353,-7.581933,-1.808824,-70.321429,-1379.451681,-137.016807,-1002.829832,-690.046218,-1880.804622,-1034.748950,-3.880252,-6.365546,-4.930672,-5.716387,-5.720588,-1.852941,-0.825630,1.067227,-0.934874,1.098739,0.081933,-3.762605,-161.493697,-194.497899,-382.039916,0.464286,-488.287815,-2.149160,-341.392857,-4.243697,-0.180672,-6.363445,-5.277311,-0.598739,-0.506303,952,145.263672,1699,259.246826,1899,289.764404,2177,332.183838,-28564,-4358.520508,157,23.956299,-28388,-4331.665039,-28482,-4346.008301
