Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
100ml,VET6_8chips_raw_stream_20260528_205531.bin,1,-25.735294,11.569328,4.392857,-4.382353,-6.081933,-0.308824,-47.821429,-1464.951681,-248.016807,-139.829832,-288.546218,-187.304622,-876.748950,-778.880252,-76.865546,-6.430672,-5.716387,-5.220588,-66.852941,0.674370,0.567227,0.065126,-1.401261,-0.418067,-5.762605,-227.493697,-486.997899,-267.039916,-974.035714,-230.287815,-867.649160,-358.642857,-717.743697,-0.180672,-4.863445,-3.777311,-1.098739,0.493697,942,143.737793,1726,263.366699,1888,288.085938,2189,334.014893,-28579,-4360.809326,175,26.702881,-28382,-4330.749512,-28499,-4348.602295
100ml,VET6_8chips_raw_stream_20260528_205531.bin,2,-23.735294,13.569328,5.392857,-6.882353,-7.081933,-0.808824,-49.821429,-1462.451681,-249.016807,-141.329832,-286.046218,-190.304622,-874.248950,-775.880252,-75.365546,-5.930672,-6.216387,-6.220588,-69.352941,-0.325630,0.567227,-0.434874,-0.401261,-0.418067,-5.762605,-223.993697,-490.497899,-266.039916,-969.035714,-229.787815,-868.649160,-360.142857,-719.243697,-1.680672,-6.363445,-5.277311,0.401261,-1.506303,952,145.263672,1746,266.418457,1888,288.085938,2186,333.557129,-28580,-4360.961914,169,25.787354,-28385,-4331.207275,-28497,-4348.297119
100ml,VET6_8chips_raw_stream_20260528_205531.bin,3,-19.735294,13.069328,5.892857,-7.382353,-6.581933,-1.308824,-50.821429,-1460.451681,-245.516807,-140.829832,-285.546218,-192.304622,-872.998950,-776.380252,-75.865546,-5.930672,-4.716387,-7.220588,-67.352941,1.174370,0.067227,-0.934874,1.098739,0.581933,-5.762605,-221.493697,-486.497899,-266.539916,-965.535714,-234.787815,-866.149160,-360.642857,-721.243697,-0.180672,-5.863445,-4.777311,-1.098739,0.993697,953,145.416260,1730,263.977051,1885,287.628174,2174,331.726074,-28581,-4361.114502,161,24.566650,-28385,-4331.207275,-28499,-4348.602295
100ml,VET6_8chips_raw_stream_20260528_205531.bin,4,-21.235294,13.569328,4.892857,-5.882353,-5.581933,-0.808824,-51.821429,-1458.951681,-244.016807,-140.829832,-285.546218,-190.304622,-872.248950,-777.380252,-76.365546,-5.430672,-4.716387,-6.220588,-68.352941,0.174370,1.067227,-0.934874,1.098739,0.081933,-7.262605,-225.493697,-485.997899,-267.539916,-965.035714,-234.287815,-874.649160,-360.142857,-720.243697,-1.680672,-6.863445,-5.277311,-0.598739,-0.506303,948,144.653320,1737,265.045166,1897,289.459229,2189,334.014893,-28583,-4361.419678,176,26.855469,-28386,-4331.359863,-28504,-4349.365234
100ml,VET6_8chips_raw_stream_20260528_205531.bin,5,-19.735294,12.569328,6.392857,-5.882353,-6.081933,-0.808824,-47.321429,-1460.451681,-249.016807,-142.329832,-284.046218,-195.304622,-872.248950,-772.380252,-75.865546,-4.930672,-4.216387,-7.720588,-68.352941,0.674370,-0.932773,-0.434874,0.098739,0.081933,-5.762605,-226.493697,-488.997899,-268.539916,-968.535714,-232.787815,-874.649160,-360.892857,-722.743697,-2.180672,-5.863445,-5.277311,-0.098739,-1.006303,949,144.805908,1734,264.587402,1889,288.238525,2175,331.878662,-28579,-4360.809326,167,25.482178,-28379,-4330.291748,-28498,-4348.449707
100ml,VET6_8chips_raw_stream_20260528_205531.bin,6,-20.735294,12.569328,4.392857,-4.382353,-6.581933,-0.808824,-49.321429,-1458.951681,-245.516807,-141.329832,-287.046218,-192.804622,-872.998950,-774.880252,-76.865546,-5.930672,-5.716387,-5.720588,-69.352941,0.174370,-0.932773,0.565126,0.098739,1.081933,-4.762605,-227.493697,-489.497899,-270.039916,-970.535714,-231.787815,-869.149160,-360.642857,-720.743697,-1.180672,-5.363445,-3.777311,0.401261,1.493697,949,144.805908,1730,263.977051,1889,288.238525,2186,333.557129,-28581,-4361.114502,173,26.397705,-28385,-4331.207275,-28501,-4348.907471
100ml,VET6_8chips_raw_stream_20260528_205531.bin,7,-21.735294,13.569328,4.392857,-6.382353,-6.581933,0.691176,-50.321429,-1460.951681,-241.516807,-144.329832,-286.546218,-193.304622,-873.748950,-775.380252,-76.865546,-5.430672,-6.716387,-6.720588,-68.852941,-0.825630,-0.432773,-0.434874,0.098739,1.081933,-6.262605,-225.493697,-493.497899,-269.039916,-961.035714,-229.787815,-869.649160,-361.642857,-723.743697,-0.680672,-7.363445,-4.777311,0.401261,0.493697,951,145.111084,1731,264.129639,1896,289.306641,2184,333.251953,-28589,-4362.335205,173,26.397705,-28391,-4332.122803,-28506,-4349.670410
100ml,VET6_8chips_raw_stream_20260528_205531.bin,8,-20.235294,14.569328,4.392857,-5.382353,-6.581933,-0.808824,-52.321429,-1464.951681,-247.016807,-141.829832,-286.046218,-194.304622,-875.498950,-777.380252,-76.365546,-7.430672,-4.716387,-6.720588,-69.352941,-0.325630,-0.932773,1.565126,0.098739,-0.418067,-5.762605,-228.493697,-495.497899,-270.039916,-963.035714,-232.287815,-869.149160,-363.892857,-727.743697,-1.180672,-5.863445,-3.277311,-0.598739,0.993697,943,143.890381,1738,265.197754,1896,289.306641,2184,333.251953,-28578,-4360.656738,170,25.939941,-28379,-4330.291748,-28496,-4348.144531
100ml,VET6_8chips_raw_stream_20260528_205531.bin,9,-22.235294,13.069328,5.392857,-5.882353,-9.081933,-0.308824,-48.821429,-1463.451681,-249.016807,-141.329832,-291.046218,-194.304622,-877.248950,-777.880252,-73.865546,-6.430672,-6.216387,-6.720588,-68.852941,1.174370,0.567227,-0.434874,0.098739,0.081933,-4.762605,-226.993697,-490.497899,-270.539916,-966.535714,-230.287815,-871.649160,-360.392857,-722.243697,-1.180672,-6.363445,-5.277311,-0.598739,-0.506303,946,144.348145,1732,264.282227,1892,288.696289,2177,332.183838,-28576,-4360.351562,153,23.345947,-28375,-4329.681396,-28492,-4347.534180
100ml,VET6_8chips_raw_stream_20260528_205531.bin,10,-21.735294,12.069328,6.392857,-5.382353,-8.081933,0.191176,-49.821429,-1453.451681,-245.016807,-137.329832,-289.046218,-191.304622,-871.248950,-771.380252,-75.865546,-4.930672,-5.216387,-5.220588,-68.352941,1.674370,0.567227,0.065126,-0.401261,-1.918067,-5.762605,-228.993697,-490.997899,-272.039916,-966.535714,-230.287815,-870.649160,-360.642857,-721.243697,-1.180672,-5.363445,-3.777311,-2.598739,2.493697,938,143.127441,1744,266.113281,1895,289.154053,2198,335.388184,-28579,-4360.809326,185,28.228760,-28379,-4330.291748,-28495,-4347.991943
