Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
100ml,VET6_8chips_raw_stream_20260528_210146.bin,1,-20.735294,16.069328,10.392857,3.117647,-5.081933,-1.308824,-220.821429,-1457.951681,-1030.016807,-1077.829832,-1295.046218,-1710.304622,-1376.498950,-3.880252,-2.865546,-6.930672,-5.716387,-7.220588,-1.352941,0.174370,-0.432773,0.065126,-0.401261,1.081933,-5.762605,-1780.993697,-1252.997899,-1598.039916,-640.535714,-1498.787815,-610.149160,-1375.892857,-4.743697,-1.680672,-7.363445,-6.777311,-1.598739,0.993697,925,141.143799,1686,257.263184,1880,286.865234,2163,330.047607,-28562,-4358.215332,138,21.057129,-28388,-4331.665039,-28478,-4345.397949
100ml,VET6_8chips_raw_stream_20260528_210146.bin,2,-20.735294,16.069328,10.392857,4.617647,-5.081933,-1.808824,-222.321429,-1461.451681,-1031.016807,-1084.329832,-1290.046218,-1707.804622,-1375.748950,-3.380252,-3.365546,-5.430672,-4.716387,-6.720588,-0.852941,0.674370,0.067227,-0.934874,2.098739,-0.418067,-3.762605,-1778.993697,-1250.997899,-1601.539916,-640.535714,-1499.787815,-613.149160,-1375.392857,-5.243697,-0.680672,-6.863445,-3.277311,-1.098739,-0.006303,925,141.143799,1693,258.331299,1889,288.238525,2169,330.963135,-28565,-4358.673096,141,21.514893,-28391,-4332.122803,-28483,-4346.160889
100ml,VET6_8chips_raw_stream_20260528_210146.bin,3,-20.235294,17.069328,8.892857,5.117647,-6.581933,2.191176,-219.821429,-1460.451681,-1031.516807,-1075.329832,-1295.546218,-1709.304622,-1377.998950,-3.880252,-3.365546,-5.930672,-6.716387,-7.720588,-2.852941,-0.825630,0.067227,0.065126,-0.401261,1.081933,-5.762605,-1778.493697,-1252.497899,-1596.039916,-633.535714,-1498.787815,-614.149160,-1375.642857,-3.243697,-1.680672,-5.863445,-5.777311,-3.598739,-0.006303,921,140.533447,1679,256.195068,1891,288.543701,2159,329.437256,-28570,-4359.436035,138,21.057129,-28397,-4333.038330,-28489,-4347.076416
100ml,VET6_8chips_raw_stream_20260528_210146.bin,4,-21.735294,17.069328,10.892857,3.617647,-6.581933,0.191176,-219.821429,-1461.951681,-1030.516807,-1077.329832,-1291.046218,-1710.804622,-1376.498950,-2.380252,-3.865546,-5.930672,-4.216387,-5.720588,-0.852941,-0.325630,0.567227,0.065126,-0.901261,0.081933,-6.262605,-1773.993697,-1248.497899,-1607.039916,-634.535714,-1501.287815,-614.149160,-1374.892857,-3.243697,-0.680672,-5.363445,-4.277311,-1.598739,2.493697,929,141.754150,1682,256.652832,1877,286.407471,2162,329.895020,-28554,-4356.994629,142,21.667480,-28379,-4330.291748,-28473,-4344.635010
100ml,VET6_8chips_raw_stream_20260528_210146.bin,5,-20.235294,16.069328,10.892857,3.617647,-5.581933,-0.308824,-217.321429,-1463.951681,-1030.016807,-1080.329832,-1292.546218,-1705.804622,-1378.248950,-4.880252,-3.865546,-4.930672,-6.216387,-6.220588,-1.852941,0.674370,0.567227,-0.434874,0.098739,0.081933,-5.762605,-1773.493697,-1251.497899,-1608.539916,-636.035714,-1495.787815,-610.649160,-1373.642857,-3.243697,-0.680672,-8.363445,-5.277311,-2.098739,0.493697,921,140.533447,1684,256.958008,1886,287.780762,2173,331.573486,-28561,-4358.062744,138,21.057129,-28387,-4331.512451,-28479,-4345.550537
100ml,VET6_8chips_raw_stream_20260528_210146.bin,6,-19.735294,16.069328,10.392857,3.117647,-8.081933,-0.308824,-218.321429,-1459.951681,-1030.016807,-1075.329832,-1296.046218,-1701.804622,-1377.998950,-1.880252,-2.865546,-5.930672,-5.216387,-7.720588,0.147059,0.674370,-0.432773,0.565126,-0.901261,-0.418067,-6.262605,-1780.993697,-1247.997899,-1604.039916,-636.535714,-1491.287815,-613.149160,-1369.642857,-3.743697,0.819328,-5.863445,-5.277311,-0.598739,1.993697,914,139.465332,1684,256.958008,1878,286.560059,2165,330.352783,-28559,-4357.757568,140,21.362305,-28391,-4332.122803,-28478,-4345.397949
100ml,VET6_8chips_raw_stream_20260528_210146.bin,7,-22.235294,16.569328,10.392857,5.117647,-7.081933,-0.808824,-216.821429,-1463.951681,-1028.016807,-1073.829832,-1286.046218,-1702.304622,-1374.998950,-1.380252,-3.865546,-6.430672,-5.716387,-7.220588,-2.852941,-1.825630,1.067227,0.065126,-0.401261,0.581933,-5.762605,-1773.493697,-1250.997899,-1604.039916,-634.535714,-1496.787815,-611.149160,-1373.892857,-4.743697,0.319328,-7.363445,-5.777311,-1.598739,0.493697,932,142.211914,1682,256.652832,1880,286.865234,2166,330.505371,-28566,-4358.825684,138,21.057129,-28391,-4332.122803,-28483,-4346.160889
100ml,VET6_8chips_raw_stream_20260528_210146.bin,8,-21.735294,17.069328,10.892857,5.117647,-5.081933,-1.808824,-212.321429,-1459.451681,-1029.016807,-1075.829832,-1286.046218,-1705.304622,-1372.748950,-2.880252,-3.365546,-5.430672,-6.716387,-7.220588,-1.352941,-0.825630,0.067227,0.065126,1.098739,0.081933,-6.762605,-1775.993697,-1253.997899,-1606.039916,-632.535714,-1486.287815,-616.649160,-1370.142857,-5.243697,-1.680672,-5.363445,-4.277311,-1.098739,1.993697,924,140.991211,1684,256.958008,1889,288.238525,2163,330.047607,-28558,-4357.604980,131,19.989014,-28383,-4330.902100,-28475,-4344.940186
100ml,VET6_8chips_raw_stream_20260528_210146.bin,9,-19.735294,15.569328,9.392857,4.117647,-6.081933,-0.308824,-212.821429,-1461.951681,-1027.016807,-1072.329832,-1293.046218,-1712.304622,-1377.498950,-3.380252,-3.865546,-5.430672,-5.716387,-5.720588,-1.852941,1.174370,0.567227,1.065126,0.598739,1.081933,-5.262605,-1776.493697,-1251.497899,-1610.539916,-635.035714,-1492.287815,-610.149160,-1371.892857,-5.243697,0.319328,-5.863445,-4.277311,-1.098739,1.493697,931,142.059326,1688,257.568359,1888,288.085938,2162,329.895020,-28560,-4357.910156,132,20.141602,-28386,-4331.359863,-28477,-4345.245361
100ml,VET6_8chips_raw_stream_20260528_210146.bin,10,-21.235294,16.569328,9.892857,2.617647,-5.081933,-0.808824,-215.821429,-1460.451681,-1028.016807,-1068.829832,-1288.046218,-1709.804622,-1374.248950,-3.380252,-3.865546,-6.430672,-4.216387,-6.720588,-0.852941,-0.825630,0.067227,-1.934874,-0.901261,0.081933,-4.762605,-1775.493697,-1252.497899,-1602.039916,-634.035714,-1489.287815,-611.649160,-1370.892857,-4.243697,-0.180672,-5.863445,-4.277311,-1.598739,2.493697,925,141.143799,1688,257.568359,1884,287.475586,2165,330.352783,-28564,-4358.520508,138,21.057129,-28392,-4332.275391,-28482,-4346.008301
