Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
100ml,VET6_8chips_raw_stream_20260528_205834.bin,1,-39.235294,11.569328,7.892857,-2.382353,-2.581933,-0.808824,-270.821429,-2078.951681,-1019.016807,-224.329832,-650.046218,0.695378,-1364.498950,-2083.380252,-59.865546,-7.430672,-12.216387,-23.720588,-94.352941,0.674370,0.567227,1.065126,-0.901261,-0.418067,-4.762605,-792.493697,-210.497899,-808.039916,-138.035714,-1300.287815,-33.149160,-755.392857,-1511.743697,-834.180672,-24.863445,-5.277311,-1.098739,0.493697,940,143.432617,1699,259.246826,1887,287.933350,2162,329.895020,-28564,-4358.520508,160,24.414062,-28392,-4332.275391,-28483,-4346.160889
100ml,VET6_8chips_raw_stream_20260528_205834.bin,2,-38.235294,11.069328,7.392857,-3.382353,-2.081933,-0.308824,-268.821429,-2075.951681,-1024.016807,-224.329832,-645.046218,0.195378,-1360.498950,-2079.880252,-58.365546,-5.930672,-12.716387,-23.220588,-94.852941,0.674370,0.567227,0.065126,-0.401261,0.581933,-6.262605,-792.493697,-210.497899,-807.539916,-139.035714,-1300.787815,-33.649160,-755.642857,-1511.243697,-835.180672,-26.363445,-3.277311,-1.598739,0.493697,945,144.195557,1690,257.873535,1897,289.459229,2171,331.268311,-28562,-4358.215332,156,23.803711,-28385,-4331.207275,-28480,-4345.703125
100ml,VET6_8chips_raw_stream_20260528_205834.bin,3,-37.735294,12.069328,6.892857,-3.882353,-3.581933,-1.808824,-266.321429,-2077.451681,-1011.516807,-224.829832,-645.046218,0.195378,-1361.248950,-2080.880252,-58.865546,-6.430672,-12.216387,-23.220588,-96.352941,-0.325630,-0.932773,-0.434874,0.098739,-0.918067,-5.262605,-794.993697,-210.497899,-804.539916,-141.035714,-1292.287815,-32.649160,-751.392857,-1503.743697,-837.180672,-26.863445,-5.277311,-2.098739,-0.506303,931,142.059326,1699,259.246826,1886,287.780762,2155,328.826904,-28562,-4358.215332,151,23.040771,-28387,-4331.512451,-28479,-4345.550537
100ml,VET6_8chips_raw_stream_20260528_205834.bin,4,-38.735294,10.069328,8.392857,-2.382353,-4.081933,0.691176,-266.821429,-2083.951681,-1016.016807,-225.829832,-647.546218,-0.304622,-1365.748950,-2085.880252,-60.365546,-6.430672,-12.216387,-21.220588,-93.852941,0.174370,1.067227,0.565126,0.598739,-0.418067,-4.762605,-790.993697,-208.497899,-805.539916,-139.035714,-1295.287815,-34.149160,-751.892857,-1503.743697,-836.180672,-26.363445,-5.277311,-1.598739,0.493697,947,144.500732,1706,260.314941,1887,287.933350,2170,331.115723,-28560,-4357.910156,161,24.566650,-28382,-4330.749512,-28475,-4344.940186
100ml,VET6_8chips_raw_stream_20260528_205834.bin,5,-37.235294,12.069328,7.892857,-3.382353,-4.081933,0.691176,-273.321429,-2082.951681,-1020.016807,-224.329832,-643.546218,-0.804622,-1363.248950,-2085.880252,-60.365546,-6.930672,-11.716387,-23.720588,-95.352941,0.674370,0.067227,0.065126,0.098739,0.581933,-6.262605,-793.493697,-207.997899,-807.039916,-138.535714,-1298.787815,-32.149160,-753.392857,-1507.743697,-832.680672,-25.863445,-4.277311,-1.098739,0.493697,937,142.974854,1684,256.958008,1891,288.543701,2160,329.589844,-28555,-4357.147217,148,22.583008,-28381,-4330.596924,-28474,-4344.787598
100ml,VET6_8chips_raw_stream_20260528_205834.bin,6,-37.735294,12.069328,6.892857,-3.382353,-3.581933,-0.308824,-270.821429,-2080.451681,-1021.016807,-223.829832,-644.046218,-0.304622,-1362.248950,-2083.880252,-59.365546,-6.930672,-11.716387,-22.220588,-94.352941,0.674370,0.067227,-0.434874,0.098739,1.081933,-5.262605,-792.493697,-210.497899,-801.539916,-140.535714,-1304.287815,-32.149160,-757.392857,-1515.243697,-836.180672,-24.863445,-5.777311,0.901261,-0.006303,934,142.517090,1696,258.789062,1878,286.560059,2165,330.352783,-28558,-4357.604980,164,25.024414,-28383,-4330.902100,-28476,-4345.092773
100ml,VET6_8chips_raw_stream_20260528_205834.bin,7,-37.235294,12.569328,6.892857,-3.882353,-4.081933,-0.308824,-268.821429,-2080.951681,-1014.016807,-223.829832,-635.546218,-0.804622,-1358.248950,-2081.380252,-60.365546,-6.930672,-12.216387,-22.720588,-95.852941,1.174370,0.067227,-0.434874,0.098739,0.581933,-4.762605,-794.993697,-212.997899,-807.039916,-140.535714,-1291.787815,-32.649160,-752.392857,-1505.243697,-834.680672,-27.363445,-4.277311,-0.598739,-0.006303,941,143.585205,1695,258.636475,1886,287.780762,2165,330.352783,-28561,-4358.062744,162,24.719238,-28386,-4331.359863,-28480,-4345.703125
100ml,VET6_8chips_raw_stream_20260528_205834.bin,8,-38.235294,11.569328,7.392857,-2.882353,-3.581933,0.691176,-268.321429,-2076.451681,-1015.516807,-225.829832,-643.546218,-0.804622,-1359.998950,-2084.880252,-58.865546,-5.930672,-10.716387,-22.220588,-93.852941,1.174370,0.067227,0.065126,0.598739,0.081933,-4.762605,-796.993697,-209.497899,-804.539916,-141.035714,-1287.787815,-32.649160,-748.642857,-1497.743697,-837.180672,-24.863445,-3.777311,-2.098739,-0.006303,943,143.890381,1699,259.246826,1890,288.391113,2168,330.810547,-28561,-4358.062744,159,24.261475,-28385,-4331.207275,-28479,-4345.550537
100ml,VET6_8chips_raw_stream_20260528_205834.bin,9,-36.235294,11.069328,6.892857,-3.882353,-3.581933,0.691176,-272.321429,-2079.451681,-1015.516807,-221.829832,-643.046218,-0.804622,-1361.248950,-2084.880252,-57.365546,-5.930672,-12.216387,-23.720588,-94.852941,0.174370,2.067227,-0.434874,0.098739,1.081933,-5.262605,-797.493697,-209.997899,-803.539916,-137.535714,-1298.287815,-33.649160,-754.142857,-1509.243697,-843.680672,-25.363445,-5.277311,-0.098739,0.993697,935,142.669678,1704,260.009766,1888,288.085938,2171,331.268311,-28558,-4357.604980,159,24.261475,-28383,-4330.902100,-28477,-4345.245361
100ml,VET6_8chips_raw_stream_20260528_205834.bin,10,-38.735294,12.569328,9.392857,-3.382353,-3.081933,0.191176,-267.821429,-2079.451681,-1022.516807,-224.329832,-644.546218,-0.304622,-1361.998950,-2082.880252,-58.365546,-7.430672,-10.716387,-22.220588,-95.352941,0.674370,-0.432773,-0.934874,-0.401261,-0.418067,-7.762605,-799.993697,-209.997899,-804.039916,-137.035714,-1287.287815,-33.149160,-748.642857,-1497.743697,-841.180672,-26.863445,-3.777311,0.901261,-0.506303,943,143.890381,1696,258.789062,1886,287.780762,2158,329.284668,-28557,-4357.452393,154,23.498535,-28382,-4330.749512,-28476,-4345.092773
