Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
100ml,VET6_8chips_raw_stream_20260525_230908.bin,1,-590.197917,-921.110417,-721.791667,-989.818750,-404.641667,-183.841667,-0.235417,0.122917,0.168750,-1.475000,-1.350000,0.127083,-0.613542,-1.212500,-69.583333,-12.054167,0.264583,0.783333,-171.595833,-1180.964583,-1879.077083,-2937.018750,-1513.531250,-351.554167,-572.916667,0.360417,0.441667,0.810417,-0.647917,-0.122917,-0.110417,0.159375,-0.747917,-0.450000,1.068750,0.222917,0.702083,-0.302083,1171,178.680420,1767,269.622803,2070,315.856934,2317,353.546143,-28167,-4297.943115,314,47.912598,-27937,-4262.847900,1187,181.121826
100ml,VET6_8chips_raw_stream_20260525_230908.bin,2,-585.697917,-922.610417,-719.291667,-985.818750,-406.141667,-180.841667,0.264583,0.122917,-0.331250,-0.975000,0.650000,-0.372917,0.386458,-0.712500,-72.083333,-13.054167,1.264583,-0.716667,-172.095833,-1178.464583,-1883.077083,-2926.518750,-1513.531250,-351.054167,-573.916667,0.360417,0.941667,1.310417,-1.147917,0.877083,0.389583,0.909375,0.252083,0.050000,0.068750,1.222917,0.202083,0.197917,1170,178.527832,1764,269.165039,2071,316.009521,2320,354.003906,-28168,-4298.095703,307,46.844482,-27940,-4263.305664,1171,178.680420
100ml,VET6_8chips_raw_stream_20260525_230908.bin,3,-581.197917,-918.610417,-720.291667,-986.818750,-404.141667,-183.341667,0.264583,-0.377083,1.168750,0.525000,-0.350000,0.627083,-0.363542,-1.212500,-70.583333,-10.554167,1.764583,-0.716667,-173.095833,-1187.464583,-1886.577083,-2933.518750,-1518.031250,-350.554167,-574.416667,0.860417,0.941667,-0.689583,-0.147917,-0.122917,1.389583,0.409375,0.252083,0.550000,0.568750,1.222917,0.702083,-0.302083,1172,178.833008,1764,269.165039,2073,316.314697,2327,355.072021,-28168,-4298.095703,307,46.844482,-27938,-4263.000488,1184,180.664062
100ml,VET6_8chips_raw_stream_20260525_230908.bin,4,-585.697917,-922.110417,-721.291667,-982.818750,-404.141667,-179.341667,1.764583,-1.377083,-0.331250,0.525000,-0.350000,-0.372917,-0.863542,-0.712500,-71.083333,-12.054167,-1.735417,0.283333,-174.095833,-1181.964583,-1881.077083,-2928.018750,-1517.031250,-347.554167,-572.416667,-0.639583,0.941667,0.310417,0.852083,-0.622917,-0.110417,0.159375,0.252083,0.050000,0.568750,-0.777083,0.702083,-1.302083,1169,178.375244,1765,269.317627,2070,315.856934,2315,353.240967,-28160,-4296.875000,314,47.912598,-27931,-4261.932373,1173,178.985596
100ml,VET6_8chips_raw_stream_20260525_230908.bin,5,-584.697917,-926.110417,-723.291667,-979.318750,-402.641667,-181.841667,-0.235417,1.122917,0.168750,0.025000,1.150000,0.127083,1.136458,0.787500,-71.083333,-13.554167,-0.235417,1.783333,-172.595833,-1175.464583,-1879.577083,-2924.018750,-1514.031250,-347.054167,-569.416667,0.860417,-0.558333,0.310417,0.852083,-0.622917,1.389583,-0.590625,0.252083,0.550000,0.068750,-0.277083,-0.297917,0.197917,1169,178.375244,1768,269.775391,2072,316.162109,2329,355.377197,-28168,-4298.095703,316,48.217773,-27938,-4263.000488,1180,180.053711
100ml,VET6_8chips_raw_stream_20260525_230908.bin,6,-584.697917,-925.610417,-714.791667,-969.318750,-405.141667,-176.841667,-1.235417,-1.877083,-0.331250,0.025000,0.650000,-0.372917,-0.613542,-1.212500,-73.083333,-12.054167,0.764583,-0.216667,-172.095833,-1178.464583,-1883.577083,-2929.518750,-1510.531250,-349.054167,-569.916667,-0.639583,1.941667,0.310417,-0.147917,-0.122917,0.389583,0.909375,1.752083,-0.450000,-0.931250,-1.277083,0.202083,0.697917,1172,178.833008,1776,270.996094,2073,316.314697,2326,354.919434,-28164,-4297.485352,309,47.149658,-27932,-4262.084961,1170,178.527832
100ml,VET6_8chips_raw_stream_20260525_230908.bin,7,-584.697917,-926.110417,-716.791667,-970.818750,-399.641667,-178.341667,-0.235417,0.622917,-0.831250,-0.975000,0.150000,0.627083,0.386458,0.287500,-72.583333,-12.054167,0.264583,0.283333,-173.095833,-1180.964583,-1888.077083,-2932.018750,-1513.531250,-347.054167,-570.916667,-2.139583,1.441667,0.310417,0.352083,0.377083,-1.110417,0.909375,1.252083,1.050000,0.068750,-0.277083,-0.297917,1.197917,1169,178.375244,1773,270.538330,2070,315.856934,2316,353.393555,-28163,-4297.332764,293,44.708252,-27932,-4262.084961,1175,179.290771
100ml,VET6_8chips_raw_stream_20260525_230908.bin,8,-584.697917,-926.110417,-715.291667,-970.318750,-397.141667,-179.341667,-0.235417,-0.377083,0.668750,0.525000,-0.350000,-0.372917,-0.363542,-0.712500,-71.583333,-11.554167,0.764583,-1.216667,-172.095833,-1182.964583,-1881.577083,-2929.518750,-1511.031250,-348.054167,-571.916667,0.360417,-0.558333,-0.189583,0.852083,0.877083,0.389583,0.159375,-0.747917,0.050000,-1.431250,-0.777083,1.202083,-0.302083,1172,178.833008,1775,270.843506,2071,316.009521,2334,356.140137,-28168,-4298.095703,315,48.065186,-27935,-4262.542725,1182,180.358887
100ml,VET6_8chips_raw_stream_20260525_230908.bin,9,-584.197917,-923.610417,-714.791667,-969.818750,-401.641667,-178.341667,0.764583,-1.377083,0.168750,-0.475000,-0.350000,2.127083,-0.863542,-0.712500,-72.083333,-14.054167,-1.735417,0.283333,-174.595833,-1179.964583,-1883.577083,-2935.018750,-1517.031250,-349.554167,-569.416667,0.860417,1.441667,0.310417,0.352083,1.377083,-0.110417,1.409375,1.252083,0.050000,-0.431250,-0.277083,0.202083,-1.802083,1167,178.070068,1764,269.165039,2071,316.009521,2320,354.003906,-28166,-4297.790527,301,45.928955,-27935,-4262.542725,1171,178.680420
100ml,VET6_8chips_raw_stream_20260525_230908.bin,10,-586.197917,-921.110417,-718.291667,-974.818750,-400.141667,-183.341667,-1.735417,0.622917,0.668750,0.025000,2.150000,0.627083,1.386458,1.787500,-69.583333,-12.554167,1.264583,0.783333,-172.595833,-1185.964583,-1889.577083,-2940.018750,-1525.531250,-349.554167,-573.916667,-0.639583,-0.558333,1.310417,0.852083,0.877083,0.889583,0.159375,0.752083,0.050000,-0.431250,0.722917,-0.797917,0.197917,1178,179.748535,1767,269.622803,2069,315.704346,2317,353.546143,-28168,-4298.095703,309,47.149658,-27936,-4262.695312,1180,180.053711
