Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-1921,3
5.00,-1924,2
10.00,-1927,5
15.00,-1920,1
20.00,-1930,3
25.00,-1920,4
30.00,-1926,2
35.00,-1925,3
40.00,-1921,2
45.00,-1925,7
50.00,-1927,2
55.00,-1928,5
60.00,-1917,3
65.00,-1917,0
70.00,-1927,2
75.00,-1933,2
80.00,-1933,2
85.00,-1929,4
90.00,-1914,2
95.00,-1931,1
100.00,-1923,5
105.00,-1925,5
110.00,-1932,3
115.00,-1928,2
120.00,-1927,5
125.00,-1924,1
130.00,-1929,3
135.00,-1922,3
140.00,-1928,4
145.00,-1922,5
150.00,-1923,4
155.00,-1924,2
160.00,-1927,5
165.00,-1926,4
170.00,-1920,4
175.00,-1926,2
180.00,-1922,1
185.00,-1926,3
190.00,-1927,5
195.00,-1926,5
200.00,-1928,4
205.00,-1925,3
210.00,-1919,5
215.00,-1928,5
220.00,-1923,2
225.00,-1931,2
230.00,-1926,2
235.00,-1920,4
240.00,-1917,4
245.00,-1924,1
250.00,-1925,3
255.00,-1924,4
260.00,-1922,4
265.00,-1928,2
270.00,-1920,1
275.00,-1924,4
280.00,-1920,4
285.00,-1922,4
290.00,-1918,3
295.00,-1918,5
300.00,-1926,3
305.00,-1922,4
310.00,-1925,2
315.00,-1921,3
320.00,-1921,5
325.00,-1919,2
330.00,-1924,3
335.00,-1924,2
340.00,-1924,4
345.00,-1926,3
350.00,-1923,6
355.00,-1920,3
360.00,-1925,2
365.00,-1922,3
370.00,-1925,4
375.00,-1922,3
380.00,-1923,5
385.00,-1930,1
390.00,-1921,2
395.00,-1918,3
400.00,-1926,2
405.00,-1925,1
410.00,-1934,4
415.00,-1927,3
420.00,-1929,5
425.00,-1929,5
430.00,-1923,5
435.00,-1936,1
440.00,-1926,2
445.00,-1927,3
450.00,-1926,2
455.00,-1926,2
460.00,-1925,3
465.00,-1931,5
470.00,-1925,5
475.00,-1919,3
480.00,-1924,3
485.00,-1923,3
490.00,-1923,1
495.00,-1928,3
500.00,-1922,4
505.00,-1920,5
510.00,-1923,4
515.00,-1919,2
520.00,-1931,2
525.00,-1931,3
530.00,-1922,3
535.00,-1926,2
540.00,-1929,4
545.00,-1918,3
550.00,-1923,2
555.00,-1922,7
560.00,-1925,5
565.00,-1919,2
570.00,-1919,5
575.00,-1917,2
580.00,-1919,2
585.00,-1921,4
590.00,-1924,5
595.00,-1925,4
600.00,-1927,0
605.00,-1923,3
610.00,-1922,3
615.00,-1927,3
620.00,-1920,5
625.00,-1925,5
630.00,-1925,5
635.00,-1917,3
640.00,-1922,3
645.00,-1924,5
650.00,-1928,3
655.00,-1919,3
660.00,-1927,5
665.00,-1925,5
670.00,-1925,6
675.00,-1928,4
680.00,-1930,3
685.00,-1932,4
690.00,-1932,4
695.00,-1927,3
700.00,-1922,5
705.00,-1926,2
710.00,-1926,2
715.00,-1932,5
720.00,-1926,3
725.00,-1925,3
730.00,-1923,5
735.00,-1922,2
740.00,-1925,4
745.00,-1926,4
750.00,-1925,3
755.00,-1927,2
760.00,-1928,4
765.00,-1927,2
770.00,-1925,6
775.00,-1921,4
780.00,-1928,2
785.00,-1928,2
790.00,-1937,4
795.00,-1925,2
800.00,-1924,3
805.00,-1917,3
810.00,-1920,3
815.00,-1927,4
820.00,-1928,2
825.00,-1927,5
830.00,-1923,3
835.00,-1927,4
840.00,-1921,4
845.00,-1919,2
850.00,-1924,2
855.00,-1923,2
860.00,-1918,4
865.00,-1923,1
870.00,-1921,4
875.00,-1920,4
880.00,-1919,3
885.00,-1922,3
890.00,-1925,3
895.00,-1915,4
900.00,-1917,2
905.00,-1920,2
910.00,-1920,2
915.00,-1921,4
920.00,-1925,2
925.00,-1917,1
930.00,-1923,2
935.00,-1928,5
940.00,-1920,3
945.00,-1916,5
950.00,-1919,1
955.00,-1929,3
960.00,-1930,4
965.00,-1924,3
970.00,-1923,4
975.00,-1920,4
980.00,-1922,3
985.00,-1924,4
990.00,-1928,4
995.00,-1928,3
1000.00,-1926,2
1005.00,-1926,4
1010.00,-1922,3
1015.00,-1925,5
1020.00,-1921,3
1025.00,-1923,3
1030.00,-1919,2
1035.00,-1919,3
1040.00,-1927,3
1045.00,-1927,2
1050.00,-1925,3
1055.00,-1929,3
1060.00,-1925,2
1065.00,-1927,5
1070.00,-1929,4
1075.00,-1927,3
1080.00,-1928,4
1085.00,-1919,2
1090.00,-1922,2
1095.00,-1919,3
1100.00,-1924,2
1105.00,-1930,2
1110.00,-1911,2
1115.00,-1920,3
1120.00,-1923,4
1125.00,-1913,4
1130.00,-1917,2
1135.00,-1920,3
1140.00,-1919,4
1145.00,-1917,3
1150.00,-1916,5
1155.00,-1921,2
1160.00,-1913,4
1165.00,-1915,3
1170.00,-1915,2
1175.00,-1923,4
1180.00,-1925,1
1185.00,-1918,4
1190.00,-1919,3
1195.00,-1918,3
1200.00,-1928,5
1205.00,-1923,2
1210.00,-1924,2
1215.00,-1915,4
1220.00,-1925,2
1225.00,-1923,5
1230.00,-1923,3
1235.00,-1922,3
1240.00,-1920,6
1245.00,-1925,5
1250.00,-1924,2
1255.00,-1922,3
1260.00,-1928,3
1265.00,-1925,5
1270.00,-1922,2
1275.00,-1924,3
1280.00,-1925,3
1285.00,-1926,1
1290.00,-1925,3
1295.00,-1923,2
1300.00,-1918,2
1305.00,-1924,4
1310.00,-1921,3
1315.00,-1922,1
1320.00,-1927,4
1325.00,-1919,5
1330.00,-1916,2
1335.00,-1920,2
1340.00,-1924,4
1345.00,-1918,2
1350.00,-1916,4
1355.00,-1918,3
1360.00,-1918,2
1365.00,-1912,2
1370.00,-1925,1
1375.00,-1923,1
1380.00,-1929,5
1385.00,-1923,4
1390.00,-1928,2
1395.00,-1923,4
1400.00,-1926,2
1405.00,-1924,5
1410.00,-1918,2
1415.00,-1926,2
1420.00,-1919,4
1425.00,-1922,6
1430.00,-1917,3
1435.00,-1918,2
1440.00,-1928,5
1445.00,-1922,3
1450.00,-1916,2
1455.00,-1919,4
1460.00,-1922,5
1465.00,-1918,3
1470.00,-1922,3
1475.00,-1923,5
1480.00,-1923,1
1485.00,-1926,4
1490.00,-1920,5
1495.00,-1917,5
1500.00,-1925,2
1505.00,-1920,4
1510.00,-1919,4
1515.00,-1930,5
1520.00,-1919,3
1525.00,-1925,2
1530.00,-1927,2
1535.00,-1935,3
1540.00,-1937,5
1545.00,-1932,2
1550.00,-1932,3
1555.00,-1937,3
1560.00,-1930,3
1565.00,-1940,2
1570.00,-1929,2
1575.00,-1936,4
1580.00,-1937,2
1585.00,-1936,1
1590.00,-1929,4
1595.00,-1930,3
1600.00,-1943,5
1605.00,-1933,3
1610.00,-1934,4
1615.00,-1931,4
1620.00,-1937,2
1625.00,-1937,2
1630.00,-1927,2
1635.00,-1943,2
1640.00,-1933,5
1645.00,-1933,4
1650.00,-1930,2
1655.00,-1934,3
1660.00,-1929,5
1665.00,-1934,3
1670.00,-1936,4
1675.00,-1933,3
1680.00,-1934,4
1685.00,-1931,5
1690.00,-1936,4
1695.00,-1937,2
1700.00,-1930,1
1705.00,-1930,4
1710.00,-1935,5
1715.00,-1934,3
1720.00,-1932,2
1725.00,-1937,2
1730.00,-1930,3
1735.00,-1930,1
1740.00,-1928,3
1745.00,-1925,3
1750.00,-1933,2
1755.00,-1930,3
1760.00,-1925,2
1765.00,-1933,2
1770.00,-1922,5
1775.00,-1926,4
1780.00,-1925,2
1785.00,-1923,5
1790.00,-1928,3
1795.00,-1927,2
1800.00,-1919,4
1805.00,-1919,2
1810.00,-1925,5
1815.00,-1925,4
1820.00,-1928,1
1825.00,-1924,2
1830.00,-1923,3
1835.00,-1927,5
1840.00,-1934,2
1845.00,-1922,3
1850.00,-1929,5
1855.00,-1932,5
1860.00,-1934,2
1865.00,-1933,3
1870.00,-1932,3
1875.00,-1930,0
1880.00,-1929,4
1885.00,-1934,4
1890.00,-1920,4
1895.00,-1924,5
1900.00,-1922,2
1905.00,-1921,5
1910.00,-1928,5
1915.00,-1933,5
1920.00,-1934,3
1925.00,-1938,5
1930.00,-1926,4
1935.00,-1929,4
1940.00,-1934,4
1945.00,-1930,2
1950.00,-1932,2
1955.00,-1925,4
1960.00,-1926,2
1965.00,-1933,6
1970.00,-1931,3
1975.00,-1928,1
1980.00,-1932,3
1985.00,-1933,3
1990.00,-1926,3
1995.00,-1921,3
2000.00,-1923,4
2005.00,-1926,2
2010.00,-1924,2
2015.00,-1937,6
2020.00,-1932,3
2025.00,-1938,5
2030.00,-1928,2
2035.00,-1937,4
2040.00,-1942,4
2045.00,-1939,5
2050.00,-1931,2
2055.00,-1936,4
2060.00,-1934,5
2065.00,-1934,2
2070.00,-1929,3
2075.00,-1938,3
2080.00,-1928,3
2085.00,-1934,2
2090.00,-1931,1
2095.00,-1926,2
2100.00,-1926,3
2105.00,-1926,3
2110.00,-1925,4
2115.00,-1922,5
2120.00,-1927,5
2125.00,-1926,2
2130.00,-1920,2
2135.00,-1931,4
2140.00,-1927,4
2145.00,-1933,3
2150.00,-1922,3
2155.00,-1930,3
2160.00,-1933,4
2165.00,-1930,2
2170.00,-1933,4
2175.00,-1929,4
2180.00,-1922,5
2185.00,-1928,1
2190.00,-1930,0
2195.00,-1924,2
2200.00,-1930,3
2205.00,-1930,3
2210.00,-1927,3
2215.00,-1926,4
2220.00,-1922,5
2225.00,-1926,3
2230.00,-1929,2
2235.00,-1926,4
2240.00,-1930,3
2245.00,-1927,1
2250.00,-1916,2
2255.00,-1923,3
2260.00,-1927,4
2265.00,-1929,3
2270.00,-1917,4
2275.00,-1922,2
2280.00,-1919,3
2285.00,-1928,3
2290.00,-1918,2
2295.00,-1919,2
2300.00,-1922,3
2305.00,-1926,5
2310.00,-1921,4
2315.00,-1927,2
2320.00,-1918,4
2325.00,-1927,4
2330.00,-1921,2
2335.00,-1923,4
2340.00,-1913,4
2345.00,-1934,4
2350.00,-1929,6
2355.00,-1925,4
2360.00,-1922,3
2365.00,-1923,4
