Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-6700,3
5.00,-6688,2
10.00,-6694,4
15.00,-6692,3
20.00,-6700,1
25.00,-6693,2
30.00,-6699,3
35.00,-6700,1
40.00,-6702,3
45.00,-6706,2
50.00,-6702,2
55.00,-6707,2
60.00,-6701,3
65.00,-6714,5
70.00,-6703,3
75.00,-6706,3
80.00,-6704,0
85.00,-6697,4
90.00,-6690,2
95.00,-6703,4
100.00,-6705,2
105.00,-6703,2
110.00,-6699,2
115.00,-6697,2
120.00,-6703,4
125.00,-6708,2
130.00,-6697,2
135.00,-6694,4
140.00,-6701,1
145.00,-6702,2
150.00,-6696,3
155.00,-6698,2
160.00,-6690,3
165.00,-6701,2
170.00,-6695,2
175.00,-6703,3
180.00,-6706,3
185.00,-6705,3
190.00,-6699,2
195.00,-6703,2
200.00,-6706,3
205.00,-6706,2
210.00,-6708,3
215.00,-6705,2
220.00,-6706,2
225.00,-6698,2
230.00,-6702,3
235.00,-6707,2
240.00,-6712,2
245.00,-6715,2
250.00,-6702,4
255.00,-6693,4
260.00,-6703,2
265.00,-6709,0
270.00,-6705,5
275.00,-6701,2
280.00,-6705,4
285.00,-6696,2
290.00,-6703,4
295.00,-6706,0
300.00,-6709,3
305.00,-6703,3
310.00,-6712,2
315.00,-6714,1
320.00,-6700,3
325.00,-6702,4
330.00,-6703,2
335.00,-6707,3
340.00,-6711,3
345.00,-6701,3
350.00,-6705,5
355.00,-6700,4
360.00,-6696,0
365.00,-6690,0
370.00,-6693,2
375.00,-6701,2
380.00,-6694,3
385.00,-6698,4
390.00,-6698,3
395.00,-6706,2
400.00,-6705,1
405.00,-6694,2
410.00,-6694,2
415.00,-6697,2
420.00,-6691,2
425.00,-6701,5
430.00,-6694,5
435.00,-6701,4
440.00,-6697,3
445.00,-6693,2
450.00,-6691,5
455.00,-6698,2
460.00,-6695,2
465.00,-6700,2
470.00,-6701,2
475.00,-6699,2
480.00,-6698,2
485.00,-6688,3
490.00,-6690,2
495.00,-6705,2
500.00,-6697,3
505.00,-6697,4
510.00,-6700,3
515.00,-6693,0
520.00,-6694,2
525.00,-6702,4
530.00,-6706,2
535.00,-6697,3
540.00,-6698,3
545.00,-6700,2
550.00,-6691,2
555.00,-6702,2
560.00,-6700,4
565.00,-6698,2
570.00,-6690,4
575.00,-6696,2
580.00,-6691,3
585.00,-6700,2
590.00,-6697,2
595.00,-6701,2
600.00,-6703,4
605.00,-6694,2
610.00,-6709,2
615.00,-6697,4
620.00,-6700,1
625.00,-6697,3
630.00,-6697,2
635.00,-6697,3
640.00,-6701,2
645.00,-6689,2
650.00,-6695,3
655.00,-6691,3
660.00,-6707,3
665.00,-6697,2
670.00,-6696,4
675.00,-6694,5
680.00,-6704,2
685.00,-6706,3
690.00,-6710,3
695.00,-6702,3
700.00,-6700,2
705.00,-6710,2
710.00,-6701,4
715.00,-6703,3
720.00,-6704,2
725.00,-6706,2
730.00,-6706,2
735.00,-6696,3
740.00,-6696,3
745.00,-6694,4
750.00,-6699,4
755.00,-6703,2
760.00,-6696,3
765.00,-6701,1
770.00,-6694,3
775.00,-6694,3
780.00,-6694,4
785.00,-6691,5
790.00,-6694,3
795.00,-6699,1
800.00,-6696,2
805.00,-6703,1
810.00,-6698,4
815.00,-6696,2
