Index,TemperatureRaw16,VGNDRaw16
200,4144,2
201,4139,0
202,4135,-1
203,4142,-1
204,4136,0
205,4141,-1
206,4140,-3
207,4142,1
208,4145,2
209,4145,2
210,4148,2
211,4134,-1
212,4139,0
213,4136,1
214,4141,0
215,4136,0
216,4131,3
217,4140,3
218,4141,0
219,4136,0
220,4136,0
221,4133,-1
222,4127,0
223,4126,-2
224,4125,2
225,4129,1
226,4123,0
227,4135,-2
228,4121,1
229,4130,0
230,4127,-2
231,4124,-1
232,4127,-1
233,4122,1
234,4123,0
235,4126,0
236,4132,2
237,4129,0
238,4127,1
239,4127,-1
240,4114,0
241,4129,-1
242,4128,0
243,4112,0
244,4117,-1
245,4138,0
246,4127,1
247,4125,0
248,4128,0
249,4125,1
250,4117,0
251,4122,1
252,4110,1
253,4124,-1
254,4113,-2
255,4122,-1
256,4120,1
257,4102,2
258,4110,2
259,4118,0
260,4120,-1
261,4119,1
262,4117,1
263,4119,-2
264,4119,0
265,4119,0
266,4117,-1
267,4120,2
268,4110,1
269,4115,2
270,4107,1
271,4113,0
272,4112,0
273,4111,-1
274,4119,-2
275,4117,-1
276,4116,0
277,4115,-1
278,4115,-2
279,4112,-1
280,4117,0
281,4109,2
282,4104,0
283,4120,1
284,4119,0
285,4108,2
286,4120,-1
287,4110,1
288,4122,-1
289,4115,0
290,4104,0
291,4122,2
292,4118,3
293,4127,1
294,4119,0
295,4123,0
296,4118,-2
297,4107,2
298,4118,0
299,4113,0
300,4113,1
301,4127,2
302,4120,1
303,4124,-1
304,4117,0
305,4121,-1
306,4123,-3
307,4126,1
308,4112,-1
309,4118,-1
310,4132,-1
311,4115,0
312,4117,2
313,4124,0
314,4112,-1
315,4114,0
316,4115,1
317,4114,0
318,4112,0
319,4114,-2
320,4114,0
321,4135,-2
322,4116,2
323,4115,0
324,4111,1
325,4109,1
326,4117,-2
327,4118,-1
328,4126,-2
329,4113,-2
330,4112,2
331,4127,-1
332,4106,-3
333,4106,2
334,4116,0
335,4114,-1
336,4108,0
337,4103,-1
338,4111,1
339,4112,-1
340,4105,-1
341,4111,-1
342,4116,0
343,4126,-1
344,4117,-2
345,4121,1
346,4117,-1
347,4113,0
348,4122,-1
349,4116,0
350,4116,0
351,4113,0
352,4116,-1
353,4112,-1
354,4113,1
355,4111,1
356,4124,-1
357,4110,-1
358,4111,0
359,4107,-1
360,4118,0
361,4118,-1
362,4112,0
363,4118,-1
364,4119,-2
365,4125,-1
366,4112,-2
367,4112,0
368,4113,-2
369,4103,0
370,4124,2
371,4109,-2
372,4110,0
373,4104,0
374,4115,0
375,4113,-1
376,4116,0
377,4116,0
378,4111,-1
379,4114,-3
380,4117,-1
381,4130,-3
382,4114,-1
383,4110,-1
384,4120,0
385,4115,-1
386,4116,-2
387,4123,-1
388,4120,-2
389,4120,0
390,4113,-1
391,4112,-1
392,4124,0
393,4113,0
394,4108,0
395,4112,-1
396,4111,1
397,4118,1
398,4105,0
399,4112,-3
