Index,TemperatureRaw16,VGNDRaw16
0,2504,-1
1,2504,0
2,2520,3
3,2504,-2
4,2520,-1
5,2520,0
6,2504,-2
7,2520,1
8,2520,-1
9,2504,1
10,2520,-1
11,2520,0
12,2504,3
13,2520,1
14,2536,0
15,2488,-3
16,2520,2
17,2520,-2
18,2504,0
19,2520,0
20,2520,3
21,2504,1
22,2520,1
23,2520,-1
24,2504,0
25,2520,0
26,2520,0
27,2504,2
28,2520,-1
29,2520,1
30,2504,0
31,2520,-1
32,2520,-1
33,2504,2
34,2520,-2
35,2520,0
36,2488,-1
37,2520,0
38,2520,1
39,2504,0
40,2520,-1
41,2520,1
42,2504,-1
43,2520,2
44,2520,-2
45,2504,0
46,2520,2
47,2520,-2
48,2504,0
49,2520,2
50,2520,-2
51,2504,-2
52,2504,0
53,2520,-2
54,2504,-1
55,2504,1
56,2520,1
57,2504,-1
58,2520,0
59,2520,0
60,2488,0
61,2520,1
62,2536,-1
63,2504,0
64,2520,2
65,2520,-1
66,2504,1
67,2520,1
68,2520,1
69,2504,1
70,2520,1
71,2520,1
72,2504,0
73,2520,-2
74,2520,-2
75,2504,0
76,2520,0
77,2520,3
78,2488,1
79,2520,0
80,2520,2
81,2504,3
82,2520,-1
83,2520,0
84,2504,1
85,2504,0
86,2520,-1
87,2504,-2
88,2520,-1
89,2520,-1
90,2504,0
91,2520,2
92,2520,0
93,2504,1
94,2520,2
95,2520,0
96,2504,0
97,2520,-1
98,2520,-1
99,2504,0
100,2520,2
101,2536,0
102,2504,1
103,2520,0
104,2536,-1
105,2488,2
106,2504,-1
107,2520,0
108,2504,0
109,2520,-1
110,2520,0
111,2504,1
112,2520,1
113,2520,0
114,2504,-1
115,2520,1
116,2520,0
117,2504,2
118,2520,1
119,2536,0
120,2488,-1
121,2520,0
122,2520,1
123,2504,2
124,2520,-1
125,2520,0
126,2504,1
127,2504,-1
128,2520,-1
129,2488,-1
130,2504,-1
131,2520,1
132,2504,0
133,2520,0
134,2520,-1
135,2504,-1
136,2520,2
137,2520,2
138,2504,0
139,2520,-1
140,2520,0
141,2504,1
142,2520,1
143,2536,1
144,2504,-2
145,2504,-2
146,2520,-1
147,2504,0
148,2520,2
149,2520,2
150,2504,0
151,2520,-2
152,2520,1
153,2504,1
154,2520,0
155,2520,0
156,2504,-1
157,2504,0
158,2536,1
159,2520,0
160,2504,-2
161,2520,3
162,2520,0
163,2520,0
164,2520,-1
165,2504,1
166,2520,-3
167,2520,-1
168,2520,0
169,2520,0
170,2536,-1
171,2504,0
172,2504,-1
173,2520,0
174,2520,0
175,2504,0
176,2520,-1
177,2504,1
178,2520,0
179,2536,1
180,2520,2
181,2520,1
182,2520,-1
183,2504,-2
184,2520,0
185,2520,0
186,2520,-1
187,2504,0
188,2520,-2
189,2504,-1
190,2520,0
191,2536,-1
192,2504,-2
193,2504,-2
194,2536,0
195,2504,1
196,2520,0
197,2520,-1
198,2504,0
199,2520,1
200,2536,0
201,2520,2
202,2520,0
203,2520,-1
204,2520,0
205,2520,-2
206,2536,0
207,2504,-1
208,2504,1
209,2536,-1
210,2520,1
211,2504,1
212,2520,0
213,2520,-1
214,2520,0
215,2536,-1
216,2520,-2
217,2520,0
218,2520,0
219,2504,-1
220,2504,1
221,2536,0
222,2504,-1
223,2504,-2
224,2536,1
225,2504,-1
226,2504,0
227,2536,1
228,2520,-1
229,2504,1
230,2536,1
231,2504,0
232,2520,0
233,2536,-2
234,2504,2
235,2504,-2
236,2536,-3
237,2504,0
238,2504,-3
239,2520,0
240,2520,2
241,2520,2
242,2536,-2
243,2520,2
244,2504,0
245,2520,0
246,2504,2
247,2504,0
248,2520,0
249,2520,0
250,2520,0
251,2536,0
252,2520,0
253,2504,1
254,2520,-1
255,2504,-1
256,2504,0
257,2536,0
258,2504,-1
259,2504,0
260,2536,0
261,2520,0
262,2504,0
263,2520,0
264,2504,-1
265,2504,0
266,2520,1
267,2504,0
268,2504,2
269,2520,0
270,2504,2
