Volume,SourceFile,Index,L_P1_R1C1,L_P1_R1C2,L_P1_R1C3,L_P1_R1C4,L_P1_R1C5,L_P1_R1C6,L_P1_R2C1,L_P1_R2C2,L_P1_R2C3,L_P1_R2C4,L_P1_R2C5,L_P1_R2C6,L_P1_R3C1,L_P1_R3C2,L_P1_R3C3,L_P1_R3C4,L_P1_R3C5,L_P1_R3C6,L_P1_R4C1,L_P1_R4C2,L_P1_R4C3,L_P1_R4C4,L_P1_R4C5,L_P1_R4C6,L_P1_R5C1,L_P1_R5C2,L_P1_R5C3,L_P1_R5C4,L_P1_R5C5,L_P1_R5C6,L_P1_R6C1,L_P1_R6C2,L_P1_R6C3,L_P1_R6C4,L_P1_R6C5,L_P1_R6C6,L_P2_R1C1,L_P2_R1C2,L_P2_R1C3,L_P2_R1C4,L_P2_R1C5,L_P2_R1C6,L_P2_R2C1,L_P2_R2C2,L_P2_R2C3,L_P2_R2C4,L_P2_R2C5,L_P2_R2C6,L_P2_R3C1,L_P2_R3C2,L_P2_R3C3,L_P2_R3C4,L_P2_R3C5,L_P2_R3C6,L_P2_R4C1,L_P2_R4C2,L_P2_R4C3,L_P2_R4C4,L_P2_R4C5,L_P2_R4C6,L_P2_R5C1,L_P2_R5C2,L_P2_R5C3,L_P2_R5C4,L_P2_R5C5,L_P2_R5C6,L_P2_R6C1,L_P2_R6C2,L_P2_R6C3,L_P2_R6C4,L_P2_R6C5,L_P2_R6C6,L_P3a_R1C1,L_P3a_R1C2,L_P3a_R1C3,L_P3a_R1C4,L_P3a_R1C5,L_P3a_R1C6,L_P3a_R2C1,L_P3a_R2C2,L_P3a_R2C3,L_P3a_R2C4,L_P3a_R2C5,L_P3a_R2C6,L_P3a_R3C1,L_P3a_R3C2,L_P3a_R3C3,L_P3a_R3C4,L_P3a_R3C5,L_P3a_R3C6,L_P3a_R4C1,L_P3a_R4C2,L_P3a_R4C3,L_P3a_R4C4,L_P3a_R4C5,L_P3a_R4C6,L_P3a_R5C1,L_P3a_R5C2,L_P3a_R5C3,L_P3a_R5C4,L_P3a_R5C5,L_P3a_R5C6,L_P3a_R6C1,L_P3a_R6C2,L_P3a_R6C3,L_P3a_R6C4,L_P3a_R6C5,L_P3a_R6C6,L_P3b_R1C1,L_P3b_R1C2,L_P3b_R1C3,L_P3b_R1C4,L_P3b_R1C5,L_P3b_R1C6,L_P3b_R2C1,L_P3b_R2C2,L_P3b_R2C3,L_P3b_R2C4,L_P3b_R2C5,L_P3b_R2C6,L_P3b_R3C1,L_P3b_R3C2,L_P3b_R3C3,L_P3b_R3C4,L_P3b_R3C5,L_P3b_R3C6,L_P3b_R4C1,L_P3b_R4C2,L_P3b_R4C3,L_P3b_R4C4,L_P3b_R4C5,L_P3b_R4C6,L_P3b_R5C1,L_P3b_R5C2,L_P3b_R5C3,L_P3b_R5C4,L_P3b_R5C5,L_P3b_R5C6,L_P3b_R6C1,L_P3b_R6C2,L_P3b_R6C3,L_P3b_R6C4,L_P3b_R6C5,L_P3b_R6C6,R_P1_R1C1,R_P1_R1C2,R_P1_R1C3,R_P1_R1C4,R_P1_R1C5,R_P1_R1C6,R_P1_R2C1,R_P1_R2C2,R_P1_R2C3,R_P1_R2C4,R_P1_R2C5,R_P1_R2C6,R_P1_R3C1,R_P1_R3C2,R_P1_R3C3,R_P1_R3C4,R_P1_R3C5,R_P1_R3C6,R_P1_R4C1,R_P1_R4C2,R_P1_R4C3,R_P1_R4C4,R_P1_R4C5,R_P1_R4C6,R_P1_R5C1,R_P1_R5C2,R_P1_R5C3,R_P1_R5C4,R_P1_R5C5,R_P1_R5C6,R_P1_R6C1,R_P1_R6C2,R_P1_R6C3,R_P1_R6C4,R_P1_R6C5,R_P1_R6C6,R_P2_R1C1,R_P2_R1C2,R_P2_R1C3,R_P2_R1C4,R_P2_R1C5,R_P2_R1C6,R_P2_R2C1,R_P2_R2C2,R_P2_R2C3,R_P2_R2C4,R_P2_R2C5,R_P2_R2C6,R_P2_R3C1,R_P2_R3C2,R_P2_R3C3,R_P2_R3C4,R_P2_R3C5,R_P2_R3C6,R_P2_R4C1,R_P2_R4C2,R_P2_R4C3,R_P2_R4C4,R_P2_R4C5,R_P2_R4C6,R_P2_R5C1,R_P2_R5C2,R_P2_R5C3,R_P2_R5C4,R_P2_R5C5,R_P2_R5C6,R_P2_R6C1,R_P2_R6C2,R_P2_R6C3,R_P2_R6C4,R_P2_R6C5,R_P2_R6C6,R_P3a_R1C1,R_P3a_R1C2,R_P3a_R1C3,R_P3a_R1C4,R_P3a_R1C5,R_P3a_R1C6,R_P3a_R2C1,R_P3a_R2C2,R_P3a_R2C3,R_P3a_R2C4,R_P3a_R2C5,R_P3a_R2C6,R_P3a_R3C1,R_P3a_R3C2,R_P3a_R3C3,R_P3a_R3C4,R_P3a_R3C5,R_P3a_R3C6,R_P3a_R4C1,R_P3a_R4C2,R_P3a_R4C3,R_P3a_R4C4,R_P3a_R4C5,R_P3a_R4C6,R_P3a_R5C1,R_P3a_R5C2,R_P3a_R5C3,R_P3a_R5C4,R_P3a_R5C5,R_P3a_R5C6,R_P3a_R6C1,R_P3a_R6C2,R_P3a_R6C3,R_P3a_R6C4,R_P3a_R6C5,R_P3a_R6C6,R_P3b_R1C1,R_P3b_R1C2,R_P3b_R1C3,R_P3b_R1C4,R_P3b_R1C5,R_P3b_R1C6,R_P3b_R2C1,R_P3b_R2C2,R_P3b_R2C3,R_P3b_R2C4,R_P3b_R2C5,R_P3b_R2C6,R_P3b_R3C1,R_P3b_R3C2,R_P3b_R3C3,R_P3b_R3C4,R_P3b_R3C5,R_P3b_R3C6,R_P3b_R4C1,R_P3b_R4C2,R_P3b_R4C3,R_P3b_R4C4,R_P3b_R4C5,R_P3b_R4C6,R_P3b_R5C1,R_P3b_R5C2,R_P3b_R5C3,R_P3b_R5C4,R_P3b_R5C5,R_P3b_R5C6,R_P3b_R6C1,R_P3b_R6C2,R_P3b_R6C3,R_P3b_R6C4,R_P3b_R6C5,R_P3b_R6C6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260527_220451.bin,1,-1.350211,0.658228,-1.493671,-1.544304,-1.392405,0.658228,-2.303797,0.607595,0.793249,-0.392405,0.658228,-0.303797,3.016878,5.848101,-2.084388,-1.497890,-0.135021,-1.236287,5.345992,18.822785,1.118143,1.333333,1.578059,0.189873,1.388186,0.164557,-0.493671,-1.645570,-0.679325,-0.594937,54.881857,95.367089,-1.181435,24.518987,35.987342,-0.118143,-3.527426,-11.700422,-19.367089,-11.751055,-23.645570,-22.603376,-4.957806,-58.797468,-60.814346,-21.839662,-40.776371,-32.936709,-63.312236,-166.443038,-156.810127,-115.329114,-157.535865,-137.316456,-25.084388,-56.936709,-59.843882,-42.021097,-56.974684,-46.995781,2.067511,2.143460,-1.037975,0.101266,0.244726,0.088608,0.729958,-1.164557,0.713080,-1.194093,0.725738,0.827004,0.092827,1.198312,-0.759494,-316.852321,-1962.734177,-2428.843882,-1.877637,-1.907173,24.434599,-26.075949,-79.021097,-48.962025,-0.835443,0.075949,9.156118,2.940928,3.029536,0.189873,-0.565401,1.489451,44.451477,14.991561,-1.417722,-0.645570,-1.873418,-0.966245,51.202532,6.666667,-27.983122,-14.025316,1.265823,2.312236,0.890295,1.962025,2.151899,-0.936709,-4073.704641,-752.687764,0.253165,-135.835443,-8.907173,0.274262,-124.000000,-62.008439,-0.966245,107.864979,13.717300,-0.919831,0.244726,-0.818565,0.168776,5.383966,1.202532,-0.784810,-0.691983,0.337553,-0.691983,0.299578,-0.734177,-2.717300,-1.223629,1.776371,2.898734,1.898734,-1.295359,1.886076,-200.995781,-147.004219,0.966245,250.881857,30.046414,-0.983122,-0.869198,0.139241,1.122363,0.168776,1.210970,-0.911392,0.886076,0.772152,1.831224,-0.202532,1.713080,1.746835,-0.071730,7.375527,-2.953586,2.780591,1.835443,0.240506,0.459916,0.729958,0.396624,-0.367089,0.717300,-0.434599,1.084388,-0.932489,-2.025316,-1.945148,-2.869198,-0.953586,-0.185654,-0.253165,-0.067511,-1.215190,-0.227848,-0.265823,0.156118,1.873418,0.046414,2.008439,1.147679,-0.907173,-0.042194,-0.113924,0.063291,1.995781,1.004219,-1.016878,0.379747,0.527426,-5.147679,-12.075949,-0.556962,-2.544304,-0.687764,2.451477,0.240506,1.354430,-0.776371,0.362869,2.957806,-0.978903,3.004219,0.037975,-0.016878,1.940928,1.295359,0.497890,0.308017,0.367089,0.350211,1.388186,-455.379747,-1547.552743,-2896.383966,-3490.468354,-4143.405063,-2726.405063,-24.130802,-59.160338,-76.295359,-123.240506,-283.219409,-376.113924,-1.341772,-0.194093,-0.210970,-0.261603,-2.194093,-0.383966,-0.084388,-1.029536,-2.029536,-3.122363,1.856540,-2.067511,0.700422,1.489451,-0.443038,0.700422,-0.438819,-0.379747,-1.084388,-1.126582,-1.139241,1.751055,1.721519,1.810127,-90.565401,-19.628692,-4.590717,-0.506329,-1.628692,0.468354,-1771.109705,-2026.223629,-750.236287,-313.257384,-19.156118,-166.244726,-52.856540,-153.983122,-211.898734,-169.864979,-2.936709,-67.729958,-0.751055,-1.628692,1.375527,0.189873,0.388186,0.295359,0.970464,0.080169,1.059072,0.151899,1.139241,-0.978903,-0.970464,1.004219,1.084388,0.050633,0.033755,-1.008439,964,147.094727,1695,258.636475,1906,290.832520,2173,331.573486,-28501,-4348.907471,164,25.024414,-28119,-4290.618896,-28412,-4335.327148
15ml,VET6_8chips_raw_stream_20260527_220451.bin,2,-1.350211,0.658228,0.506329,0.455696,1.607595,-0.341772,1.696203,0.607595,0.793249,-0.392405,-1.341772,-1.303797,2.016878,5.848101,1.915612,-3.497890,-1.135021,1.763713,5.345992,16.822785,-0.881857,2.333333,3.578059,-0.810127,2.388186,1.164557,1.506329,-0.645570,1.320675,0.405063,56.881857,96.367089,-0.181435,24.518987,35.987342,-0.118143,-4.527426,-12.700422,-22.367089,-8.751055,-24.645570,-20.603376,-4.957806,-59.797468,-61.814346,-21.839662,-40.776371,-34.936709,-64.312236,-165.443038,-158.810127,-111.329114,-158.535865,-132.316456,-25.084388,-54.936709,-58.843882,-42.021097,-55.974684,-45.995781,0.067511,0.143460,-2.037975,0.101266,0.244726,0.088608,-1.270042,-0.164557,0.713080,-2.194093,0.725738,-1.172996,-1.907173,0.198312,-2.759494,-388.852321,-1946.734177,-2418.843882,-0.877637,-1.907173,23.434599,-34.075949,-79.021097,-47.962025,0.164557,-0.924051,12.156118,1.940928,2.029536,0.189873,-0.565401,-0.510549,46.451477,13.991561,-0.417722,1.354430,-0.873418,1.033755,53.202532,4.666667,-26.983122,-13.025316,2.265823,0.312236,-0.109705,-0.037975,1.151899,0.063291,-4056.704641,-742.687764,0.253165,-171.835443,-10.907173,0.274262,-108.000000,-58.008439,2.033755,103.864979,12.717300,1.080169,0.244726,2.181435,0.168776,2.383966,-2.797468,0.215190,-3.691983,0.337553,2.308017,0.299578,-0.734177,-0.717300,0.776371,-0.223629,-1.101266,-0.101266,0.704641,0.886076,-187.995781,-143.004219,-1.033755,212.881857,31.046414,1.016878,-1.869198,0.139241,-1.877637,0.168776,1.210970,0.088608,-2.113924,-0.227848,-0.168776,-0.202532,0.713080,1.746835,-1.071730,6.375527,2.046414,1.780591,5.835443,0.240506,-0.540084,-0.270042,0.396624,0.632911,-1.282700,0.565401,0.084388,-1.932489,-0.025316,0.054852,0.130802,-1.953586,-0.185654,1.746835,-1.067511,-2.215190,-1.227848,-1.265823,1.156118,1.873418,-0.953586,2.008439,0.147679,1.092827,1.957806,-0.113924,1.063291,0.995781,2.004219,1.983122,0.379747,0.527426,-8.147679,-12.075949,-0.556962,-1.544304,-0.687764,0.451477,0.240506,-0.645570,1.223629,0.362869,0.957806,2.021097,1.004219,-1.962025,0.983122,-0.059072,3.295359,1.497890,0.308017,0.367089,-1.649789,0.388186,-461.379747,-1580.552743,-2932.383966,-3482.468354,-4161.405063,-2736.405063,-25.130802,-58.160338,-74.295359,-121.240506,-285.219409,-377.113924,-0.341772,0.805907,0.789030,-1.261603,-0.194093,-0.383966,1.915612,-0.029536,-1.029536,-1.122363,1.856540,1.932489,-0.299578,2.489451,0.556962,-1.299578,-0.438819,1.620253,-0.084388,-2.126582,1.860759,-1.248945,-1.278481,0.810127,-108.565401,-36.628692,-5.590717,-1.506329,-0.628692,0.468354,-1756.109705,-2019.223629,-750.236287,-307.257384,-14.156118,-165.244726,-54.856540,-159.983122,-222.898734,-179.864979,-2.936709,-67.729958,1.248945,1.371308,-0.624473,-1.810127,-0.611814,-1.704641,0.970464,0.080169,0.059072,0.151899,1.139241,0.021097,1.029536,2.004219,-0.915612,-0.949367,1.033755,0.991561,972,148.315430,1699,259.246826,1898,289.611816,2183,333.099365,-28500,-4348.754883,167,25.482178,-28120,-4290.771484,-28413,-4335.479736
15ml,VET6_8chips_raw_stream_20260527_220451.bin,3,-1.350211,-2.341772,1.506329,-1.544304,-1.392405,0.658228,0.696203,1.607595,0.793249,-1.392405,0.658228,0.696203,2.016878,5.848101,-0.084388,-1.497890,-1.135021,-2.236287,6.345992,17.822785,-1.881857,3.333333,2.578059,0.189873,-0.611814,-1.835443,0.506329,-0.645570,-0.679325,1.405063,53.881857,95.367089,2.818565,21.518987,34.987342,1.881857,-4.527426,-13.700422,-23.367089,-10.751055,-22.645570,-22.603376,-4.957806,-52.797468,-63.814346,-20.839662,-37.776371,-33.936709,-61.312236,-167.443038,-166.810127,-114.329114,-157.535865,-133.316456,-30.084388,-62.936709,-65.843882,-40.021097,-62.974684,-54.995781,0.067511,-0.856540,-0.037975,0.101266,1.244726,0.088608,0.729958,-0.164557,-0.286920,-0.194093,0.725738,0.827004,-1.907173,-1.801688,-0.759494,-623.852321,-1936.734177,-2372.843882,-0.877637,1.092827,21.434599,-58.075949,-72.021097,-43.962025,0.164557,-0.924051,10.156118,2.940928,0.029536,0.189873,-1.565401,0.489451,45.451477,9.991561,0.582278,-1.645570,1.126582,-1.966245,54.202532,-6.333333,-27.983122,-14.025316,-0.734177,2.312236,-1.109705,0.962025,-0.848101,1.063291,-4050.704641,-737.687764,0.253165,-170.835443,-13.907173,1.274262,-85.000000,-54.008439,-0.966245,103.864979,14.717300,-0.919831,-0.755274,-0.818565,-0.831224,3.383966,-0.797468,0.215190,0.308017,1.337553,0.308017,0.299578,-0.734177,1.282700,2.776371,-0.223629,-1.101266,0.898734,-2.295359,1.886076,-198.995781,-144.004219,-2.033755,215.881857,28.046414,1.016878,1.130802,-0.860759,1.122363,1.168776,-0.789030,-0.911392,-0.113924,1.772152,1.831224,1.797468,0.713080,-0.253165,-1.071730,6.375527,0.046414,2.780591,4.835443,1.240506,-0.540084,-2.270042,-1.603376,-0.367089,-1.282700,0.565401,-1.915612,3.067511,-1.025316,0.054852,1.130802,-0.953586,-0.185654,-1.253165,-0.067511,0.784810,-1.227848,0.734177,3.156118,1.873418,0.046414,0.008439,0.147679,3.092827,-0.042194,-0.113924,2.063291,1.995781,1.004219,-1.016878,-1.620253,1.527426,-6.147679,-12.075949,0.443038,0.455696,1.312236,-0.548523,-0.759494,-0.645570,-0.776371,0.362869,-0.042194,0.021097,1.004219,0.037975,0.983122,0.940928,0.295359,-2.502110,0.308017,0.367089,-1.649789,-0.611814,-469.379747,-1578.552743,-2936.383966,-3506.468354,-4175.405063,-2740.405063,-23.130802,-57.160338,-74.295359,-121.240506,-282.219409,-375.113924,-1.341772,0.805907,1.789030,0.738397,-0.194093,0.616034,-1.084388,1.970464,-0.029536,-0.122363,0.856540,-2.067511,-0.299578,-0.510549,-1.443038,-0.299578,1.561181,-0.379747,-1.084388,-1.126582,-0.139241,0.751055,-1.278481,-1.189873,-110.565401,-35.628692,-5.590717,-2.506329,0.371308,0.468354,-1753.109705,-2018.223629,-781.236287,-315.257384,-31.156118,-126.244726,-61.856540,-163.983122,-229.898734,-172.864979,-3.936709,-45.729958,-0.751055,-3.628692,-6.624473,-3.810127,0.388186,-1.704641,0.970464,1.080169,1.059072,0.151899,1.139241,0.021097,0.029536,1.004219,1.084388,-0.949367,-0.966245,-1.008439,967,147.552490,1701,259.552002,1900,289.916992,2171,331.268311,-28494,-4347.839355,172,26.245117,-28112,-4289.550781,-28409,-4334.869385
15ml,VET6_8chips_raw_stream_20260527_220451.bin,4,0.649789,-0.341772,1.506329,0.455696,0.607595,0.658228,-1.303797,-2.392405,-1.206751,-0.392405,0.658228,-1.303797,2.016878,5.848101,-0.084388,-3.497890,2.864979,-0.236287,7.345992,15.822785,-0.881857,2.333333,5.578059,1.189873,0.388186,-0.835443,-1.493671,-0.645570,0.320675,2.405063,57.881857,95.367089,-0.181435,25.518987,33.987342,-1.118143,-4.527426,-12.700422,-25.367089,-12.751055,-23.645570,-22.603376,-5.957806,-55.797468,-64.814346,-22.839662,-38.776371,-31.936709,-60.312236,-159.443038,-157.810127,-121.329114,-159.535865,-134.316456,-27.084388,-58.936709,-65.843882,-45.021097,-59.974684,-54.995781,0.067511,0.143460,-0.037975,0.101266,0.244726,-0.911392,0.729958,0.835443,-1.286920,-0.194093,0.725738,0.827004,-0.907173,0.198312,-2.759494,-619.852321,-1937.734177,-2345.843882,1.122363,-1.907173,22.434599,-58.075949,-70.021097,-39.962025,0.164557,0.075949,10.156118,1.940928,0.029536,0.189873,-0.565401,1.489451,43.451477,14.991561,-1.417722,-0.645570,0.126582,0.033755,53.202532,-6.333333,-24.983122,-14.025316,2.265823,1.312236,0.890295,0.962025,2.151899,-0.936709,-4051.704641,-739.687764,2.253165,-158.835443,-9.907173,-0.725738,-86.000000,-53.008439,0.033755,103.864979,13.717300,0.080169,1.244726,2.181435,-0.831224,3.383966,0.202532,-0.784810,-0.691983,0.337553,-0.691983,-0.700422,-1.734177,-0.717300,0.776371,-0.223629,-1.101266,-0.101266,-1.295359,-1.113924,-192.995781,-141.004219,-0.033755,226.881857,26.046414,-0.983122,-0.869198,0.139241,-0.877637,0.168776,-0.789030,-1.911392,-1.113924,-1.227848,0.831224,-0.202532,0.713080,-1.253165,0.928270,6.375527,0.046414,1.780591,3.835443,1.240506,1.459916,-1.270042,0.396624,-0.367089,-2.282700,0.565401,-1.915612,-1.932489,-1.025316,1.054852,1.130802,1.046414,-0.185654,1.746835,1.932489,1.784810,-1.227848,-0.265823,0.156118,-0.126582,-0.953586,0.008439,-1.852321,0.092827,0.957806,-0.113924,0.063291,2.995781,0.004219,-1.016878,-2.620253,0.527426,-7.147679,-12.075949,0.443038,0.455696,-0.687764,0.451477,2.240506,-0.645570,1.223629,0.362869,0.957806,2.021097,1.004219,0.037975,0.983122,0.940928,0.295359,1.497890,0.308017,0.367089,0.350211,0.388186,-476.379747,-1629.552743,-2931.383966,-3497.468354,-4179.405063,-2745.405063,-23.130802,-58.160338,-76.295359,-122.240506,-283.219409,-377.113924,-0.341772,1.805907,-0.210970,0.738397,-0.194093,-0.383966,-0.084388,-2.029536,0.970464,-0.122363,0.856540,0.932489,-1.299578,-0.510549,-0.443038,-1.299578,1.561181,-0.379747,-0.084388,0.873418,-0.139241,0.751055,-1.278481,-1.189873,-110.565401,-35.628692,-7.590717,-3.506329,0.371308,-0.531646,-1757.109705,-2025.223629,-774.236287,-309.257384,-21.156118,-123.244726,-58.856540,-154.983122,-225.898734,-175.864979,-1.936709,-41.729958,-1.751055,-2.628692,-4.624473,-3.810127,1.388186,-1.704641,-2.029536,2.080169,-0.940928,4.151899,1.139241,0.021097,-0.970464,0.004219,0.084388,0.050633,0.033755,-1.008439,963,146.942139,1698,259.094238,1901,290.069580,2181,332.794189,-28503,-4349.212646,169,25.787354,-28125,-4291.534424,-28418,-4336.242676
15ml,VET6_8chips_raw_stream_20260527_220451.bin,5,0.649789,1.658228,-1.493671,-0.544304,-1.392405,0.658228,0.696203,1.607595,1.793249,0.607595,-2.341772,2.696203,0.016878,3.848101,0.915612,-4.497890,-2.135021,-1.236287,8.345992,15.822785,1.118143,1.333333,5.578059,2.189873,0.388186,0.164557,-0.493671,-0.645570,-0.679325,-2.594937,54.881857,96.367089,-1.181435,23.518987,34.987342,0.881857,-1.527426,-13.700422,-24.367089,-10.751055,-24.645570,-22.603376,-3.957806,-55.797468,-57.814346,-23.839662,-37.776371,-34.936709,-65.312236,-174.443038,-176.810127,-119.329114,-162.535865,-140.316456,-23.084388,-61.936709,-59.843882,-43.021097,-58.974684,-48.995781,1.067511,1.143460,-2.037975,0.101266,0.244726,-0.911392,-1.270042,-1.164557,0.713080,1.805907,0.725738,-1.172996,2.092827,0.198312,1.240506,-533.852321,-1962.734177,-2359.843882,1.122363,-0.907173,20.434599,-46.075949,-73.021097,-42.962025,1.164557,1.075949,10.156118,1.940928,0.029536,0.189873,1.434599,-3.510549,42.451477,11.991561,-2.417722,-1.645570,-1.873418,-2.966245,53.202532,-1.333333,-29.983122,-17.025316,2.265823,1.312236,-1.109705,0.962025,-3.848101,0.063291,-4051.704641,-735.687764,1.253165,-162.835443,-13.907173,0.274262,-93.000000,-54.008439,-0.966245,102.864979,11.717300,0.080169,-1.755274,-0.818565,-0.831224,3.383966,0.202532,0.215190,-0.691983,0.337553,-1.691983,-1.700422,0.265823,2.282700,-1.223629,0.776371,1.898734,-0.101266,-0.295359,-2.113924,-198.995781,-143.004219,-0.033755,221.881857,29.046414,0.016878,2.130802,1.139241,1.122363,-0.831224,0.210970,-1.911392,-0.113924,0.772152,-0.168776,1.797468,-1.286920,1.746835,1.928270,7.375527,-0.953586,0.780591,2.835443,2.240506,-0.540084,0.729958,0.396624,-2.367089,0.717300,-0.434599,0.084388,-1.932489,-0.025316,0.054852,1.130802,-0.953586,-0.185654,-0.253165,-1.067511,-0.215190,-1.227848,0.734177,0.156118,0.873418,0.046414,1.008439,2.147679,2.092827,1.957806,-1.113924,1.063291,1.995781,0.004219,-1.016878,0.379747,0.527426,-5.147679,-9.075949,-0.556962,1.455696,1.312236,-0.548523,1.240506,-0.645570,-0.776371,-0.637131,0.957806,1.021097,0.004219,-0.962025,2.983122,0.940928,2.295359,0.497890,0.308017,-0.632911,-0.649789,0.388186,-476.379747,-1626.552743,-2944.383966,-3497.468354,-4176.405063,-2747.405063,-23.130802,-57.160338,-77.295359,-122.240506,-283.219409,-380.113924,-0.341772,2.805907,0.789030,4.738397,-0.194093,-0.383966,0.915612,-1.029536,-1.029536,-1.122363,-0.143460,0.932489,-0.299578,-0.510549,-0.443038,1.700422,-1.438819,-1.379747,1.915612,-0.126582,-0.139241,1.751055,-1.278481,0.810127,-108.565401,-36.628692,-5.590717,-1.506329,0.371308,-1.531646,-1757.109705,-2034.223629,-774.236287,-309.257384,-21.156118,-134.244726,-57.856540,-150.983122,-214.898734,-173.864979,-2.936709,-49.729958,-0.751055,-3.628692,-3.624473,-4.810127,-0.611814,-0.704641,-1.029536,0.080169,1.059072,1.151899,1.139241,-1.978903,-0.970464,-0.995781,0.084388,-0.949367,1.033755,3.991561,967,147.552490,1695,258.636475,1895,289.154053,2176,332.031250,-28491,-4347.381592,164,25.024414,-28110,-4289.245605,-28403,-4333.953857
15ml,VET6_8chips_raw_stream_20260527_220451.bin,6,1.649789,-1.341772,-1.493671,0.455696,-0.392405,-1.341772,0.696203,3.607595,-0.206751,-0.392405,-1.341772,-0.303797,2.016878,6.848101,-0.084388,-2.497890,-2.135021,2.763713,4.345992,15.822785,0.118143,1.333333,3.578059,-0.810127,-1.611814,-1.835443,-0.493671,1.354430,0.320675,0.405063,56.881857,95.367089,-0.181435,24.518987,35.987342,-1.118143,-1.527426,-11.700422,-22.367089,-11.751055,-23.645570,-22.603376,-4.957806,-56.797468,-60.814346,-19.839662,-40.776371,-33.936709,-70.312236,-193.443038,-182.810127,-125.329114,-171.535865,-148.316456,-25.084388,-57.936709,-56.843882,-45.021097,-57.974684,-46.995781,-0.932489,0.143460,-0.037975,1.101266,-0.755274,-0.911392,0.729958,-0.164557,-1.286920,-1.194093,-0.274262,-1.172996,0.092827,0.198312,-0.759494,-512.852321,-1951.734177,-2366.843882,-0.877637,-1.907173,24.434599,-45.075949,-73.021097,-44.962025,0.164557,-2.924051,9.156118,0.940928,1.029536,-2.810127,0.434599,0.489451,45.451477,12.991561,-1.417722,1.354430,1.126582,1.033755,53.202532,-1.333333,-28.983122,-14.025316,1.265823,-0.687764,-0.109705,-1.037975,2.151899,-0.936709,-4089.704641,-739.687764,0.253165,-150.835443,-8.907173,-2.725738,-104.000000,-53.008439,0.033755,104.864979,13.717300,-0.919831,0.244726,-1.818565,-0.831224,3.383966,-0.797468,-1.784810,0.308017,0.337553,0.308017,0.299578,2.265823,-0.717300,-0.223629,-1.223629,-1.101266,0.898734,0.704641,-1.113924,-199.995781,-144.004219,-2.033755,233.881857,30.046414,-1.983122,0.130802,-1.860759,0.122363,-0.831224,1.210970,1.088608,0.886076,-0.227848,-1.168776,1.797468,-1.286920,-0.253165,-0.071730,8.375527,-0.953586,2.780591,4.835443,-0.759494,-0.540084,0.729958,-1.603376,-0.367089,-2.282700,0.565401,-0.915612,-1.932489,-1.025316,-0.945148,0.130802,0.046414,-1.185654,-0.253165,-1.067511,-1.215190,0.772152,-0.265823,0.156118,-1.126582,1.046414,0.008439,1.147679,0.092827,-1.042194,-1.113924,0.063291,0.995781,-1.995781,2.983122,0.379747,0.527426,-6.147679,-10.075949,0.443038,0.455696,1.312236,1.451477,0.240506,0.354430,-0.776371,-0.637131,-0.042194,1.021097,1.004219,0.037975,0.983122,0.940928,1.295359,-1.502110,0.308017,0.367089,0.350211,-0.611814,-497.379747,-1625.552743,-2968.383966,-3494.468354,-4192.405063,-2739.405063,-24.130802,-57.160338,-73.295359,-121.240506,-285.219409,-379.113924,0.658228,-0.194093,0.789030,-0.261603,-0.194093,-0.383966,-0.084388,0.970464,0.970464,0.877637,1.856540,0.932489,0.700422,-2.510549,0.556962,-0.299578,-0.438819,0.620253,-0.084388,-0.126582,-0.139241,0.751055,-0.278481,-0.189873,-110.565401,-37.628692,-7.590717,-3.506329,-0.628692,-0.531646,-1757.109705,-2048.223629,-768.236287,-310.257384,-23.156118,-137.244726,-55.856540,-154.983122,-214.898734,-163.864979,-3.936709,-47.729958,-1.751055,-3.628692,-3.624473,-3.810127,-0.611814,-1.704641,-0.029536,0.080169,-1.940928,-1.848101,2.139241,1.021097,0.029536,0.004219,1.084388,1.050633,-0.966245,-1.008439,968,147.705078,1699,259.246826,1896,289.306641,2182,332.946777,-28495,-4347.991943,165,25.177002,-28115,-4290.008545,-28406,-4334.411621
