Volume,SourceFile,Index,L_P1_R1C1,L_P1_R1C2,L_P1_R1C3,L_P1_R1C4,L_P1_R1C5,L_P1_R1C6,L_P1_R2C1,L_P1_R2C2,L_P1_R2C3,L_P1_R2C4,L_P1_R2C5,L_P1_R2C6,L_P1_R3C1,L_P1_R3C2,L_P1_R3C3,L_P1_R3C4,L_P1_R3C5,L_P1_R3C6,L_P1_R4C1,L_P1_R4C2,L_P1_R4C3,L_P1_R4C4,L_P1_R4C5,L_P1_R4C6,L_P1_R5C1,L_P1_R5C2,L_P1_R5C3,L_P1_R5C4,L_P1_R5C5,L_P1_R5C6,L_P1_R6C1,L_P1_R6C2,L_P1_R6C3,L_P1_R6C4,L_P1_R6C5,L_P1_R6C6,L_P2_R1C1,L_P2_R1C2,L_P2_R1C3,L_P2_R1C4,L_P2_R1C5,L_P2_R1C6,L_P2_R2C1,L_P2_R2C2,L_P2_R2C3,L_P2_R2C4,L_P2_R2C5,L_P2_R2C6,L_P2_R3C1,L_P2_R3C2,L_P2_R3C3,L_P2_R3C4,L_P2_R3C5,L_P2_R3C6,L_P2_R4C1,L_P2_R4C2,L_P2_R4C3,L_P2_R4C4,L_P2_R4C5,L_P2_R4C6,L_P2_R5C1,L_P2_R5C2,L_P2_R5C3,L_P2_R5C4,L_P2_R5C5,L_P2_R5C6,L_P2_R6C1,L_P2_R6C2,L_P2_R6C3,L_P2_R6C4,L_P2_R6C5,L_P2_R6C6,L_P3a_R1C1,L_P3a_R1C2,L_P3a_R1C3,L_P3a_R1C4,L_P3a_R1C5,L_P3a_R1C6,L_P3a_R2C1,L_P3a_R2C2,L_P3a_R2C3,L_P3a_R2C4,L_P3a_R2C5,L_P3a_R2C6,L_P3a_R3C1,L_P3a_R3C2,L_P3a_R3C3,L_P3a_R3C4,L_P3a_R3C5,L_P3a_R3C6,L_P3a_R4C1,L_P3a_R4C2,L_P3a_R4C3,L_P3a_R4C4,L_P3a_R4C5,L_P3a_R4C6,L_P3a_R5C1,L_P3a_R5C2,L_P3a_R5C3,L_P3a_R5C4,L_P3a_R5C5,L_P3a_R5C6,L_P3a_R6C1,L_P3a_R6C2,L_P3a_R6C3,L_P3a_R6C4,L_P3a_R6C5,L_P3a_R6C6,L_P3b_R1C1,L_P3b_R1C2,L_P3b_R1C3,L_P3b_R1C4,L_P3b_R1C5,L_P3b_R1C6,L_P3b_R2C1,L_P3b_R2C2,L_P3b_R2C3,L_P3b_R2C4,L_P3b_R2C5,L_P3b_R2C6,L_P3b_R3C1,L_P3b_R3C2,L_P3b_R3C3,L_P3b_R3C4,L_P3b_R3C5,L_P3b_R3C6,L_P3b_R4C1,L_P3b_R4C2,L_P3b_R4C3,L_P3b_R4C4,L_P3b_R4C5,L_P3b_R4C6,L_P3b_R5C1,L_P3b_R5C2,L_P3b_R5C3,L_P3b_R5C4,L_P3b_R5C5,L_P3b_R5C6,L_P3b_R6C1,L_P3b_R6C2,L_P3b_R6C3,L_P3b_R6C4,L_P3b_R6C5,L_P3b_R6C6,R_P1_R1C1,R_P1_R1C2,R_P1_R1C3,R_P1_R1C4,R_P1_R1C5,R_P1_R1C6,R_P1_R2C1,R_P1_R2C2,R_P1_R2C3,R_P1_R2C4,R_P1_R2C5,R_P1_R2C6,R_P1_R3C1,R_P1_R3C2,R_P1_R3C3,R_P1_R3C4,R_P1_R3C5,R_P1_R3C6,R_P1_R4C1,R_P1_R4C2,R_P1_R4C3,R_P1_R4C4,R_P1_R4C5,R_P1_R4C6,R_P1_R5C1,R_P1_R5C2,R_P1_R5C3,R_P1_R5C4,R_P1_R5C5,R_P1_R5C6,R_P1_R6C1,R_P1_R6C2,R_P1_R6C3,R_P1_R6C4,R_P1_R6C5,R_P1_R6C6,R_P2_R1C1,R_P2_R1C2,R_P2_R1C3,R_P2_R1C4,R_P2_R1C5,R_P2_R1C6,R_P2_R2C1,R_P2_R2C2,R_P2_R2C3,R_P2_R2C4,R_P2_R2C5,R_P2_R2C6,R_P2_R3C1,R_P2_R3C2,R_P2_R3C3,R_P2_R3C4,R_P2_R3C5,R_P2_R3C6,R_P2_R4C1,R_P2_R4C2,R_P2_R4C3,R_P2_R4C4,R_P2_R4C5,R_P2_R4C6,R_P2_R5C1,R_P2_R5C2,R_P2_R5C3,R_P2_R5C4,R_P2_R5C5,R_P2_R5C6,R_P2_R6C1,R_P2_R6C2,R_P2_R6C3,R_P2_R6C4,R_P2_R6C5,R_P2_R6C6,R_P3a_R1C1,R_P3a_R1C2,R_P3a_R1C3,R_P3a_R1C4,R_P3a_R1C5,R_P3a_R1C6,R_P3a_R2C1,R_P3a_R2C2,R_P3a_R2C3,R_P3a_R2C4,R_P3a_R2C5,R_P3a_R2C6,R_P3a_R3C1,R_P3a_R3C2,R_P3a_R3C3,R_P3a_R3C4,R_P3a_R3C5,R_P3a_R3C6,R_P3a_R4C1,R_P3a_R4C2,R_P3a_R4C3,R_P3a_R4C4,R_P3a_R4C5,R_P3a_R4C6,R_P3a_R5C1,R_P3a_R5C2,R_P3a_R5C3,R_P3a_R5C4,R_P3a_R5C5,R_P3a_R5C6,R_P3a_R6C1,R_P3a_R6C2,R_P3a_R6C3,R_P3a_R6C4,R_P3a_R6C5,R_P3a_R6C6,R_P3b_R1C1,R_P3b_R1C2,R_P3b_R1C3,R_P3b_R1C4,R_P3b_R1C5,R_P3b_R1C6,R_P3b_R2C1,R_P3b_R2C2,R_P3b_R2C3,R_P3b_R2C4,R_P3b_R2C5,R_P3b_R2C6,R_P3b_R3C1,R_P3b_R3C2,R_P3b_R3C3,R_P3b_R3C4,R_P3b_R3C5,R_P3b_R3C6,R_P3b_R4C1,R_P3b_R4C2,R_P3b_R4C3,R_P3b_R4C4,R_P3b_R4C5,R_P3b_R4C6,R_P3b_R5C1,R_P3b_R5C2,R_P3b_R5C3,R_P3b_R5C4,R_P3b_R5C5,R_P3b_R5C6,R_P3b_R6C1,R_P3b_R6C2,R_P3b_R6C3,R_P3b_R6C4,R_P3b_R6C5,R_P3b_R6C6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260525_231851.bin,1,0.983333,-1.141667,-2.050000,-0.254167,-1.129167,0.766667,2.629167,2.512500,1.420833,-0.862500,-0.154167,-18.500000,-119.545833,-207.387500,-435.533333,-952.445833,-2342.533333,-4432.558333,-193.700000,-475.350000,-1544.133333,-2638.545833,-1594.716667,-1314.941667,-1974.991667,-4820.966667,-4074.904167,-1072.866667,-325.958333,-246.895833,-3093.954167,-1804.858333,-625.154167,-79.104167,22.125000,-40.204167,-0.441667,-1.362500,-0.429167,0.466667,-1.408333,1.520833,0.062500,1.025000,-1.925000,-0.991667,0.979167,0.162500,0.095833,0.020833,0.083333,-0.091667,-1.033333,0.166667,-0.812500,-1.858333,-1.016667,-0.758333,-0.958333,2.120833,0.000000,-0.083333,0.954167,1.004167,0.029167,-0.133333,3.112500,0.983333,-1.091667,-0.937500,0.979167,1.995833,0.337500,-0.504167,1.337500,0.416667,-0.645833,0.391667,0.075000,1.004167,-16.987500,-6.837500,1.000000,0.095833,3.450000,0.295833,1.245833,-2.466667,0.220833,-0.575000,-1.258333,-1.375000,46.900000,8.108333,1.916667,1.695833,1.204167,3.429167,52.020833,16.991667,-0.529167,1.445833,0.375000,0.383333,2.125000,0.095833,0.245833,-0.512500,-2.816667,-1.929167,-1.741667,0.004167,-0.895833,0.250000,-35.262500,-1.329167,-1.329167,70.458333,14.466667,-1.195833,-13.533333,-0.616667,1.366667,-4.220833,-0.758333,-0.566667,-0.166667,0.133333,-0.100000,-0.091667,0.937500,2.050000,0.120833,1.037500,2.029167,-0.920833,-1.125000,0.129167,-199.679167,0.487500,0.391667,-157.891667,1.812500,-0.541667,0.329167,1.295833,0.283333,-0.700000,-0.733333,1.183333,-0.708333,2.395833,1.395833,1.437500,1.237500,-0.629167,-3.479167,-7.320833,-9.250000,-21.312500,-55.270833,-150.370833,-76.883333,-73.941667,-159.941667,-637.454167,-2535.275000,-4194.083333,-272.554167,-570.991667,-1492.708333,-4470.850000,-5541.950000,-3064.650000,-2960.475000,-2970.695833,-1245.662500,-773.633333,-429.679167,-162.533333,-0.454167,0.541667,-0.375000,-0.429167,-0.429167,-0.300000,1.175000,1.087500,-0.812500,-0.920833,-0.766667,-1.762500,3.575000,0.683333,-5.037500,0.683333,0.670833,-0.450000,1.670833,0.629167,2.612500,-0.337500,-1.545833,0.454167,-2.250000,-2.212500,-0.100000,0.716667,-1.291667,0.754167,0.100000,0.970833,-0.962500,-0.904167,-1.995833,0.912500,-0.316667,-0.312500,1.754167,-1.379167,-0.350000,1.716667,0.441667,1.654167,-0.475000,0.533333,0.670833,-0.412500,-0.291667,0.733333,0.766667,1.795833,0.787500,-0.225000,1.237500,-0.804167,-1.887500,1.087500,0.058333,0.016667,2.875000,-0.125000,0.925000,-0.129167,1.958333,1.945833,-1.437500,0.583333,0.745833,-0.350000,1.491667,-1.308333,-0.212500,-0.300000,-2.133333,0.883333,2.754167,0.812500,-0.487500,-0.508333,-0.387500,-0.420833,-2.370833,-0.400000,1.362500,0.237500,0.054167,-0.729167,-0.808333,1.237500,1.429167,-1.475000,-1.408333,-2.470833,-0.450000,-0.429167,0.458333,0.495833,0.437500,2.404167,-1.641667,-0.608333,-0.295833,0.666667,-0.337500,-0.400000,0.683333,0.758333,1041,158.843994,1701,259.552002,1952,297.851562,2265,345.611572,-28116,-4290.161133,206,31.433105,-27866,-4252.014160,1020,155.639648
15ml,VET6_8chips_raw_stream_20260525_231851.bin,2,-0.016667,-0.141667,-1.050000,-1.254167,-1.129167,-1.233333,2.629167,3.512500,0.420833,2.137500,1.845833,-18.500000,-121.545833,-207.387500,-435.533333,-955.445833,-2337.533333,-4415.558333,-192.700000,-474.350000,-1537.133333,-2641.545833,-1597.716667,-1315.941667,-1986.991667,-4826.966667,-4057.904167,-1076.866667,-324.958333,-249.895833,-3101.954167,-1813.858333,-623.154167,-79.104167,21.125000,-41.204167,-0.441667,1.637500,0.570833,0.466667,0.591667,-0.479167,1.062500,2.025000,0.075000,-0.991667,-1.020833,0.162500,0.095833,0.020833,1.083333,-1.091667,-0.033333,0.166667,2.187500,-1.858333,-0.016667,0.241667,-0.958333,0.120833,3.000000,-0.083333,1.954167,1.004167,-0.970833,-2.133333,-0.887500,-0.016667,0.908333,0.062500,0.979167,0.995833,-0.662500,2.495833,-1.662500,-0.583333,-1.645833,0.391667,0.075000,-0.995833,-14.987500,-7.837500,-1.000000,-1.904167,-0.550000,-0.704167,2.245833,0.533333,0.220833,1.425000,0.741667,-0.375000,50.900000,8.108333,-1.083333,0.695833,0.204167,-1.570833,55.020833,14.991667,1.470833,0.445833,2.375000,2.383333,1.125000,-0.904167,0.245833,-0.512500,-2.816667,-2.929167,-0.741667,-1.995833,-3.895833,-0.750000,-37.262500,3.670833,-1.329167,72.458333,14.466667,0.804167,-11.533333,-0.616667,2.366667,-3.220833,-1.758333,0.433333,-2.166667,2.133333,0.900000,-0.091667,0.937500,0.050000,0.120833,0.037500,0.029167,2.079167,0.875000,0.129167,-207.679167,0.487500,0.391667,-155.891667,-0.187500,-1.541667,0.329167,0.295833,-0.716667,-0.700000,0.266667,-0.816667,-2.708333,-2.604167,-0.604167,-1.562500,2.237500,1.370833,-6.479167,-7.320833,-9.250000,-19.312500,-55.270833,-150.370833,-76.883333,-72.941667,-159.941667,-637.454167,-2539.275000,-4191.083333,-270.554167,-567.991667,-1489.708333,-4462.850000,-5535.950000,-3060.650000,-2951.475000,-2960.695833,-1243.662500,-770.633333,-429.679167,-162.533333,-0.454167,-0.458333,0.625000,-0.429167,-1.429167,-0.300000,-0.825000,0.087500,1.187500,0.079167,-1.766667,1.237500,0.575000,-1.316667,-8.037500,-1.316667,3.670833,-0.450000,-0.329167,-1.370833,-0.387500,-0.337500,-3.545833,-0.545833,-0.250000,-2.212500,0.900000,0.716667,0.708333,-1.245833,0.100000,-0.029167,2.037500,1.095833,1.004167,-1.087500,0.683333,-0.312500,0.754167,-1.379167,0.650000,1.716667,2.441667,-0.345833,0.525000,-1.466667,0.670833,0.587500,-2.291667,-0.266667,-0.233333,0.795833,0.787500,0.775000,0.237500,0.195833,1.112500,1.087500,0.058333,1.016667,-0.125000,-0.125000,1.925000,-1.129167,1.958333,-0.054167,0.562500,-0.416667,-1.254167,-1.350000,-1.508333,1.691667,0.787500,0.700000,-0.133333,-1.116667,-1.245833,0.812500,-1.487500,1.491667,-0.387500,-2.420833,-0.370833,-0.400000,0.362500,-2.762500,1.054167,0.270833,0.191667,1.237500,-1.570833,-0.475000,0.591667,0.529167,-0.450000,-0.429167,0.458333,-0.504167,-0.562500,-1.595833,1.358333,-0.608333,-1.295833,-2.333333,0.662500,-0.400000,1.683333,-0.241667,1041,158.843994,1706,260.314941,1947,297.088623,2260,344.848633,-28122,-4291.076660,195,29.754639,-27870,-4252.624512,1017,155.181885
15ml,VET6_8chips_raw_stream_20260525_231851.bin,3,-1.016667,0.858333,1.950000,0.745833,-0.129167,-1.233333,2.629167,1.512500,-0.579167,1.137500,-1.154167,-21.500000,-120.545833,-207.387500,-435.533333,-951.445833,-2343.533333,-4411.558333,-194.700000,-475.350000,-1544.133333,-2644.545833,-1597.716667,-1315.941667,-1978.991667,-4842.966667,-4053.904167,-1078.866667,-327.958333,-247.895833,-3081.954167,-1810.858333,-612.154167,-80.104167,24.125000,-42.204167,-0.441667,-1.362500,1.570833,-0.533333,-0.408333,1.520833,1.062500,-0.975000,1.075000,-2.991667,0.979167,-0.837500,1.095833,0.020833,-2.916667,-0.091667,-0.033333,0.166667,-0.812500,1.141667,-0.016667,2.241667,1.041667,-0.879167,0.000000,-0.083333,-0.045833,0.004167,1.029167,1.866667,0.112500,1.983333,0.908333,1.062500,0.979167,0.995833,0.337500,0.495833,0.337500,0.416667,-0.645833,0.391667,-0.925000,0.004167,-16.987500,-4.837500,0.000000,0.095833,0.450000,-1.704167,3.245833,-0.466667,0.220833,1.425000,0.741667,0.625000,48.900000,9.108333,-0.083333,-0.304167,1.204167,0.429167,51.020833,14.991667,1.470833,1.445833,1.375000,1.383333,-3.875000,-0.904167,1.245833,0.487500,-0.816667,-2.929167,-0.741667,-2.995833,0.104167,-0.750000,-35.262500,2.670833,0.670833,72.458333,15.466667,0.804167,-13.533333,-1.616667,1.366667,-2.220833,0.241667,2.433333,-1.166667,0.133333,1.900000,2.908333,-0.062500,0.050000,1.120833,0.037500,0.029167,0.079167,-0.125000,1.129167,-212.679167,2.487500,-0.608333,-145.891667,-0.187500,0.458333,0.329167,0.295833,0.283333,-0.700000,-0.733333,0.183333,-0.708333,1.395833,-0.604167,0.437500,-0.762500,0.370833,-5.479167,-6.320833,-9.250000,-19.312500,-53.270833,-149.370833,-75.883333,-73.941667,-157.941667,-643.454167,-2552.275000,-4217.083333,-270.554167,-568.991667,-1483.708333,-4473.850000,-5529.950000,-3064.650000,-2943.475000,-2970.695833,-1240.662500,-773.633333,-428.679167,-162.533333,-0.454167,-1.458333,-0.375000,-1.429167,0.570833,0.700000,0.175000,0.087500,0.187500,1.079167,1.233333,0.237500,0.575000,-0.316667,-4.037500,0.683333,-1.329167,-1.450000,1.670833,0.629167,-0.387500,-1.337500,-0.545833,-0.545833,-1.250000,-0.212500,-0.100000,1.716667,0.708333,0.754167,0.100000,0.970833,1.037500,1.095833,-1.995833,0.912500,1.683333,1.687500,-0.245833,0.620833,-0.350000,-0.283333,-1.558333,-2.345833,0.525000,-2.466667,1.670833,0.587500,-0.291667,-0.266667,0.766667,-0.204167,0.787500,-2.225000,1.237500,1.195833,1.112500,-1.912500,1.058333,1.016667,2.875000,-0.125000,-0.075000,-1.129167,-3.041667,0.945833,-0.437500,-0.416667,-1.254167,-0.350000,-0.508333,1.691667,-0.212500,-2.300000,0.866667,-1.116667,1.754167,-1.187500,-0.487500,-1.508333,-1.387500,1.579167,-3.370833,0.600000,2.362500,-1.762500,1.054167,-0.729167,1.191667,0.237500,-0.570833,-0.475000,-1.408333,-0.470833,-0.450000,-0.429167,-1.541667,-0.504167,1.437500,0.404167,-0.641667,0.391667,0.704167,-1.333333,-0.337500,-0.400000,0.683333,0.758333,1040,158.691406,1707,260.467529,1957,298.614502,2267,345.916748,-28125,-4291.534424,208,31.738281,-27873,-4253.082275,1014,154.724121
15ml,VET6_8chips_raw_stream_20260525_231851.bin,4,-0.016667,1.858333,0.950000,1.745833,-1.129167,-1.233333,2.629167,1.512500,0.420833,0.137500,1.845833,-17.500000,-119.545833,-208.387500,-433.533333,-952.445833,-2344.533333,-4421.558333,-196.700000,-475.350000,-1542.133333,-2667.545833,-1601.716667,-1315.941667,-1982.991667,-4841.966667,-4066.904167,-1074.866667,-325.958333,-244.895833,-3078.954167,-1799.858333,-614.154167,-80.104167,20.125000,-42.204167,-0.441667,-0.362500,-0.429167,0.466667,-1.408333,-0.479167,1.062500,0.025000,0.075000,1.008333,0.979167,1.162500,1.095833,-0.979167,1.083333,-1.091667,0.966667,0.166667,-0.812500,-0.858333,-2.016667,2.241667,0.041667,-0.879167,-1.000000,-0.083333,1.954167,2.004167,2.029167,-1.133333,0.112500,-2.016667,-1.091667,-0.937500,0.979167,0.995833,0.337500,0.495833,-1.662500,0.416667,0.354167,0.391667,-0.925000,-1.995833,-16.987500,-7.837500,1.000000,1.095833,0.450000,-0.704167,2.245833,0.533333,0.220833,0.425000,-0.258333,0.625000,48.900000,8.108333,-0.083333,-0.304167,0.204167,-0.570833,55.020833,16.991667,1.470833,0.445833,-0.625000,-0.616667,-0.875000,1.095833,0.245833,-0.512500,0.183333,-0.929167,1.258333,-2.995833,-1.895833,-0.750000,-33.262500,0.670833,0.670833,70.458333,14.466667,0.804167,-11.533333,2.383333,0.366667,-2.220833,2.241667,0.433333,-0.166667,4.133333,-0.100000,-0.091667,-1.062500,-1.950000,-0.879167,0.037500,-0.970833,1.079167,-1.125000,-0.870833,-187.679167,-0.512500,1.391667,-151.891667,-0.187500,0.458333,1.329167,1.295833,0.283333,1.300000,0.266667,0.183333,0.291667,0.395833,0.395833,-0.562500,-0.762500,-0.629167,-5.479167,-6.320833,-11.250000,-21.312500,-55.270833,-150.370833,-73.883333,-75.941667,-159.941667,-641.454167,-2549.275000,-4205.083333,-271.554167,-564.991667,-1486.708333,-4490.850000,-5532.950000,-3062.650000,-2946.475000,-2958.695833,-1245.662500,-775.633333,-427.679167,-162.533333,-0.454167,-0.458333,-0.375000,-0.429167,-1.429167,-0.300000,-0.825000,0.087500,1.187500,-1.920833,2.233333,0.237500,0.575000,0.683333,-2.037500,0.683333,1.670833,-1.450000,1.670833,0.629167,-0.387500,-0.337500,2.454167,1.454167,0.750000,-0.212500,-1.100000,0.716667,-0.291667,-3.245833,1.100000,0.970833,-1.962500,1.095833,0.004167,-0.087500,-0.316667,0.687500,-0.245833,0.620833,-1.350000,-0.283333,0.441667,-1.345833,1.525000,-2.466667,-0.329167,1.587500,-0.291667,-0.266667,0.766667,-0.204167,-1.212500,-0.225000,-0.762500,2.195833,1.112500,1.087500,0.058333,0.016667,1.875000,-0.125000,0.925000,-0.129167,-0.041667,-1.054167,-1.437500,0.583333,0.745833,1.650000,0.491667,1.691667,-1.212500,0.700000,-1.133333,-2.116667,1.754167,0.812500,2.512500,1.491667,-1.387500,0.579167,0.629167,-0.400000,0.362500,-0.762500,-0.945833,-0.729167,0.191667,-0.762500,-0.570833,-0.475000,0.591667,1.529167,-0.450000,-3.429167,0.458333,-0.504167,-1.562500,-0.595833,0.358333,-0.608333,-0.295833,-0.333333,-0.337500,-0.400000,-0.316667,0.758333,1044,159.301758,1710,260.925293,1955,298.309326,2260,344.848633,-28118,-4290.466309,197,30.059814,-27868,-4252.319336,1008,153.808594
15ml,VET6_8chips_raw_stream_20260525_231851.bin,5,1.983333,0.858333,0.950000,-1.254167,-1.129167,-0.233333,1.629167,1.512500,-0.579167,1.137500,-1.154167,-17.500000,-118.545833,-205.387500,-432.533333,-951.445833,-2354.533333,-4417.558333,-195.700000,-477.350000,-1538.133333,-2661.545833,-1601.716667,-1319.941667,-1977.991667,-4842.966667,-4061.904167,-1075.866667,-327.958333,-246.895833,-3064.954167,-1813.858333,-622.154167,-80.104167,23.125000,-44.204167,-0.441667,0.637500,-1.429167,-1.533333,-0.408333,0.520833,1.062500,1.025000,1.075000,1.008333,-0.020833,-1.837500,0.095833,1.020833,0.083333,-1.091667,0.966667,-0.833333,-0.812500,1.141667,-1.016667,2.241667,-0.958333,-0.879167,0.000000,2.916667,0.954167,0.004167,0.029167,-0.133333,1.112500,-0.016667,0.908333,-0.937500,-1.020833,0.995833,0.337500,0.495833,0.337500,0.416667,0.354167,0.391667,0.075000,-1.995833,-18.987500,-7.837500,0.000000,-0.904167,-0.550000,1.295833,2.245833,0.533333,0.220833,0.425000,1.741667,-0.375000,46.900000,10.108333,1.916667,-0.304167,-1.795833,0.429167,50.020833,14.991667,0.470833,0.445833,2.375000,-0.616667,0.125000,0.095833,0.245833,-1.512500,0.183333,0.070833,0.258333,-2.995833,0.104167,-0.750000,-43.262500,0.670833,-2.329167,75.458333,14.466667,-0.195833,-13.533333,2.383333,0.366667,-1.220833,0.241667,-0.566667,0.833333,0.133333,0.900000,-0.091667,-2.062500,-2.950000,0.120833,1.037500,2.029167,-0.920833,-0.125000,-0.870833,-222.679167,0.487500,0.391667,-139.891667,1.812500,-0.541667,1.329167,-1.704167,-1.716667,1.300000,0.266667,0.183333,2.291667,-0.604167,-0.604167,1.437500,-0.762500,2.370833,-7.479167,-9.320833,-10.250000,-22.312500,-55.270833,-150.370833,-74.883333,-74.941667,-159.941667,-640.454167,-2546.275000,-4213.083333,-271.554167,-566.991667,-1491.708333,-4481.850000,-5535.950000,-3065.650000,-2941.475000,-2954.695833,-1239.662500,-773.633333,-425.679167,-162.533333,-0.454167,0.541667,-0.375000,-0.429167,-1.429167,-1.300000,-0.825000,-0.912500,-1.812500,-0.920833,-0.766667,-0.762500,0.575000,0.683333,-4.037500,0.683333,1.670833,-1.450000,2.670833,-1.370833,1.612500,-0.337500,-0.545833,1.454167,0.750000,0.787500,0.900000,-0.283333,-2.291667,-1.245833,0.100000,0.970833,0.037500,1.095833,1.004167,0.912500,1.683333,0.687500,-0.245833,1.620833,1.650000,0.716667,0.441667,-0.345833,1.525000,-1.466667,1.670833,-0.412500,-2.291667,0.733333,-0.233333,-0.204167,-0.212500,0.775000,-0.762500,0.195833,2.112500,-1.912500,1.058333,0.016667,-0.125000,0.875000,-0.075000,-0.129167,1.958333,-0.054167,-0.437500,-1.416667,-0.254167,-1.350000,-0.508333,-1.308333,0.787500,0.700000,-1.133333,0.883333,0.754167,-0.187500,0.512500,-0.508333,0.612500,-0.420833,-0.370833,-1.400000,0.362500,-0.762500,0.054167,-0.729167,0.191667,1.237500,-0.570833,-0.475000,0.591667,-2.470833,1.550000,1.570833,1.458333,1.495833,-0.562500,2.404167,1.358333,-1.608333,-2.295833,2.666667,0.662500,-1.400000,-0.316667,-1.241667,1042,158.996582,1700,259.399414,1952,297.851562,2264,345.458984,-28118,-4290.466309,208,31.738281,-27867,-4252.166748,1002,152.893066
15ml,VET6_8chips_raw_stream_20260525_231851.bin,6,1.983333,1.858333,-0.050000,-1.254167,1.870833,1.766667,2.629167,1.512500,0.420833,-0.862500,1.845833,-18.500000,-118.545833,-207.387500,-435.533333,-953.445833,-2348.533333,-4408.558333,-193.700000,-471.350000,-1543.133333,-2656.545833,-1598.716667,-1320.941667,-1974.991667,-4845.966667,-4070.904167,-1070.866667,-324.958333,-247.895833,-3053.954167,-1812.858333,-623.154167,-81.104167,21.125000,-43.204167,0.558333,-1.362500,-0.429167,0.466667,-0.408333,1.520833,-0.937500,1.025000,-0.925000,-0.991667,-1.020833,1.162500,0.095833,1.020833,0.083333,-0.091667,-0.033333,-0.833333,0.187500,2.141667,-1.016667,-0.758333,0.041667,2.120833,-1.000000,0.916667,-0.045833,0.004167,0.029167,0.866667,1.112500,-0.016667,-1.091667,-0.937500,1.979167,1.995833,0.337500,0.495833,1.337500,0.416667,-1.645833,0.391667,0.075000,-1.995833,-16.987500,-6.837500,-1.000000,1.095833,-0.550000,-0.704167,2.245833,0.533333,-0.779167,-0.575000,0.741667,1.625000,43.900000,9.108333,0.916667,-0.304167,0.204167,1.429167,52.020833,15.991667,-0.529167,0.445833,1.375000,0.383333,1.125000,1.095833,-1.754167,0.487500,0.183333,0.070833,-0.741667,-1.995833,-0.895833,0.250000,-50.262500,0.670833,-1.329167,73.458333,12.466667,-1.195833,-16.533333,1.383333,-0.633333,-3.220833,0.241667,0.433333,0.833333,1.133333,-0.100000,0.908333,0.937500,1.050000,1.120833,-0.962500,1.029167,2.079167,0.875000,-0.870833,-255.679167,-0.512500,-0.608333,-133.891667,-0.187500,0.458333,0.329167,1.295833,-0.716667,-1.700000,1.266667,0.183333,-0.708333,2.395833,0.395833,-1.562500,0.237500,-0.629167,-6.479167,-8.320833,-9.250000,-22.312500,-55.270833,-150.370833,-76.883333,-73.941667,-161.941667,-642.454167,-2540.275000,-4228.083333,-271.554167,-570.991667,-1499.708333,-4478.850000,-5529.950000,-3065.650000,-2948.475000,-2960.695833,-1245.662500,-773.633333,-426.679167,-161.533333,-0.454167,-0.458333,-0.375000,-0.429167,-0.429167,-0.300000,0.175000,-0.912500,0.187500,-0.920833,1.233333,-0.762500,-0.425000,1.683333,-4.037500,1.683333,-1.329167,0.550000,1.670833,-0.370833,0.612500,-0.337500,-0.545833,0.454167,1.750000,0.787500,-1.100000,-1.283333,-1.291667,0.754167,-0.900000,-0.029167,-0.962500,-0.904167,0.004167,0.912500,-1.316667,-0.312500,0.754167,-1.379167,-1.350000,-0.283333,1.441667,-0.345833,-1.475000,-1.466667,-0.329167,0.587500,-1.291667,0.733333,0.766667,-1.204167,1.787500,0.775000,1.237500,-1.804167,1.112500,1.087500,0.058333,1.016667,-2.125000,1.875000,-1.075000,-1.129167,0.958333,-0.054167,2.562500,-2.416667,2.745833,0.650000,0.491667,1.691667,1.787500,-0.300000,-0.133333,-1.116667,-2.245833,-1.187500,-0.487500,2.491667,0.612500,0.579167,-0.370833,1.600000,-0.637500,-1.762500,-0.945833,-0.729167,0.191667,0.237500,0.429167,-1.475000,0.591667,2.529167,-1.450000,0.570833,-1.541667,0.495833,1.437500,-1.595833,1.358333,-0.608333,-0.295833,-0.333333,1.662500,-1.400000,0.683333,0.758333,1047,159.759521,1710,260.925293,1950,297.546387,2260,344.848633,-28117,-4290.313721,206,31.433105,-27865,-4251.861572,1012,154.418945
