Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-589,5
5.00,-586,4
10.00,-588,5
15.00,-589,5
20.00,-587,3
25.00,-586,5
30.00,-586,5
35.00,-587,4
40.00,-583,3
45.00,-586,5
50.00,-585,3
55.00,-585,3
60.00,-583,5
65.00,-589,3
70.00,-584,5
75.00,-581,4
80.00,-585,3
85.00,-578,3
90.00,-584,5
95.00,-581,6
100.00,-582,2
105.00,-582,5
110.00,-584,2
115.00,-582,5
120.00,-583,5
125.00,-581,4
130.00,-580,2
135.00,-580,4
140.00,-587,2
145.00,-583,1
150.00,-582,5
155.00,-581,2
160.00,-576,5
165.00,-580,4
170.00,-582,4
175.00,-582,3
180.00,-583,5
185.00,-583,5
190.00,-579,2
195.00,-579,5
200.00,-585,4
205.00,-580,4
210.00,-581,3
215.00,-577,3
220.00,-583,4
225.00,-583,3
230.00,-579,2
235.00,-582,3
240.00,-583,4
245.00,-580,1
250.00,-581,0
255.00,-582,5
260.00,-580,5
265.00,-577,4
270.00,-586,4
275.00,-584,3
280.00,-581,3
285.00,-582,4
290.00,-580,2
295.00,-581,4
300.00,-582,3
305.00,-584,3
310.00,-583,2
315.00,-583,5
320.00,-583,4
325.00,-579,5
330.00,-581,2
335.00,-582,6
340.00,-582,2
345.00,-580,4
350.00,-580,3
355.00,-582,3
360.00,-580,5
365.00,-579,3
370.00,-577,2
375.00,-575,2
380.00,-577,5
385.00,-579,2
390.00,-579,5
395.00,-576,5
400.00,-581,5
405.00,-579,2
410.00,-580,4
415.00,-580,5
420.00,-585,3
425.00,-582,5
430.00,-583,2
435.00,-581,2
440.00,-584,3
445.00,-583,5
450.00,-576,4
455.00,-569,5
460.00,-570,6
465.00,-576,4
470.00,-577,3
475.00,-575,4
480.00,-575,4
485.00,-577,5
490.00,-574,5
495.00,-577,2
500.00,-576,5
505.00,-575,2
510.00,-574,4
515.00,-572,1
520.00,-577,6
525.00,-578,4
530.00,-577,3
535.00,-575,3
540.00,-577,3
545.00,-578,4
550.00,-582,5
555.00,-580,3
560.00,-580,2
565.00,-584,2
570.00,-577,2
575.00,-572,2
580.00,-580,5
585.00,-576,4
590.00,-581,2
595.00,-584,5
600.00,-581,3
605.00,-585,3
610.00,-578,3
615.00,-584,5
620.00,-582,6
625.00,-581,2
630.00,-583,5
635.00,-584,1
640.00,-582,5
645.00,-583,4
650.00,-581,3
655.00,-585,4
660.00,-580,4
665.00,-587,6
670.00,-586,4
675.00,-582,3
680.00,-582,5
685.00,-583,2
690.00,-580,3
695.00,-584,3
700.00,-578,4
705.00,-579,4
710.00,-580,2
715.00,-582,4
720.00,-585,2
725.00,-581,6
730.00,-582,4
735.00,-582,4
740.00,-585,2
745.00,-584,5
750.00,-583,3
755.00,-583,0
760.00,-586,5
765.00,-583,1
770.00,-582,2
775.00,-580,3
780.00,-586,4
785.00,-582,4
790.00,-584,2
795.00,-579,2
800.00,-582,4
805.00,-588,5
810.00,-584,3
815.00,-582,5
820.00,-583,4
825.00,-580,5
830.00,-583,3
835.00,-584,6
840.00,-584,4
845.00,-585,1
850.00,-582,5
855.00,-585,5
860.00,-586,3
865.00,-590,2
870.00,-583,5
875.00,-583,3
880.00,-582,3
885.00,-588,5
890.00,-584,1
895.00,-583,5
900.00,-585,4
905.00,-584,2
910.00,-588,3
915.00,-585,4
920.00,-583,3
925.00,-582,3
930.00,-585,5
935.00,-587,5
940.00,-583,4
945.00,-580,2
950.00,-587,3
955.00,-582,4
960.00,-585,5
965.00,-586,4
970.00,-580,5
975.00,-585,5
980.00,-588,3
985.00,-584,4
990.00,-586,3
995.00,-582,2
1000.00,-585,4
1005.00,-586,5
1010.00,-586,4
1015.00,-582,5
1020.00,-585,5
1025.00,-583,5
1030.00,-588,4
1035.00,-589,3
1040.00,-591,5
1045.00,-587,4
1050.00,-591,1
1055.00,-593,4
1060.00,-592,5
1065.00,-592,2
1070.00,-590,5
1075.00,-589,3
1080.00,-588,4
1085.00,-589,2
1090.00,-590,5
1095.00,-592,5
1100.00,-583,4
1105.00,-584,3
1110.00,-586,4
1115.00,-580,3
1120.00,-583,4
1125.00,-583,5
1130.00,-588,2
1135.00,-587,4
1140.00,-582,3
1145.00,-578,3
1150.00,-575,5
1155.00,-577,2
1160.00,-580,4
1165.00,-581,2
1170.00,-583,5
1175.00,-584,3
1180.00,-586,4
1185.00,-580,6
1190.00,-588,3
1195.00,-586,3
1200.00,-589,4
1205.00,-588,4
1210.00,-582,3
1215.00,-589,3
1220.00,-590,3
1225.00,-585,3
1230.00,-589,4
1235.00,-594,4
1240.00,-592,4
1245.00,-589,2
1250.00,-589,4
1255.00,-585,3
1260.00,-587,2
1265.00,-585,3
1270.00,-586,5
1275.00,-584,4
1280.00,-588,5
1285.00,-589,5
1290.00,-589,5
1295.00,-586,2
1300.00,-585,4
1305.00,-586,5
1310.00,-590,5
1315.00,-596,4
1320.00,-592,4
1325.00,-594,3
1330.00,-592,5
1335.00,-596,5
1340.00,-592,5
1345.00,-593,4
1350.00,-588,4
1355.00,-592,3
1360.00,-590,5
1365.00,-592,3
1370.00,-591,5
1375.00,-588,5
1380.00,-592,5
1385.00,-588,4
1390.00,-586,2
1395.00,-587,2
1400.00,-580,4
1405.00,-583,4
1410.00,-585,2
1415.00,-582,-11776
1420.00,-586,4
1425.00,-580,4
1430.00,-586,4
1435.00,-584,4
1440.00,-582,2
1445.00,-585,2
1450.00,-588,4
1455.00,-590,5
1460.00,-585,5
1465.00,-586,3
1470.00,-588,3
1475.00,-591,3
1480.00,-588,1
1485.00,-586,4
1490.00,-588,3
1495.00,-585,2
1500.00,-593,4
1505.00,-593,2
1510.00,-587,5
1515.00,-589,2
1520.00,-588,5
1525.00,-589,6
1530.00,-587,5
1535.00,-590,5
1540.00,-589,4
1545.00,-587,5
1550.00,-587,1
1555.00,-588,3
1560.00,-589,1
1565.00,-591,4
1570.00,-589,3
1575.00,-589,2
1580.00,-590,3
1585.00,-592,5
1590.00,-593,5
1595.00,-589,4
1600.00,-589,6
1605.00,-590,5
1610.00,-589,4
1615.00,-591,2
1620.00,-589,5
1625.00,-590,2
1630.00,-591,3
1635.00,-592,5
1640.00,-590,5
1645.00,-591,3
1650.00,-588,5
1655.00,-589,5
1660.00,-586,4
1665.00,-587,5
1670.00,-592,2
1675.00,-592,4
1680.00,-593,3
1685.00,-585,2
1690.00,-592,4
1695.00,-589,3
1700.00,-592,5
1705.00,-589,5
1710.00,-586,3
1715.00,-592,1
1720.00,-589,3
1725.00,-594,3
1730.00,-591,3
