Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,2,4
5.00,6,3
10.00,0,5
15.00,7,5
20.00,0,5
25.00,-3,2
30.00,-1,2
35.00,2,3
40.00,-6,3
45.00,-2,3
50.00,2,1
55.00,0,3
60.00,3,5
65.00,-3,5
70.00,3,4
75.00,-1,4
80.00,-1,5
85.00,-3,5
90.00,-1,2
95.00,5,5
100.00,0,5
105.00,3,4
110.00,1,3
115.00,-3,4
120.00,2,3
125.00,-4,5
130.00,-4,2
135.00,-1,2
140.00,0,4
145.00,0,5
150.00,-2,1
155.00,-3,2
160.00,0,4
165.00,0,3
170.00,2,3
175.00,1,5
180.00,1,3
185.00,2,3
190.00,-3,6
195.00,-1,4
200.00,4,4
205.00,7,3
210.00,0,5
215.00,1,4
220.00,2,4
225.00,0,3
230.00,-3,5
235.00,-2,3
240.00,-1,3
245.00,-3,3
250.00,-2,5
255.00,-2,4
260.00,0,4
265.00,-5,4
270.00,2,7
275.00,-1,2
280.00,1,5
285.00,0,3
290.00,3,2
295.00,-1,2
300.00,6,3
305.00,1,5
310.00,2,4
315.00,1,5
320.00,1,3
325.00,0,6
330.00,-4,5
335.00,-4,5
340.00,2,2
345.00,-2,5
350.00,0,4
355.00,3,4
360.00,-1,3
365.00,-2,2
370.00,2,4
375.00,0,5
380.00,-2,4
385.00,1,3
390.00,2,2
395.00,-2,5
400.00,5,3
405.00,-1,7
410.00,-4,4
415.00,-2,1
420.00,0,1
425.00,-1,4
430.00,-3,2
435.00,0,4
440.00,-3,5
445.00,3,3
450.00,-4,2
455.00,5,5
460.00,-5,3
465.00,0,2
470.00,2,2
475.00,4,3
480.00,3,4
485.00,2,3
490.00,1,4
495.00,-5,3
500.00,-2,2
505.00,4,3
510.00,1,5
515.00,-2,2
520.00,-11,4
525.00,0,4
530.00,-4,2
535.00,-1,2
540.00,0,5
545.00,-1,2
550.00,-1,3
555.00,-5,2
560.00,-5,5
565.00,-3,4
570.00,4,4
575.00,-4,4
580.00,-4,4
585.00,3,2
590.00,1,3
595.00,-8,4
600.00,-1,4
605.00,0,2
610.00,1,1
615.00,-6,4
620.00,1,1
625.00,0,5
630.00,4,3
635.00,-1,2
640.00,-2,6
645.00,2,5
650.00,8,2
655.00,-2,4
660.00,0,5
665.00,-5,4
670.00,-1,4
675.00,-2,6
680.00,3,4
685.00,-3,4
690.00,-5,5
695.00,-4,4
700.00,-3,4
705.00,1,2
710.00,-2,3
715.00,4,4
720.00,0,2
725.00,-4,5
730.00,2,6
735.00,-4,3
740.00,0,-22016
745.00,3,3
750.00,-1,5
755.00,2,4
760.00,0,2
765.00,-3,2
770.00,-1,2
775.00,2,4
780.00,1,5
785.00,-1,2
790.00,-2,4
795.00,2,4
800.00,1,3
805.00,-1,5
810.00,1,4
815.00,0,5
820.00,-1,4
825.00,-5,5
830.00,-1,2
835.00,1,4
840.00,3,3
845.00,0,3
850.00,-2,4
855.00,-6,6
860.00,-3,6
865.00,4,2
870.00,2,5
875.00,0,4
880.00,-3,3
885.00,-4,5
890.00,0,5
895.00,2,4
900.00,3,4
905.00,0,5
910.00,-6,2
915.00,1,5
920.00,-1,5
925.00,-2,5
930.00,-1,5
935.00,-2,5
940.00,5,5
945.00,-3,4
950.00,-5,2
955.00,1,5
960.00,3,4
965.00,-3,3
970.00,2,2
975.00,3,3
980.00,1,3
985.00,4,6
990.00,-6,4
995.00,-1,5
1000.00,2,5
1005.00,5,4
1010.00,-3,5
1015.00,-3,3
1020.00,-2,1
1025.00,1,4
1030.00,0,5
1035.00,-2,4
1040.00,-1,3
1045.00,-1,5
1050.00,2,6
1055.00,-3,5
1060.00,-6,4
1065.00,6,3
1070.00,3,5
1075.00,5,4
1080.00,1,5
1085.00,2,5
1090.00,-1,3
1095.00,-4,5
1100.00,0,2
1105.00,2,4
1110.00,-1,3
1115.00,2,4
1120.00,-4,2
1125.00,-1,5
1130.00,1,3
1135.00,3,5
1140.00,1,2
1145.00,-4,4
1150.00,2,4
1155.00,-5,4
1160.00,1,5
1165.00,0,1
1170.00,1,3
1175.00,2,2
1180.00,-1,4
1185.00,0,5
1190.00,-3,2
1195.00,0,2
1200.00,-3,3
1205.00,2,5
1210.00,1,7
1215.00,1,2
