Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.0,-2800.75140560581,0.9604578615445476
5.0,-2799.5000965689937,10.306346593255727
10.0,-2804.5762944863854,3.112303348473592
15.0,-2787.8823409317374,5.733940725912574
20.0,-2796.6545311957366,4.373677371054916
25.0,-2785.4527479548383,6.047962130636395
30.0,-2801.9296034522354,3.8881273712336704
35.0,-2797.0198663258416,-1.6824975234969635
40.0,-2804.393895608175,5.436191047917927
45.0,-2802.0892036568926,7.269040870435812
50.0,-2790.004679303884,0.37115345817508416
55.0,-2806.289980859776,1.8072739491635266
60.0,-2812.1346582318633,1.7289025425127436
65.0,-2797.104799609064,0.9174497531934428
70.0,-2793.941539353871,-2.6985191033013454
75.0,-2799.7270315871538,-8.70817052853322
80.0,-2800.8029151927276,9.853069197283512
85.0,-2784.411218497006,5.894745267081845
90.0,-2795.1949951076585,7.082111114958316
95.0,-2801.7032841163477,10.014509580937856
100.0,-2797.0819668452164,5.991502631489914
105.0,-2796.2411689772475,9.06076359322283
110.0,-2782.6527020542126,2.9976361734167654
115.0,-2790.6051021690164,1.340438203720099
120.0,-2788.7125046533583,0.07190651054865664
125.0,-2794.8401725015606,4.287267415546591
130.0,-2804.241549677812,5.031517997971028
135.0,-2796.456612209284,-2.40368701910204
140.0,-2798.7036177130963,10.735266054240101
145.0,-2788.899770929886,9.47695232310326
150.0,-2795.589077697956,1.5197520338268913
155.0,-2795.6899195580277,7.136340191900366
160.0,-2806.5844269895674,3.9466308786869995
165.0,-2798.496695587717,5.187799190529991
170.0,-2800.642316048903,3.600708892672008
175.0,-2782.238991190427,5.9144582630051294
180.0,-2798.3389566710157,9.445416272356283
185.0,-2788.8932305315825,-4.322866370955852
190.0,-2793.89956339295,6.267148156098851
195.0,-2803.7756989215336,-6.1918819028019625
200.0,-2804.3002634043864,4.555128592078421
205.0,-2793.6522125193387,13.049768967552248
210.0,-2801.3857341657917,1.4901969724821302
215.0,-2798.2978327171427,6.610151043541681
220.0,-2793.3081938377545,2.3970223940080926
225.0,-2797.4457071984184,7.236203899495583
230.0,-2787.7335123144367,-1.8502887856958432
235.0,-2797.6554657421348,3.2901408763597892
