point,file,target_temperature_c,T_liquid_c,T_jaw0_c,T_env_c,diff_model,c1,c2,c3
P0,TempFit_Tenv24C_Tliquid3C_Tgripper18p5C_Temp_AD2_20260510_142517.csv,3.0,3.0,18.5,24.0,x(1-x)(c1+c2*x+c3*x^2),0.6348940724647056,-3.643936887526035,4.0031654627297435
P0,TempFit_Tenv24C_Tliquid3p6C_Tgripper18p4C_Temp_AD2_20260510_150226.csv,3.6,3.6,18.4,24.0,x(1-x)(c1+c2*x+c3*x^2),0.3689438604340833,-1.7471602764922367,1.811047782242774
P0,TempFit_Tenv24C_Tliquid56C_Tgripper29p8C_Temp_AD2_20260510_110333.csv,56.0,56.0,29.8,24.0,x(1-x)(c1+c2*x+c3*x^2),0.08612966932994362,-0.6140190718970362,0.6897565487743091
P0,TempFit_Tenv24C_Tliquid57p6C_Tgripper33C_Temp_AD2_20260510_105352.csv,57.6,57.6,33.0,24.0,x(1-x)(c1+c2*x+c3*x^2),0.17163601147672217,-0.8837567008445788,0.955209650864312
P0,TempFit_Tenv24C_Tliquid59C_Tgripper33p6C_Temp_AD2_20260510_113040.csv,59.0,59.0,33.6,24.0,x(1-x)(c1+c2*x+c3*x^2),0.31871781062419696,-2.748460632699873,3.381582024833008
P0,TempFit_Tenv24C_Tliquid60p2C_Tgripper30C_Temp_AD2_20260510_110034.csv,60.2,60.2,30.0,24.0,x(1-x)(c1+c2*x+c3*x^2),-0.07245138470359237,0.20521921050975486,-0.018577699532893382
P0,TempFit_Tenv24C_Tliquid66C_Tgripper31p2C_Temp_AD2_20260510_111422.csv,66.0,66.0,31.2,24.0,x(1-x)(c1+c2*x+c3*x^2),0.22954609019975988,-1.781834000561458,2.1772424992948216
P0,TempFit_Tenv24C_Tliquid67C_Tgripper30p6C_Temp_AD2_20260510_105647.csv,67.0,67.0,30.6,24.0,x(1-x)(c1+c2*x+c3*x^2),0.020417823598770035,-0.0967865714675133,0.20395314032108192
P0,TempFit_Tenv24C_Tliquid80C_Tgripper28p8C_Temp_AD2_20260510_110747.csv,80.0,80.0,28.8,24.0,x(1-x)(c1+c2*x+c3*x^2),0.4901352584556318,-2.450358017845217,2.638860742392648
