point,file,target_temperature_c,T_liquid_c,T_jaw0_c,T_env_c,diff_model,c1,c2,c3
P1,TempFit_Tenv22C_Tliquid1p5C_Tgripper21C_Temp_AD2_20260510_224022.csv,1.5,1.5,21.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.4606272567344016,-2.079990010580814,1.9199934252347832
P1,TempFit_Tenv24C_Tliquid2p3C_Tgripper17p9C_Temp_AD2_20260510_143222.csv,2.3,2.3,17.9,24.0,x(1-x)(c1+c2*x+c3*x^2),0.1353538499188925,-1.2556248853053995,1.586037462268796
P1,TempFit_Tenv24C_Tliquid60p6C_Tgripper39p5C_Temp_AD2_20260510_120144.csv,60.6,60.6,39.5,24.0,x(1-x)(c1+c2*x+c3*x^2),0.06061780194413413,-0.5295335765123779,0.5582453673309928
P1,TempFit_Tenv24C_Tliquid62C_Tgripper35p1C_Temp_AD2_20260510_105036.csv,62.0,62.0,35.1,24.0,x(1-x)(c1+c2*x+c3*x^2),0.06328385007765847,-0.22627819650279976,0.18128100633160904
P1,TempFit_Tenv24C_Tliquid66p3C_Tgripper34p2C_Temp_AD2_20260510_104822.csv,66.3,66.3,34.2,24.0,x(1-x)(c1+c2*x+c3*x^2),0.14017611095342575,-0.4455528159299984,0.3810286621865448
P1,TempFit_Tenv22p8C_Tliquid66p9C_Tgripper27p1C_Temp_AD2_20260510_233834.csv,66.9,66.9,27.1,22.8,x(1-x)(c1+c2*x+c3*x^2),0.17836949679267872,-1.2284985437470068,1.5622626964357698
P1,TempFit_Tenv24C_Tliquid70C_Tgripper32p2C_Temp_AD2_20260510_104626.csv,70.0,70.0,32.2,24.0,x(1-x)(c1+c2*x+c3*x^2),-0.0006990607260272565,-0.23256111783676484,0.2891864040001432
P1,TempFit_Tenv24C_Tliquid73p1C_Tgripper39p7C_Temp_AD2_20260510_114342.csv,73.1,73.1,39.7,24.0,x(1-x)(c1+c2*x+c3*x^2),0.26769418457902766,-1.495435573042104,1.7423016735169508
P1,TempFit_Tenv24C_Tliquid75C_Tgripper29p2C_Temp_AD2_20260510_104438.csv,75.0,75.0,29.2,24.0,x(1-x)(c1+c2*x+c3*x^2),0.12654712632058812,-0.709553925926893,0.8355432836959266
