point,file,target_temperature_c,T_liquid_c,T_jaw0_c,T_env_c,diff_model,c1,c2,c3
0_cold,TempFit_Tenv22C_Tliquid3C_Tgripper24C_Temp_AD2_20260511_150313.csv,3.0,3.0,24.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.5521251343524584,-3.312571092426529,3.7138558628539253
0_cold,TempFit_Tenv22C_Tliquid6C_Tgripper24C_Temp_AD2_20260511_150947.csv,6.0,6.0,24.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.31975363702177334,-1.552078150900714,1.7120925488607084
0_cold,TempFit_Tenv22C_Tliquid9C_Tgripper24C_Temp_AD2_20260511_151750.csv,9.0,9.0,24.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.30078670350186254,-1.4964703522846898,1.6663596219390238
0_cold,TempFit_Tenv22C_Tliquid55C_Tgripper24C_Temp_AD2_20260511_145449.csv,55.0,55.0,24.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.05076317950130683,-0.3927197969540741,0.5926400812014584
0_cold,TempFit_Tenv22C_Tliquid65C_Tgripper24C_Temp_AD2_20260511_144543.csv,65.0,65.0,24.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.4417481273715843,-2.3319690520379273,2.5549552290129953
0_cold,TempFit_Tenv22C_Tliquid75C_Tgripper24C_Temp_AD2_20260511_143702.csv,75.0,75.0,24.0,22.0,x(1-x)(c1+c2*x+c3*x^2),0.27298272500829146,-1.68011714587078,1.9571482238103912
