Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-5544,2
5.00,-5543,0
10.00,-5561,2
15.00,-5545,2
20.00,-5550,1
25.00,-5543,2
30.00,-5548,2
35.00,-5549,4
40.00,-5540,1
45.00,-5550,2
50.00,-5547,3
55.00,-5543,2
60.00,-5549,3
65.00,-5547,4
70.00,-5553,3
75.00,-5553,3
80.00,-5548,4
85.00,-5546,4
90.00,-5542,5
95.00,-5549,3
100.00,-5556,4
105.00,-5551,4
110.00,-5544,2
115.00,-5551,5
120.00,-5545,5
125.00,-5553,5
130.00,-5556,3
135.00,-5548,0
140.00,-5536,1
145.00,-5556,3
150.00,-5556,1
155.00,-5545,0
160.00,-5551,5
165.00,-5547,3
170.00,-5550,3
175.00,-5554,4
180.00,-5550,4
185.00,-5548,5
190.00,-5549,1
195.00,-5551,5
200.00,-5548,3
205.00,-5553,2
210.00,-5564,2
215.00,-5560,2
220.00,-5561,2
225.00,-5553,1
230.00,-5548,2
235.00,-5560,2
240.00,-5553,3
245.00,-5562,0
250.00,-5557,1
255.00,-5542,2
260.00,-5556,4
265.00,-5551,2
270.00,-5557,2
275.00,-5550,5
280.00,-5547,2
285.00,-5551,4
290.00,-5558,3
295.00,-5544,2
300.00,-5541,3
305.00,-5555,5
310.00,-5556,2
315.00,-5556,4
320.00,-5546,5
325.00,-5553,2
330.00,-5558,2
335.00,-5555,3
340.00,-5550,4
345.00,-5554,3
350.00,-5542,2
355.00,-5537,4
360.00,-5536,1
365.00,-5541,4
370.00,-5542,3
375.00,-5537,2
380.00,-5549,3
385.00,-5548,2
390.00,-5547,2
395.00,-5553,2
400.00,-5552,5
405.00,-5550,2
410.00,-5546,3
415.00,-5544,3
420.00,-5550,2
425.00,-5559,4
430.00,-5551,5
435.00,-5549,3
440.00,-5551,2
445.00,-5537,2
450.00,-5549,3
455.00,-5545,3
460.00,-5545,3
465.00,-5546,4
470.00,-5550,3
475.00,-5551,2
480.00,-5550,5
485.00,-5543,2
490.00,-5542,4
495.00,-5545,2
500.00,-5553,3
505.00,-5543,1
510.00,-5546,6
515.00,-5543,1
520.00,-5547,3
525.00,-5551,2
530.00,-5528,4
535.00,-5532,3
540.00,-5531,3
545.00,-5536,2
550.00,-5535,2
555.00,-5534,3
560.00,-5536,1
565.00,-5534,3
570.00,-5540,3
575.00,-5532,5
580.00,-5533,3
585.00,-5527,2
590.00,-5537,1
595.00,-5521,1
600.00,-5531,1
605.00,-5536,3
610.00,-5526,2
615.00,-5534,3
620.00,-5529,5
625.00,-5533,2
630.00,-5524,2
