Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,7,1,2,0,2,-7,5,0,3,-3,1,-6,8,1,2,0,1,-4,6,0,4,-2,0,-7,8,3,4,-3,3,-5,7,1,3,0,3,-3
1,-5,6,2,4,-3,2,-6,9,0,4,-2,1,-6,8,2,2,0,3,-6,9,3,4,0,2,-6,6,1,4,-1,2,-5,6,3,2,-1,2,-2
2,-7,8,3,1,-1,3,-7,8,3,4,-3,4,-4,8,4,4,0,4,-5,9,3,1,-3,2,-5,5,3,3,-1,1,-5,6,0,3,-2,3,-2
3,-5,7,3,3,0,3,-2,7,2,2,-2,4,-5,8,-2,4,-1,1,-4,7,1,2,0,4,-5,9,1,4,-1,2,-6,9,3,3,-2,4,0
4,-6,6,0,3,0,4,-6,6,2,4,-2,3,-5,6,3,5,-1,1,-5,8,3,3,-1,1,-3,8,3,1,0,2,-5,9,3,4,-3,3,1
5,-6,9,3,1,-3,3,-6,8,1,2,-1,1,-5,8,3,3,0,2,-5,9,1,3,0,1,-5,6,2,2,-2,2,-5,8,2,2,0,2,-3
6,-4,7,3,1,-2,1,-6,8,3,3,-1,4,-5,7,1,3,-3,1,-4,6,1,0,0,2,-5,6,3,4,-2,2,-5,8,2,4,0,1,0
7,-5,7,3,3,-3,2,-5,9,3,1,-2,3,-6,8,1,4,-3,4,-5,6,2,4,-3,1,-5,7,3,1,0,3,-4,7,3,-1,-1,3,0
8,-7,8,3,1,0,3,-6,9,3,4,-3,1,-6,8,3,2,-3,3,-7,8,3,4,-3,2,-4,6,3,2,0,3,-6,8,3,2,-3,3,1
9,-5,7,3,3,-2,2,-6,9,1,4,0,1,-2,8,0,4,-1,2,-4,8,0,4,-1,4,-5,6,2,3,-3,2,-5,10,3,4,-3,2,-2
10,-7,7,2,3,0,2,-5,6,2,3,-1,2,-6,9,3,4,0,1,-4,9,2,4,-2,4,-2,5,2,4,-1,2,-5,9,4,2,0,3,-2
11,-5,6,2,1,0,3,-6,9,0,4,-3,3,-5,9,1,4,-3,2,-5,7,3,2,0,3,-5,9,3,1,-2,4,-5,7,1,3,-3,3,-2
12,-5,8,3,2,0,2,-4,7,2,3,0,3,-4,8,0,3,0,2,-5,8,1,4,-1,2,-5,7,1,4,1,2,-5,5,3,3,-1,1,-1
13,-7,8,2,1,1,4,-5,8,1,2,-2,2,-2,8,0,2,-1,1,-3,6,1,3,0,6,-5,6,2,4,0,4,-3,7,3,3,-1,4,-2
14,-7,7,3,1,-3,2,-4,6,1,3,-1,4,-5,8,2,4,-1,1,-5,7,1,1,0,3,-5,9,2,2,-3,2,-5,6,3,5,-1,4,-1
15,-5,6,0,4,-1,2,-4,6,2,1,-2,3,-5,7,1,2,-1,1,-6,8,2,4,0,2,-5,7,3,2,-1,0,-4,7,4,3,-4,1,-2
16,-4,7,4,3,-3,2,-5,9,1,1,-1,1,-6,6,3,4,-2,3,-6,6,0,4,-1,4,-5,8,2,4,-2,1,-6,7,3,3,-3,4,-2
17,-6,9,2,2,-3,3,-4,8,3,4,0,2,-4,7,3,2,-1,4,-5,9,0,4,-1,2,-6,7,3,4,-1,2,-5,8,3,1,1,1,-1
18,-5,8,2,4,-1,4,-5,6,2,3,-3,3,-5,6,0,4,-2,2,-5,7,3,4,-1,4,-5,7,3,2,0,3,-6,7,2,5,0,2,-1
19,-6,7,0,4,0,1,-3,9,0,2,-2,4,-4,8,2,3,-1,3,-5,8,2,1,-1,2,-6,8,3,3,-2,1,-5,4,1,3,-2,1,-2
20,-3,9,0,3,-2,1,-6,8,1,1,-1,4,-2,8,1,2,0,2,-5,6,1,4,-3,3,-5,4,3,6,-2,4,-5,9,1,2,-3,4,1
21,-5,8,3,3,-2,1,-4,7,3,6,-2,3,-6,6,1,1,0,5,-5,8,3,4,-1,3,-6,7,3,1,-1,2,-5,6,0,4,-3,1,-1
22,-5,6,1,4,0,3,-4,7,3,1,-1,1,-5,7,2,4,-3,3,-5,8,3,3,-2,4,-5,8,2,4,0,2,-6,8,3,3,1,1,-2
23,-5,6,1,4,-1,4,-4,7,0,4,0,1,-5,6,0,4,0,1,-5,7,3,2,-1,3,-5,7,1,5,0,3,-6,6,1,1,-3,1,-2
24,-6,8,2,4,-1,1,-6,6,3,2,2,1,-5,6,0,3,-3,3,-6,8,2,4,-1,1,-5,8,1,1,-3,2,-5,8,3,4,0,3,-2
25,-3,5,2,4,-1,3,-5,9,2,2,0,2,-5,8,3,2,-1,5,-4,7,0,2,-1,3,-5,9,1,4,0,3,-4,6,1,4,0,2,1
26,-5,8,0,3,-2,3,-5,8,0,3,-1,1,-5,6,0,4,0,1,-5,8,3,2,0,2,-6,6,2,4,-1,3,-4,5,0,1,0,1,-3
27,-4,7,3,4,-1,4,-5,7,3,2,-2,1,-7,7,3,4,0,2,-7,9,3,4,-3,4,-4,6,3,3,1,4,-5,8,3,1,0,3,-1
28,-6,6,0,3,0,3,-5,9,4,3,-2,3,-5,6,2,1,-2,5,-6,6,3,4,0,4,-2,6,1,3,-3,4,-5,8,2,2,-2,1,1
29,-7,6,1,1,-3,3,-4,7,0,3,-3,1,-5,6,2,2,-2,1,-5,8,0,4,-2,1,-5,6,2,3,-1,2,-5,8,3,2,0,1,1
30,-7,8,2,4,-3,2,-5,9,1,2,-2,1,-5,6,0,5,0,1,-5,8,3,2,-1,3,-5,8,0,3,-2,-1,-5,7,0,2,-1,4,-1
31,-3,7,4,3,1,1,-6,8,2,3,-3,2,-6,9,1,2,-1,1,-3,6,3,4,-1,4,-3,9,1,4,0,3,-4,8,2,5,3,3,0
32,-5,6,3,3,-1,2,-5,9,3,2,0,3,-4,8,3,2,-2,3,-5,5,1,1,0,3,-4,7,1,4,0,2,-5,7,1,3,0,1,-2
33,-5,6,2,4,-1,3,-3,9,3,4,0,1,-5,9,3,5,0,1,-7,7,3,4,-3,1,-7,6,0,3,-1,2,-2,9,1,2,-1,3,0
34,-5,9,3,2,0,3,-5,7,2,5,-3,3,-5,9,4,4,-3,1,-6,4,3,4,-1,2,-4,8,1,3,1,2,-5,6,3,4,0,0,0
35,-7,7,0,2,-1,2,-5,6,3,4,-1,3,-5,6,3,3,-1,3,-6,7,3,4,-2,2,-5,7,2,4,-3,5,-5,6,3,3,-3,2,-4
36,-5,6,-1,3,-2,1,-6,6,2,2,-1,1,-4,7,1,2,-1,3,-7,8,0,6,0,-1,-5,9,1,4,-3,2,-6,6,3,5,-1,3,-2
37,-4,6,0,3,-1,3,-3,6,1,3,0,1,-4,9,3,2,-1,2,-5,9,5,1,-3,1,-4,7,3,3,0,1,-4,6,3,2,-3,1,0
38,-4,9,2,4,-3,3,-5,6,4,3,-3,1,-5,8,1,4,-1,1,-4,7,1,4,0,3,-7,6,1,3,-1,4,-7,7,3,2,-2,2,1
39,-5,7,3,4,0,1,-5,6,2,4,0,3,-5,6,3,4,0,3,-3,7,0,2,-1,1,-4,8,3,1,0,3,-4,7,2,1,0,1,-2
40,-5,8,2,3,-1,1,-5,8,1,5,-2,4,-6,9,0,3,0,1,-5,6,3,4,-4,3,-6,7,2,3,-3,1,-7,9,2,4,0,1,1
41,-4,7,3,2,-1,4,-5,9,0,5,-3,4,-5,5,5,2,-2,1,-5,8,3,1,1,1,-4,7,3,2,-1,3,-7,9,3,1,0,1,-1
42,-7,7,2,2,1,2,-5,5,2,4,-3,1,-3,9,3,4,-2,2,-4,8,3,1,-1,2,-5,6,1,3,-1,2,-5,6,1,1,-1,3,-2
43,-5,9,0,4,-1,3,-5,7,0,3,-1,2,-5,9,2,4,0,0,-4,10,2,3,-2,2,-3,6,4,4,-3,3,-4,7,3,3,-3,4,-1
44,-5,7,3,1,-2,3,-5,6,2,2,-1,3,-2,8,3,2,0,3,-5,7,0,4,-3,2,-2,8,5,4,-1,4,-6,9,2,3,-2,4,-3
45,-5,6,0,3,-2,2,-5,6,2,4,-2,3,-4,7,2,3,-1,1,-5,8,2,2,-2,2,-5,9,3,4,0,3,-6,7,3,4,-2,3,-2
46,-5,9,2,2,-3,1,-4,9,2,3,-1,2,-5,9,3,3,-1,5,-5,6,1,2,-2,4,-4,7,3,4,1,2,-5,7,2,4,-2,2,0
47,-4,9,1,2,-1,3,-5,6,3,5,-1,3,-7,7,2,2,0,1,-4,8,2,3,-3,1,-5,8,0,3,-1,3,-4,6,3,3,0,2,-2
48,-6,6,2,3,-2,3,-5,7,2,4,0,4,-5,6,3,4,-1,2,-6,6,3,2,-1,3,-5,7,0,1,-1,4,-5,5,1,3,0,3,-1
49,-5,8,1,4,-2,4,-6,6,1,4,-1,2,-6,9,1,4,-3,1,-2,8,1,4,-2,1,-3,9,3,4,-1,2,-5,6,3,2,-1,2,0
50,-6,8,3,5,0,3,-4,8,0,3,-3,4,-6,6,1,3,-1,4,-5,7,1,2,0,0,-5,7,0,2,0,2,-7,6,2,2,0,1,0
51,-5,6,-1,4,-1,3,-4,8,0,4,-3,2,-5,7,3,4,-1,5,-5,8,3,1,0,1,-7,9,0,4,-2,1,-2,6,1,4,0,4,0
52,-4,8,2,3,-2,4,-7,7,3,4,-3,6,-7,9,2,2,0,2,-4,8,2,4,-2,3,-5,4,2,2,0,3,-7,7,0,3,-1,1,0
53,-7,6,1,1,-2,-1,-4,7,4,5,-2,4,-2,7,0,3,-1,1,-5,9,2,4,-1,3,-5,8,0,4,-1,2,-5,7,2,2,-3,1,1
54,-3,7,3,1,0,2,-6,6,3,3,-2,2,-6,8,1,2,-3,5,-3,6,3,1,1,2,-4,9,3,4,-1,3,-6,8,3,4,0,2,1
55,-5,7,2,4,-3,2,-5,6,1,4,0,2,-2,7,-1,2,-3,4,-6,6,3,4,1,1,-5,7,3,4,-2,3,-5,8,0,2,0,1,-2
56,-5,6,2,1,-3,1,-6,7,4,4,-2,2,-4,8,5,2,-3,4,-5,7,2,4,0,1,-5,8,5,2,-3,2,-4,8,4,5,0,4,0
57,-5,6,2,3,-2,2,-5,9,1,1,0,2,-7,7,2,2,-3,2,-5,6,3,3,-1,1,-7,7,3,2,-3,3,-6,7,3,4,-3,2,-1
58,-6,9,3,3,0,4,-5,7,1,1,0,4,-4,10,3,4,-3,3,-3,8,3,1,-3,4,-5,7,0,1,-3,3,-4,9,1,3,0,4,-2
59,-3,9,3,3,-1,1,-4,6,0,3,-1,4,-6,7,4,4,-1,2,-4,9,2,4,-2,3,-5,9,3,3,0,4,-7,6,3,2,0,2,-1
60,-6,8,3,1,1,2,-4,6,3,4,-3,5,-5,6,3,4,0,3,-4,5,2,1,-2,1,-5,6,3,2,-2,4,-2,7,3,5,0,4,-1
61,-5,6,0,3,-1,2,-5,6,0,3,-3,4,-6,8,2,4,-3,4,-5,7,2,1,0,3,-6,9,0,3,0,4,-6,8,3,3,-3,1,-2
62,-5,6,3,3,0,4,-4,6,3,3,2,1,-5,9,2,4,0,2,-7,6,1,2,-2,4,-5,7,3,3,-1,1,-5,9,1,4,-3,4,-1
63,-5,5,0,3,-1,1,-5,6,0,4,-2,4,-4,9,0,4,-1,4,-5,9,3,2,0,3,-5,7,1,2,-1,3,-7,7,2,4,0,1,-2
64,-5,9,3,2,0,3,-5,7,1,4,-3,4,-5,7,1,2,-3,1,-7,5,1,1,-1,2,-2,6,3,4,-3,2,-6,7,2,4,0,1,-2
65,-4,7,3,5,-2,1,-4,6,4,4,-3,4,-5,6,2,2,0,3,-6,6,3,4,-1,3,-4,8,1,2,0,4,-5,8,2,2,0,2,-2
66,-4,7,3,3,-1,4,-5,7,2,3,-2,2,-6,5,1,2,-3,0,-4,7,2,4,0,3,-5,6,3,1,-1,3,-6,8,1,4,1,3,-2
67,-5,4,1,2,0,1,-6,6,3,4,-1,2,-6,9,1,2,-2,1,-7,8,3,1,0,1,-6,6,0,4,-2,1,-6,6,0,5,2,5,0
68,-7,9,1,3,-1,1,-5,8,2,1,0,4,-5,8,2,4,-2,3,-5,7,2,4,-3,1,-6,9,2,4,-3,4,-7,6,2,3,-1,0,-2
69,-5,8,3,3,0,1,-4,8,2,1,0,4,-3,6,3,2,-2,2,-6,8,2,4,-1,2,-6,8,2,1,-2,3,-3,9,3,2,1,4,0
70,-5,8,1,3,0,3,-3,8,1,3,0,4,-8,6,2,2,-2,0,-5,8,0,4,0,3,-4,8,0,5,-2,4,-5,6,2,1,-3,1,-1
71,-5,6,3,3,-3,3,-2,6,0,3,-1,2,-5,7,3,3,-2,4,-5,8,1,1,0,4,-5,8,1,4,-2,3,-6,6,1,1,-1,1,-2
72,-5,6,3,4,0,1,-6,8,2,1,0,4,-6,6,3,1,0,3,-6,9,1,2,-1,4,-6,9,2,4,-3,1,-5,8,2,2,-2,4,1
73,-5,7,3,4,0,2,-5,7,2,1,-1,2,-6,6,2,3,0,4,-5,9,0,1,-3,1,-7,8,1,1,-3,4,-3,11,3,4,0,2,-2
74,-4,6,2,3,0,2,-5,9,3,3,0,4,-6,7,3,4,-2,4,-5,6,0,4,0,4,-5,8,1,3,-1,2,-6,4,3,3,-2,1,0
75,-5,7,3,1,0,1,-6,8,2,4,0,-1,-3,8,2,3,-1,1,-7,7,1,3,0,2,-4,6,3,2,-2,-1,-6,8,2,4,-2,2,-2
76,-5,8,3,3,0,3,-4,6,5,2,1,4,-6,8,3,1,-1,2,-5,8,2,6,-3,3,-3,6,3,2,-2,2,-5,6,2,4,-3,3,0
77,-6,8,3,4,-2,2,-6,6,0,3,-3,1,-5,8,2,1,0,3,-5,7,2,2,-3,3,-3,8,2,4,-2,3,-3,8,3,3,0,3,-2
78,-5,8,0,3,-3,3,-5,9,2,3,0,1,-7,6,1,3,-2,1,-5,6,2,3,-1,3,-6,8,3,2,-1,3,-7,8,3,1,0,3,-1
79,-5,6,2,4,-1,4,-3,6,2,4,0,4,-4,8,3,2,-3,4,-4,7,0,2,-3,2,-5,8,2,3,-1,3,-7,7,1,2,-2,1,-2
80,-5,6,3,4,0,1,-5,6,1,1,1,1,-7,9,2,2,-2,3,-4,9,1,4,-3,1,-7,6,1,2,0,1,-6,8,0,1,0,2,-1
81,-4,8,2,4,-1,2,-5,8,3,3,-3,1,-5,7,2,3,1,2,-4,6,3,2,-1,3,-7,7,1,2,-3,4,-6,6,2,2,-2,2,-2
82,-5,7,2,3,0,0,-7,8,1,3,-2,3,-3,6,2,4,-2,1,-4,7,3,4,-1,1,-7,7,2,2,3,3,-5,6,2,4,0,2,-3
83,-2,7,1,5,-1,4,-2,8,3,4,0,0,-5,6,0,2,-1,4,-5,8,2,3,0,2,-7,6,1,3,-2,2,-5,6,1,2,0,2,-1
84,-5,6,2,4,-2,3,-4,8,3,2,-2,3,-5,6,3,3,0,2,-5,8,3,2,-3,4,-5,9,3,3,0,4,-5,9,0,5,0,3,-2
85,-2,10,3,4,0,4,-7,8,2,2,-3,2,-5,7,3,3,-2,1,-3,8,3,4,-1,4,-7,7,3,1,-2,1,-5,10,1,4,-2,4,-2
86,-5,6,0,4,0,3,-3,6,3,1,0,4,-5,6,1,4,3,2,-6,8,0,1,0,3,-4,8,2,3,-3,3,-2,7,0,2,-5,3,-2
87,-3,6,1,2,0,0,-6,7,3,3,-1,1,-4,6,3,0,0,3,-7,8,1,3,0,0,-5,4,2,4,0,2,-5,9,4,3,-1,3,-1
88,-5,6,3,2,0,2,-5,6,2,2,-1,3,-5,8,1,4,0,1,-5,7,1,1,-1,1,-4,8,3,1,-2,3,-4,7,3,2,0,1,-1
89,-4,9,0,5,-2,1,-6,4,0,5,-1,2,-5,9,0,2,0,2,-7,8,2,2,-2,1,-5,8,3,3,-3,1,-5,9,0,3,-2,4,-1
90,-5,7,3,4,0,2,-5,6,3,3,-2,3,-7,9,2,5,-2,1,-4,8,3,2,0,1,-4,8,1,1,-1,1,-7,7,4,2,0,2,-2
91,-5,8,2,1,-3,2,-6,6,2,3,0,2,-4,8,3,3,-2,3,-5,10,3,3,-2,1,-3,6,3,4,-2,2,-6,8,3,4,0,2,0
92,-5,8,4,4,0,4,-5,9,1,1,-2,2,-6,7,1,5,-2,3,-5,9,1,6,-3,4,-6,6,1,3,-1,3,-4,6,1,4,-2,2,1
93,-7,7,2,4,-2,1,-3,8,2,1,0,3,-5,5,1,3,-2,3,-5,6,3,1,-2,4,-5,8,4,3,0,1,-6,8,3,1,-1,3,0
94,-6,6,1,4,0,4,-5,7,2,4,-1,3,-4,6,1,2,-3,3,-7,8,2,4,-1,5,-6,6,3,4,-1,1,-3,8,3,4,0,0,-1
95,-6,8,2,1,-3,1,-5,7,3,3,0,2,-5,9,3,4,0,3,-6,9,1,6,-1,2,-5,7,2,3,-3,4,-5,5,0,1,-1,2,-2
96,-4,9,3,2,-1,2,-3,4,3,4,0,2,-5,8,1,4,-2,4,-5,7,0,4,-1,2,-7,9,1,4,-3,3,-5,9,3,4,1,5,-2
97,-5,7,4,4,-2,3,-5,6,0,3,-1,2,-7,7,0,1,-2,1,-5,10,3,4,0,3,-5,6,3,4,0,4,-5,6,2,3,-2,3,-2
98,-6,9,3,4,0,2,-4,6,3,3,-1,4,-5,7,2,3,-2,1,-7,9,3,2,0,1,-4,6,3,4,-2,1,-5,6,0,4,-3,4,-2
99,-3,6,2,4,1,2,-5,8,2,4,0,3,-7,9,1,4,-1,1,-6,7,2,3,-3,1,-2,6,1,2,-1,4,-8,8,2,4,-1,2,-1
100,-5,7,3,4,-1,2,-5,6,0,4,-3,1,-7,8,0,1,-1,2,-5,7,3,4,0,3,-4,6,0,3,-3,4,-5,9,1,4,-3,3,-1
101,-6,8,2,4,-1,3,-6,7,3,3,-3,4,-5,7,1,4,-2,3,-5,7,-2,2,-2,1,-5,8,3,3,-1,1,-5,9,0,3,0,1,0
102,-5,6,1,3,-1,2,-7,7,1,3,-1,2,-5,8,1,4,-2,4,-6,7,3,2,-1,3,-5,8,3,1,0,3,-6,7,3,3,-3,2,-2
103,-7,7,4,4,-2,3,-6,6,1,3,-3,2,-7,9,1,2,0,4,-6,9,2,4,-1,3,-6,8,1,3,-3,3,-6,7,1,4,-3,2,-1
104,-5,7,3,4,0,2,-5,7,0,2,-1,3,-3,6,0,1,-1,2,-5,6,3,2,-3,4,-4,7,3,1,-2,3,-5,8,4,1,-2,3,-2
105,-7,8,1,3,-2,2,-2,6,3,4,-2,1,-6,7,3,5,-1,2,-6,8,3,4,0,2,-5,7,2,1,0,2,-4,7,3,2,-2,1,-1
106,-5,9,3,1,-1,1,-6,9,2,3,-2,4,-6,8,2,4,0,1,-5,8,0,1,-1,4,-5,7,0,4,-2,2,-5,9,4,3,0,4,0
107,-3,6,2,4,1,3,-5,7,2,3,-1,4,-7,6,2,1,-2,2,-5,10,2,1,0,4,-5,8,1,3,0,1,-6,7,3,2,-1,4,1
108,-4,6,3,3,-1,2,-2,7,1,2,0,2,-7,9,3,3,-3,4,-7,9,3,1,-1,3,-5,7,3,5,-1,3,-5,8,4,2,0,3,-2
109,-3,6,2,2,-2,1,-5,7,3,3,-2,4,-4,9,3,6,-2,3,-6,8,3,1,0,1,-6,6,4,4,-1,1,-6,8,3,4,-2,4,0
110,-5,6,3,4,-3,4,-5,6,3,3,-2,2,-5,5,2,4,0,4,-4,9,3,1,-3,2,-5,8,1,4,-3,2,-4,8,3,1,0,2,-2
111,-6,7,2,1,-1,1,-5,9,2,2,-1,1,-5,9,3,1,-2,1,-5,7,4,2,-2,2,-5,9,0,3,-2,1,-7,4,3,0,0,2,-3
112,-6,6,1,2,-3,3,-5,7,4,2,-1,2,-5,6,2,3,0,1,-5,8,3,4,0,1,-5,8,2,4,1,0,-7,8,2,1,0,3,-3
113,-5,8,0,4,-3,4,-5,6,0,3,-1,1,-5,9,1,4,-4,2,-5,8,3,2,0,3,-4,8,4,1,0,1,-2,6,4,3,-3,4,1
114,-5,6,2,3,-1,3,-5,7,2,3,-3,1,-4,8,1,3,-3,0,-5,8,1,4,0,2,-5,7,2,4,-1,1,-5,8,3,2,-2,3,-2
115,-5,8,1,4,-3,4,-5,7,0,3,-2,2,-5,6,3,4,-4,3,-5,7,3,3,-2,2,-4,9,2,4,-1,1,-5,8,0,4,-1,1,-1
116,-7,7,4,4,0,3,-6,7,1,1,0,1,-5,3,3,3,-3,2,-6,6,3,1,0,2,-4,8,3,3,0,2,-7,8,2,2,0,1,-3
117,-5,4,2,2,1,2,-5,9,3,3,-3,2,-6,9,3,2,-1,2,-3,9,2,1,-1,2,-5,8,0,0,-1,4,-5,8,2,1,2,2,-2
118,-7,8,1,5,-1,4,-5,7,3,4,-2,3,-5,7,2,1,-2,4,-6,10,2,4,-1,3,-7,7,0,3,-1,2,-7,9,2,5,-3,1,-2
119,-5,6,1,4,-3,1,-5,6,3,4,-2,1,-6,6,4,2,1,4,-4,6,1,1,-3,1,-5,8,4,2,-1,1,-5,9,3,4,0,3,-3
