Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-582,5
5.00,-579,5
10.00,-581,5
15.00,-582,5
20.00,-580,3
25.00,-580,5
30.00,-579,5
35.00,-580,4
40.00,-576,3
45.00,-579,5
50.00,-578,2
55.00,-578,2
60.00,-576,4
65.00,-582,3
70.00,-577,5
75.00,-574,3
80.00,-579,3
85.00,-571,3
90.00,-577,4
95.00,-575,5
100.00,-575,2
105.00,-576,5
110.00,-577,2
115.00,-575,6
120.00,-576,5
125.00,-574,4
130.00,-573,3
135.00,-573,4
140.00,-580,3
145.00,-576,1
150.00,-575,5
155.00,-574,2
160.00,-570,5
165.00,-574,4
170.00,-575,4
175.00,-576,2
180.00,-576,6
185.00,-576,6
190.00,-573,2
195.00,-573,4
200.00,-578,4
205.00,-573,4
210.00,-574,3
215.00,-570,3
220.00,-576,4
225.00,-576,3
230.00,-573,2
235.00,-576,3
240.00,-576,5
245.00,-573,2
250.00,-575,0
255.00,-575,5
260.00,-573,5
265.00,-570,4
270.00,-579,4
275.00,-577,3
280.00,-575,3
285.00,-575,4
290.00,-573,2
295.00,-574,4
300.00,-575,3
305.00,-577,3
310.00,-576,3
315.00,-576,5
320.00,-576,3
325.00,-573,5
330.00,-574,2
335.00,-575,6
340.00,-576,2
345.00,-573,4
350.00,-573,3
355.00,-574,3
360.00,-573,5
365.00,-572,3
370.00,-570,2
375.00,-568,2
380.00,-570,5
385.00,-572,2
390.00,-572,5
395.00,-569,5
400.00,-574,5
405.00,-572,2
410.00,-573,4
415.00,-573,5
420.00,-579,3
425.00,-575,5
430.00,-576,2
435.00,-575,2
440.00,-578,4
445.00,-576,5
450.00,-569,4
455.00,-563,4
460.00,-563,5
465.00,-570,4
470.00,-570,3
475.00,-568,5
480.00,-568,4
485.00,-570,4
490.00,-567,5
495.00,-570,2
500.00,-569,5
505.00,-569,3
510.00,-567,4
515.00,-565,1
520.00,-570,5
525.00,-571,5
530.00,-570,3
535.00,-568,4
540.00,-570,3
545.00,-571,5
550.00,-575,5
555.00,-573,2
560.00,-573,2
565.00,-576,3
570.00,-570,2
575.00,-566,2
580.00,-573,5
585.00,-570,4
590.00,-574,2
595.00,-577,4
600.00,-574,4
605.00,-579,3
610.00,-571,3
615.00,-577,4
620.00,-575,6
625.00,-575,2
630.00,-576,5
635.00,-577,2
640.00,-575,5
645.00,-576,5
650.00,-574,4
655.00,-578,5
660.00,-574,4
665.00,-580,4
670.00,-579,5
675.00,-576,3
680.00,-576,5
685.00,-576,3
690.00,-573,3
695.00,-577,4
700.00,-572,4
705.00,-572,3
710.00,-573,2
715.00,-575,4
720.00,-577,2
725.00,-575,5
730.00,-575,4
735.00,-575,4
740.00,-578,2
745.00,-577,4
750.00,-576,3
755.00,-576,0
760.00,-579,5
765.00,-576,1
770.00,-575,2
775.00,-574,2
780.00,-579,4
785.00,-575,5
790.00,-577,2
795.00,-572,2
800.00,-575,5
805.00,-581,5
810.00,-577,2
815.00,-575,5
820.00,-576,3
825.00,-573,5
830.00,-576,3
835.00,-577,6
840.00,-577,4
845.00,-579,2
850.00,-575,5
855.00,-578,5
860.00,-580,3
865.00,-583,2
870.00,-576,4
875.00,-577,3
880.00,-575,3
885.00,-581,5
890.00,-577,1
895.00,-576,4
900.00,-578,4
905.00,-577,2
910.00,-581,3
915.00,-579,4
920.00,-576,3
925.00,-576,3
930.00,-578,5
935.00,-580,5
940.00,-576,4
945.00,-573,2
950.00,-580,3
955.00,-576,4
960.00,-578,5
965.00,-579,4
970.00,-573,5
975.00,-578,5
980.00,-581,3
985.00,-577,3
990.00,-579,3
995.00,-576,2
1000.00,-579,4
1005.00,-579,5
1010.00,-579,4
1015.00,-575,5
1020.00,-578,5
1025.00,-575,5
1030.00,-582,4
1035.00,-582,3
1040.00,-585,6
1045.00,-579,4
1050.00,-584,1
1055.00,-586,4
1060.00,-585,5
1065.00,-585,2
1070.00,-583,5
1075.00,-582,3
1080.00,-581,3
1085.00,-582,2
1090.00,-584,6
1095.00,-585,5
1100.00,-576,4
1105.00,-577,3
1110.00,-579,4
1115.00,-574,3
1120.00,-576,5
1125.00,-576,5
1130.00,-581,2
1135.00,-580,4
1140.00,-576,4
1145.00,-571,3
1150.00,-569,5
1155.00,-570,2
1160.00,-573,4
1165.00,-575,2
1170.00,-576,5
1175.00,-577,3
1180.00,-579,4
1185.00,-573,5
1190.00,-582,3
1195.00,-578,3
1200.00,-582,4
1205.00,-582,4
1210.00,-575,2
1215.00,-582,3
1220.00,-583,3
1225.00,-578,3
1230.00,-582,4
1235.00,-587,4
1240.00,-585,4
1245.00,-582,2
1250.00,-582,4
1255.00,-578,4
1260.00,-581,4
1265.00,-578,3
1270.00,-579,5
1275.00,-577,4
1280.00,-581,5
1285.00,-583,5
1290.00,-583,4
1295.00,-579,2
1300.00,-579,5
1305.00,-579,5
1310.00,-583,5
1315.00,-589,4
1320.00,-584,4
1325.00,-587,3
1330.00,-585,5
1335.00,-589,5
1340.00,-585,5
1345.00,-586,4
1350.00,-582,4
1355.00,-585,3
1360.00,-584,5
1365.00,-585,4
1370.00,-584,5
1375.00,-582,5
1380.00,-585,5
1385.00,-581,4
1390.00,-579,2
1395.00,-580,2
1400.00,-573,4
1405.00,-576,4
1410.00,-579,2
1415.00,-576,-11776
1420.00,-579,4
1425.00,-573,4
1430.00,-579,4
1435.00,-577,5
1440.00,-575,2
1445.00,-578,2
1450.00,-581,4
1455.00,-583,5
1460.00,-578,4
1465.00,-579,3
1470.00,-581,3
1475.00,-584,3
1480.00,-581,1
1485.00,-579,4
1490.00,-582,3
1495.00,-578,2
1500.00,-586,4
1505.00,-586,2
1510.00,-580,4
1515.00,-582,2
1520.00,-582,4
1525.00,-582,5
1530.00,-581,5
1535.00,-583,5
1540.00,-582,4
