Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260528_210845.bin,1,-17.235294,37.569328,6.392857,-1.882353,1.418067,-1.308824,-27.821429,-1910.951681,-202.516807,-1687.329832,-660.046218,-2216.804622,-1285.498950,-2.880252,-2.865546,-6.430672,-6.216387,-4.720588,-1.852941,0.174370,0.567227,0.565126,-0.401261,2.081933,-5.762605,-658.993697,-146.997899,-171.039916,-178.535714,-4.787815,-568.149160,-75.892857,-4.743697,0.319328,-5.863445,-4.777311,-0.598739,-0.506303,935,142.669678,1672,255.126953,1885,287.628174,2144,327.148438,-28542,-4355.163574,151,23.040771,-28368,-4328.613281,-28464,-4343.261719
15ml,VET6_8chips_raw_stream_20260528_210845.bin,2,-17.235294,37.069328,7.392857,-0.882353,1.918067,-0.808824,-27.821429,-1912.451681,-203.516807,-1675.329832,-662.046218,-2217.804622,-1287.248950,-4.380252,-3.365546,-6.930672,-5.216387,-5.720588,-1.352941,-0.325630,-0.932773,-0.934874,-0.901261,-1.418067,-4.262605,-664.493697,-130.497899,-173.539916,-176.035714,-2.787815,-572.149160,-66.642857,-3.243697,-0.180672,-6.863445,-6.777311,-2.598739,0.993697,933,142.364502,1675,255.584717,1888,288.085938,2137,326.080322,-28545,-4355.621338,142,21.667480,-28366,-4328.308105,-28462,-4342.956543
15ml,VET6_8chips_raw_stream_20260528_210845.bin,3,-15.235294,36.069328,5.892857,-2.382353,2.418067,-0.808824,-26.821429,-1905.951681,-204.516807,-1672.829832,-665.546218,-2220.304622,-1285.748950,-3.880252,-4.865546,-6.430672,-5.716387,-6.720588,-1.852941,1.674370,0.067227,0.065126,0.598739,-0.918067,-3.262605,-662.493697,-120.997899,-170.539916,-178.535714,-2.787815,-569.649160,-61.892857,-2.743697,-0.180672,-6.363445,-5.277311,-0.598739,1.993697,940,143.432617,1676,255.737305,1886,287.780762,2140,326.538086,-28545,-4355.621338,146,22.277832,-28369,-4328.765869,-28463,-4343.109131
15ml,VET6_8chips_raw_stream_20260528_210845.bin,4,-16.235294,37.069328,5.892857,-0.882353,2.418067,-0.308824,-23.321429,-1902.451681,-212.016807,-1671.329832,-670.046218,-2220.804622,-1286.248950,-3.380252,-4.365546,-5.930672,-5.716387,-7.220588,-2.852941,-1.325630,-0.932773,1.065126,0.098739,0.081933,-5.262605,-658.993697,-117.997899,-171.039916,-174.535714,-4.787815,-573.149160,-61.392857,-4.743697,0.319328,-5.363445,-5.777311,-1.098739,1.493697,939,143.280029,1676,255.737305,1874,285.949707,2139,326.385498,-28542,-4355.163574,146,22.277832,-28366,-4328.308105,-28462,-4342.956543
15ml,VET6_8chips_raw_stream_20260528_210845.bin,5,-17.235294,37.069328,6.892857,-0.382353,1.918067,0.191176,-27.821429,-1905.451681,-210.016807,-1671.829832,-682.046218,-2220.304622,-1293.748950,-3.380252,-5.865546,-5.430672,-5.216387,-5.720588,-2.852941,-0.325630,0.567227,1.065126,0.598739,0.581933,-4.262605,-656.993697,-148.997899,-170.039916,-176.535714,-3.787815,-577.149160,-76.392857,-4.743697,-1.180672,-5.363445,-4.777311,0.901261,-0.006303,941,143.585205,1681,256.500244,1876,286.254883,2137,326.080322,-28546,-4355.773926,132,20.141602,-28370,-4328.918457,-28467,-4343.719482
15ml,VET6_8chips_raw_stream_20260528_210845.bin,6,-15.735294,37.569328,7.392857,-1.882353,1.418067,-0.308824,-27.821429,-1915.451681,-212.016807,-1665.329832,-681.046218,-2217.804622,-1298.248950,-2.880252,-3.865546,-6.430672,-5.716387,-6.720588,-1.352941,0.174370,0.067227,1.565126,1.098739,0.081933,-3.762605,-659.993697,-142.497899,-170.039916,-170.535714,-4.787815,-565.649160,-73.642857,-3.743697,-0.180672,-4.363445,-3.277311,-2.598739,-0.006303,946,144.348145,1676,255.737305,1880,286.865234,2140,326.538086,-28545,-4355.621338,151,23.040771,-28367,-4328.460693,-28465,-4343.414307
15ml,VET6_8chips_raw_stream_20260528_210845.bin,7,-14.735294,38.569328,7.892857,-2.382353,4.418067,-1.808824,-27.821429,-1911.451681,-211.516807,-1664.829832,-680.546218,-2218.304622,-1295.998950,-3.380252,-2.365546,-5.930672,-6.716387,-7.720588,-1.852941,1.174370,-0.432773,1.565126,0.098739,-0.418067,-6.262605,-659.993697,-148.497899,-171.039916,-171.035714,-4.287815,-561.649160,-76.392857,-3.243697,-0.680672,-5.863445,-4.277311,-1.098739,-0.006303,933,142.364502,1676,255.737305,1877,286.407471,2135,325.775146,-28539,-4354.705811,140,21.362305,-28362,-4327.697754,-28457,-4342.193604
15ml,VET6_8chips_raw_stream_20260528_210845.bin,8,-15.235294,38.069328,7.892857,-1.882353,2.918067,-0.808824,-27.321429,-1913.451681,-215.516807,-1668.829832,-680.046218,-2216.804622,-1296.748950,-3.380252,-2.865546,-6.430672,-6.716387,-6.220588,-1.852941,-0.325630,0.567227,1.565126,-0.401261,0.581933,-4.762605,-660.493697,-143.497899,-170.539916,-170.535714,-2.787815,-562.649160,-73.142857,-3.743697,0.319328,-6.363445,-6.277311,-1.598739,1.493697,932,142.211914,1679,256.195068,1886,287.780762,2138,326.232910,-28540,-4354.858398,153,23.345947,-28365,-4328.155518,-28462,-4342.956543
15ml,VET6_8chips_raw_stream_20260528_210845.bin,9,-14.735294,37.069328,7.392857,-1.882353,1.918067,-1.308824,-32.321429,-1913.951681,-213.516807,-1674.829832,-683.046218,-2230.804622,-1298.498950,-2.380252,-1.865546,-6.430672,-6.716387,-6.720588,-2.352941,-0.325630,-0.432773,0.565126,0.598739,0.081933,-4.762605,-656.993697,-143.997899,-172.039916,-172.035714,-4.287815,-566.149160,-74.142857,-4.243697,-0.680672,-4.863445,-4.777311,-2.098739,0.993697,932,142.211914,1674,255.432129,1876,286.254883,2135,325.775146,-28540,-4354.858398,138,21.057129,-28365,-4328.155518,-28462,-4342.956543
15ml,VET6_8chips_raw_stream_20260528_210845.bin,10,-15.735294,36.569328,6.392857,-1.882353,2.918067,-0.808824,-38.321429,-1911.951681,-212.016807,-1674.329832,-681.546218,-2215.804622,-1296.748950,-1.880252,-2.865546,-5.930672,-4.216387,-6.720588,-0.352941,0.174370,0.567227,-0.934874,-0.901261,-1.418067,-6.262605,-661.993697,-148.497899,-169.039916,-169.535714,-3.287815,-560.649160,-75.892857,-3.743697,0.319328,-5.863445,-3.277311,-1.598739,0.493697,929,141.754150,1677,255.889893,1883,287.322998,2148,327.758789,-28543,-4355.316162,149,22.735596,-28368,-4328.613281,-28465,-4343.414307
