Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260527_220452.bin,1,27.177215,42.333333,-11.274262,8.383966,5.170886,-11.360759,-296.061181,-2051.949367,-977.949367,-379.481013,-1189.565401,-0.459916,-1620.757384,-3241.774262,-65.981013,-1.282700,-0.668776,-7.624473,-95.466245,0.485232,-0.189873,0.989451,2.896624,0.459916,1.913502,-1741.586498,-53.599156,-2054.953586,-17.639241,-1376.548523,-2.101266,-715.073840,-1429.985232,-1079.611814,-24.120253,1.090717,-1.204641,1.919831,964,147.094727,1699,259.246826,1893,288.848877,2176,332.031250,-28496,-4348.144531,162,24.719238,-28118,-4290.466309,-28409,-4334.869385
15ml,VET6_8chips_raw_stream_20260527_220452.bin,2,27.177215,41.833333,-9.774262,5.383966,4.170886,-11.360759,-283.561181,-2051.949367,-976.449367,-378.481013,-1182.565401,0.540084,-1617.257384,-3235.274262,-64.981013,0.717300,0.331224,-8.124473,-92.966245,1.485232,1.310127,1.989451,-0.603376,0.459916,0.413502,-1739.086498,-55.599156,-2042.453586,-17.639241,-1377.048523,-3.101266,-716.323840,-1432.485232,-1073.111814,-26.620253,0.090717,0.295359,0.419831,971,148.162842,1696,258.789062,1909,291.290283,2176,332.031250,-28498,-4348.449707,174,26.550293,-28117,-4290.313721,-28410,-4335.021973
15ml,VET6_8chips_raw_stream_20260527_220452.bin,3,26.177215,42.333333,-11.774262,4.883966,5.670886,-13.860759,-282.061181,-2053.949367,-981.949367,-376.981013,-1187.065401,0.040084,-1620.507384,-3240.274262,-65.481013,0.217300,0.331224,-7.124473,-92.466245,-1.014768,0.810127,0.489451,-0.103376,-0.040084,-0.086498,-1739.086498,-54.099156,-2044.453586,-17.139241,-1371.548523,-3.601266,-712.823840,-1425.485232,-1075.611814,-28.120253,-1.409283,0.295359,-1.580169,964,147.094727,1692,258.178711,1895,289.154053,2173,331.573486,-28493,-4347.686768,155,23.651123,-28114,-4289.855957,-28406,-4334.411621
15ml,VET6_8chips_raw_stream_20260527_220452.bin,4,28.177215,40.833333,-11.274262,7.383966,7.670886,-11.860759,-248.561181,-2053.449367,-980.449367,-378.481013,-1185.565401,-0.959916,-1619.507384,-3240.274262,-65.481013,-0.282700,-1.168776,-6.624473,-92.466245,0.985232,0.810127,-0.010549,-0.603376,0.459916,-0.586498,-1741.586498,-55.599156,-2047.953586,-18.139241,-1368.548523,-2.601266,-712.073840,-1423.985232,-1075.111814,-26.120253,-0.409283,0.295359,-0.580169,964,147.094727,1705,260.162354,1897,289.459229,2177,332.183838,-28492,-4347.534180,170,25.939941,-28114,-4289.855957,-28407,-4334.564209
15ml,VET6_8chips_raw_stream_20260527_220452.bin,5,26.677215,42.333333,-10.774262,7.883966,7.170886,-12.360759,-187.561181,-2059.949367,-988.949367,-380.981013,-1198.065401,0.040084,-1629.007384,-3259.274262,-66.481013,0.717300,-0.668776,-8.124473,-93.466245,1.485232,-0.689873,-0.010549,-0.103376,0.959916,1.913502,-1735.086498,-55.099156,-2045.953586,-17.139241,-1370.048523,-2.101266,-712.573840,-1425.485232,-1077.611814,-24.620253,-0.409283,-0.704641,-0.580169,961,146.636963,1692,258.178711,1905,290.679932,2170,331.115723,-28503,-4349.212646,170,25.939941,-28125,-4291.534424,-28417,-4336.090088
15ml,VET6_8chips_raw_stream_20260527_220452.bin,6,29.177215,41.333333,-10.774262,6.383966,6.170886,-11.860759,-193.061181,-2061.949367,-987.449367,-381.481013,-1196.065401,-0.959916,-1629.007384,-3257.274262,-65.981013,0.217300,-0.168776,-7.124473,-92.966245,0.485232,-0.689873,-0.510549,1.896624,0.959916,0.413502,-1732.086498,-55.099156,-2051.453586,-16.639241,-1376.548523,-3.101266,-715.823840,-1432.985232,-1075.111814,-26.120253,0.590717,1.295359,1.419831,968,147.705078,1699,259.246826,1897,289.459229,2177,332.183838,-28495,-4347.991943,163,24.871826,-28114,-4289.855957,-28406,-4334.411621
15ml,VET6_8chips_raw_stream_20260527_220452.bin,7,27.177215,42.333333,-12.274262,8.383966,6.170886,-10.860759,-193.561181,-2057.449367,-988.949367,-382.981013,-1202.565401,-1.459916,-1630.007384,-3258.774262,-69.481013,0.217300,-0.668776,-7.624473,-92.966245,-0.514768,-0.689873,-0.010549,0.896624,0.459916,0.913502,-1730.586498,-52.099156,-2044.453586,-17.139241,-1381.048523,-4.601266,-716.573840,-1432.985232,-1077.111814,-31.620253,-0.909283,0.295359,0.919831,970,148.010254,1690,257.873535,1907,290.985107,2166,330.505371,-28488,-4346.923828,159,24.261475,-28108,-4288.940430,-28399,-4333.343506
15ml,VET6_8chips_raw_stream_20260527_220452.bin,8,28.677215,40.833333,-10.774262,6.383966,6.670886,-10.860759,-209.061181,-2057.449367,-989.449367,-384.481013,-1201.065401,-1.459916,-1629.257384,-3258.774262,-68.481013,-0.282700,-0.668776,-6.624473,-93.466245,-0.514768,0.810127,1.489451,1.396624,1.459916,0.413502,-1733.586498,-54.599156,-2053.453586,-17.639241,-1376.048523,-2.601266,-715.323840,-1431.485232,-1078.611814,-32.120253,-0.409283,0.295359,0.419831,968,147.705078,1705,260.162354,1904,290.527344,2175,331.878662,-28504,-4349.365234,170,25.939941,-28121,-4290.924072,-28418,-4336.242676
15ml,VET6_8chips_raw_stream_20260527_220452.bin,9,25.677215,42.833333,-11.274262,6.883966,6.170886,-11.860759,-222.061181,-2054.449367,-989.949367,-382.481013,-1204.565401,1.040084,-1629.507384,-3258.774262,-70.981013,-0.282700,-0.668776,-8.624473,-98.466245,-0.514768,-0.189873,0.989451,-0.103376,0.459916,0.413502,-1736.086498,-52.599156,-2049.953586,-17.639241,-1374.548523,-2.101266,-713.573840,-1427.485232,-1076.611814,-32.620253,0.090717,0.295359,-1.080169,958,146.179199,1692,258.178711,1904,290.527344,2172,331.420898,-28498,-4348.449707,165,25.177002,-28119,-4290.618896,-28412,-4335.327148
15ml,VET6_8chips_raw_stream_20260527_220452.bin,10,27.177215,41.833333,-10.774262,6.883966,5.670886,-11.860759,-229.061181,-2053.449367,-985.449367,-381.481013,-1198.565401,-0.459916,-1626.007384,-3251.274262,-67.981013,-0.282700,-1.668776,-8.124473,-95.466245,0.985232,0.310127,0.489451,-0.103376,0.459916,-0.086498,-1736.086498,-55.599156,-2051.953586,-17.639241,-1370.048523,-2.601266,-712.823840,-1425.485232,-1076.611814,-32.620253,0.090717,-1.204641,-0.580169,966,147.399902,1695,258.636475,1901,290.069580,2176,332.031250,-28493,-4347.686768,161,24.566650,-28111,-4289.398193,-28406,-4334.411621
