Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260525_231929.bin,1,-332.697917,-873.110417,-1490.791667,-1819.818750,-887.641667,-788.341667,-0.235417,-0.877083,0.168750,1.525000,-0.350000,0.127083,-0.613542,-0.212500,-6.083333,-3.554167,0.264583,0.283333,-31.095833,-1290.964583,-2008.577083,-1565.518750,-1527.531250,-2148.554167,-1211.416667,1.360417,-0.058333,-0.189583,0.852083,-0.622917,0.389583,-0.340625,-0.247917,0.050000,0.068750,0.222917,-0.797917,-2.802083,1078,164.489746,1706,260.314941,1968,300.292969,2267,345.916748,-28122,-4291.076660,223,34.027100,-27873,-4253.082275,1057,161.285400
15ml,VET6_8chips_raw_stream_20260525_231929.bin,2,-334.197917,-871.610417,-1488.791667,-1828.318750,-892.141667,-787.841667,0.764583,0.622917,-2.331250,0.525000,-0.350000,-0.372917,0.136458,0.287500,-4.583333,-3.054167,2.264583,0.783333,-34.095833,-1298.964583,-2005.077083,-1567.518750,-1522.031250,-2141.054167,-1213.916667,-0.639583,-0.058333,0.810417,-0.147917,-1.122917,0.889583,-0.590625,0.752083,-0.450000,0.068750,1.222917,-0.797917,0.197917,1077,164.337158,1714,261.535645,1973,301.055908,2271,346.527100,-28128,-4291.992188,219,33.416748,-27879,-4253.997803,1057,161.285400
15ml,VET6_8chips_raw_stream_20260525_231929.bin,3,-335.697917,-870.110417,-1494.291667,-1823.818750,-889.141667,-783.841667,-0.235417,-0.377083,1.168750,-0.475000,1.150000,-0.372917,0.386458,0.787500,-5.083333,-1.554167,-0.735417,0.783333,-35.595833,-1296.464583,-2006.077083,-1567.018750,-1520.531250,-2150.054167,-1215.916667,1.360417,0.441667,-1.189583,-0.147917,-0.122917,-0.610417,0.159375,-0.247917,-0.950000,0.568750,0.222917,0.702083,0.697917,1078,164.489746,1711,261.077881,1965,299.835205,2267,345.916748,-28121,-4290.924072,225,34.332275,-27873,-4253.082275,1050,160.217285
15ml,VET6_8chips_raw_stream_20260525_231929.bin,4,-337.197917,-871.110417,-1495.291667,-1824.818750,-893.641667,-785.841667,-1.235417,-1.377083,-0.331250,0.025000,0.150000,-1.372917,-0.613542,-0.712500,-5.083333,-2.554167,1.264583,-0.716667,-37.595833,-1296.964583,-2005.577083,-1572.518750,-1525.531250,-2146.054167,-1219.916667,1.360417,-1.058333,-0.689583,0.352083,-0.122917,0.889583,-0.590625,-0.747917,0.050000,-0.431250,-1.277083,-0.297917,0.197917,1081,164.947510,1707,260.467529,1967,300.140381,2267,345.916748,-28122,-4291.076660,209,31.890869,-27876,-4253.540039,1047,159.759521
15ml,VET6_8chips_raw_stream_20260525_231929.bin,5,-349.197917,-872.110417,-1492.291667,-1821.318750,-890.641667,-782.341667,1.764583,-0.377083,0.668750,1.025000,0.650000,-0.872917,0.136458,0.787500,-6.583333,-2.054167,0.264583,1.283333,-34.095833,-1293.964583,-2005.077083,-1568.518750,-1527.531250,-2151.054167,-1220.916667,-0.139583,0.941667,0.810417,1.852083,-0.122917,-0.110417,0.409375,0.252083,1.050000,-0.931250,-0.277083,1.702083,0.197917,1084,165.405273,1720,262.451172,1975,301.361084,2266,345.764160,-28127,-4291.839600,235,35.858154,-27879,-4253.997803,1058,161.437988
15ml,VET6_8chips_raw_stream_20260525_231929.bin,6,-351.697917,-876.110417,-1491.791667,-1818.318750,-887.641667,-780.841667,0.264583,0.622917,-0.331250,1.025000,0.650000,1.127083,0.636458,-0.212500,-5.083333,-3.054167,0.764583,0.783333,-40.095833,-1297.964583,-2007.077083,-1570.518750,-1528.531250,-2145.054167,-1224.916667,0.360417,-0.058333,-0.189583,0.852083,-0.122917,-0.610417,-0.090625,-0.747917,-0.450000,-0.931250,-1.777083,0.702083,-0.302083,1077,164.337158,1703,259.857178,1973,301.055908,2273,346.832275,-28120,-4290.771484,220,33.569336,-27873,-4253.082275,1049,160.064697
15ml,VET6_8chips_raw_stream_20260525_231929.bin,7,-350.697917,-876.110417,-1489.291667,-1806.818750,-888.141667,-780.841667,-0.235417,0.122917,1.168750,0.025000,0.150000,-0.372917,0.136458,-0.212500,-6.083333,-0.554167,-1.735417,-0.716667,-42.595833,-1302.964583,-2011.077083,-1571.018750,-1529.031250,-2146.054167,-1223.416667,-0.139583,0.441667,-0.189583,0.352083,-1.122917,-1.610417,-0.340625,-1.247917,-0.950000,-0.431250,-0.277083,0.702083,-0.302083,1083,165.252686,1705,260.162354,1967,300.140381,2266,345.764160,-28123,-4291.229248,217,33.111572,-27873,-4253.082275,1046,159.606934
15ml,VET6_8chips_raw_stream_20260525_231929.bin,8,-350.697917,-874.110417,-1488.291667,-1809.818750,-889.141667,-781.341667,0.264583,0.622917,0.168750,0.525000,1.150000,-0.372917,0.886458,0.787500,-6.083333,-2.054167,-0.235417,0.283333,-42.095833,-1292.464583,-2008.577083,-1569.018750,-1527.031250,-2145.554167,-1220.916667,-0.639583,-0.058333,-0.689583,0.352083,-0.622917,-0.110417,-0.340625,-0.247917,0.550000,0.568750,-0.277083,0.202083,0.197917,1071,163.421631,1707,260.467529,1960,299.072266,2263,345.306396,-28117,-4290.313721,217,33.111572,-27870,-4252.624512,1052,160.522461
15ml,VET6_8chips_raw_stream_20260525_231929.bin,9,-341.697917,-872.110417,-1490.791667,-1809.818750,-892.641667,-784.341667,-0.235417,-0.377083,-0.831250,0.525000,1.650000,0.627083,0.636458,0.787500,-7.583333,-3.054167,0.264583,0.283333,-42.095833,-1299.964583,-2008.577083,-1569.018750,-1526.531250,-2151.054167,-1220.916667,-0.139583,-0.558333,1.310417,1.852083,-0.122917,0.389583,-0.340625,-1.247917,0.550000,-0.431250,-1.277083,0.202083,-1.302083,1080,164.794922,1713,261.383057,1968,300.292969,2272,346.679688,-28124,-4291.381836,224,34.179688,-27874,-4253.234863,1060,161.743164
15ml,VET6_8chips_raw_stream_20260525_231929.bin,10,-346.197917,-869.110417,-1493.791667,-1808.318750,-893.641667,-781.841667,0.264583,-0.377083,-0.331250,0.525000,0.150000,0.127083,-0.113542,0.287500,-5.583333,-2.554167,0.264583,0.783333,-41.595833,-1294.464583,-2005.077083,-1563.518750,-1526.031250,-2149.054167,-1225.916667,-0.639583,-0.058333,0.310417,0.852083,-0.122917,0.889583,-0.090625,-0.747917,-0.450000,0.068750,-1.277083,-0.797917,-0.302083,1076,164.184570,1704,260.009766,1970,300.598145,2262,345.153809,-28126,-4291.687012,219,33.416748,-27876,-4253.540039,1051,160.369873
