Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
15ml,VET6_8chips_raw_stream_20260525_232104.bin,1,12.302083,31.889583,-1.791667,25.181250,31.358333,-1.841667,-20.735417,-50.377083,-49.831250,-7.975000,-103.350000,-2.872917,-76.863542,-0.712500,-0.083333,-0.554167,0.764583,0.283333,1.404167,-0.464583,0.422917,-0.518750,-0.031250,-0.554167,0.583333,-350.139583,-991.558333,-488.189583,-1071.147917,-691.122917,-1300.110417,-841.340625,-0.247917,-0.450000,0.068750,-0.277083,-1.297917,0.697917,1024,156.250000,1709,260.772705,1959,298.919678,2273,346.832275,-28117,-4290.313721,212,32.348633,-27899,-4257.049561,1017,155.181885
15ml,VET6_8chips_raw_stream_20260525_232104.bin,2,11.302083,31.389583,-0.291667,24.681250,31.858333,1.158333,-20.235417,-50.377083,-53.831250,-7.975000,-100.850000,-3.872917,-75.613542,-1.712500,0.416667,-0.054167,-0.235417,-0.716667,0.404167,0.535417,1.422917,0.481250,0.968750,0.445833,0.083333,-346.139583,-1001.058333,-489.689583,-1083.647917,-687.122917,-1323.110417,-844.090625,0.752083,-0.450000,-0.931250,-1.277083,0.202083,-1.302083,1034,157.775879,1702,259.704590,1966,299.987793,2257,344.390869,-28120,-4290.771484,202,30.822754,-27901,-4257.354736,1014,154.724121
15ml,VET6_8chips_raw_stream_20260525_232104.bin,3,12.302083,31.389583,0.208333,23.181250,29.358333,-0.841667,-21.235417,-50.377083,-52.831250,-8.975000,-99.350000,-4.372917,-74.863542,0.287500,-0.583333,0.945833,0.264583,-0.216667,0.404167,0.035417,-1.077083,0.981250,0.468750,-2.054167,-0.416667,-352.639583,-1003.558333,-494.189583,-1086.647917,-682.622917,-1332.110417,-843.090625,0.752083,1.550000,-0.431250,0.222917,0.202083,-1.302083,1034,157.775879,1718,262.145996,1966,299.987793,2261,345.001221,-28117,-4290.313721,210,32.043457,-27899,-4257.049561,1017,155.181885
15ml,VET6_8chips_raw_stream_20260525_232104.bin,4,13.302083,29.889583,-0.791667,24.181250,30.358333,-0.841667,-21.235417,-48.377083,-51.831250,-6.975000,-97.850000,-4.372917,-73.113542,0.287500,-0.583333,0.445833,-0.735417,1.283333,-0.095833,0.035417,0.422917,-0.518750,-0.031250,-0.554167,0.083333,-355.139583,-1003.058333,-497.189583,-1078.647917,-685.122917,-1329.610417,-844.090625,-0.747917,1.550000,0.068750,-0.277083,-0.297917,0.197917,1034,157.775879,1705,260.162354,1967,300.140381,2262,345.153809,-28116,-4290.161133,200,30.517578,-27900,-4257.202148,999,152.435303
15ml,VET6_8chips_raw_stream_20260525_232104.bin,5,11.302083,31.889583,-0.791667,24.181250,31.858333,0.158333,-21.735417,-48.377083,-51.331250,-7.975000,-96.350000,-3.872917,-72.363542,-0.212500,0.416667,0.445833,-0.235417,0.783333,-0.595833,-1.964583,-1.077083,-0.518750,-1.031250,-0.554167,-0.416667,-353.639583,-996.558333,-491.189583,-1072.147917,-685.122917,-1327.110417,-840.840625,-0.247917,0.050000,0.068750,0.722917,0.702083,0.697917,1035,157.928467,1709,260.772705,1969,300.445557,2261,345.001221,-28117,-4290.313721,222,33.874512,-27901,-4257.354736,1006,153.503418
15ml,VET6_8chips_raw_stream_20260525_232104.bin,6,14.302083,32.389583,0.208333,24.181250,31.358333,-0.341667,-22.735417,-47.377083,-51.331250,-5.975000,-95.350000,-3.872917,-71.363542,0.287500,-0.583333,-1.054167,-1.235417,-0.716667,-1.095833,0.035417,1.422917,-0.518750,-0.031250,0.945833,-0.416667,-349.139583,-990.558333,-495.189583,-1062.647917,-687.622917,-1303.110417,-839.090625,0.252083,0.550000,-0.431250,-0.777083,1.202083,0.697917,1037,158.233643,1708,260.620117,1969,300.445557,2258,344.543457,-28114,-4289.855957,201,30.670166,-27894,-4256.286621,1005,153.350830
15ml,VET6_8chips_raw_stream_20260525_232104.bin,7,11.802083,32.389583,-2.291667,23.181250,30.858333,-0.341667,-21.235417,-41.877083,-50.331250,-6.975000,-93.850000,-4.872917,-67.863542,-0.712500,0.416667,0.945833,0.264583,1.283333,1.404167,-0.464583,-0.077083,0.981250,-0.531250,-0.554167,-0.416667,-359.139583,-1000.058333,-491.189583,-1059.647917,-694.622917,-1280.610417,-847.340625,-0.747917,0.550000,0.068750,0.222917,1.202083,-0.302083,1039,158.538818,1709,260.772705,1975,301.361084,2260,344.848633,-28116,-4290.161133,209,31.890869,-27899,-4257.049561,997,152.130127
15ml,VET6_8chips_raw_stream_20260525_232104.bin,8,10.802083,31.889583,0.708333,24.681250,30.358333,-0.341667,-22.235417,-37.377083,-47.331250,-6.475000,-91.850000,-10.372917,-64.613542,0.787500,0.416667,-1.554167,-0.735417,-0.716667,0.404167,0.535417,-2.077083,0.481250,-0.531250,1.945833,0.583333,-349.639583,-1001.058333,-494.689583,-1057.647917,-697.122917,-1288.610417,-849.090625,0.252083,-0.950000,0.568750,-1.777083,-2.297917,0.697917,1033,157.623291,1720,262.451172,1975,301.361084,2260,344.848633,-28118,-4290.466309,210,32.043457,-27899,-4257.049561,1012,154.418945
15ml,VET6_8chips_raw_stream_20260525_232104.bin,9,12.302083,30.389583,-1.291667,24.681250,31.358333,-1.341667,-22.735417,-39.877083,-47.331250,-6.475000,-91.850000,-4.872917,-65.863542,0.287500,-0.083333,-0.554167,-1.235417,-0.716667,0.404167,-0.464583,-0.077083,0.981250,-0.531250,1.445833,-0.916667,-346.639583,-997.058333,-499.689583,-1064.647917,-698.122917,-1294.610417,-847.590625,-0.247917,1.050000,-1.431250,-1.277083,0.702083,-0.802083,1036,158.081055,1705,260.162354,1970,300.598145,2256,344.238281,-28117,-4290.313721,202,30.822754,-27898,-4256.896973,1008,153.808594
15ml,VET6_8chips_raw_stream_20260525_232104.bin,10,10.802083,31.889583,0.208333,24.681250,30.858333,-1.341667,-22.235417,-39.877083,-47.331250,-6.475000,-95.350000,-5.372917,-67.613542,-1.212500,0.416667,-0.054167,0.264583,0.283333,0.404167,-0.964583,-0.577083,-0.518750,0.468750,0.445833,0.083333,-348.139583,-999.058333,-497.189583,-1061.647917,-694.122917,-1300.610417,-846.590625,-0.747917,-1.950000,0.068750,-1.277083,-0.297917,1.197917,1027,156.707764,1715,261.688232,1964,299.682617,2266,345.764160,-28119,-4290.618896,207,31.585693,-27900,-4257.202148,1018,155.334473
15ml,VET6_8chips_raw_stream_20260525_232104.bin,11,10.802083,31.389583,-0.791667,23.681250,30.858333,0.158333,-20.735417,-40.877083,-46.831250,-7.475000,-93.350000,-5.372917,-67.113542,-1.212500,-0.083333,-0.554167,1.264583,-0.216667,-1.595833,1.035417,-2.077083,-1.018750,-0.531250,-0.054167,0.083333,-350.639583,-1001.058333,-502.189583,-1062.647917,-695.122917,-1304.610417,-848.090625,0.252083,1.050000,0.568750,1.722917,0.202083,-0.802083,1034,157.775879,1710,260.925293,1971,300.750732,2257,344.390869,-28118,-4290.466309,212,32.348633,-27902,-4257.507324,1002,152.893066
15ml,VET6_8chips_raw_stream_20260525_232104.bin,12,11.802083,31.889583,0.708333,25.181250,32.858333,-0.341667,-21.735417,-40.877083,-46.331250,-8.475000,-91.850000,-5.872917,-66.363542,1.287500,-0.583333,2.445833,-1.235417,0.283333,1.904167,-0.464583,-0.077083,0.481250,-0.031250,-0.554167,-1.416667,-352.139583,-1000.058333,-504.189583,-1062.647917,-691.622917,-1307.610417,-845.840625,1.252083,-0.450000,0.568750,0.722917,0.202083,-0.302083,1035,157.928467,1709,260.772705,1964,299.682617,2264,345.458984,-28117,-4290.313721,215,32.806396,-27899,-4257.049561,1018,155.334473
15ml,VET6_8chips_raw_stream_20260525_232104.bin,13,11.302083,31.889583,0.208333,23.681250,30.358333,-0.341667,-22.235417,-40.877083,-48.331250,-8.475000,-93.350000,-5.372917,-67.113542,-0.712500,1.416667,-0.054167,-0.235417,0.783333,-1.595833,-0.964583,0.922917,-0.518750,0.968750,0.445833,-0.916667,-351.139583,-1000.058333,-506.189583,-1068.147917,-695.622917,-1306.110417,-847.840625,1.252083,0.550000,1.068750,0.722917,-0.797917,1.197917,1037,158.233643,1710,260.925293,1965,299.835205,2263,345.306396,-28116,-4290.161133,194,29.602051,-27898,-4256.896973,1003,153.045654
