Source_Cycle,Generated_Cycles,Num_Force_Points,Signal_Span_LSB,Zero_Mean_Avg_LSB,Zero_Std_Avg_LSB,Nonzero_Abs_Delta_Avg_LSB
cycle1,"cycle2, cycle3, cycle4, cycle5, cycle6, cycle7, cycle8, cycle9, cycle10",5,569.5998751248752,-5.074505494505494,1.20940970335965,243.0492436669644
