Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-6,3,3,-2,-6,3,-5,0,0,-2,-6,3,-6,1,3,-2,-6,5,-6,-31,3,0,-6,4,-7,3,0,-1,-6,3,-7,3,1,1,-9,3,-2
1,-7,2,0,1,-6,4,-5,3,2,-3,-7,4,-8,4,1,-1,-6,1,-6,-30,0,-2,-6,4,-7,2,1,-2,-6,0,-6,4,1,-2,-5,3,-1
2,-6,4,0,-1,-6,4,-8,0,2,-1,-9,3,-6,1,1,-1,-6,2,-7,-30,0,-1,-6,2,-7,6,2,-2,-8,3,-7,2,2,-1,-5,4,0
3,-6,3,2,-2,-6,5,-6,2,2,-1,-7,4,-6,3,2,-2,-5,3,-6,-32,4,-1,-6,4,-7,2,1,-1,-6,2,-6,4,2,0,-6,3,-1
4,-5,3,3,-2,-6,4,-5,3,3,0,-6,4,-6,3,0,-2,-7,3,-7,-33,0,-2,-7,0,-7,3,1,-1,-8,3,-9,0,2,-2,-6,2,1
5,-7,0,1,-2,-6,3,-6,2,1,-1,-6,2,-6,7,0,-1,-6,4,-7,-32,3,-3,-5,1,-5,3,5,-1,-9,2,-5,3,3,0,-4,4,-2
6,-8,3,2,-2,-5,0,-7,5,3,1,-7,3,-7,0,1,0,-9,3,-7,-32,3,-2,-6,4,-7,3,3,-1,-7,4,-7,2,1,-2,-9,4,1
7,-7,4,1,0,-7,5,-6,6,3,1,-6,4,-6,3,0,0,-7,4,-7,-29,2,-3,-7,2,-5,4,3,-2,-7,1,-5,4,2,0,-6,5,-2
8,-5,3,1,-2,-6,5,-7,1,1,0,-6,3,-7,4,1,-1,-7,5,-6,-31,1,1,-6,4,-7,0,3,-3,-6,4,-7,3,3,-2,-6,4,-2
9,-7,3,2,-1,-6,3,-5,4,0,1,-6,4,-7,0,3,1,-5,5,-7,-31,3,-3,-8,4,-7,3,2,-1,-8,5,-7,3,0,0,-6,3,-1
10,-6,4,1,0,-5,4,-10,5,1,1,-6,4,-5,3,3,0,-6,3,-7,-30,1,1,-6,2,-8,3,1,-1,-7,3,-7,3,0,0,-6,3,-2
11,-7,5,0,-1,-6,3,-7,4,1,-1,-7,3,-7,5,2,-2,-5,3,-7,-31,1,-2,-5,2,-5,4,2,1,-6,2,-5,3,3,-1,-6,4,-1
12,-5,4,0,-3,-7,5,-7,4,3,-2,-6,4,-5,3,0,-2,-6,4,-7,-29,1,-1,-6,1,-7,3,1,0,-6,4,-6,1,3,-1,-7,4,-2
13,-7,3,0,-2,-7,5,-5,3,0,1,-6,4,-5,4,3,-2,-7,3,-8,-30,-3,0,-6,2,-5,4,0,0,-7,6,-4,3,3,0,-7,2,-1
14,-4,4,0,1,-6,3,-5,3,2,-2,-8,4,-7,3,2,-1,-6,3,-7,-31,1,1,-5,3,-6,4,1,1,-9,3,-8,3,1,-2,-7,2,0
15,-7,3,0,0,-7,4,-5,3,3,1,-6,5,-7,3,1,-2,-9,4,-6,-30,0,-2,-5,1,-6,4,1,0,-6,5,-8,3,0,0,-7,1,-2
16,-7,3,1,-1,-6,4,-9,3,2,-2,-8,1,-5,2,4,-1,-6,4,-7,-31,1,-3,-6,2,-8,2,0,-1,-8,3,-5,4,1,0,-6,5,-2
17,-5,3,3,-2,-7,4,-6,3,3,-2,-3,2,-5,5,3,0,-6,4,-5,-29,3,1,-5,6,-7,2,1,0,-8,4,-7,0,1,0,-6,4,0
18,-7,2,1,0,-8,4,-7,4,1,0,-7,2,-7,4,3,-2,-7,3,-7,-30,0,-2,-6,3,-6,4,3,-1,-6,4,-5,2,1,-1,-6,2,-2
19,-5,4,3,-2,-6,3,-7,0,2,-2,-6,4,-5,3,0,-2,-8,1,-6,-30,0,-1,-7,4,-8,2,0,-1,-8,2,-5,5,1,-1,-6,1,-2
20,-6,3,3,-1,-6,2,-6,3,0,1,-7,3,-9,1,1,-1,-7,1,-4,-32,1,-2,-6,3,-6,5,2,-1,-5,3,-7,2,0,1,-8,3,-2
21,-7,3,0,-2,-7,3,-7,3,0,1,-7,2,-6,3,2,1,-8,3,-7,-32,3,-3,-6,4,-6,2,1,1,-8,2,-6,4,2,-2,-8,4,-2
22,-8,5,0,-2,-6,4,-6,3,3,0,-6,3,-7,3,3,-1,-6,3,-5,-29,2,-2,-8,2,-7,3,2,-2,-8,3,-7,4,0,-2,-7,1,-1
23,-7,3,-1,0,-5,4,-7,3,0,-1,-5,3,-6,6,0,-2,-6,3,-7,-33,0,-1,-8,4,-7,2,1,-1,-7,1,-7,3,3,1,-5,2,-2
24,-5,4,3,-1,-6,6,-6,3,-1,-1,-7,4,-6,3,0,0,-6,4,-5,-29,1,-2,-5,4,-6,4,3,1,-6,3,-7,2,0,-2,-5,1,-2
25,-5,5,1,1,-6,4,-6,3,2,-2,-7,5,-7,3,3,-1,-5,4,-7,-30,3,-3,-6,4,-5,4,3,-2,-6,3,-7,3,1,-1,-6,1,-3
26,-8,3,2,0,-6,4,-7,4,1,-2,-6,3,-6,3,3,-2,-5,4,-7,-32,1,-2,-6,3,-7,3,0,1,-8,3,-7,3,1,-3,-6,3,0
27,-6,3,1,-2,-6,4,-7,1,1,-2,-6,4,-7,2,3,-1,-7,5,-5,-29,2,-1,-7,2,-5,3,0,0,-8,7,-4,5,1,-2,-6,4,-1
