Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,5,3,-3,-7,4,-7,2,3,0,-6,5,-7,3,0,0,-6,4,-8,-38,3,1,-6,2,-5,4,3,-2,-6,4,-5,3,3,-2,-6,2,0
1,-7,1,1,-2,-5,3,-7,3,1,1,-6,3,-5,3,2,-2,-5,4,-7,-39,1,0,-7,4,-8,3,1,-1,-8,4,-5,4,3,0,-6,3,1
2,-7,5,1,0,-3,2,-7,2,-1,-2,-9,4,-7,2,1,0,-7,3,-5,-38,2,1,-6,5,-5,1,0,-2,-8,4,-7,3,3,-4,-7,3,1
3,-7,3,2,-2,-7,1,-6,3,2,1,-6,3,-6,3,0,-2,-8,1,-5,-36,1,-1,-5,2,-8,4,1,-2,-6,3,-5,2,2,1,-5,4,-2
4,-5,5,0,-3,-4,1,-8,3,1,0,-8,4,-7,2,2,-1,-6,6,-5,-38,2,0,-8,4,-5,3,0,0,-5,1,-5,5,0,-2,-6,4,1
5,-6,4,0,-1,-7,3,-7,3,1,0,-6,4,-7,4,0,-1,-6,3,-7,-36,3,-1,-8,3,-6,2,0,-2,-5,4,-7,3,0,-2,-4,5,-2
6,-7,3,3,-2,-6,4,-7,3,3,-2,-7,1,-7,3,0,-2,-9,4,-7,-39,0,-1,-6,4,-3,4,2,-1,-6,4,-6,5,2,-2,-6,3,-1
7,-7,3,2,-2,-8,4,-6,3,5,-1,-7,2,-7,5,0,-1,-7,4,-6,-39,3,0,-6,3,-7,3,2,0,-7,4,-7,3,3,-1,-7,4,1
8,-6,5,0,0,-6,3,-5,3,0,-2,-6,4,-5,3,0,1,-8,4,-5,-38,2,-2,-4,4,-8,3,2,-2,-7,4,-6,4,3,-2,-6,4,-1
9,-6,3,2,-1,-7,4,-6,4,2,-2,-6,4,-5,3,2,-1,-7,3,-7,-37,0,0,-9,4,-7,3,0,-2,-6,4,-6,3,1,-2,-6,3,-2
10,-6,2,-1,-2,-6,1,-5,2,3,-1,-6,3,-6,3,3,-2,-8,2,-7,-36,3,-3,-6,3,-5,3,-2,-2,-6,3,-7,6,4,-3,-6,3,-2
11,-7,5,0,0,-6,2,-8,1,2,-1,-7,4,-7,3,2,0,-6,4,-5,-35,2,-1,-6,3,-8,3,1,1,-6,3,-4,2,1,-2,-6,5,-1
12,-5,6,3,1,-7,4,-5,1,2,-1,-8,3,-7,3,2,1,-9,4,-6,-36,3,1,-5,3,-7,4,1,-2,-8,6,-7,3,0,-2,-6,5,-3
13,-6,3,0,1,-7,3,-7,5,2,-2,-7,4,-6,3,2,0,-6,5,-9,-37,1,-3,-8,1,-5,3,1,-2,-7,2,-5,3,1,-1,-6,3,1
14,-6,3,3,1,-3,2,-8,5,3,1,-6,4,-7,2,2,0,-8,3,-5,-35,1,-2,-6,4,-5,3,3,-1,-6,4,-7,3,0,-3,-6,1,-2
15,-5,4,1,-3,-6,2,-6,5,2,-2,-8,4,-6,3,3,-1,-6,4,-6,-37,3,-4,-6,4,-5,3,0,-1,-6,3,-5,3,2,-1,-8,2,0
16,-6,4,3,-1,-5,3,-6,3,-1,0,-6,3,-7,3,1,-1,-7,2,-5,-38,0,1,-6,2,-7,1,0,0,-7,2,-5,3,0,-2,-7,4,-2
17,-5,3,5,-1,-8,2,-6,3,3,1,-6,1,-7,4,2,-1,-6,2,-8,-37,1,1,-6,4,-5,3,4,-2,-6,4,-7,3,2,-4,-8,3,-1
18,-7,3,1,-2,-6,3,-9,3,2,-1,-6,2,-7,3,3,-1,-6,1,-7,-38,3,2,-8,1,-6,6,2,0,-7,3,-4,3,1,-1,-5,2,1
19,-6,3,1,-1,-7,4,-7,3,1,1,-7,5,-7,3,0,-3,-6,4,-5,-37,2,-1,-5,3,-7,3,1,-3,-4,3,-7,4,2,-1,-7,4,-2
20,-5,3,1,1,-6,3,-7,3,3,-2,-7,3,-7,3,3,-1,-7,5,-5,-36,1,-1,-9,4,-6,3,3,1,-8,4,-7,3,3,0,-7,2,0
21,-6,3,2,-2,-8,2,-7,3,2,-2,-7,4,-5,3,0,-1,-6,3,-6,-37,0,1,-6,3,-7,3,1,0,-6,3,-5,3,3,0,-7,5,-1
22,-5,3,3,1,-6,4,-7,3,0,0,-6,6,-7,2,2,-1,-7,1,-5,-34,2,-2,-6,3,-7,0,0,-2,-9,5,-5,1,-1,-2,-7,4,-1
23,-6,4,3,-1,-6,4,-7,3,0,-1,-9,2,-5,3,2,-3,-6,4,-7,-39,0,-1,-7,2,-7,3,-1,-2,-6,3,-6,3,2,0,-6,3,0
24,-6,3,1,-1,-6,4,-5,3,3,-2,-8,5,-8,4,1,-1,-9,3,-5,-35,3,0,-6,7,-7,5,2,-1,-7,4,-6,2,-1,-4,-6,1,-2
25,-7,3,3,-1,-8,4,-6,5,0,-2,-6,1,-7,3,3,1,-8,4,-7,-38,1,0,-6,3,-5,5,1,-1,-6,3,-5,4,4,-1,-7,4,-2
26,-7,3,0,1,-7,4,-8,5,0,1,-6,5,-6,5,0,1,-6,2,-7,-38,0,-1,-7,5,-6,3,3,-2,-6,1,-6,2,0,-2,-9,3,-2
27,-7,4,2,1,-8,4,-7,3,2,-2,-6,4,-5,3,3,0,-6,3,-4,-37,1,-1,-6,2,-6,1,5,1,-6,2,-4,3,0,-1,-7,5,-2
28,-6,5,1,-2,-6,4,-6,3,3,0,-3,4,-6,2,2,-1,-6,4,-7,-40,0,0,-8,1,-6,3,0,-2,-6,4,-7,2,3,-1,-6,4,-1
29,-6,3,3,-1,-6,4,-6,3,1,0,-5,3,-4,4,0,-2,-5,4,-6,-34,1,-1,-5,3,-8,2,0,0,-9,2,-7,3,3,-2,-7,4,-2
30,-5,3,1,-1,-6,4,-6,3,0,1,-9,4,-8,3,0,-2,-7,1,-8,-35,3,-2,-6,2,-6,3,3,-1,-5,3,-8,3,3,-1,-7,4,-2
31,-7,6,1,2,-6,2,-5,4,-1,-2,-6,3,-5,4,3,1,-9,1,-5,-37,3,-2,-6,4,-7,3,3,1,-6,1,-8,4,1,0,-5,3,-2
32,-5,4,2,3,-7,5,-7,3,3,-1,-6,4,-7,3,3,-3,-8,4,-5,-38,1,-1,-5,2,-6,3,2,-1,-6,3,-7,3,2,1,-7,2,-2
