Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-5,4,2,1,-6,4,-6,4,1,-2,-6,2,-6,3,0,-2,-7,2,-7,-41,3,1,-6,3,-5,3,2,1,-7,3,-7,3,1,0,-8,3,-1
1,-7,1,0,0,-5,1,-8,4,0,-1,-8,2,-6,3,1,1,-6,2,-7,-40,3,-1,-6,4,-7,4,3,-2,-6,3,-7,3,1,-1,-7,2,0
2,-6,3,3,-2,-7,4,-7,2,1,-2,-7,4,-7,4,2,-1,-4,4,-6,-43,3,0,-9,2,-7,3,0,-1,-7,4,-6,3,3,-1,-6,1,-1
3,-6,2,1,0,-7,4,-7,2,3,-3,-6,3,-8,3,1,-2,-5,4,-6,-39,3,-2,-6,4,-5,3,3,0,-6,3,-11,3,1,-4,-6,4,-1
4,-6,2,2,-2,-6,4,-5,3,3,-2,-7,2,-7,3,0,-3,-7,4,-8,-43,0,-1,-8,4,-5,4,2,-1,-6,3,-5,5,3,1,-7,4,-2
5,-8,2,-1,-2,-6,2,-5,2,1,1,-6,3,-4,3,1,0,-6,4,-5,-41,2,-1,-6,5,-10,1,-1,-2,-6,4,-5,3,0,1,-6,2,-1
6,-8,1,2,-2,-6,1,-6,3,2,-2,-4,4,-4,3,1,0,-5,3,-5,-41,1,-2,-6,4,-5,3,-2,0,-8,4,-7,5,0,-2,-7,3,-2
7,-7,4,0,-2,-8,4,-8,1,3,1,-6,1,-7,2,1,1,-6,4,-7,-44,1,-2,-8,1,-7,3,2,-1,-6,2,-5,3,3,-1,-6,4,-1
8,-7,4,2,1,-6,2,-6,3,4,-2,-6,4,-7,3,2,-3,-6,2,-6,-44,3,1,-7,5,-8,3,0,-1,-7,3,-5,-1,2,-2,-7,4,0
9,-9,3,1,-1,-8,3,-5,2,4,1,-8,4,-4,3,4,-2,-6,3,-7,-42,1,-2,-6,4,-5,3,3,1,-6,3,-5,3,1,-1,-6,2,-2
10,-5,3,1,0,-6,4,-5,3,3,-2,-6,4,-6,2,0,-1,-8,4,-6,-42,3,0,-7,3,-7,1,-1,-2,-6,4,-7,3,1,-1,-7,1,-2
11,-7,0,2,-2,-6,3,-7,3,2,0,-6,4,-6,3,2,-1,-8,4,-8,-41,2,-2,-9,4,-7,3,2,-1,-6,4,-7,2,0,-2,-6,5,-2
12,-7,3,2,1,-9,3,-5,2,2,-3,-7,3,-9,2,1,-2,-6,1,-4,-38,3,-3,-6,4,-5,3,3,-1,-6,5,-6,3,3,1,-6,3,-2
13,-8,3,2,-1,-9,3,-7,2,2,-1,-8,3,-5,2,3,1,-9,3,-5,-42,0,0,-6,3,-5,3,2,-2,-6,4,-6,2,3,-2,-6,3,-2
14,-7,0,2,-2,-5,4,-5,4,3,1,-5,1,-8,3,3,1,-6,2,-7,-40,3,0,-6,4,-5,3,3,-1,-8,5,-8,3,3,-2,-6,4,-2
15,-5,1,0,-2,-7,3,-8,4,3,-1,-6,4,-8,3,1,-1,-6,4,-6,-41,0,-2,-6,7,-5,1,3,-2,-6,5,-5,0,1,0,-6,4,-5
16,-5,3,3,2,-6,2,-5,4,1,0,-7,4,-8,3,2,0,-7,4,-6,-39,2,0,-6,3,-8,3,2,-2,-6,3,-8,3,0,0,-8,5,-1
17,-7,1,0,-1,-8,3,-5,4,3,-1,-6,3,-7,3,1,0,-7,6,-7,-42,2,-1,-5,3,-6,1,-1,-1,-6,4,-8,1,0,-1,-6,4,-1
18,-5,3,3,1,-6,4,-8,3,1,-2,-7,1,-7,3,0,0,-6,4,-8,-41,2,-1,-6,5,-7,2,2,-4,-6,4,-5,4,2,-1,-6,3,-2
