Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,5,3,1,-5,1,-7,4,-1,-1,-6,2,-7,2,-1,0,-5,4,-5,-41,1,0,-6,3,-6,2,2,0,-7,4,-7,3,3,-1,-7,4,-2
1,-7,3,0,1,-8,4,-6,1,3,-2,-6,4,-8,3,3,1,-5,3,-7,-39,1,-2,-8,2,-6,4,2,0,-7,2,-7,0,2,1,-9,4,-1
2,-10,2,2,1,-6,4,-6,3,0,-2,-7,2,-6,3,0,0,-6,4,-5,-37,3,-2,-7,3,-7,2,0,0,-8,3,-4,3,2,0,-6,3,-1
3,-5,3,3,-2,-5,4,-6,3,3,0,-5,5,-7,3,2,-2,-9,4,-8,-38,0,-2,-9,3,-5,5,3,1,-6,3,-5,2,0,1,-7,4,-4
4,-9,3,0,-2,-9,2,-4,3,0,-1,-7,1,-5,4,4,1,-7,5,-7,-38,3,1,-7,3,-7,2,0,-1,-6,2,-7,2,3,-1,-5,2,-1
5,-5,0,2,-1,-6,4,-6,4,0,-2,-6,3,-8,3,1,0,-8,5,-5,-40,3,-1,-6,3,-7,4,1,-1,-4,4,-9,2,0,-1,-8,4,-2
6,-7,2,0,-2,-7,4,-7,3,0,-1,-6,2,-7,4,2,-2,-7,4,-6,-41,0,-1,-6,2,-8,1,2,0,-6,1,-7,6,1,1,-6,3,-2
7,-7,5,1,1,-3,3,-7,4,-2,0,-8,4,-5,5,3,0,-5,3,-6,-38,3,-1,-6,4,-8,0,0,-1,-7,3,-7,3,2,-1,-6,4,-1
8,-7,2,2,-2,-7,3,-6,4,0,0,-7,3,-5,3,1,-2,-9,4,-5,-38,3,0,-8,2,-6,2,0,-2,-4,4,-7,2,3,1,-6,4,-3
9,-5,3,1,-1,-5,2,-10,1,3,-3,-8,1,-6,6,3,0,-8,4,-7,-39,4,-1,-9,3,-5,3,1,-2,-6,5,-7,4,1,-2,-6,6,0
10,-6,2,1,-1,-6,3,-5,4,3,-2,-6,4,-7,4,2,0,-6,1,-4,-37,2,-2,-6,3,-7,3,2,-2,-6,5,-5,2,1,-1,-7,4,0
11,-7,4,1,-1,-4,5,-5,5,3,-3,-7,2,-6,3,3,0,-6,4,-5,-39,2,-1,-6,1,-4,3,3,-1,-7,4,-5,3,0,0,-7,4,0
12,-8,4,0,0,-7,3,-7,3,1,1,-7,3,-7,3,2,1,-6,2,-7,-41,3,1,-6,5,-7,3,0,-1,-5,3,-6,4,0,-2,-7,4,-3
13,-6,3,2,2,-6,5,-6,4,0,-2,-4,2,-5,3,2,1,-6,4,-5,-39,2,1,-6,2,-5,3,2,-1,-6,4,-6,3,2,1,-7,4,-1
14,-7,3,0,1,-7,4,-7,4,0,-1,-6,2,-7,3,2,-1,-6,5,-7,-38,3,-2,-7,4,-6,3,3,-2,-6,5,-8,2,0,-2,-8,4,-3
15,-7,5,0,-1,-5,2,-7,5,1,0,-6,3,-7,3,0,-1,-5,1,-7,-38,2,-2,-8,4,-6,3,1,-2,-5,3,-7,5,1,0,-9,3,-1
16,-6,3,0,-2,-6,2,-7,5,2,-2,-8,1,-7,2,4,-2,-6,4,-7,-41,2,-1,-6,3,-7,3,2,-2,-5,1,-5,3,2,-1,-6,4,-2
17,-5,3,3,0,-6,4,-4,3,0,0,-6,4,-6,3,0,-2,-7,1,-6,-39,2,0,-6,6,-6,3,1,-1,-6,2,-7,2,2,-3,-8,3,0
18,-7,1,0,-2,-7,2,-5,3,0,-1,-7,3,-5,4,3,-1,-5,5,-7,-43,0,-2,-6,1,-3,5,3,-1,-7,2,-4,3,2,-1,-6,4,-2
19,-5,6,2,1,-7,4,-8,3,0,-1,-6,3,-6,4,0,-1,-7,2,-5,-39,3,-2,-8,3,-7,3,0,-1,-9,1,-7,4,3,-2,-6,5,-2
20,-6,2,1,-2,-8,4,-7,4,1,-3,-5,6,-7,4,0,0,-6,2,-5,-38,4,1,-5,4,-5,4,2,-1,-5,4,-8,2,0,-2,-10,1,-3
