Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-1930,2
5.00,-1930,3
10.00,-1926,5
15.00,-1926,1
20.00,-1926,3
25.00,-1932,2
30.00,-1932,4
35.00,-1927,2
40.00,-1933,3
45.00,-1929,3
50.00,-1928,3
55.00,-1932,2
60.00,-1926,2
65.00,-1924,2
70.00,-1929,2
75.00,-1920,2
80.00,-1919,4
85.00,-1919,4
90.00,-1922,3
95.00,-1921,2
100.00,-1926,4
105.00,-1915,4
110.00,-1918,2
115.00,-1921,3
120.00,-1924,2
125.00,-1922,2
130.00,-1925,4
135.00,-1926,3
140.00,-1929,2
145.00,-1927,3
150.00,-1927,5
155.00,-1933,4
160.00,-1932,3
165.00,-1927,4
170.00,-1930,5
175.00,-1928,4
180.00,-1928,3
185.00,-1932,4
190.00,-1926,2
195.00,-1921,4
200.00,-1921,3
205.00,-1927,3
210.00,-1928,1
215.00,-1924,2
220.00,-1924,2
225.00,-1926,0
230.00,-1924,2
235.00,-1922,3
240.00,-1930,4
245.00,-1930,4
250.00,-1926,2
255.00,-1926,4
260.00,-1933,4
265.00,-1927,2
270.00,-1929,2
275.00,-1927,4
280.00,-1935,4
285.00,-1931,2
290.00,-1924,2
295.00,-1927,1
300.00,-1932,2
305.00,-1926,4
310.00,-1927,3
315.00,-1925,2
320.00,-1924,2
325.00,-1922,3
330.00,-1929,3
335.00,-1921,5
340.00,-1928,1
345.00,-1928,2
350.00,-1927,3
355.00,-1929,4
360.00,-1925,2
365.00,-1921,2
370.00,-1924,2
375.00,-1923,4
380.00,-1922,3
385.00,-1927,5
390.00,-1922,3
395.00,-1929,2
400.00,-1933,2
405.00,-1933,2
410.00,-1929,4
415.00,-1925,3
420.00,-1927,4
425.00,-1924,5
430.00,-1924,5
435.00,-1930,3
440.00,-1932,2
445.00,-1926,4
450.00,-1921,2
455.00,-1927,1
460.00,-1925,4
465.00,-1927,2
470.00,-1926,5
475.00,-1924,2
480.00,-1924,3
485.00,-1924,3
490.00,-1921,3
495.00,-1927,0
500.00,-1926,2
505.00,-1924,3
510.00,-1927,4
515.00,-1919,2
520.00,-1930,2
525.00,-1931,4
530.00,-1931,2
535.00,-1919,1
540.00,-1927,4
545.00,-1924,2
550.00,-1924,2
555.00,-1924,4
560.00,-1918,2
565.00,-1926,5
570.00,-1921,3
575.00,-1920,5
580.00,-1927,2
585.00,-1930,2
590.00,-1927,2
595.00,-1927,4
600.00,-1924,3
605.00,-1924,3
610.00,-1927,2
615.00,-1927,4
620.00,-1932,3
625.00,-1930,4
630.00,-1918,1
635.00,-1930,2
640.00,-1921,4
645.00,-1925,2
650.00,-1924,4
655.00,-1929,3
660.00,-1922,3
665.00,-1921,2
670.00,-1920,4
675.00,-1927,3
680.00,-1921,4
685.00,-1930,4
690.00,-1927,5
695.00,-1921,2
700.00,-1922,4
705.00,-1927,4
710.00,-1926,3
715.00,-1923,2
720.00,-1923,5
725.00,-1924,4
730.00,-1921,2
735.00,-1924,3
740.00,-1921,2
745.00,-1929,2
750.00,-1930,5
755.00,-1928,3
760.00,-1927,5
765.00,-1928,2
770.00,-1929,3
775.00,-1930,2
780.00,-1935,3
785.00,-1923,2
790.00,-1931,4
795.00,-1927,4
800.00,-1933,4
805.00,-1933,0
810.00,-1931,2
815.00,-1929,2
820.00,-1927,4
825.00,-1925,5
830.00,-1924,2
835.00,-1927,2
840.00,-1930,3
845.00,-1925,3
850.00,-1921,3
855.00,-1927,3
860.00,-1927,2
865.00,-1923,1
870.00,-1926,2
875.00,-1928,5
880.00,-1926,2
885.00,-1927,4
890.00,-1924,4
895.00,-1923,3
900.00,-1928,4
905.00,-1921,3
910.00,-1924,2
915.00,-1921,4
920.00,-1921,3
925.00,-1929,2
930.00,-1922,4
935.00,-1926,3
940.00,-1927,3
945.00,-1923,5
950.00,-1925,4
955.00,-1930,2
960.00,-1926,5
965.00,-1927,4
970.00,-1922,2
975.00,-1927,4
980.00,-1930,3
985.00,-1921,4
990.00,-1925,2
995.00,-1919,4
1000.00,-1920,3
1005.00,-1919,2
1010.00,-1927,5
1015.00,-1924,4
1020.00,-1915,3
1025.00,-1918,3
1030.00,-1925,3
1035.00,-1915,3
1040.00,-1921,2
1045.00,-1918,1
1050.00,-1921,2
1055.00,-1921,2
1060.00,-1924,2
1065.00,-1930,2
1070.00,-1927,2
1075.00,-1935,3
1080.00,-1930,2
1085.00,-1924,3
1090.00,-1923,2
1095.00,-1929,3
1100.00,-1929,3
1105.00,-1928,2
1110.00,-1927,5
1115.00,-1924,2
1120.00,-1921,5
1125.00,-1924,2
1130.00,-1924,2
1135.00,-1926,2
1140.00,-1929,4
1145.00,-1925,2
1150.00,-1929,2
1155.00,-1928,3
1160.00,-1928,5
1165.00,-1928,1
1170.00,-1921,5
1175.00,-1929,2
1180.00,-1928,2
1185.00,-1932,2
1190.00,-1930,4
1195.00,-1927,3
1200.00,-1930,2
1205.00,-1930,5
1210.00,-1930,3
1215.00,-1927,3
1220.00,-1929,3
1225.00,-1925,2
1230.00,-1927,3
1235.00,-1925,0
1240.00,-1923,2
1245.00,-1917,4
1250.00,-1923,4
1255.00,-1927,3
1260.00,-1924,4
1265.00,-1924,3
1270.00,-1928,2
1275.00,-1930,5
1280.00,-1924,4
1285.00,-1926,2
1290.00,-1928,4
1295.00,-1924,3
1300.00,-1923,2
1305.00,-1928,2
1310.00,-1923,3
1315.00,-1927,1
1320.00,-1924,4
1325.00,-1918,3
1330.00,-1925,2
1335.00,-1928,3
1340.00,-1922,2
1345.00,-1929,5
1350.00,-1921,2
1355.00,-1927,3
1360.00,-1924,3
1365.00,-1920,1
1370.00,-1930,5
1375.00,-1921,4
1380.00,-1928,3
1385.00,-1924,2
1390.00,-1927,2
1395.00,-1924,3
1400.00,-1929,1
1405.00,-1924,4
1410.00,-1924,1
1415.00,-1923,3
1420.00,-1927,3
1425.00,-1925,2
1430.00,-1929,2
1435.00,-1923,2
1440.00,-1925,5
1445.00,-1921,5
1450.00,-1926,2
1455.00,-1920,1
1460.00,-1924,3
1465.00,-1918,4
1470.00,-1921,3
1475.00,-1926,2
1480.00,-1918,4
1485.00,-1923,3
1490.00,-1923,2
1495.00,-1923,2
1500.00,-1924,2
1505.00,-1918,3
1510.00,-1930,4
1515.00,-1930,4
1520.00,-1929,3
1525.00,-1923,2
1530.00,-1927,2
1535.00,-1934,2
1540.00,-1920,4
1545.00,-1927,3
1550.00,-1928,5
1555.00,-1930,4
1560.00,-1932,4
