Index,AD1_TactileRaw(16bit),AD1_VGNDRaw(16bit),AD2_TactileRaw(16bit),AD2_VGNDRaw(16bit),AD3_TactileRaw(16bit),AD3_VGNDRaw(16bit),AD4_TactileRaw(16bit),AD4_VGNDRaw(16bit),AD5_TactileRaw(16bit),AD5_VGNDRaw(16bit),AD6_TactileRaw(16bit),AD6_VGNDRaw(16bit),AD7_TactileRaw(16bit),AD7_VGNDRaw(16bit),AD8_TactileRaw(16bit),AD8_VGNDRaw(16bit)
989,28085,12021,28103,12025,28219,12023,28140,12012,28096,12003,28092,12011,28103,11923,28115,12027
990,28971,12021,28987,12030,29047,12024,29010,12013,28987,12007,28974,12013,28985,11923,29000,12028
991,30092,12023,30102,12031,30035,12027,30085,12016,30111,12007,30085,12016,30096,11929,30113,12033
992,29005,12026,29012,12032,29001,12029,29013,12017,29020,12009,29003,12019,29011,11929,29029,12033
993,28105,12025,28120,12028,28218,12024,28156,12014,28119,12008,28114,12014,28123,11927,28136,12031
994,28275,12024,28293,12029,28401,12024,28330,12017,28286,12009,28279,12013,28289,11923,28303,12030
995,30159,12026,30166,12033,30075,12028,30143,12017,30179,12006,30151,12018,30159,11932,30178,12034
996,29600,12029,29610,12034,29542,12031,29591,12019,29621,12012,29597,12023,29606,11931,29623,12036
997,28573,12029,28586,12033,28620,12029,28598,12017,28589,12013,28576,12019,28583,11932,28600,12035
998,28039,12025,28053,12031,28160,12025,28089,12015,28052,12009,28046,12013,28055,11924,28068,12031
999,28440,12023,28457,12029,28559,12022,28492,12011,28452,12007,28447,12010,28454,11926,28469,12027
1000,29414,12027,29425,12032,29442,12028,29437,12019,29431,12009,29413,12016,29421,11929,29438,12032
1001,30136,12027,30142,12034,30057,12031,30119,12018,30155,12012,30129,12022,30135,11935,30154,12036
1002,29540,12028,29549,12034,29485,12028,29532,12018,29560,12011,29535,12021,29545,11932,29564,12036
1003,28417,12026,28434,12031,28482,12028,28450,12016,28435,12010,28423,12016,28431,11926,28446,12032
1004,28921,12023,28933,12028,28996,12025,28959,12015,28934,12009,28922,12015,28932,11924,28946,12030
1005,30053,12027,30060,12035,29997,12033,30045,12020,30069,12012,30044,12022,30054,11933,30073,12037
1006,30083,12030,30087,12038,29998,12034,30063,12023,30102,12015,30069,12024,30081,11935,30103,12039
1007,29410,12031,29423,12038,29369,12034,29408,12021,29432,12015,29408,12025,29415,11936,29432,12038
1008,28637,12028,28648,12031,28672,12029,28658,12019,28654,12012,28637,12019,28648,11931,28663,12036
1009,28053,12028,28070,12034,28189,12031,28109,12019,28067,12012,28061,12017,28070,11929,28084,12033
1010,28971,12028,28984,12031,29042,12028,29007,12016,28982,12009,28971,12015,28982,11928,28997,12033
1011,30113,12025,30121,12033,30052,12029,30104,12017,30131,12008,30105,12016,30117,11929,30136,12033
1012,29893,12027,29901,12035,29819,12034,29879,12018,29914,12012,29887,12025,29894,11933,29912,12036
1013,28663,12023,28674,12029,28697,12026,28685,12016,28678,12006,28663,12016,28672,11929,28688,12032
1014,28048,12023,28060,12029,28166,12025,28097,12015,28061,12009,28055,12014,28063,11926,28078,12033
1015,28165,12027,28186,12031,28301,12028,28225,12017,28180,12011,28176,12013,28184,11926,28198,12033
1016,29075,12026,29091,12030,29143,12027,29108,12016,29090,12007,29079,12016,29088,11927,29101,12033
1017,30073,12025,30080,12034,30014,12029,30063,12017,30090,12009,30065,12019,30075,11929,30089,12033
1018,30007,12029,30013,12035,29923,12035,29988,12021,30027,12012,29999,12022,30010,11935,30027,12039
1019,29405,12029,29416,12036,29365,12030,29403,12019,29426,12010,29402,12022,29412,11932,29430,12037
1020,28373,12028,28387,12033,28437,12028,28407,12019,28389,12010,28378,12016,28384,11929,28400,12032
1021,28098,12025,28117,12030,28234,12026,28157,12016,28112,12007,28105,12010,28115,11929,28131,12030
1022,28843,12028,28857,12033,28929,12028,28884,12018,28856,12009,28846,12016,28856,11928,28869,12034
1023,29523,12027,29535,12035,29542,12029,29539,12019,29540,12014,29519,12019,29532,11929,29546,12036
1024,29623,12030,29632,12038,29562,12034,29614,12023,29643,12013,29617,12022,29626,11935,29644,12039
1025,28525,12027,28539,12034,28578,12028,28555,12018,28544,12012,28528,12017,28536,11929,28554,12036
1026,28061,12025,28079,12029,28195,12025,28118,12016,28073,12008,28067,12014,28077,11928,28090,12032
1027,28653,12027,28668,12032,28751,12027,28698,12015,28666,12010,28655,12016,28667,11926,28681,12033
1028,29770,12027,29779,12031,29759,12027,29778,12012,29786,12007,29766,12016,29775,11926,29790,12033
1029,30139,12025,30147,12032,30064,12030,30124,12018,30159,12009,30129,12019,30139,11927,30157,12036
1030,29617,12025,29624,12034,29556,12029,29606,12017,29636,12009,29610,12016,29619,11930,29635,12033
1031,28071,12022,28091,12028,28192,12022,28124,12013,28086,12008,28081,12013,28089,11926,28102,12030
1032,28222,12024,28236,12028,28352,12025,28277,12014,28234,12007,28229,12009,28239,11924,28253,12029
1033,29041,12025,29055,12032,29110,12027,29079,12015,29056,12009,29042,12015,29056,11928,29069,12033
1034,29898,12028,29907,12036,29871,12032,29901,12020,29915,12012,29891,12020,29905,11934,29918,12037
1035,30153,12029,30161,12034,30070,12030,30136,12020,30173,12011,30145,12019,30156,11932,30174,12036
1036,29626,12029,29635,12034,29569,12033,29618,12020,29647,12012,29621,12020,29630,11933,29648,12036
1037,28670,12029,28683,12035,28704,12031,28691,12022,28687,12012,28672,12019,28677,11932,28696,12038
1038,28024,12024,28042,12028,28150,12025,28079,12016,28038,12009,28032,12012,28040,11926,28055,12032
1039,28234,12026,28253,12031,28367,12026,28291,12015,28250,12009,28243,12014,28253,11926,28266,12030
1040,28895,12026,28907,12033,28973,12028,28932,12018,28908,12009,28896,12016,28907,11929,28920,12034
1041,29815,12027,29826,12034,29798,12030,29819,12017,29833,12010,29813,12020,29824,11932,29839,12036
1042,30137,12026,30144,12034,30050,12033,30116,12021,30157,12012,30127,12022,30137,11935,30156,12038
1043,29779,12030,29788,12036,29706,12034,29765,12022,29801,12012,29772,12025,29778,11938,29799,12039
1044,28755,12029,28768,12034,28780,12031,28774,12020,28772,12012,28757,12020,28767,11932,28782,12033
1045,28145,12022,28162,12028,28280,12025,28203,12013,28158,12008,28152,12010,28163,11929,28176,12030
1046,29208,12026,29220,12033,29258,12028,29236,12017,29223,12009,29208,12017,29218,11929,29232,12033
1047,30017,12031,30026,12035,29972,12034,30011,12021,30034,12013,30011,12022,30021,11935,30038,12038
1048,29939,12029,29945,12036,29857,12032,29925,12020,29960,12010,29931,12022,29938,11934,29958,12038
1049,29167,12029,29178,12035,29149,12031,29172,12019,29185,12012,29164,12021,29175,11932,29192,12037
1050,28236,12026,28251,12032,28322,12027,28276,12015,28249,12011,28242,12016,28250,11930,28266,12033
1051,28189,12026,28208,12030,28322,12028,28246,12016,28202,12009,28200,12015,28206,11926,28220,12032
1052,29526,12026,29538,12034,29546,12031,29548,12017,29544,12011,29525,12018,29536,11928,29552,12036
1053,29868,12031,29875,12037,29791,12033,29855,12023,29888,12013,29861,12023,29870,11936,29886,12039
1054,29160,12032,29172,12037,29144,12034,29165,12024,29179,12015,29159,12025,29166,11937,29184,12038
1055,28221,12030,28231,12035,28308,12027,28259,12019,28234,12013,28225,12019,28232,11931,28248,12034
1056,28085,12024,28101,12026,28219,12026,28142,12014,28097,12007,28091,12013,28103,11926,28115,12030
1057,28867,12026,28882,12031,28949,12028,28908,12017,28882,12009,28870,12015,28882,11928,28896,12033
1058,29622,12029,29632,12037,29628,12031,29635,12023,29639,12015,29618,12022,29630,11935,29644,12037
1059,30122,12023,30131,12030,30057,12027,30113,12016,30143,12009,30115,12017,30124,11928,30142,12030
1060,29933,12027,29943,12033,29856,12033,29917,12020,29954,12012,29925,12022,29937,11935,29956,12037
1061,29308,12031,29319,12037,29272,12033,29306,12021,29328,12012,29303,12022,29315,11935,29331,12039
1062,28405,12024,28421,12031,28473,12028,28441,12017,28424,12009,28411,12017,28418,11929,28435,12034
1063,28009,12028,28028,12030,28140,12027,28066,12017,28022,12009,28018,12014,28027,11926,28039,12033
1064,28502,12026,28520,12031,28614,12026,28550,12017,28515,12009,28508,12015,28519,11928,28531,12032
1065,29255,12026,29271,12032,29298,12029,29284,12017,29274,12008,29258,12016,29268,11929,29283,12034
1066,30136,12028,30143,12034,30052,12031,30119,12019,30157,12012,30125,12022,30138,11932,30155,12039
1067,29684,12028,29693,12033,29624,12031,29673,12017,29705,12008,29678,12021,29690,11931,29707,12036
1068,28567,12029,28580,12034,28607,12028,28592,12020,28583,12013,28568,12019,28578,11931,28594,12035
1069,28085,12026,28103,12030,28198,12028,28135,12015,28102,12009,28095,12013,28103,11928,28116,12029
1070,29065,12027,29080,12034,29135,12030,29102,12018,29078,12012,29067,12016,29077,11929,29092,12033
1071,29624,12025,29638,12031,29632,12028,29640,12017,29643,12010,29624,12015,29632,11928,29647,12033
1072,30124,12027,30133,12035,30050,12030,30110,12018,30143,12009,30117,12019,30129,11931,30144,12036
1073,29754,12026,29762,12032,29688,12030,29742,12017,29773,12009,29748,12021,29757,11929,29776,12034
1074,28450,12028,28465,12034,28508,12028,28479,12017,28465,12012,28451,12019,28463,11933,28479,12034
1075,28519,12027,28538,12033,28631,12030,28571,12017,28532,12009,28527,12016,28536,11928,28552,12033
1076,29168,12026,29183,12033,29225,12029,29198,12017,29180,12012,29168,12018,29180,11930,29194,12035
1077,30040,12026,30050,12031,29991,12031,30033,12017,30059,12010,30033,12017,30044,11930,30062,12035
1078,30031,12026,30037,12036,29947,12034,30014,12023,30053,12014,30022,12021,30032,11935,30050,12037
1079,29235,12028,29243,12034,29207,12031,29235,12020,29252,12012,29232,12019,29240,11934,29256,12038
1080,28256,12026,28269,12032,28335,12028,28292,12017,28268,12011,28261,12017,28270,11929,28283,12033
1081,28012,12028,28028,12034,28146,12028,28069,12016,28025,12012,28020,12016,28031,11929,28041,12034
1082,28430,12026,28450,12031,28550,12026,28484,12015,28444,12009,28436,12014,28448,11926,28461,12031
1083,29265,12027,29280,12034,29316,12028,29296,12019,29283,12013,29268,12017,29279,11929,29293,12035
1084,29950,12029,29959,12036,29914,12031,29948,12021,29968,12011,29943,12020,29954,11933,29969,12039
1085,30098,12026,30107,12034,30014,12030,30079,12020,30121,12011,30089,12019,30099,11932,30119,12036
1086,29528,12029,29538,12034,29479,12031,29520,12019,29547,12009,29523,12021,29530,11931,29549,12036
1087,28080,12023,28098,12029,28193,12026,28132,12014,28096,12008,28090,12013,28099,11925,28113,12030
1088,28200,12026,28217,12033,28331,12026,28258,12017,28215,12010,28208,12016,28218,11925,28230,12032
1089,29088,12032,29103,12037,29154,12031,29120,12020,29102,12015,29089,12021,29098,11931,29114,12039
1090,29770,12028,29782,12034,29758,12030,29778,12020,29787,12009,29764,12019,29776,11932,29792,12036
1091,30062,12029,30070,12036,30000,12032,30055,12022,30081,12013,30052,12021,30064,11932,30083,12039
1092,30095,12035,30101,12040,30012,12037,30075,12025,30115,12018,30085,12026,30096,11939,30112,12045
1093,29460,12030,29471,12037,29412,12035,29451,12022,29477,12015,29455,12022,29463,11935,29481,12039
1094,28331,12028,28348,12034,28404,12028,28368,12016,28348,12011,28335,12017,28344,11931,28362,12033
1095,28027,12026,28047,12030,28161,12028,28084,12014,28041,12009,28036,12016,28045,11928,28060,12033
1096,28462,12025,28478,12029,28577,12026,28513,12014,28475,12009,28469,12013,28476,11926,28490,12032
1097,29150,12026,29163,12031,29207,12026,29183,12017,29164,12009,29153,12016,29162,11929,29178,12032
1098,29999,12028,30009,12033,29951,12031,29996,12020,30019,12013,29993,12019,30003,11932,30021,12036
1099,30089,12030,30095,12033,30001,12032,30072,12020,30110,12012,30078,12021,30090,11933,30108,12038
1100,29200,12029,29210,12034,29176,12032,29202,12020,29218,12012,29197,12022,29206,11932,29223,12036
1101,28482,12025,28496,12032,28538,12029,28512,12018,28499,12012,28485,12016,28492,11932,28511,12035
1102,28021,12025,28038,12030,28151,12022,28076,12015,28031,12008,28028,12011,28038,11925,28050,12030
1103,28408,12026,28424,12030,28524,12026,28459,12016,28420,12009,28410,12013,28424,11926,28438,12031
1104,29203,12029,29218,12034,29250,12030,29230,12019,29216,12009,29203,12017,29212,11929,29227,12035
1105,30121,12031,30126,12037,30044,12032,30104,12020,30139,12012,30110,12023,30121,11937,30138,12040
1106,29753,12029,29764,12036,29685,12033,29744,12020,29778,12010,29748,12022,29757,11935,29778,12036
1107,28609,12029,28622,12034,28646,12030,28631,12020,28624,12012,28611,12019,28618,11932,28636,12034
1108,28185,12028,28198,12032,28284,12027,28229,12019,28198,12012,28188,12019,28199,11929,28213,12036
1109,28000,12032,28018,12034,28128,12029,28055,12018,28011,12015,28009,12016,28017,11929,28031,12033
1110,28367,12023,28384,12030,28488,12026,28416,12016,28378,12009,28372,12013,28381,11924,28395,12030
1111,28671,12026,28689,12030,28773,12028,28720,12016,28687,12009,28678,12012,28688,11928,28702,12032
1112,29718,12025,29730,12032,29708,12028,29726,12017,29734,12009,29715,12016,29722,11930,29740,12032
1113,30132,12029,30137,12036,30050,12029,30113,12020,30150,12012,30122,12022,30131,11933,30151,12038
1114,29834,12028,29843,12037,29759,12032,29819,12021,29855,12014,29826,12022,29837,11935,29853,12038
1115,29331,12032,29340,12037,29296,12035,29329,12023,29350,12015,29327,12026,29335,11937,29354,12039
1116,28376,12029,28391,12034,28448,12028,28410,12018,28390,12011,28379,12020,28388,11932,28404,12034
1117,28054,12029,28071,12035,28183,12030,28107,12019,28069,12012,28062,12017,28072,11930,28084,12034
1118,28337,12025,28352,12032,28459,12029,28391,12018,28350,12010,28341,12013,28351,11925,28367,12033
1119,28981,12030,28999,12034,29053,12029,29018,12019,28996,12010,28985,12017,28994,11929,29009,12035
1120,29945,12026,29955,12032,29911,12028,29944,12017,29964,12010,29937,12017,29949,11927,29967,12032
1121,30020,12022,30028,12031,29936,12025,30000,12014,30040,12006,30010,12016,30021,11930,30040,12030
1122,29301,12028,29310,12036,29269,12031,29299,12020,29319,12012,29295,12019,29304,11932,29322,12035
1123,28618,12023,28630,12030,28657,12027,28643,12015,28634,12008,28620,12013,28626,11926,28645,12030
1124,28063,12024,28083,12030,28173,12025,28113,12016,28077,12008,28072,12014,28079,11926,28093,12033
1125,28758,12023,28773,12029,28854,12024,28802,12012,28772,12006,28764,12012,28772,11925,28785,12027
1126,29629,12026,29641,12033,29630,12028,29642,12018,29646,12009,29626,12019,29636,11928,29651,12032
1127,30174,12026,30181,12031,30098,12029,30158,12018,30193,12009,30164,12019,30175,11929,30194,12033
1128,29913,12024,29919,12034,29833,12028,29896,12017,29932,12011,29904,12021,29912,11932,29933,12035
1129,29523,12027,29532,12031,29475,12029,29517,12019,29542,12009,29519,12018,29528,11931,29544,12033
1130,28698,12028,28714,12031,28732,12031,28721,12020,28718,12012,28701,12018,28713,11929,28727,12034
1131,28080,12025,28097,12028,28189,12027,28128,12016,28094,12009,28088,12014,28097,11926,28112,12031
1132,28112,12026,28131,12030,28249,12027,28169,12016,28126,12009,28121,12013,28129,11926,28142,12030
1133,28463,12023,28480,12029,28577,12024,28512,12014,28477,12006,28468,12010,28480,11926,28494,12029
1134,29479,12026,29493,12031,29499,12028,29497,12017,29496,12007,29479,12014,29489,11929,29503,12034
1135,30039,12026,30047,12032,29990,12029,30035,12018,30056,12012,30031,12019,30044,11931,30059,12036
1136,30083,12029,30090,12034,30001,12031,30067,12020,30105,12012,30076,12023,30084,11932,30103,12038
1137,29386,12026,29397,12036,29349,12032,29383,12020,29405,12011,29385,12022,29391,11932,29409,12036
1138,28637,12027,28651,12034,28676,12031,28661,12020,28654,12012,28641,12019,28649,11931,28664,12035
1139,28072,12024,28091,12032,28195,12027,28127,12017,28089,12009,28084,12015,28092,11927,28102,12033
1140,29290,12023,29305,12031,29332,12028,29318,12017,29307,12010,29293,12015,29302,11929,29317,12032
1141,29879,12030,29890,12035,29854,12034,29884,12022,29899,12012,29875,12019,29885,11932,29901,12037
1142,30134,12028,30139,12035,30055,12031,30117,12022,30154,12012,30122,12022,30135,11932,30153,12036
1143,29901,12031,29910,12037,29821,12034,29884,12024,29923,12015,29894,12025,29904,11935,29921,12039
1144,29395,12029,29406,12037,29353,12031,29391,12021,29415,12013,29390,12022,29397,11935,29417,12037
1145,28509,12025,28524,12032,28557,12025,28537,12015,28526,12008,28511,12016,28521,11927,28536,12032
1146,28065,12029,28079,12034,28175,12029,28113,12017,28077,12012,28068,12017,28078,11930,28094,12035
1147,28137,12026,28157,12030,28273,12028,28194,12014,28149,12010,28146,12016,28157,11926,28168,12031
1148,28587,12029,28601,12033,28693,12030,28631,12017,28598,12012,28591,12016,28600,11927,28613,12033
1149,29384,12028,29397,12033,29414,12028,29406,12016,29399,12011,29385,12017,29394,11931,29408,12034
1150,29954,12027,29963,12034,29919,12031,29951,12018,29974,12011,29951,12016,29957,11930,29975,12035
1151,30106,12030,30112,12037,30018,12033,30085,12025,30126,12015,30096,12022,30106,11938,30124,12042
1152,29410,12029,29416,12038,29365,12031,29406,12020,29431,12012,29404,12023,29413,11935,29431,12039
1153,28638,12026,28650,12034,28674,12028,28660,12018,28655,12012,28641,12016,28649,11930,28663,12036
1154,28188,12027,28202,12031,28285,12028,28232,12018,28203,12010,28196,12019,28203,11930,28217,12033
1155,28098,12030,28117,12034,28231,12030,28156,12017,28111,12014,28108,12018,28114,11929,28130,12034
1156,28569,12023,28588,12028,28679,12024,28619,12013,28586,12005,28577,12013,28587,11924,28601,12031
1157,29125,12030,29139,12036,29180,12030,29156,12020,29138,12013,29123,12022,29137,11932,29150,12039
1158,29843,12030,29855,12037,29825,12031,29848,12023,29862,12011,29839,12020,29848,11935,29865,12038
1159,30120,12030,30127,12040,30038,12035,30102,12022,30140,12018,30110,12027,30120,11935,30141,12039
1160,29734,12029,29740,12035,29667,12032,29720,12019,29755,12012,29726,12021,29735,11933,29754,12038
1161,28922,12028,28932,12034,28929,12029,28932,12017,28937,12011,28921,12020,28929,11932,28944,12036
1162,28180,12028,28196,12032,28271,12028,28220,12017,28194,12009,28185,12019,28194,11930,28210,12033
1163,27998,12027,28015,12032,28127,12027,28053,12018,28011,12011,28008,12018,28016,11928,28029,12034
1164,28262,12029,28279,12034,28389,12027,28318,12017,28277,12008,28272,12014,28280,11928,28290,12033
1165,29047,12027,29064,12032,29111,12030,29082,12017,29065,12010,29049,12017,29061,11928,29075,12034
1166,30014,12027,30025,12034,29965,12032,30012,12023,30033,12011,30010,12022,30018,11932,30037,12037
1167,30091,12028,30098,12035,30010,12031,30072,12020,30112,12012,30083,12024,30092,11932,30110,12038
1168,29370,12030,29378,12036,29329,12031,29365,12020,29390,12012,29368,12021,29375,11933,29392,12038
1169,28674,12027,28686,12033,28709,12029,28695,12018,28690,12012,28676,12018,28685,11929,28701,12035
1170,28120,12026,28138,12032,28225,12028,28167,12017,28135,12010,28128,12015,28138,11932,28152,12034
1171,28082,12029,28102,12034,28216,12030,28140,12018,28096,12014,28091,12018,28100,11927,28116,12035
1172,28450,12030,28466,12034,28564,12030,28499,12020,28464,12011,28459,12019,28466,11930,28481,12035
1173,29295,12029,29307,12034,29336,12031,29320,12019,29310,12012,29294,12019,29304,11929,29319,12036
1174,29979,12026,29990,12032,29942,12028,29979,12017,29999,12010,29975,12018,29985,11931,30000,12036
1175,30117,12026,30124,12032,30044,12029,30103,12017,30138,12010,30108,12019,30120,11931,30136,12035
1176,29969,12028,29977,12034,29887,12031,29949,12020,29989,12012,29960,12022,29972,11935,29988,12036
1177,29493,12028,29503,12035,29445,12032,29488,12021,29513,12013,29489,12022,29495,11932,29516,12036
1178,28773,12024,28785,12032,28792,12028,28789,12017,28790,12009,28773,12016,28781,11931,28801,12033
1179,28271,12028,28288,12033,28355,12028,28311,12019,28288,12013,28277,12016,28287,11932,28299,12036
1180,28034,12026,28050,12028,28156,12025,28086,12015,28047,12008,28042,12014,28050,11927,28065,12030
1181,28257,12028,28273,12031,28386,12026,28310,12017,28268,12008,28261,12014,28272,11927,28284,12033
1182,28996,12030,29010,12037,29068,12033,29033,12021,29012,12015,29000,12021,29011,11932,29024,12038
1183,29892,12031,29901,12040,29859,12035,29893,12021,29912,12015,29887,12022,29897,11935,29913,12039
1184,30155,12032,30162,12038,30076,12036,30139,12023,30178,12018,30146,12026,30156,11936,30175,12040
1185,29561,12030,29568,12037,29504,12035,29554,12021,29580,12015,29556,12024,29566,11936,29583,12038
1186,29091,12026,29100,12037,29082,12033,29099,12021,29109,12013,29088,12020,29095,11933,29114,12038
1187,28260,12023,28275,12028,28346,12025,28299,12011,28275,12007,28265,12014,28274,11926,28290,12031
1188,28073,12027,28088,12030,28203,12027,28125,12015,28081,12009,28078,12014,28086,11927,28099,12033
1189,28653,12026,28668,12031,28758,12028,28702,12014,28669,12010,28658,12015,28668,11926,28681,12031
1190,29373,12026,29386,12034,29409,12029,29398,12018,29389,12012,29373,12019,29385,11930,29398,12036
1191,30077,12030,30084,12035,30023,12032,30069,12021,30094,12012,30069,12022,30081,11935,30098,12039
1192,30167,12029,30175,12036,30090,12035,30153,12022,30188,12012,30160,12023,30171,11934,30188,12038
1193,29579,12028,29586,12035,29524,12031,29570,12018,29599,12010,29574,12020,29580,11935,29600,12038
1194,28732,12029,28746,12035,28760,12032,28750,12017,28746,12011,28732,12020,28743,11932,28758,12036
1195,28089,12027,28105,12034,28203,12028,28137,12017,28101,12009,28096,12016,28103,11929,28117,12033
1196,28139,12026,28155,12030,28271,12028,28195,12014,28151,12007,28145,12015,28153,11926,28168,12032
1197,28397,12026,28413,12031,28516,12026,28449,12014,28411,12008,28402,12014,28411,11926,28426,12031
1198,29053,12028,29067,12033,29119,12030,29087,12019,29066,12009,29053,12016,29065,11930,29078,12033
1199,29799,12029,29810,12036,29782,12028,29806,12018,29817,12012,29794,12018,29803,11931,29820,12036
1200,30173,12032,30181,12040,30095,12036,30159,12024,30192,12016,30162,12025,30173,11940,30193,12040
1201,29895,12029,29903,12037,29818,12034,29878,12020,29916,12014,29889,12024,29896,11933,29913,12038
1202,29148,12029,29157,12037,29127,12031,29151,12020,29168,12015,29145,12022,29154,11934,29170,12038
1203,28651,12032,28665,12034,28683,12032,28673,12019,28668,12012,28654,12021,28663,11932,28679,12035
1204,28103,12030,28120,12034,28212,12030,28153,12020,28118,12015,28111,12019,28119,11929,28131,12035
1205,28001,12029,28017,12035,28129,12028,28055,12018,28014,12012,28010,12016,28018,11930,28031,12036
1206,28375,12031,28390,12037,28497,12033,28428,12022,28387,12013,28382,12021,28390,11932,28401,12036
1207,29217,12030,29234,12035,29272,12032,29248,12019,29235,12013,29218,12019,29230,11932,29244,12036
1208,30046,12029,30053,12037,29996,12032,30041,12021,30064,12013,30038,12022,30048,11932,30065,12037
1209,30076,12031,30086,12037,29994,12031,30061,12020,30099,12012,30069,12022,30080,11935,30097,12036
1210,29525,12029,29532,12035,29473,12032,29518,12020,29543,12012,29519,12022,29526,11932,29548,12038
1211,28931,12029,28941,12036,28937,12031,28942,12023,28949,12015,28929,12022,28938,11935,28955,12038
1212,28360,12026,28375,12031,28428,12025,28392,12017,28375,12007,28361,12014,28373,11927,28387,12033
1213,28051,12030,28069,12037,28178,12031,28107,12021,28067,12015,28059,12018,28069,11932,28085,12036
1214,28121,12032,28138,12034,28258,12029,28179,12019,28135,12012,28130,12016,28139,11929,28152,12035
1215,28657,12028,28669,12031,28756,12029,28702,12017,28669,12012,28662,12015,28670,11928,28683,12030
1216,29321,12027,29335,12034,29365,12030,29349,12022,29339,12012,29321,12020,29335,11932,29348,12034
1217,30013,12031,30024,12036,29968,12031,30010,12020,30031,12014,30006,12022,30018,11935,30035,12037
1218,30116,12030,30124,12036,30037,12032,30100,12020,30138,12013,30108,12022,30116,11935,30135,12038
1219,28970,12030,28983,12038,28972,12031,28980,12023,28987,12015,28971,12024,28977,11934,28994,12038
1220,28290,12029,28304,12034,28365,12028,28328,12017,28306,12012,28293,12019,28303,11929,28317,12036
1221,28057,12027,28072,12031,28186,12026,28109,12015,28070,12008,28061,12016,28072,11926,28087,12032
1222,28324,12026,28338,12032,28450,12025,28379,12016,28335,12009,28330,12016,28340,11927,28354,12033
1223,28911,12025,28926,12033,28992,12026,28952,12014,28925,12007,28913,12016,28927,11928,28938,12030
1224,29707,12027,29720,12031,29702,12029,29719,12017,29725,12008,29706,12017,29716,11929,29732,12032
1225,30130,12028,30137,12033,30064,12032,30116,12020,30146,12011,30119,12022,30132,11932,30146,12036
1226,30106,12032,30113,12040,30019,12036,30087,12023,30123,12016,30097,12025,30108,11937,30124,12041
1227,29635,12031,29642,12039,29577,12035,29626,12024,29654,12016,29630,12025,29639,11935,29656,12043
1228,28928,12029,28940,12034,28935,12033,28941,12019,28947,12015,28928,12021,28937,11934,28952,12039
1229,28271,12026,28286,12033,28354,12028,28311,12018,28288,12011,28279,12017,28286,11930,28301,12036
1230,28025,12032,28041,12036,28142,12032,28074,12021,28040,12016,28031,12020,28039,11931,28053,12037
1231,28191,12027,28206,12031,28320,12028,28245,12015,28203,12009,28198,12016,28209,11928,28219,12033
1232,29021,12029,29035,12037,29093,12028,29057,12020,29036,12013,29024,12018,29033,11932,29047,12034
1233,29934,12031,29943,12036,29904,12031,29936,12021,29952,12014,29927,12022,29939,11933,29954,12038
1234,30156,12031,30164,12035,30076,12034,30138,12023,30176,12015,30148,12022,30157,11935,30173,12039
1235,30044,12030,30054,12036,29961,12033,30027,12021,30067,12014,30035,12024,30048,11934,30065,12038
1236,29425,12032,29433,12037,29386,12035,29421,12022,29444,12015,29421,12022,29430,11934,29449,12041
1237,28439,12025,28454,12032,28504,12030,28473,12016,28455,12009,28445,12017,28453,11929,28469,12033
1238,28086,12026,28102,12033,28201,12027,28136,12017,28100,12012,28092,12018,28103,11929,28115,12035
1239,28655,12024,28670,12029,28755,12024,28699,12015,28666,12008,28661,12015,28672,11924,28685,12031
1240,29683,12026,29692,12031,29680,12028,29690,12017,29698,12008,29678,12016,29689,11929,29706,12033
1241,30168,12029,30178,12034,30098,12029,30157,12022,30191,12012,30162,12020,30171,11932,30193,12036
1242,29945,12027,29956,12037,29867,12029,29929,12022,29966,12012,29939,12023,29946,11936,29967,12038
1243,29388,12032,29398,12039,29347,12034,29384,12020,29406,12013,29383,12023,29394,11935,29409,12039
1244,28510,12027,28522,12030,28559,12027,28537,12018,28524,12009,28513,12017,28519,11927,28538,12033
1245,28005,12027,28023,12031,28137,12026,28063,12017,28022,12010,28014,12017,28023,11926,28039,12032
1246,28381,12029,28398,12034,28499,12031,28433,12020,28395,12013,28390,12017,28397,11931,28410,12037
1247,28862,12028,28876,12031,28947,12029,28901,12017,28875,12009,28866,12016,28874,11928,28890,12034
1248,29821,12030,29827,12036,29795,12031,29822,12020,29836,12015,29812,12021,29824,11934,29839,12038
1249,30153,12029,30162,12037,30079,12033,30140,12020,30172,12014,30148,12022,30160,11932,30175,12037
1250,29872,12029,29881,12037,29795,12032,29857,12021,29890,12013,29865,12025,29874,11935,29894,12038
1251,29589,12031,29598,12040,29536,12035,29582,12024,29609,12018,29585,12026,29594,11937,29612,12042
1252,28749,12029,28762,12035,28774,12031,28768,12020,28767,12013,28750,12021,28758,11934,28778,12038
1253,28140,12028,28158,12032,28243,12029,28186,12017,28156,12012,28149,12017,28158,11929,28171,12034
1254,28074,12026,28087,12032,28206,12027,28129,12015,28087,12010,28078,12015,28088,11928,28102,12030
1255,28318,12026,28334,12032,28445,12026,28371,12017,28330,12010,28326,12014,28335,11927,28348,12031
1256,28968,12025,28984,12031,29045,12027,29006,12017,28984,12008,28973,12015,28981,11926,28996,12031
1257,29713,12030,29723,12036,29709,12031,29721,12020,29732,12012,29709,12019,29718,11930,29734,12035
