Index,AD1_TactileRaw(16bit),AD1_VGNDRaw(16bit),AD2_TactileRaw(16bit),AD2_VGNDRaw(16bit),AD3_TactileRaw(16bit),AD3_VGNDRaw(16bit),AD4_TactileRaw(16bit),AD4_VGNDRaw(16bit),AD5_TactileRaw(16bit),AD5_VGNDRaw(16bit),AD6_TactileRaw(16bit),AD6_VGNDRaw(16bit),AD7_TactileRaw(16bit),AD7_VGNDRaw(16bit),AD8_TactileRaw(16bit),AD8_VGNDRaw(16bit)
1200,30116,11865,30118,11870,29881,11868,30051,11856,30140,11845,30096,11856,30108,11770,30128,11872
1201,21096,11856,21097,11864,20892,11860,21040,11848,21119,11842,21081,11849,21088,11765,21104,11868
1202,14910,11859,14918,11863,14915,11860,14918,11849,14923,11841,14911,11850,14914,11764,14925,11865
1203,17516,11859,17540,11864,17744,11857,17598,11847,17527,11842,17536,11851,17540,11759,17549,11863
1204,25720,11856,25746,11860,26007,11856,25825,11845,25730,11839,25740,11849,25747,11760,25758,11862
1205,32767,11856,32767,11862,32767,11856,32767,11847,32767,11839,32767,11845,32767,11761,32767,11862
1206,32767,11859,32767,11866,32767,11859,32767,11852,32767,11843,32767,11851,32767,11766,32767,11868
1207,32767,11861,32767,11868,32767,11868,32767,11853,32767,11845,32767,11853,32767,11768,32767,11868
1208,32767,11862,32767,11871,32767,11868,32767,11853,32767,11847,32767,11855,32767,11771,32767,11871
1209,23851,11861,23851,11871,23623,11867,23785,11853,23871,11847,23832,11855,23839,11771,23859,11871
1210,16154,11866,16160,11869,16066,11868,16133,11856,16168,11846,16149,11858,16154,11772,16168,11874
1211,15630,11856,15648,11862,15806,11856,15696,11847,15642,11840,15643,11848,15647,11761,15655,11862
1212,22583,11856,22609,11860,22858,11854,22683,11844,22594,11840,22606,11846,22611,11758,22619,11859
1213,31762,11859,31789,11862,32043,11858,31866,11846,31775,11840,31782,11848,31792,11762,31804,11863
1214,32767,11856,32767,11860,32767,11857,32767,11845,32767,11838,32767,11846,32767,11760,32767,11862
1215,32767,11865,32767,11869,32767,11867,32767,11853,32767,11846,32767,11855,32767,11770,32767,11871
1216,32767,11862,32767,11868,32767,11866,32767,11853,32767,11846,32767,11854,32767,11768,32767,11871
1217,26961,11862,26957,11869,26721,11868,26894,11855,26982,11844,26941,11855,26949,11773,26966,11872
1218,18339,11860,18340,11867,18178,11865,18295,11854,18358,11845,18325,11855,18335,11768,18351,11869
1219,14659,11858,14673,11866,14753,11860,14697,11848,14670,11842,14669,11852,14672,11766,14683,11867
1220,19790,11855,19813,11860,20044,11855,19882,11844,19797,11838,19807,11843,19815,11759,19824,11859
1221,28552,11856,28577,11862,28840,11857,28655,11845,28560,11842,28570,11848,28580,11764,28590,11862
1222,32767,11855,32767,11861,32767,11854,32767,11847,32767,11841,32767,11846,32767,11761,32767,11862
1223,32767,11858,32767,11863,32767,11860,32767,11848,32767,11842,32767,11849,32767,11763,32767,11866
1224,32767,11859,32767,11867,32767,11862,32767,11850,32767,11844,32767,11852,32767,11767,32767,11868
1225,30689,11862,30688,11868,30452,11867,30624,11853,30713,11844,30671,11853,30678,11768,30699,11870
1226,21663,11863,21663,11868,21452,11865,21605,11855,21686,11845,21648,11855,21656,11769,21671,11871
1227,15110,11855,15117,11863,15088,11858,15109,11847,15122,11840,15108,11851,15115,11762,15125,11862
1228,16974,11858,16993,11861,17190,11856,17052,11844,16982,11839,16989,11846,16997,11761,17003,11862
1229,24973,11857,24996,11860,25257,11855,25072,11846,24979,11842,24991,11843,24997,11759,25009,11861
1230,32767,11855,32767,11861,32767,11856,32767,11844,32767,11839,32767,11845,32767,11760,32767,11861
1231,32767,11858,32767,11862,32767,11859,32767,11850,32767,11842,32767,11848,32767,11765,32767,11863
1232,32767,11862,32767,11868,32767,11865,32767,11853,32767,11846,32767,11852,32767,11766,32767,11868
1233,32767,11862,32767,11870,32767,11865,32767,11853,32767,11843,32767,11852,32767,11769,32767,11871
1234,24565,11863,24566,11868,24336,11867,24501,11853,24590,11844,24549,11854,24559,11770,24575,11871
1235,16619,11863,16623,11869,16510,11867,16590,11855,16636,11845,16613,11856,16616,11773,16630,11871
1236,15332,11856,15351,11861,15493,11858,15390,11844,15341,11842,15342,11847,15348,11761,15357,11862
1237,22024,11856,22048,11861,22296,11855,22122,11845,22034,11841,22045,11846,22051,11761,22060,11862
1238,31175,11854,31202,11860,31459,11854,31280,11844,31188,11838,31194,11844,31204,11759,31215,11859
1239,32767,11858,32767,11863,32767,11856,32767,11848,32767,11839,32767,11846,32767,11762,32767,11863
1240,32767,11862,32767,11868,32767,11864,32767,11851,32767,11847,32767,11852,32767,11770,32767,11869
1241,27851,11859,27849,11870,27610,11868,27783,11853,27874,11845,27830,11854,27838,11770,27859,11868
1242,19020,11864,19021,11873,18843,11867,18972,11856,19039,11848,19008,11857,19013,11771,19028,11872
1243,14639,11860,14654,11866,14717,11859,14672,11847,14651,11843,14649,11852,14653,11764,14661,11865
1244,19217,11862,19242,11866,19465,11861,19307,11850,19228,11845,19236,11852,19243,11767,19252,11865
1245,27686,11862,27712,11866,27971,11862,27790,11849,27695,11845,27706,11851,27714,11764,27723,11865
1246,32767,11859,32767,11862,32767,11858,32767,11847,32767,11842,32767,11849,32767,11762,32767,11865
1247,32767,11858,32767,11866,32767,11862,32767,11850,32767,11842,32767,11848,32767,11764,32767,11865
1248,32767,11861,32767,11869,32767,11868,32767,11855,32767,11845,32767,11855,32767,11770,32767,11871
1249,31244,11858,31243,11866,31009,11861,31181,11850,31268,11843,31228,11852,31235,11766,31254,11867
1250,22123,11860,22123,11868,21905,11865,22063,11852,22144,11845,22106,11854,22114,11770,22132,11870
1251,15265,11857,15272,11866,15235,11860,15263,11847,15281,11845,15264,11852,15271,11765,15281,11865
1252,24590,11855,24616,11860,24874,11856,24694,11844,24601,11836,24611,11846,24617,11761,24625,11862
1253,32767,11860,32767,11863,32767,11857,32767,11847,32767,11842,32767,11849,32767,11762,32767,11863
1254,32767,11858,32767,11863,32767,11859,32767,11849,32767,11843,32767,11847,32767,11765,32767,11863
1255,32767,11861,32767,11865,32767,11862,32767,11850,32767,11843,32767,11852,32767,11766,32767,11868
1256,32767,11859,32767,11869,32767,11867,32767,11855,32767,11845,32767,11855,32767,11770,32767,11871
1257,24792,11860,24791,11870,24559,11865,24726,11854,24813,11842,24773,11854,24782,11770,24800,11871
1258,16813,11862,16814,11871,16694,11868,16781,11855,16827,11848,16803,11855,16809,11770,16822,11870
1259,15213,11862,15230,11868,15365,11862,15271,11850,15225,11847,15224,11851,15230,11767,15238,11868
1260,21873,11856,21898,11857,22145,11852,21970,11841,21883,11836,21892,11843,21899,11758,21908,11859
1261,30925,11855,30952,11861,31210,11853,31029,11844,30937,11838,30947,11844,30955,11758,30967,11859
1262,32767,11858,32767,11862,32767,11859,32767,11847,32767,11838,32767,11848,32767,11761,32767,11862
1263,32767,11862,32767,11868,32767,11864,32767,11852,32767,11842,32767,11852,32767,11767,32767,11867
1264,32767,11861,32767,11868,32767,11863,32767,11852,32767,11845,32767,11852,32767,11768,32767,11871
1265,27806,11859,27803,11866,27565,11863,27736,11850,27827,11842,27782,11852,27795,11769,27813,11867
1266,14614,11856,14626,11865,14693,11859,14647,11847,14625,11842,14619,11848,14626,11763,14635,11865
1267,19226,11858,19245,11864,19476,11857,19314,11848,19235,11843,19244,11850,19252,11763,19259,11865
1268,27974,11858,28000,11862,28264,11857,28079,11847,27986,11840,27993,11848,28004,11761,28015,11863
1269,32767,11857,32767,11860,32767,11856,32767,11847,32767,11841,32767,11846,32767,11763,32767,11862
1270,32767,11862,32767,11867,32767,11865,32767,11852,32767,11845,32767,11850,32767,11767,32767,11867
1271,32767,11863,32767,11872,32767,11865,32767,11856,32767,11848,32767,11858,32767,11772,32767,11872
1272,31013,11862,31010,11871,30773,11868,30946,11856,31034,11847,30991,11857,31001,11770,31023,11872
1273,21798,11861,21797,11870,21583,11868,21737,11853,21816,11848,21779,11856,21788,11773,21804,11871
1274,15122,11860,15129,11866,15103,11864,15124,11851,15137,11844,15120,11852,15126,11767,15137,11866
1275,17025,11859,17048,11866,17243,11859,17102,11850,17035,11843,17042,11853,17050,11761,17057,11865
1276,24977,11855,25000,11862,25262,11856,25081,11844,24986,11840,24998,11849,25005,11758,25016,11862
1277,32767,11856,32767,11860,32767,11857,32767,11847,32767,11842,32767,11846,32767,11759,32767,11861
1278,32767,11859,32767,11863,32767,11859,32767,11849,32767,11840,32767,11846,32767,11762,32767,11864
1279,32767,11859,32767,11867,32767,11863,32767,11852,32767,11843,32767,11849,32767,11766,32767,11867
1280,32767,11862,32767,11868,32767,11866,32767,11854,32767,11842,32767,11855,32767,11770,32767,11871
1281,24763,11859,24763,11869,24531,11865,24697,11851,24786,11841,24746,11854,24752,11770,24772,11871
1282,16748,11865,16749,11869,16634,11868,16717,11856,16765,11845,16737,11856,16744,11772,16758,11870
1283,15247,11861,15263,11866,15405,11861,15304,11850,15253,11845,15257,11850,15261,11763,15272,11866
1284,21939,11856,21965,11860,22214,11855,22038,11844,21947,11840,21961,11846,21968,11760,21975,11861
1285,31139,11859,31164,11865,31422,11859,31241,11848,31149,11843,31156,11850,31168,11764,31180,11865
1286,32767,11862,32767,11867,32767,11862,32767,11850,32767,11843,32767,11850,32767,11767,32767,11868
1287,32767,11860,32767,11866,32767,11864,32767,11849,32767,11844,32767,11848,32767,11767,32767,11867
1288,32767,11864,32767,11869,32767,11868,32767,11857,32767,11845,32767,11856,32767,11773,32767,11871
1289,18883,11862,18883,11869,18709,11864,18835,11853,18903,11846,18869,11853,18877,11770,18890,11870
1290,14640,11859,14653,11866,14722,11863,14675,11850,14652,11845,14648,11853,14654,11767,14662,11868
1291,19339,11858,19361,11863,19589,11859,19429,11846,19347,11842,19355,11848,19364,11764,19374,11864
1292,28214,11859,28240,11863,28502,11859,28320,11848,28223,11842,28235,11849,28245,11764,28254,11866
1293,32767,11860,32767,11866,32767,11860,32767,11850,32767,11844,32767,11849,32767,11764,32767,11865
1294,32767,11860,32767,11865,32767,11859,32767,11850,32767,11842,32767,11850,32767,11766,32767,11865
1295,32767,11859,32767,11866,32767,11862,32767,11853,32767,11842,32767,11851,32767,11767,32767,11868
1296,30569,11865,30567,11875,30331,11870,30504,11859,30592,11849,30549,11860,30559,11774,30580,11874
1297,21415,11862,21416,11868,21209,11867,21358,11853,21437,11844,21401,11852,21408,11770,21424,11870
1298,15059,11861,15068,11867,15047,11865,15061,11850,15073,11845,15060,11855,15066,11770,15077,11869
1299,17301,11862,17324,11864,17525,11860,17385,11849,17313,11842,17320,11850,17325,11765,17333,11863
1300,32767,11860,32767,11864,32767,11859,32767,11849,32767,11841,32767,11850,32767,11763,32767,11864
1301,32767,11860,32767,11868,32767,11862,32767,11850,32767,11843,32767,11851,32767,11767,32767,11867
1302,32767,11859,32767,11868,32767,11862,32767,11851,32767,11842,32767,11850,32767,11766,32767,11868
1303,32767,11862,32767,11869,32767,11865,32767,11856,32767,11847,32767,11855,32767,11770,32767,11868
1304,24129,11865,24128,11872,23900,11868,24064,11856,24150,11845,24110,11856,24120,11771,24136,11872
1305,16256,11863,16257,11869,16162,11865,16231,11855,16271,11845,16248,11855,16253,11769,16266,11869
1306,15627,11858,15644,11863,15801,11858,15693,11847,15637,11841,15642,11849,15645,11765,15654,11864
1307,22665,11859,22689,11863,22939,11859,22765,11847,22674,11843,22685,11849,22693,11762,22700,11865
1308,31951,11857,31977,11863,32231,11858,32057,11845,31962,11842,31969,11849,31981,11760,31993,11863
1309,32767,11857,32767,11863,32767,11859,32767,11849,32767,11841,32767,11847,32767,11764,32767,11863
1310,32767,11860,32767,11867,32767,11865,32767,11853,32767,11842,32767,11850,32767,11765,32767,11869
1311,32767,11863,32767,11871,32767,11868,32767,11854,32767,11846,32767,11855,32767,11770,32767,11870
1312,26520,11859,26517,11869,26282,11867,26451,11854,26541,11846,26500,11854,26509,11770,26525,11871
1313,14737,11861,14751,11868,14856,11864,14783,11852,14747,11845,14747,11852,14754,11766,14761,11868
1314,20243,11858,20265,11860,20503,11856,20336,11847,20250,11842,20262,11847,20267,11761,20276,11865
1315,28973,11860,28999,11863,29261,11859,29078,11847,28986,11843,28993,11846,29003,11764,29014,11864
1316,32767,11857,32767,11861,32767,11859,32767,11847,32767,11838,32767,11847,32767,11761,32767,11863
1317,32767,11865,32767,11871,32767,11870,32767,11855,32767,11848,32767,11856,32767,11770,32767,11872
1318,29927,11861,29925,11872,29691,11868,29863,11855,29953,11845,29908,11856,29920,11770,29940,11871
1319,20745,11861,20745,11868,20546,11865,20690,11854,20767,11845,20731,11855,20740,11769,20757,11870
1320,14862,11862,14873,11866,14873,11862,14870,11852,14875,11846,14861,11855,14868,11769,14876,11869
1321,17689,11859,17707,11863,17915,11859,17767,11847,17694,11840,17703,11847,17709,11764,17718,11863
1322,26084,11856,26108,11864,26370,11856,26187,11847,26093,11842,26104,11848,26111,11761,26120,11862
1323,32767,11857,32767,11863,32767,11859,32767,11847,32767,11842,32767,11846,32767,11763,32767,11864
1324,32767,11861,32767,11866,32767,11861,32767,11850,32767,11844,32767,11850,32767,11767,32767,11868
1325,32767,11861,32767,11867,32767,11865,32767,11853,32767,11847,32767,11855,32767,11769,32767,11871
1326,23528,11859,23526,11868,23303,11865,23463,11852,23549,11845,23511,11855,23518,11769,23536,11871
1327,15856,11857,15872,11864,16037,11857,15921,11847,15863,11839,15868,11849,15874,11763,15881,11865
1328,23027,11856,23051,11861,23305,11855,23127,11846,23036,11842,23047,11846,23052,11759,23063,11861
1329,32192,11859,32219,11863,32471,11857,32294,11846,32203,11844,32209,11847,32219,11761,32233,11862
1330,32767,11855,32767,11862,32767,11858,32767,11847,32767,11840,32767,11846,32767,11761,32767,11861
1331,32767,11862,32767,11868,32767,11865,32767,11851,32767,11845,32767,11852,32767,11767,32767,11869
1332,32767,11862,32767,11868,32767,11865,32767,11853,32767,11842,32767,11854,32767,11769,32767,11869
1333,26752,11863,26752,11871,26514,11869,26685,11853,26773,11845,26731,11854,26741,11769,26759,11871
1334,18274,11866,18275,11871,18113,11869,18230,11856,18290,11848,18262,11859,18269,11774,18283,11872
1335,14712,11861,14724,11866,14816,11862,14754,11852,14721,11846,14719,11852,14726,11766,14734,11870
1336,19975,11856,20000,11861,20236,11856,20068,11847,19984,11841,19995,11847,20002,11760,20011,11862
1337,28886,11853,28911,11859,29173,11854,28991,11844,28896,11839,28906,11843,28915,11758,28924,11859
1338,32767,11855,32767,11863,32767,11855,32767,11846,32767,11840,32767,11845,32767,11758,32767,11862
1339,32767,11852,32767,11860,32767,11855,32767,11845,32767,11838,32767,11843,32767,11758,32767,11859
1340,32767,11860,32767,11867,32767,11868,32767,11853,32767,11842,32767,11852,32767,11769,32767,11868
1341,30318,11868,30318,11874,30081,11874,30252,11860,30343,11849,30298,11859,30308,11774,30328,11875
1342,21210,11866,21211,11871,21004,11868,21152,11856,21230,11848,21195,11858,21203,11773,21219,11870
1343,15005,11856,15014,11862,14998,11858,15008,11847,15020,11839,15005,11849,15010,11764,15022,11865
1344,17278,11856,17300,11859,17499,11856,17361,11844,17288,11839,17296,11846,17302,11760,17310,11861
1345,32767,11853,32767,11857,32767,11854,32767,11842,32767,11833,32767,11843,32767,11759,32767,11859
1346,32767,11858,32767,11864,32767,11861,32767,11849,32767,11843,32767,11849,32767,11765,32767,11867
1347,32767,11861,32767,11868,32767,11865,32767,11853,32767,11845,32767,11852,32767,11767,32767,11868
1348,32767,11858,32767,11869,32767,11865,32767,11855,32767,11842,32767,11855,32767,11768,32767,11868
1349,24552,11863,24550,11871,24320,11868,24488,11857,24575,11846,24534,11859,24542,11771,24560,11872
1350,16747,11862,16749,11871,16633,11867,16718,11853,16762,11846,16738,11855,16745,11768,16759,11871
1351,15294,11861,15312,11865,15452,11861,15354,11849,15303,11842,15308,11850,15314,11764,15321,11863
1352,21990,11855,22009,11860,22260,11853,22084,11843,21994,11840,22006,11846,22015,11758,22021,11861
1353,30841,11859,30864,11865,31121,11859,30943,11848,30850,11842,30858,11848,30867,11763,30879,11864
1354,32767,11861,32767,11864,32767,11861,32767,11851,32767,11841,32767,11847,32767,11764,32767,11865
1355,32767,11862,32767,11871,32767,11869,32767,11857,32767,11846,32767,11855,32767,11771,32767,11873
1356,28412,11861,28411,11867,28173,11867,28346,11853,28434,11845,28394,11854,28405,11767,28424,11871
1357,19499,11863,19499,11871,19314,11866,19447,11854,19517,11846,19483,11855,19492,11771,19508,11871
1358,14633,11858,14641,11864,14688,11860,14657,11849,14646,11845,14636,11849,14644,11765,14653,11865
1359,18704,11857,18726,11863,18945,11858,18793,11846,18713,11841,18719,11848,18729,11762,18736,11863
1360,27241,11858,27269,11865,27529,11858,27343,11848,27252,11841,27262,11848,27270,11761,27281,11864
1361,32767,11862,32767,11863,32767,11860,32767,11849,32767,11842,32767,11849,32767,11761,32767,11864
1362,32767,11859,32767,11866,32767,11862,32767,11849,32767,11842,32767,11849,32767,11765,32767,11866
1363,32767,11856,32767,11866,32767,11862,32767,11849,32767,11840,32767,11851,32767,11765,32767,11865
1364,32197,11864,32197,11871,31967,11868,32133,11856,32221,11847,32179,11855,32188,11771,32208,11872
1365,23156,11860,23153,11866,22930,11866,23092,11853,23175,11842,23137,11853,23146,11767,23161,11868
1366,15904,11859,15910,11865,15829,11859,15888,11850,15918,11841,15897,11851,15903,11764,15915,11865
1367,15834,11858,15852,11864,16017,11858,15900,11846,15843,11842,15849,11849,15853,11764,15859,11864
1368,32198,11858,32224,11862,32479,11857,32300,11844,32206,11842,32216,11847,32223,11761,32238,11861
1369,32767,11854,32767,11862,32767,11853,32767,11845,32767,11839,32767,11844,32767,11758,32767,11860
1370,32767,11859,32767,11863,32767,11862,32767,11850,32767,11842,32767,11849,32767,11764,32767,11868
1371,32767,11865,32767,11873,32767,11870,32767,11856,32767,11850,32767,11856,32767,11772,32767,11874
1372,26985,11864,26986,11871,26745,11867,26919,11856,27008,11847,26966,11858,26976,11773,26995,11871
1373,18396,11861,18396,11868,18232,11865,18352,11852,18413,11844,18383,11854,18389,11767,18402,11869
1374,14650,11859,14664,11863,14739,11859,14688,11847,14661,11842,14658,11849,14663,11764,14672,11864
1375,19548,11856,19570,11863,19798,11856,19634,11843,19553,11842,19564,11847,19570,11760,19579,11862
1376,28155,11856,28179,11859,28440,11854,28260,11844,28164,11839,28175,11846,28181,11758,28192,11860
1377,32767,11857,32767,11863,32767,11856,32767,11844,32767,11839,32767,11845,32767,11761,32767,11861
1378,32767,11859,32767,11864,32767,11860,32767,11848,32767,11841,32767,11849,32767,11763,32767,11864
1379,32767,11862,32767,11871,32767,11867,32767,11855,32767,11848,32767,11855,32767,11772,32767,11873
1380,21735,11862,21735,11871,21522,11870,21675,11856,21756,11848,21718,11857,21726,11772,21745,11872
1381,15182,11865,15190,11871,15155,11865,15179,11853,15198,11848,15182,11858,15188,11770,15199,11871
1382,16863,11856,16884,11864,17076,11859,16942,11847,16872,11843,16878,11849,16888,11762,16895,11862
1383,24822,11858,24843,11863,25104,11857,24924,11847,24832,11841,24841,11849,24849,11762,24858,11863
1384,32767,11853,32767,11855,32767,11853,32767,11843,32767,11837,32767,11843,32767,11758,32767,11857
1385,32767,11858,32767,11866,32767,11859,32767,11848,32767,11842,32767,11849,32767,11761,32767,11865
1386,32767,11864,32767,11868,32767,11866,32767,11853,32767,11845,32767,11853,32767,11770,32767,11870
1387,32767,11862,32767,11869,32767,11868,32767,11854,32767,11843,32767,11855,32767,11770,32767,11872
1388,25244,11862,25243,11868,25009,11865,25178,11850,25267,11843,25227,11852,25233,11769,25252,11868
1389,17148,11863,17151,11871,17017,11869,17111,11854,17165,11848,17137,11857,17143,11772,17154,11874
1390,15014,11859,15028,11865,15157,11860,15067,11850,15023,11843,15023,11852,15031,11763,15035,11866
1391,30352,11859,30379,11863,30639,11856,30457,11845,30363,11842,30372,11848,30383,11761,30393,11862
1392,32767,11859,32767,11867,32767,11862,32767,11850,32767,11845,32767,11849,32767,11764,32767,11866
1393,32767,11857,32767,11866,32767,11862,32767,11850,32767,11842,32767,11849,32767,11764,32767,11865
1394,32767,11862,32767,11868,32767,11868,32767,11854,32767,11846,32767,11853,32767,11770,32767,11871
1395,28590,11859,28586,11868,28350,11867,28522,11855,28612,11846,28569,11852,28576,11769,28599,11870
1396,19679,11860,19681,11869,19494,11865,19628,11854,19700,11845,19664,11852,19673,11770,19688,11870
1397,14665,11863,14677,11866,14714,11864,14689,11855,14678,11844,14671,11855,14675,11767,14683,11870
1398,18533,11856,18553,11860,18773,11853,18621,11843,18542,11839,18554,11846,18557,11758,18563,11859
1399,27051,11857,27075,11863,27338,11855,27153,11845,27061,11842,27071,11846,27082,11760,27088,11862
1400,32767,11854,32767,11861,32767,11856,32767,11844,32767,11837,32767,11845,32767,11760,32767,11861
1401,32767,11862,32767,11866,32767,11862,32767,11850,32767,11842,32767,11850,32767,11765,32767,11868
1402,32767,11861,32767,11870,32767,11867,32767,11855,32767,11847,32767,11852,32767,11770,32767,11871
1403,31918,11861,31917,11871,31686,11869,31855,11856,31943,11847,31898,11855,31909,11773,31930,11874
1404,22789,11856,22792,11866,22568,11862,22731,11849,22812,11840,22774,11851,22782,11764,22798,11867
1405,15668,11855,15676,11860,15610,11856,15658,11844,15683,11839,15665,11847,15672,11763,15685,11862
1406,16220,11859,16239,11864,16416,11858,16293,11849,16228,11844,16236,11850,16241,11763,16247,11865
1407,32767,11857,32767,11859,32767,11854,32767,11847,32767,11840,32767,11844,32767,11758,32767,11861
1408,32767,11857,32767,11863,32767,11857,32767,11847,32767,11842,32767,11846,32767,11764,32767,11863
1409,32767,11857,32767,11866,32767,11862,32767,11849,32767,11840,32767,11852,32767,11764,32767,11865
1410,32767,11861,32767,11871,32767,11868,32767,11853,32767,11846,32767,11855,32767,11769,32767,11871
1411,26054,11859,26052,11868,25815,11862,25988,11851,26074,11842,26032,11852,26044,11768,26061,11869
1412,17628,11863,17630,11868,17485,11865,17589,11851,17645,11843,17618,11852,17623,11767,17637,11868
1413,14861,11858,14875,11864,14989,11859,14910,11850,14872,11845,14870,11851,14878,11764,14885,11865
1414,20758,11856,20780,11863,21019,11858,20852,11846,20765,11842,20777,11851,20784,11762,20789,11864
1415,29696,11857,29720,11861,29983,11856,29800,11846,29706,11840,29715,11846,29724,11760,29737,11862
1416,32767,11856,32767,11860,32767,11855,32767,11843,32767,11842,32767,11846,32767,11760,32767,11861
1417,32767,11856,32767,11867,32767,11863,32767,11850,32767,11842,32767,11850,32767,11767,32767,11865
1418,28986,11857,28984,11866,28747,11865,28920,11850,29007,11841,28964,11852,28973,11769,28994,11870
1419,20099,11861,20097,11870,19901,11866,20044,11854,20117,11847,20083,11852,20088,11769,20105,11872
1420,14699,11860,14711,11863,14731,11859,14718,11850,14714,11843,14702,11849,14708,11765,14718,11867
1421,18095,11859,18115,11865,18328,11856,18179,11848,18103,11843,18113,11849,18120,11762,18127,11864
1422,26343,11858,26368,11860,26631,11857,26447,11846,26352,11840,26361,11846,26369,11760,26380,11864
1423,32767,11858,32767,11863,32767,11854,32767,11847,32767,11839,32767,11846,32767,11761,32767,11862
1424,32767,11859,32767,11864,32767,11860,32767,11852,32767,11843,32767,11849,32767,11764,32767,11865
1425,32767,11862,32767,11867,32767,11866,32767,11855,32767,11844,32767,11855,32767,11768,32767,11868
1426,32767,11861,32767,11866,32652,11865,32767,11854,32767,11845,32767,11851,32767,11768,32767,11868
1427,23649,11859,23651,11867,23422,11865,23585,11855,23672,11845,23633,11852,23641,11769,23662,11871
1428,16092,11862,16096,11869,16005,11864,16073,11853,16108,11845,16086,11855,16091,11767,16104,11870
1429,15777,11860,15794,11865,15955,11859,15843,11850,15785,11844,15789,11851,15795,11764,15803,11867
1430,23049,11859,23072,11863,23327,11860,23148,11849,23060,11842,23069,11851,23078,11764,23086,11865
1431,32767,11859,32767,11862,32767,11859,32767,11846,32767,11843,32767,11848,32767,11762,32767,11862
1432,32767,11862,32767,11866,32767,11864,32767,11851,32767,11843,32767,11852,32767,11767,32767,11867
1433,32767,11865,32767,11872,32767,11871,32767,11856,32767,11846,32767,11856,32767,11774,32767,11874
1434,26477,11863,26476,11868,26241,11866,26412,11854,26500,11844,26460,11855,26468,11770,26485,11872
1435,14772,11857,14787,11863,14890,11859,14820,11848,14783,11840,14781,11849,14788,11764,14796,11865
1436,20258,11855,20280,11860,20520,11856,20351,11843,20266,11839,20278,11847,20284,11760,20292,11860
1437,29155,11856,29178,11861,29438,11855,29257,11844,29163,11839,29171,11847,29179,11759,29192,11861
1438,32767,11856,32767,11861,32767,11859,32767,11847,32767,11840,32767,11846,32767,11761,32767,11862
1439,32767,11860,32767,11867,32767,11863,32767,11853,32767,11841,32767,11852,32767,11769,32767,11870
1440,29589,11859,29590,11868,29353,11866,29525,11854,29612,11843,29571,11854,29581,11769,29599,11870
1441,20641,11862,20640,11871,20439,11868,20584,11856,20660,11845,20627,11856,20634,11770,20650,11870
1442,14796,11859,14804,11863,14811,11861,14809,11851,14807,11842,14799,11851,14801,11766,14812,11868
1443,17851,11859,17872,11863,18082,11860,17937,11850,17859,11844,17869,11851,17876,11762,17881,11866
1444,26144,11858,26170,11865,26431,11859,26246,11848,26152,11842,26165,11849,26172,11763,26182,11865
1445,32767,11854,32767,11859,32767,11853,32767,11840,32767,11836,32767,11845,32767,11758,32767,11859
1446,32767,11860,32767,11864,32767,11862,32767,11850,32767,11845,32767,11853,32767,11767,32767,11865
1447,32767,11861,32767,11868,32767,11865,32767,11853,32767,11845,32767,11852,32767,11767,32767,11869
1448,32767,11861,32767,11868,32669,11865,32767,11853,32767,11846,32767,11853,32767,11770,32767,11871
1449,23699,11863,23696,11871,23470,11868,23634,11857,23717,11845,23679,11858,23688,11771,23703,11869
1450,16094,11857,16099,11864,16009,11859,16077,11847,16109,11840,16089,11850,16095,11764,16107,11864
1451,15771,11857,15789,11864,15952,11858,15838,11847,15780,11839,15786,11849,15790,11764,15799,11864
1452,23068,11859,23092,11863,23346,11858,23166,11847,23077,11842,23087,11850,23095,11764,23106,11864
1453,32159,11856,32185,11862,32440,11853,32263,11844,32171,11841,32177,11846,32187,11760,32199,11860
1454,32767,11852,32767,11860,32767,11853,32767,11843,32767,11837,32767,11843,32767,11758,32767,11860
1455,32767,11859,32767,11865,32767,11861,32767,11850,32767,11844,32767,11848,32767,11765,32767,11865
1456,32767,11861,32767,11867,32767,11864,32767,11853,32767,11842,32767,11852,32767,11768,32767,11869
1457,26978,11861,26977,11866,26740,11865,26912,11850,27001,11843,26956,11852,26967,11769,26986,11868
1458,14690,11857,14703,11863,14786,11859,14728,11847,14698,11842,14695,11851,14701,11764,14709,11862
1459,28764,11857,28788,11861,29051,11856,28867,11847,28773,11840,28780,11847,28793,11761,28803,11859
1460,32767,11860,32767,11865,32767,11860,32767,11847,32767,11842,32767,11848,32767,11763,32767,11865
1461,32767,11857,32767,11864,32767,11859,32767,11848,32767,11840,32767,11846,32767,11764,32767,11865
1462,32767,11856,32767,11862,32767,11858,32767,11847,32767,11839,32767,11846,32767,11764,32767,11865
1463,30429,11862,30427,11869,30192,11866,30361,11854,30452,11845,30408,11854,30421,11769,30438,11870
1464,21294,11861,21292,11869,21083,11865,21233,11853,21313,11844,21278,11855,21286,11771,21300,11868
1465,15015,11856,15023,11864,15002,11861,15017,11848,15026,11839,15011,11849,15020,11763,15027,11865
1466,17172,11862,17193,11866,17393,11862,17253,11851,17181,11844,17187,11850,17197,11764,17201,11865
1467,25441,11861,25466,11866,25727,11860,25544,11849,25451,11845,25460,11852,25469,11764,25481,11865
1468,32767,11859,32767,11864,32767,11857,32767,11848,32767,11842,32767,11850,32767,11763,32767,11862
