Index,AD1_TactileRaw(16bit),AD1_VGNDRaw(16bit),AD2_TactileRaw(16bit),AD2_VGNDRaw(16bit),AD3_TactileRaw(16bit),AD3_VGNDRaw(16bit),AD4_TactileRaw(16bit),AD4_VGNDRaw(16bit),AD5_TactileRaw(16bit),AD5_VGNDRaw(16bit),AD6_TactileRaw(16bit),AD6_VGNDRaw(16bit),AD7_TactileRaw(16bit),AD7_VGNDRaw(16bit),AD8_TactileRaw(16bit),AD8_VGNDRaw(16bit)
602,32767,11851,32767,11858,32767,11857,32767,11843,32767,11834,32767,11841,32767,11759,32767,11860
603,26572,11857,26572,11865,26336,11863,26506,11849,26595,11841,26553,11850,26562,11764,26582,11867
604,18520,11863,18522,11868,18356,11868,18475,11854,18539,11845,18509,11854,18517,11768,18529,11872
605,14634,11859,14649,11866,14713,11861,14668,11848,14646,11845,14639,11851,14648,11765,14657,11865
606,18935,11855,18955,11859,19183,11855,19023,11843,18944,11836,18952,11847,18958,11757,18965,11861
607,27152,11856,27179,11858,27442,11853,27258,11843,27165,11839,27175,11844,27181,11758,27192,11859
608,32767,11853,32767,11860,32767,11853,32767,11843,32767,11837,32767,11846,32767,11759,32767,11859
609,32767,11862,32767,11866,32767,11865,32767,11851,32767,11845,32767,11852,32767,11766,32767,11865
610,32767,11859,32767,11868,32767,11866,32767,11853,32767,11842,32767,11852,32767,11766,32767,11868
611,32767,11863,32767,11871,32767,11868,32767,11856,32767,11846,32767,11855,32767,11770,32767,11871
612,24524,11862,24525,11869,24294,11865,24459,11855,24548,11846,24508,11855,24515,11770,24533,11871
613,16907,11862,16911,11869,16786,11865,16876,11853,16925,11845,16897,11856,16904,11767,16917,11871
614,14979,11858,14997,11863,15115,11859,15030,11847,14989,11842,14989,11847,14998,11761,15004,11865
615,20573,11859,20599,11864,20835,11859,20667,11847,20581,11842,20595,11849,20601,11763,20610,11865
616,28900,11857,28929,11860,29192,11854,29005,11842,28912,11838,28923,11846,28930,11758,28942,11860
617,32767,11856,32767,11860,32767,11856,32767,11846,32767,11840,32767,11845,32767,11761,32767,11863
618,32767,11857,32767,11863,32767,11859,32767,11847,32767,11839,32767,11846,32767,11761,32767,11863
619,32767,11864,32767,11867,32767,11868,32767,11856,32767,11843,32767,11853,32767,11767,32767,11871
620,31897,11860,31895,11866,31662,11866,31831,11853,31921,11845,31878,11849,31885,11768,31907,11870
621,23070,11857,23069,11864,22845,11863,23006,11849,23091,11839,23051,11849,23061,11765,23077,11866
622,15695,11862,15716,11868,15873,11862,15762,11850,15707,11847,15710,11852,15716,11766,15722,11868
623,22291,11859,22315,11864,22565,11858,22391,11847,22299,11843,22309,11850,22316,11761,22327,11864
624,30862,11861,30888,11866,31146,11859,30967,11847,30872,11844,30881,11850,30890,11761,30901,11863
625,32767,11855,32767,11860,32767,11855,32767,11844,32767,11839,32767,11844,32767,11758,32767,11861
626,32767,11859,32767,11866,32767,11863,32767,11852,32767,11843,32767,11851,32767,11767,32767,11867
627,29795,11861,29795,11868,29559,11865,29729,11853,29820,11844,29775,11852,29787,11768,29806,11868
628,20939,11860,20939,11868,20734,11868,20882,11853,20957,11845,20925,11855,20931,11769,20949,11871
629,15074,11859,15083,11865,15061,11861,15077,11850,15088,11842,15073,11852,15080,11766,15092,11865
630,24414,11856,24437,11860,24697,11855,24514,11846,24419,11839,24432,11844,24441,11759,24449,11860
631,32767,11855,32767,11860,32767,11856,32767,11845,32767,11840,32767,11846,32767,11760,32767,11859
632,32767,11857,32767,11863,32767,11859,32767,11847,32767,11842,32767,11846,32767,11760,32767,11865
633,32767,11859,32767,11867,32767,11863,32767,11853,32767,11843,32767,11852,32767,11764,32767,11868
634,32767,11864,32767,11873,32767,11870,32767,11856,32767,11850,32767,11855,32767,11772,32767,11872
635,27488,11858,27487,11865,27252,11863,27422,11848,27511,11842,27470,11849,27481,11767,27497,11868
636,19183,11862,19181,11866,19004,11864,19131,11851,19201,11844,19167,11852,19176,11767,19192,11869
637,14610,11856,14623,11862,14673,11859,14640,11848,14623,11842,14617,11849,14623,11763,14634,11864
638,18516,11856,18536,11863,18754,11858,18602,11845,18522,11841,18532,11846,18536,11760,18547,11862
639,26667,11858,26692,11862,26954,11857,26771,11847,26676,11841,26687,11845,26693,11759,26704,11862
640,32767,11856,32767,11863,32767,11857,32767,11847,32767,11841,32767,11845,32767,11761,32767,11862
641,32767,11861,32767,11866,32767,11862,32767,11850,32767,11843,32767,11849,32767,11763,32767,11864
642,32767,11860,32767,11866,32767,11863,32767,11852,32767,11843,32767,11852,32767,11769,32767,11865
643,32767,11862,32767,11870,32767,11867,32767,11854,32767,11847,32767,11854,32767,11770,32767,11872
644,25548,11860,25546,11868,25312,11866,25479,11852,25570,11845,25528,11852,25536,11770,25556,11868
645,17590,11858,17593,11866,17450,11864,17552,11852,17607,11845,17579,11854,17587,11767,17600,11867
646,14732,11858,14748,11865,14848,11859,14777,11849,14742,11843,14740,11849,14748,11764,14755,11864
647,19990,11857,20012,11859,20246,11856,20083,11845,19997,11839,20009,11845,20016,11758,20023,11861
648,28447,11855,28475,11862,28737,11857,28552,11845,28460,11839,28470,11848,28477,11760,28490,11861
649,32767,11857,32767,11863,32767,11858,32767,11849,32767,11842,32767,11846,32767,11761,32767,11862
650,32767,11859,32767,11865,32767,11862,32767,11850,32767,11844,32767,11847,32767,11765,32767,11864
651,32767,11862,32767,11867,32767,11863,32767,11854,32767,11844,32767,11854,32767,11765,32767,11869
652,32069,11859,32069,11869,31836,11866,32005,11853,32096,11843,32048,11853,32060,11770,32080,11869
653,23286,11857,23285,11863,23061,11864,23222,11850,23305,11842,23268,11849,23275,11764,23292,11865
654,16136,11858,16142,11866,16051,11861,16112,11848,16151,11841,16129,11852,16138,11767,16150,11867
655,15584,11856,15601,11861,15751,11856,15647,11847,15593,11840,15596,11849,15601,11761,15608,11860
656,22240,11856,22266,11860,22517,11855,22340,11844,22251,11841,22262,11845,22266,11758,22276,11858
657,31119,11854,31144,11857,31401,11853,31221,11840,31126,11836,31135,11842,31146,11757,31159,11860
658,32767,11857,32767,11862,32767,11857,32767,11846,32767,11842,32767,11846,32767,11761,32767,11861
659,32767,11860,32767,11866,32767,11864,32767,11850,32767,11843,32767,11850,32767,11764,32767,11867
660,32767,11860,32767,11867,32767,11866,32767,11852,32767,11844,32767,11852,32767,11770,32767,11868
661,29590,11861,29589,11869,29353,11866,29526,11853,29613,11843,29571,11852,29581,11769,29602,11868
662,21018,11861,21018,11869,20810,11865,20959,11851,21038,11844,21001,11855,21011,11768,21024,11871
663,14991,11858,15001,11863,14984,11860,14997,11849,15005,11841,14990,11849,14997,11765,15008,11865
664,17107,11859,17127,11862,17322,11856,17185,11846,17116,11839,17123,11847,17128,11762,17138,11862
665,24792,11856,24816,11860,25075,11855,24893,11844,24802,11839,24811,11846,24818,11758,24830,11860
666,32767,11857,32767,11860,32767,11856,32767,11844,32767,11841,32767,11849,32767,11762,32767,11862
667,32767,11858,32767,11862,32767,11857,32767,11845,32767,11842,32767,11846,32767,11761,32767,11862
668,32767,11859,32767,11863,32767,11861,32767,11850,32767,11841,32767,11849,32767,11764,32767,11865
669,32767,11860,32767,11868,32767,11867,32767,11856,32767,11845,32767,11854,32767,11770,32767,11868
670,26935,11858,26935,11865,26694,11863,26868,11852,26957,11841,26914,11851,26926,11766,26943,11865
671,18605,11860,18606,11866,18440,11862,18556,11852,18624,11844,18592,11853,18599,11767,18614,11868
672,14613,11859,14626,11862,14696,11861,14646,11847,14624,11843,14618,11850,14626,11765,14634,11864
673,19139,11857,19158,11862,19385,11855,19228,11844,19146,11838,19155,11846,19162,11761,19168,11861
674,27636,11858,27660,11862,27923,11856,27741,11847,27646,11841,27656,11848,27662,11761,27674,11865
675,32767,11859,32767,11862,32767,11858,32767,11846,32767,11843,32767,11845,32767,11761,32767,11863
676,32767,11861,32767,11867,32767,11864,32767,11850,32767,11845,32767,11848,32767,11765,32767,11864
677,32767,11864,32767,11868,32767,11867,32767,11854,32767,11846,32767,11855,32767,11770,32767,11870
678,32767,11861,32767,11868,32767,11864,32767,11851,32767,11843,32767,11852,32767,11769,32767,11868
679,24301,11860,24299,11868,24072,11864,24236,11850,24322,11843,24284,11852,24291,11766,24310,11868
680,15221,11858,15237,11863,15375,11858,15278,11846,15228,11841,15232,11850,15237,11763,15245,11862
681,21487,11856,21508,11860,21757,11856,21582,11845,21494,11841,21505,11846,21510,11758,21521,11861
682,30216,11860,30244,11866,30507,11859,30322,11846,30227,11844,30237,11848,30246,11763,30257,11868
683,32767,11853,32767,11860,32767,11854,32767,11842,32767,11838,32767,11843,32767,11758,32767,11859
684,32767,11860,32767,11863,32767,11864,32767,11850,32767,11843,32767,11851,32767,11766,32767,11867
685,30445,11858,30447,11867,30210,11863,30379,11849,30470,11841,30426,11850,30436,11767,30457,11865
686,21639,11857,21639,11864,21427,11862,21580,11850,21661,11839,21628,11851,21632,11765,21647,11866
687,15257,11856,15265,11863,15225,11858,15252,11845,15271,11840,15253,11848,15261,11759,15272,11861
688,16502,11854,16523,11860,16707,11855,16577,11844,16510,11837,16520,11844,16523,11757,16532,11860
689,23950,11854,23973,11862,24227,11856,24049,11845,23959,11840,23970,11846,23978,11761,23986,11861
690,32767,11854,32767,11859,32767,11853,32767,11844,32767,11839,32767,11844,32767,11760,32767,11859
691,32767,11859,32767,11866,32767,11861,32767,11850,32767,11842,32767,11847,32767,11764,32767,11862
692,32767,11860,32767,11864,32767,11862,32767,11850,32767,11845,32767,11850,32767,11765,32767,11868
693,32767,11864,32767,11868,32767,11866,32767,11855,32767,11845,32767,11854,32767,11769,32767,11870
694,27478,11859,27474,11867,27235,11864,27408,11853,27498,11842,27456,11852,27466,11766,27484,11868
695,18939,11860,18941,11866,18766,11862,18891,11849,18958,11841,18926,11851,18935,11764,18946,11868
696,14625,11858,14636,11866,14691,11861,14653,11847,14635,11843,14628,11852,14636,11767,14642,11866
697,18755,11859,18777,11862,18999,11859,18844,11845,18764,11842,18775,11849,18779,11761,18787,11863
698,27136,11861,27159,11863,27422,11858,27238,11847,27144,11844,27154,11849,27159,11762,27172,11862
699,32767,11858,32767,11863,32767,11858,32767,11847,32767,11842,32767,11846,32767,11761,32767,11862
700,32767,11856,32767,11863,32767,11856,32767,11844,32767,11841,32767,11846,32767,11761,32767,11862
701,32767,11862,32767,11868,32767,11865,32767,11854,32767,11845,32767,11853,32767,11767,32767,11871
702,32767,11862,32767,11870,32721,11868,32767,11855,32767,11847,32767,11855,32767,11770,32767,11869
703,24087,11862,24086,11871,23856,11868,24022,11855,24108,11847,24067,11856,24078,11772,24095,11872
704,16468,11859,16471,11866,16363,11865,16442,11850,16484,11844,16460,11852,16467,11767,16478,11868
705,15331,11853,15348,11859,15492,11854,15386,11842,15341,11836,15342,11843,15347,11758,15356,11861
706,21782,11856,21806,11863,22052,11856,21878,11846,21791,11841,21799,11849,21809,11760,21817,11864
707,30558,11857,30584,11862,30843,11856,30661,11846,30568,11840,30576,11846,30585,11760,30594,11862
708,32767,11856,32767,11860,32767,11856,32767,11844,32767,11838,32767,11845,32767,11760,32767,11862
709,32767,11859,32767,11866,32767,11862,32767,11850,32767,11844,32767,11849,32767,11764,32767,11865
710,32767,11864,32767,11871,32767,11870,32767,11855,32767,11848,32767,11857,32767,11770,32767,11871
711,29601,11862,29599,11868,29362,11866,29534,11855,29624,11845,29580,11855,29589,11770,29611,11869
712,20721,11863,20722,11868,20520,11867,20666,11853,20742,11845,20706,11854,20715,11767,20731,11870
713,14942,11853,14950,11859,14942,11854,14947,11844,14955,11839,14940,11847,14947,11760,14957,11862
714,17256,11860,17277,11863,17476,11859,17334,11847,17264,11844,17270,11850,17278,11764,17286,11863
715,24894,11856,24919,11862,25176,11856,24996,11844,24905,11839,24913,11845,24920,11760,24930,11863
716,32767,11856,32767,11859,32767,11853,32767,11843,32767,11836,32767,11843,32767,11758,32767,11859
717,32767,11859,32767,11864,32767,11859,32767,11847,32767,11843,32767,11848,32767,11760,32767,11863
718,32767,11856,32767,11864,32767,11863,32767,11850,32767,11843,32767,11850,32767,11766,32767,11867
719,32767,11862,32767,11868,32767,11868,32767,11854,32767,11847,32767,11853,32767,11770,32767,11871
720,26250,11859,26249,11866,26013,11864,26182,11852,26274,11843,26232,11853,26242,11767,26259,11869
721,14659,11859,14673,11864,14764,11859,14698,11848,14668,11842,14669,11851,14672,11764,14682,11865
722,19734,11857,19758,11862,19993,11859,19827,11846,19744,11842,19751,11848,19760,11763,19769,11863
723,28375,11859,28396,11861,28661,11857,28476,11846,28384,11840,28391,11849,28400,11759,28410,11862
724,32767,11856,32767,11863,32767,11856,32767,11846,32767,11839,32767,11845,32767,11760,32767,11861
725,32767,11856,32767,11863,32767,11859,32767,11847,32767,11839,32767,11845,32767,11763,32767,11862
726,32767,11860,32767,11866,32767,11864,32767,11851,32767,11843,32767,11852,32767,11767,32767,11867
727,31575,11859,31575,11866,31341,11865,31510,11850,31597,11844,31556,11852,31568,11767,31585,11868
728,22535,11860,22536,11868,22320,11863,22475,11850,22557,11843,22517,11854,22528,11767,22546,11868
729,15666,11859,15671,11866,15604,11863,15653,11850,15682,11843,15659,11851,15668,11766,15679,11867
730,16097,11856,16115,11860,16287,11856,16165,11844,16104,11839,16110,11848,16117,11760,16123,11862
731,23314,11849,23339,11854,23593,11848,23417,11840,23323,11833,23333,11840,23342,11754,23349,11856
732,32767,11856,32767,11861,32767,11856,32767,11845,32767,11839,32767,11844,32767,11761,32767,11863
733,32767,11858,32767,11866,32767,11862,32767,11850,32767,11842,32767,11848,32767,11765,32767,11864
734,32767,11859,32767,11868,32767,11868,32767,11850,32767,11842,32767,11852,32767,11767,32767,11868
735,28008,11859,28005,11870,27770,11866,27940,11852,28028,11845,27987,11853,27995,11769,28014,11872
736,19536,11859,19536,11867,19349,11863,19485,11851,19554,11843,19523,11855,19532,11766,19545,11868
737,14680,11859,14692,11866,14724,11861,14702,11849,14692,11843,14683,11850,14690,11766,14698,11867
738,18178,11859,18199,11861,18413,11857,18265,11847,18185,11842,18195,11848,18201,11762,18210,11863
739,26422,11859,26447,11861,26709,11859,26527,11847,26432,11842,26442,11848,26451,11761,26461,11864
740,32767,11853,32767,11857,32767,11852,32767,11840,32767,11838,32767,11841,32767,11756,32767,11858
741,32767,11857,32767,11864,32767,11857,32767,11848,32767,11842,32767,11847,32767,11763,32767,11864
742,32767,11857,32767,11865,32767,11862,32767,11850,32767,11840,32767,11848,32767,11766,32767,11867
743,32767,11860,32767,11866,32767,11864,32767,11850,32767,11842,32767,11849,32767,11766,32767,11869
744,24824,11861,24821,11867,24592,11865,24758,11850,24846,11845,24806,11853,24814,11767,24832,11867
745,17081,11857,17083,11867,16954,11865,17048,11852,17099,11843,17069,11852,17077,11767,17092,11867
746,14988,11856,15003,11863,15127,11859,15039,11847,14995,11842,14998,11850,15005,11763,15011,11864
747,20986,11856,21010,11860,21251,11855,21082,11844,20998,11841,21007,11846,21013,11758,21020,11862
748,29700,11856,29725,11860,29988,11855,29803,11843,29709,11839,29720,11845,29725,11759,29737,11861
749,32767,11856,32767,11858,32767,11856,32767,11844,32767,11836,32767,11845,32767,11759,32767,11859
750,32767,11857,32767,11861,32767,11859,32767,11847,32767,11839,32767,11845,32767,11761,32767,11862
751,32767,11858,32767,11866,32767,11864,32767,11850,32767,11844,32767,11852,32767,11767,32767,11867
752,30484,11859,30482,11868,30245,11866,30418,11853,30508,11846,30464,11852,30472,11768,30494,11871
753,21707,11866,21704,11871,21491,11869,21644,11856,21723,11846,21686,11857,21696,11771,21711,11875
754,15239,11862,15246,11867,15208,11864,15234,11853,15255,11844,15235,11855,15243,11767,15253,11868
755,16638,11857,16658,11865,16846,11856,16717,11847,16646,11843,16653,11848,16662,11760,16666,11862
756,24227,11858,24250,11862,24507,11855,24326,11846,24234,11843,24246,11847,24252,11759,24262,11863
757,32767,11856,32767,11859,32767,11853,32767,11843,32767,11838,32767,11843,32767,11755,32767,11862
758,32767,11855,32767,11861,32767,11859,32767,11846,32767,11838,32767,11846,32767,11761,32767,11862
759,32767,11860,32767,11867,32767,11862,32767,11851,32767,11846,32767,11852,32767,11767,32767,11868
760,32767,11863,32767,11870,32767,11869,32767,11855,32767,11846,32767,11856,32767,11770,32767,11871
761,27044,11859,27043,11868,26802,11867,26976,11853,27069,11844,27024,11854,27034,11770,27051,11871
762,18676,11862,18677,11868,18507,11867,18631,11853,18697,11847,18663,11855,18672,11769,18687,11869
763,14602,11862,14613,11867,14679,11862,14631,11853,14611,11848,14605,11853,14611,11767,14620,11870
764,19115,11859,19137,11864,19360,11861,19203,11848,19123,11845,19134,11850,19138,11766,19147,11865
765,27482,11858,27507,11861,27768,11855,27586,11846,27491,11842,27501,11848,27509,11760,27521,11859
766,32767,11862,32767,11866,32767,11862,32767,11850,32767,11843,32767,11849,32767,11766,32767,11865
767,32767,11862,32767,11868,32767,11865,32767,11852,32767,11845,32767,11853,32767,11769,32767,11870
768,32767,11862,32767,11868,32767,11867,32767,11854,32767,11846,32767,11855,32767,11768,32767,11870
769,24247,11862,24247,11868,24013,11865,24182,11853,24269,11848,24229,11853,24237,11767,24257,11869
770,16586,11859,16588,11866,16480,11860,16557,11850,16602,11840,16578,11851,16584,11765,16597,11868
771,21559,11856,21583,11860,21827,11855,21657,11842,21569,11839,21579,11846,21586,11760,21596,11860
772,30279,11853,30303,11860,30565,11853,30381,11844,30289,11839,30296,11846,30304,11759,30318,11862
773,32767,11859,32767,11863,32767,11859,32767,11846,32767,11842,32767,11846,32767,11761,32767,11862
774,32767,11854,32767,11857,32767,11856,32767,11844,32767,11838,32767,11844,32767,11760,32767,11861
775,32767,11860,32767,11868,32767,11862,32767,11852,32767,11843,32767,11853,32767,11769,32767,11867
776,29967,11859,29966,11868,29730,11865,29900,11851,29992,11843,29949,11852,29955,11767,29979,11868
777,21204,11865,21203,11871,20997,11868,21144,11857,21224,11847,21186,11856,21197,11775,21212,11873
778,16883,11858,16902,11863,17097,11853,16960,11845,16892,11841,16899,11849,16906,11761,16911,11862
779,24463,11858,24487,11862,24745,11855,24562,11846,24471,11839,24479,11846,24489,11760,24500,11861
780,32767,11860,32767,11862,32767,11858,32767,11846,32767,11841,32767,11846,32767,11761,32767,11864
781,32767,11859,32767,11866,32767,11859,32767,11849,32767,11840,32767,11850,32767,11764,32767,11865
782,32767,11863,32767,11871,32767,11870,32767,11857,32767,11847,32767,11857,32767,11770,32767,11874
783,26963,11862,26961,11869,26726,11867,26895,11853,26984,11844,26942,11855,26950,11770,26971,11871
784,18647,11861,18647,11867,18477,11864,18598,11854,18666,11845,18633,11852,18639,11770,18653,11868
785,14597,11859,14610,11864,14676,11860,14629,11849,14608,11844,14602,11852,14609,11765,14618,11866
786,19200,11858,19219,11859,19446,11856,19289,11846,19207,11841,19217,11846,19223,11763,19231,11862
787,27472,11858,27496,11860,27761,11856,27575,11845,27482,11841,27490,11848,27501,11762,27509,11861
788,32767,11856,32767,11862,32767,11856,32767,11845,32767,11841,32767,11846,32767,11760,32767,11862
789,32767,11857,32767,11862,32767,11858,32767,11847,32767,11842,32767,11849,32767,11762,32767,11865
790,32767,11853,32767,11864,32767,11859,32767,11844,32767,11839,32767,11846,32767,11761,32767,11862
791,32767,11859,32767,11868,32767,11865,32767,11853,32767,11845,32767,11853,32767,11768,32767,11869
792,24364,11857,24361,11863,24133,11865,24302,11851,24384,11843,24344,11851,24353,11770,24372,11868
793,16663,11860,16667,11868,16554,11865,16632,11853,16677,11844,16653,11853,16659,11768,16675,11871
794,15247,11859,15264,11865,15405,11858,15304,11849,15258,11842,15260,11849,15266,11763,15274,11864
795,21560,11862,21583,11866,21828,11859,21658,11850,21570,11843,21579,11850,21585,11764,21593,11862
796,30447,11854,30470,11860,30732,11853,30549,11844,30456,11839,30466,11846,30473,11759,30487,11860
797,32767,11855,32767,11860,32767,11857,32767,11845,32767,11839,32767,11844,32767,11761,32767,11861
798,32767,11859,32767,11863,32767,11862,32767,11849,32767,11842,32767,11849,32767,11765,32767,11866
799,32767,11856,32767,11866,32767,11863,32767,11850,32767,11843,32767,11850,32767,11766,32767,11867
800,21106,11859,21108,11868,20901,11866,21050,11852,21129,11843,21093,11853,21099,11768,21114,11871
801,15000,11857,15012,11865,14993,11861,15005,11851,15015,11842,15002,11851,15007,11764,15015,11865
802,17027,11859,17047,11863,17241,11856,17103,11846,17035,11840,17043,11846,17050,11761,17055,11861
803,24955,11859,24979,11862,25238,11856,25056,11848,24965,11841,24977,11848,24982,11761,24989,11862
804,32767,11854,32767,11861,32767,11856,32767,11842,32767,11839,32767,11845,32767,11758,32767,11860
805,32767,11857,32767,11862,32767,11856,32767,11847,32767,11839,32767,11846,32767,11761,32767,11861
806,32767,11860,32767,11867,32767,11865,32767,11854,32767,11846,32767,11850,32767,11767,32767,11868
807,32767,11864,32767,11870,32767,11865,32767,11853,32767,11845,32767,11852,32767,11770,32767,11871
808,26073,11859,26070,11868,25837,11862,26006,11850,26095,11845,26054,11854,26061,11770,26080,11867
809,17820,11860,17821,11868,17671,11865,17779,11853,17836,11845,17806,11852,17813,11769,17828,11868
810,14726,11859,14741,11865,14835,11859,14769,11848,14736,11842,14733,11849,14740,11762,14749,11865
811,19715,11858,19738,11862,19966,11857,19809,11845,19726,11842,19733,11849,19741,11761,19749,11861
812,28431,11860,28459,11863,28723,11859,28537,11848,28443,11842,28452,11849,28463,11762,28473,11865
813,32767,11857,32767,11860,32767,11854,32767,11843,32767,11840,32767,11843,32767,11758,32767,11860
814,32767,11860,32767,11866,32767,11860,32767,11852,32767,11843,32767,11852,32767,11765,32767,11863
815,32767,11862,32767,11866,32767,11866,32767,11853,32767,11843,32767,11852,32767,11769,32767,11870
816,31724,11859,31721,11868,31487,11866,31657,11853,31748,11844,31704,11855,31715,11771,31737,11869
817,22882,11864,22880,11869,22658,11868,22817,11855,22902,11847,22864,11858,22872,11770,22890,11871
818,15863,11856,15869,11862,15789,11858,15846,11845,15878,11841,15857,11849,15863,11761,15874,11865
819,15772,11859,15789,11863,15951,11859,15836,11849,15780,11842,15783,11849,15789,11763,15796,11865
820,22540,11858,22565,11860,22819,11855,22641,11847,22549,11839,22561,11845,22567,11760,22574,11862
821,31590,11858,31615,11863,31869,11855,31691,11847,31599,11843,31607,11846,31617,11761,31629,11862
822,32767,11859,32767,11861,32767,11859,32767,11846,32767,11842,32767,11846,32767,11762,32767,11862
823,32767,11863,32767,11869,32767,11865,32767,11853,32767,11845,32767,11852,32767,11771,32767,11870
824,32767,11864,32767,11869,32767,11868,32767,11855,32767,11845,32767,11854,32767,11769,32767,11870
825,28954,11859,28955,11866,28715,11863,28886,11850,28980,11844,28934,11855,28944,11767,28964,11868
826,20231,11863,20227,11869,20031,11871,20174,11858,20248,11848,20214,11858,20221,11774,20239,11872
827,14773,11860,14783,11868,14798,11865,14790,11853,14786,11845,14775,11855,14781,11767,14794,11868
828,17615,11856,17635,11861,17843,11854,17698,11844,17622,11842,17632,11846,17636,11760,17644,11860
829,25509,11861,25533,11865,25797,11860,25615,11849,25520,11845,25531,11851,25537,11765,25545,11865
830,32767,11855,32767,11858,32767,11853,32767,11843,32767,11837,32767,11843,32767,11757,32767,11859
831,32767,11859,32767,11864,32767,11858,32767,11847,32767,11841,32767,11846,32767,11764,32767,11865
832,32767,11858,32767,11866,32767,11864,32767,11850,32767,11842,32767,11849,32767,11765,32767,11866
833,32767,11859,32767,11865,32767,11862,32767,11850,32767,11843,32767,11849,32767,11764,32767,11867
834,25624,11859,25624,11866,25388,11862,25558,11850,25647,11842,25606,11852,25615,11767,25633,11870
835,17650,11862,17652,11868,17507,11866,17613,11853,17670,11846,17640,11856,17646,11768,17661,11869
836,14806,11858,14823,11862,14932,11859,14857,11846,14819,11842,14817,11847,14822,11762,14832,11863
837,20501,11861,20525,11863,20763,11858,20595,11848,20509,11842,20521,11849,20529,11763,20534,11863
838,29109,11858,29132,11861,29397,11856,29213,11845,29119,11843,29128,11849,29137,11761,29149,11864
839,32767,11855,32767,11861,32767,11855,32767,11843,32767,11840,32767,11843,32767,11758,32767,11859
840,32767,11859,32767,11864,32767,11861,32767,11851,32767,11843,32767,11849,32767,11767,32767,11866
841,32767,11860,32767,11867,32767,11864,32767,11850,32767,11845,32767,11852,32767,11767,32767,11868
842,31041,11859,31035,11866,30801,11864,30974,11854,31062,11845,31018,11852,31027,11767,31048,11870
843,22088,11861,22089,11867,21874,11867,22028,11853,22109,11844,22073,11852,22081,11770,22097,11870
844,15397,11862,15404,11867,15355,11862,15389,11850,15411,11845,15393,11854,15401,11767,15410,11867
845,24198,11855,24223,11860,24482,11856,24299,11845,24208,11840,24217,11849,24227,11758,24236,11863
846,32767,11856,32767,11861,32767,11856,32767,11845,32767,11841,32767,11844,32767,11759,32767,11861
847,32767,11860,32767,11863,32767,11860,32767,11847,32767,11843,32767,11846,32767,11761,32767,11865
848,32767,11859,32767,11866,32767,11865,32767,11851,32767,11845,32767,11851,32767,11767,32767,11868
849,32767,11862,32767,11870,32767,11867,32767,11855,32767,11846,32767,11852,32767,11772,32767,11868
850,26477,11860,26474,11869,26238,11866,26409,11853,26497,11845,26456,11855,26463,11768,26484,11871
851,18157,11861,18159,11871,18000,11865,18114,11853,18176,11845,18145,11854,18151,11770,18166,11869
852,14652,11861,14667,11864,14751,11861,14691,11850,14661,11842,14658,11852,14663,11764,14674,11865
853,19631,11855,19654,11863,19885,11855,19721,11845,19640,11839,19649,11845,19658,11760,19666,11860
854,28182,11857,28205,11862,28465,11856,28282,11844,28189,11840,28199,11846,28205,11761,28216,11860
855,32767,11856,32767,11860,32767,11856,32767,11845,32767,11841,32767,11843,32767,11758,32767,11862
856,32767,11859,32767,11861,32767,11859,32767,11850,32767,11840,32767,11848,32767,11762,32767,11862
857,32767,11857,32767,11865,32767,11862,32767,11850,32767,11841,32767,11851,32767,11766,32767,11867
858,31667,11856,31667,11865,31432,11863,31603,11850,31691,11842,31650,11851,31659,11766,31678,11866
859,22709,11857,22708,11864,22485,11862,22647,11850,22728,11842,22691,11850,22699,11764,22717,11865
860,15669,11856,15677,11863,15607,11859,15657,11847,15685,11839,15664,11849,15672,11764,15684,11865
861,23556,11856,23579,11861,23834,11854,23655,11846,23562,11839,23575,11846,23582,11758,23591,11862
862,32439,11854,32463,11860,32717,11854,32542,11842,32449,11839,32458,11846,32468,11756,32477,11859
863,32767,11859,32767,11865,32767,11863,32767,11849,32767,11842,32767,11848,32767,11767,32767,11865
864,32767,11860,32767,11866,32767,11865,32767,11853,32767,11845,32767,11854,32767,11767,32767,11870
865,27577,11862,27574,11867,27339,11867,27509,11854,27601,11842,27559,11853,27568,11768,27586,11870
866,18934,11860,18934,11866,18760,11866,18885,11855,18952,11845,18920,11855,18929,11770,18942,11871
867,14631,11858,14641,11864,14707,11859,14664,11848,14642,11843,14637,11852,14642,11764,14651,11865
868,19116,11856,19137,11861,19365,11856,19205,11845,19126,11841,19135,11847,19142,11758,19149,11860
869,27578,11857,27599,11860,27867,11858,27682,11846,27588,11839,27596,11846,27607,11760,27616,11863
870,32767,11861,32767,11863,32767,11858,32767,11846,32767,11842,32767,11848,32767,11763,32767,11863
871,32767,11856,32767,11863,32767,11856,32767,11847,32767,11837,32767,11844,32767,11761,32767,11859
872,32767,11859,32767,11868,32767,11865,32767,11852,32767,11845,32767,11852,32767,11768,32767,11869
873,31886,11860,31885,11868,31653,11865,31821,11852,31910,11842,31864,11852,31876,11766,31897,11868
874,22793,11861,22794,11868,22572,11866,22731,11853,22816,11844,22778,11853,22785,11767,22803,11871
875,15749,11860,15755,11867,15684,11862,15735,11848,15765,11842,15743,11852,15749,11767,15762,11866
