Index,TemperatureRaw16,VGNDRaw16,TemperatureBaselineRaw16,TemperatureRaw16_Filtered,TemperatureNoiseRaw16,VGNDBaselineRaw16,VGNDRaw16_Filtered,VGNDNoiseRaw16
2439,31,0,32,54.048870,-0.911828,-1,-0.001595,1.139011
2440,34,0,32,57.048870,2.088172,-1,-0.001595,1.139011
2441,31,-1,32,54.048870,-0.911828,-1,-1.001595,0.139011
2442,26,-1,32,49.048870,-5.911828,-1,-1.001595,0.139011
2443,37,-1,32,60.048870,5.088172,-1,-1.001595,0.139011
2444,38,1,32,61.048870,6.088172,-1,0.998405,2.139011
2445,31,-3,32,54.048870,-0.911828,-1,-3.001595,-1.860989
2446,32,0,32,55.048870,0.088172,-1,-0.001595,1.139011
2447,39,0,32,62.048870,7.088172,-1,-0.001595,1.139011
2448,46,-2,32,69.048870,14.088172,-1,-2.001595,-0.860989
2449,35,-2,32,58.048870,3.088172,-1,-2.001595,-0.860989
2450,34,0,32,57.048870,2.088172,-1,-0.001595,1.139011
2451,29,-2,32,52.048870,-2.911828,-1,-2.001595,-0.860989
2452,41,1,32,64.048870,9.088172,-1,0.998405,2.139011
2453,24,0,32,47.048870,-7.911828,-1,-0.001595,1.139011
2454,26,-1,32,49.048870,-5.911828,-1,-1.001595,0.139011
2455,32,-2,32,55.048870,0.088172,-1,-2.001595,-0.860989
2456,37,-1,32,60.048870,5.088172,-1,-1.001595,0.139011
2457,24,0,32,47.048870,-7.911828,-1,-0.001595,1.139011
2458,38,-1,32,61.048870,6.088172,-1,-1.001595,0.139011
2459,34,0,32,57.048870,2.088172,-1,-0.001595,1.139011
2460,28,-2,32,51.048870,-3.911828,-1,-2.001595,-0.860989
2461,33,0,32,56.048870,1.088172,-1,-0.001595,1.139011
2462,35,-1,32,58.048870,3.088172,-1,-1.001595,0.139011
2463,23,-1,32,46.048870,-8.911828,-1,-1.001595,0.139011
2464,34,-2,32,57.048870,2.088172,-1,-2.001595,-0.860989
2465,25,1,32,48.048870,-6.911828,-1,0.998405,2.139011
2466,32,-2,32,55.048870,0.088172,-1,-2.001595,-0.860989
2467,27,-2,32,50.048870,-4.911828,-1,-2.001595,-0.860989
2468,25,-1,32,48.048870,-6.911828,-1,-1.001595,0.139011
2469,26,0,32,49.048870,-5.911828,-1,-0.001595,1.139011
2470,21,-3,32,44.048870,-10.911828,-1,-3.001595,-1.860989
2471,31,-3,32,54.048870,-0.911828,-1,-3.001595,-1.860989
2472,41,-2,32,64.048870,9.088172,-1,-2.001595,-0.860989
2473,33,-2,32,56.048870,1.088172,-1,-2.001595,-0.860989
2474,40,-1,32,63.048870,8.088172,-1,-1.001595,0.139011
2475,31,2,32,54.048870,-0.911828,-1,1.998405,3.139011
2476,29,-3,32,52.048870,-2.911828,-1,-3.001595,-1.860989
2477,31,-2,32,54.048870,-0.911828,-1,-2.001595,-0.860989
2478,33,-2,32,56.048870,1.088172,-1,-2.001595,-0.860989
2479,34,1,32,57.048870,2.088172,-1,0.998405,2.139011
2480,35,0,32,58.048870,3.088172,-1,-0.001595,1.139011
2481,32,-1,32,55.048870,0.088172,-1,-1.001595,0.139011
2482,31,1,32,54.048870,-0.911828,-1,0.998405,2.139011
2483,38,-1,32,61.048870,6.088172,-1,-1.001595,0.139011
2484,27,0,32,50.048870,-4.911828,-1,-0.001595,1.139011
2485,31,-1,32,54.048870,-0.911828,-1,-1.001595,0.139011
2486,30,-1,32,53.048870,-1.911828,-1,-1.001595,0.139011
2487,26,-1,32,49.048870,-5.911828,-1,-1.001595,0.139011
2488,35,-2,32,58.048870,3.088172,-1,-2.001595,-0.860989
2489,38,-1,32,61.048870,6.088172,-1,-1.001595,0.139011
2490,36,-2,31,60.048870,5.088172,-1,-2.001595,-0.860989
2491,31,0,31,55.048870,0.088172,-1,-0.001595,1.139011
2492,27,-2,31,51.048870,-3.911828,-1,-2.001595,-0.860989
2493,29,0,31,53.048870,-1.911828,-1,-0.001595,1.139011
2494,33,-2,31,57.048870,2.088172,-1,-2.001595,-0.860989
2495,32,-1,31,56.048870,1.088172,-1,-1.001595,0.139011
2496,40,0,31,64.048870,9.088172,-1,-0.001595,1.139011
2497,35,-2,31,59.048870,4.088172,-1,-2.001595,-0.860989
2498,34,1,31,58.048870,3.088172,-1,0.998405,2.139011
2499,24,0,31,48.048870,-6.911828,-1,-0.001595,1.139011
2500,33,-1,31,57.048870,2.088172,-1,-1.001595,0.139011
2501,36,1,31,60.048870,5.088172,-1,0.998405,2.139011
2502,31,-2,31,55.048870,0.088172,-1,-2.001595,-0.860989
2503,31,-2,31,55.048870,0.088172,-1,-2.001595,-0.860989
2504,24,-2,31,48.048870,-6.911828,-1,-2.001595,-0.860989
2505,26,2,31,50.048870,-4.911828,-1,1.998405,3.139011
2506,24,-2,31,48.048870,-6.911828,-1,-2.001595,-0.860989
2507,27,-1,31,51.048870,-3.911828,-1,-1.001595,0.139011
2508,37,1,31,61.048870,6.088172,-1,0.998405,2.139011
2509,25,0,31,49.048870,-5.911828,-1,-0.001595,1.139011
2510,31,0,31,55.048870,0.088172,-1,-0.001595,1.139011
2511,39,-2,31,63.048870,8.088172,-1,-2.001595,-0.860989
2512,26,-1,31,50.048870,-4.911828,-1,-1.001595,0.139011
2513,30,-2,31,54.048870,-0.911828,-1,-2.001595,-0.860989
2514,38,-2,31,62.048870,7.088172,-1,-2.001595,-0.860989
2515,23,-2,31,47.048870,-7.911828,-1,-2.001595,-0.860989
2516,26,-2,31,50.048870,-4.911828,-1,-2.001595,-0.860989
2517,35,-2,31,59.048870,4.088172,-1,-2.001595,-0.860989
2518,25,-2,31,49.048870,-5.911828,-1,-2.001595,-0.860989
2519,29,0,31,53.048870,-1.911828,-1,-0.001595,1.139011
2520,27,-1,31,51.048870,-3.911828,-1,-1.001595,0.139011
2521,38,-1,31,62.048870,7.088172,-1,-1.001595,0.139011
2522,28,-2,31,52.048870,-2.911828,-1,-2.001595,-0.860989
2523,31,-1,31,55.048870,0.088172,-1,-1.001595,0.139011
2524,33,-1,31,57.048870,2.088172,-1,-1.001595,0.139011
2525,33,-2,31,57.048870,2.088172,-1,-2.001595,-0.860989
2526,17,-2,31,41.048870,-13.911828,-1,-2.001595,-0.860989
2527,26,-2,31,50.048870,-4.911828,-1,-2.001595,-0.860989
2528,29,0,31,53.048870,-1.911828,-1,-0.001595,1.139011
2529,34,-1,31,58.048870,3.088172,-1,-1.001595,0.139011
2530,36,-2,31,60.048870,5.088172,-1,-2.001595,-0.860989
2531,31,-1,31,55.048870,0.088172,-1,-1.001595,0.139011
2532,29,-1,31,53.048870,-1.911828,-1,-1.001595,0.139011
2533,21,-2,31,45.048870,-9.911828,-1,-2.001595,-0.860989
2534,27,-1,31,51.048870,-3.911828,-1,-1.001595,0.139011
2535,32,1,31,56.048870,1.088172,-1,0.998405,2.139011
2536,21,0,31,45.048870,-9.911828,-1,-0.001595,1.139011
2537,24,-2,31,48.048870,-6.911828,-1,-2.001595,-0.860989
2538,29,-1,31,53.048870,-1.911828,-1,-1.001595,0.139011
2539,17,-1,31,41.048870,-13.911828,-1,-1.001595,0.139011
2540,30,-1,31,54.048870,-0.911828,-1,-1.001595,0.139011
2541,24,-2,31,48.048870,-6.911828,-1,-2.001595,-0.860989
2542,20,-2,31,44.048870,-10.911828,-1,-2.001595,-0.860989
2543,29,-2,31,53.048870,-1.911828,-1,-2.001595,-0.860989
2544,25,-1,31,49.048870,-5.911828,-1,-1.001595,0.139011
2545,25,0,31,49.048870,-5.911828,-1,-0.001595,1.139011
2546,22,-2,31,46.048870,-8.911828,-1,-2.001595,-0.860989
2547,24,-1,31,48.048870,-6.911828,-1,-1.001595,0.139011
2548,17,-2,31,41.048870,-13.911828,-1,-2.001595,-0.860989
2549,21,-2,31,45.048870,-9.911828,-1,-2.001595,-0.860989
2550,32,0,31,56.048870,1.088172,-1,-0.001595,1.139011
2551,23,-1,31,47.048870,-7.911828,-1,-1.001595,0.139011
2552,25,-1,31,49.048870,-5.911828,-1,-1.001595,0.139011
2553,35,-2,31,59.048870,4.088172,-1,-2.001595,-0.860989
2554,29,1,31,53.048870,-1.911828,-1,0.998405,2.139011
2555,35,-1,31,59.048870,4.088172,-1,-1.001595,0.139011
2556,26,-2,31,50.048870,-4.911828,-1,-2.001595,-0.860989
2557,26,-1,31,50.048870,-4.911828,-1,-1.001595,0.139011
2558,34,-1,31,58.048870,3.088172,-1,-1.001595,0.139011
2559,27,-2,31,51.048870,-3.911828,-1,-2.001595,-0.860989
2560,23,1,31,47.048870,-7.911828,-1,0.998405,2.139011
2561,29,-1,31,53.048870,-1.911828,-1,-1.001595,0.139011
2562,36,-2,31,60.048870,5.088172,-1,-2.001595,-0.860989
2563,38,-2,31,62.048870,7.088172,-1,-2.001595,-0.860989
2564,29,0,31,53.048870,-1.911828,-1,-0.001595,1.139011
2565,36,-2,31,60.048870,5.088172,-1,-2.001595,-0.860989
2566,32,-2,31,56.048870,1.088172,-1,-2.001595,-0.860989
2567,26,-1,31,50.048870,-4.911828,-1,-1.001595,0.139011
2568,29,-1,31,53.048870,-1.911828,-1,-1.001595,0.139011
2569,25,-2,31,49.048870,-5.911828,-1,-2.001595,-0.860989
2570,35,-2,31,59.048870,4.088172,-1,-2.001595,-0.860989
2571,30,1,31,54.048870,-0.911828,-1,0.998405,2.139011
2572,26,-3,31,50.048870,-4.911828,-1,-3.001595,-1.860989
2573,35,-1,31,59.048870,4.088172,-1,-1.001595,0.139011
2574,25,-2,31,49.048870,-5.911828,-1,-2.001595,-0.860989
2575,23,-1,31,47.048870,-7.911828,-1,-1.001595,0.139011
2576,26,1,30,51.048870,-3.911828,-1,0.998405,2.139011
2577,33,1,31,57.048870,2.088172,-1,0.998405,2.139011
2578,24,0,31,48.048870,-6.911828,-1,-0.001595,1.139011
2579,29,-1,30,54.048870,-0.911828,-1,-1.001595,0.139011
2580,32,1,30,57.048870,2.088172,-1,0.998405,2.139011
2581,23,-2,30,48.048870,-6.911828,-1,-2.001595,-0.860989
2582,29,-1,30,54.048870,-0.911828,-1,-1.001595,0.139011
2583,27,-3,30,52.048870,-2.911828,-1,-3.001595,-1.860989
2584,27,1,30,52.048870,-2.911828,-1,0.998405,2.139011
2585,35,0,30,60.048870,5.088172,-1,-0.001595,1.139011
2586,31,0,30,56.048870,1.088172,-1,-0.001595,1.139011
2587,21,-1,30,46.048870,-8.911828,-1,-1.001595,0.139011
2588,31,0,30,56.048870,1.088172,-1,-0.001595,1.139011
2589,27,-1,30,52.048870,-2.911828,-1,-1.001595,0.139011
2590,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2591,24,1,30,49.048870,-5.911828,-1,0.998405,2.139011
2592,22,-2,30,47.048870,-7.911828,-1,-2.001595,-0.860989
2593,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2594,28,1,30,53.048870,-1.911828,-1,0.998405,2.139011
2595,19,0,30,44.048870,-10.911828,-1,-0.001595,1.139011
2596,32,0,30,57.048870,2.088172,-1,-0.001595,1.139011
2597,28,-2,30,53.048870,-1.911828,-1,-2.001595,-0.860989
2598,21,-2,30,46.048870,-8.911828,-1,-2.001595,-0.860989
2599,24,-2,30,49.048870,-5.911828,-1,-2.001595,-0.860989
2600,35,-2,30,60.048870,5.088172,-1,-2.001595,-0.860989
2601,26,-1,30,51.048870,-3.911828,-1,-1.001595,0.139011
2602,31,0,30,56.048870,1.088172,-1,-0.001595,1.139011
2603,32,1,30,57.048870,2.088172,-1,0.998405,2.139011
2604,30,-3,30,55.048870,0.088172,-1,-3.001595,-1.860989
2605,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2606,21,-2,30,46.048870,-8.911828,-1,-2.001595,-0.860989
2607,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2608,26,-1,30,51.048870,-3.911828,-1,-1.001595,0.139011
2609,24,-2,30,49.048870,-5.911828,-1,-2.001595,-0.860989
2610,35,-2,30,60.048870,5.088172,-1,-2.001595,-0.860989
2611,28,-3,30,53.048870,-1.911828,-1,-3.001595,-1.860989
2612,26,1,30,51.048870,-3.911828,-1,0.998405,2.139011
2613,21,0,30,46.048870,-8.911828,-1,-0.001595,1.139011
2614,34,-2,30,59.048870,4.088172,-1,-2.001595,-0.860989
2615,25,1,30,50.048870,-4.911828,-1,0.998405,2.139011
2616,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2617,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2618,17,-2,30,42.048870,-12.911828,-1,-2.001595,-0.860989
2619,34,-1,30,59.048870,4.088172,-1,-1.001595,0.139011
2620,25,-2,30,50.048870,-4.911828,-1,-2.001595,-0.860989
2621,24,-2,30,49.048870,-5.911828,-1,-2.001595,-0.860989
2622,24,-1,30,49.048870,-5.911828,-1,-1.001595,0.139011
2623,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2624,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2625,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2626,26,-2,30,51.048870,-3.911828,-1,-2.001595,-0.860989
2627,34,-2,30,59.048870,4.088172,-1,-2.001595,-0.860989
2628,34,1,30,59.048870,4.088172,-1,0.998405,2.139011
2629,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2630,25,-3,30,50.048870,-4.911828,-1,-3.001595,-1.860989
2631,38,-3,30,63.048870,8.088172,-1,-3.001595,-1.860989
2632,34,0,30,59.048870,4.088172,-1,-0.001595,1.139011
2633,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2634,38,1,30,63.048870,8.088172,-1,0.998405,2.139011
2635,32,1,30,57.048870,2.088172,-1,0.998405,2.139011
2636,22,0,30,47.048870,-7.911828,-1,-0.001595,1.139011
2637,28,0,30,53.048870,-1.911828,-1,-0.001595,1.139011
2638,29,-3,30,54.048870,-0.911828,-1,-3.001595,-1.860989
2639,39,1,30,64.048870,9.088172,-1,0.998405,2.139011
2640,38,-2,30,63.048870,8.088172,-1,-2.001595,-0.860989
2641,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2642,35,0,30,60.048870,5.088172,-1,-0.001595,1.139011
2643,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2644,29,0,30,54.048870,-0.911828,-1,-0.001595,1.139011
2645,33,0,30,58.048870,3.088172,-1,-0.001595,1.139011
2646,27,-1,30,52.048870,-2.911828,-1,-1.001595,0.139011
2647,26,-2,30,51.048870,-3.911828,-1,-2.001595,-0.860989
2648,35,-2,30,60.048870,5.088172,-1,-2.001595,-0.860989
2649,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2650,28,-1,30,53.048870,-1.911828,-1,-1.001595,0.139011
2651,27,-1,30,52.048870,-2.911828,-1,-1.001595,0.139011
2652,39,0,30,64.048870,9.088172,-1,-0.001595,1.139011
2653,28,-1,30,53.048870,-1.911828,-1,-1.001595,0.139011
2654,34,0,30,59.048870,4.088172,-1,-0.001595,1.139011
2655,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2656,29,-1,30,54.048870,-0.911828,-1,-1.001595,0.139011
2657,29,0,30,54.048870,-0.911828,-1,-0.001595,1.139011
2658,27,-1,30,52.048870,-2.911828,-1,-1.001595,0.139011
2659,23,-1,30,48.048870,-6.911828,-1,-1.001595,0.139011
2660,31,-1,30,56.048870,1.088172,-1,-1.001595,0.139011
2661,27,-1,30,52.048870,-2.911828,-1,-1.001595,0.139011
2662,34,-4,30,59.048870,4.088172,-1,-4.001595,-2.860989
2663,18,0,30,43.048870,-11.911828,-1,-0.001595,1.139011
2664,38,-1,30,63.048870,8.088172,-1,-1.001595,0.139011
2665,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2666,26,-1,30,51.048870,-3.911828,-1,-1.001595,0.139011
2667,21,-2,30,46.048870,-8.911828,-1,-2.001595,-0.860989
2668,41,-4,30,66.048870,11.088172,-1,-4.001595,-2.860989
2669,24,-1,30,49.048870,-5.911828,-1,-1.001595,0.139011
2670,26,2,30,51.048870,-3.911828,-1,1.998405,3.139011
2671,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2672,29,-3,30,54.048870,-0.911828,-1,-3.001595,-1.860989
2673,44,0,30,69.048870,14.088172,-1,-0.001595,1.139011
2674,24,-1,30,49.048870,-5.911828,-1,-1.001595,0.139011
2675,25,-2,30,50.048870,-4.911828,-1,-2.001595,-0.860989
2676,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2677,29,0,30,54.048870,-0.911828,-1,-0.001595,1.139011
2678,29,-1,30,54.048870,-0.911828,-1,-1.001595,0.139011
2679,33,-1,30,58.048870,3.088172,-1,-1.001595,0.139011
2680,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2681,23,-2,30,48.048870,-6.911828,-1,-2.001595,-0.860989
2682,29,1,30,54.048870,-0.911828,-1,0.998405,2.139011
2683,38,-2,30,63.048870,8.088172,-1,-2.001595,-0.860989
2684,32,0,30,57.048870,2.088172,-1,-0.001595,1.139011
2685,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2686,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2687,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2688,32,-1,30,57.048870,2.088172,-1,-1.001595,0.139011
2689,34,0,30,59.048870,4.088172,-1,-0.001595,1.139011
2690,30,1,30,55.048870,0.088172,-1,0.998405,2.139011
2691,33,-3,30,58.048870,3.088172,-1,-3.001595,-1.860989
2692,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2693,35,-3,30,60.048870,5.088172,-1,-3.001595,-1.860989
2694,43,-3,30,68.048870,13.088172,-1,-3.001595,-1.860989
2695,29,0,30,54.048870,-0.911828,-1,-0.001595,1.139011
2696,32,-1,30,57.048870,2.088172,-1,-1.001595,0.139011
2697,33,-2,30,58.048870,3.088172,-1,-2.001595,-0.860989
2698,32,-1,30,57.048870,2.088172,-1,-1.001595,0.139011
2699,28,-2,30,53.048870,-1.911828,-1,-2.001595,-0.860989
2700,39,-1,30,64.048870,9.088172,-1,-1.001595,0.139011
2701,36,1,30,61.048870,6.088172,-1,0.998405,2.139011
2702,33,-2,30,58.048870,3.088172,-1,-2.001595,-0.860989
2703,32,-1,30,57.048870,2.088172,-1,-1.001595,0.139011
2704,31,0,30,56.048870,1.088172,-1,-0.001595,1.139011
2705,28,0,30,53.048870,-1.911828,-1,-0.001595,1.139011
2706,33,-4,30,58.048870,3.088172,-1,-4.001595,-2.860989
2707,31,-1,30,56.048870,1.088172,-1,-1.001595,0.139011
2708,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2709,31,1,30,56.048870,1.088172,-1,0.998405,2.139011
2710,33,-2,30,58.048870,3.088172,-1,-2.001595,-0.860989
2711,26,1,30,51.048870,-3.911828,-1,0.998405,2.139011
2712,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2713,23,-4,30,48.048870,-6.911828,-1,-4.001595,-2.860989
2714,25,-1,30,50.048870,-4.911828,-1,-1.001595,0.139011
2715,34,0,30,59.048870,4.088172,-1,-0.001595,1.139011
2716,38,-1,30,63.048870,8.088172,-1,-1.001595,0.139011
2717,21,-3,30,46.048870,-8.911828,-1,-3.001595,-1.860989
2718,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2719,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2720,28,-1,30,53.048870,-1.911828,-1,-1.001595,0.139011
2721,24,-2,30,49.048870,-5.911828,-1,-2.001595,-0.860989
2722,27,-2,30,52.048870,-2.911828,-1,-2.001595,-0.860989
2723,33,0,30,58.048870,3.088172,-1,-0.001595,1.139011
2724,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2725,31,-3,30,56.048870,1.088172,-1,-3.001595,-1.860989
2726,33,-1,30,58.048870,3.088172,-1,-1.001595,0.139011
2727,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2728,21,-2,30,46.048870,-8.911828,-1,-2.001595,-0.860989
2729,34,-1,30,59.048870,4.088172,-1,-1.001595,0.139011
2730,24,-3,30,49.048870,-5.911828,-1,-3.001595,-1.860989
2731,28,-2,30,53.048870,-1.911828,-1,-2.001595,-0.860989
2732,25,-2,30,50.048870,-4.911828,-1,-2.001595,-0.860989
2733,34,1,30,59.048870,4.088172,-1,0.998405,2.139011
2734,26,-3,30,51.048870,-3.911828,-1,-3.001595,-1.860989
2735,38,0,30,63.048870,8.088172,-1,-0.001595,1.139011
2736,25,-2,30,50.048870,-4.911828,-1,-2.001595,-0.860989
2737,35,1,30,60.048870,5.088172,-1,0.998405,2.139011
2738,37,-1,30,62.048870,7.088172,-1,-1.001595,0.139011
2739,24,-1,30,49.048870,-5.911828,-1,-1.001595,0.139011
2740,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2741,41,-2,30,66.048870,11.088172,-1,-2.001595,-0.860989
2742,29,0,30,54.048870,-0.911828,-1,-0.001595,1.139011
2743,26,0,30,51.048870,-3.911828,-1,-0.001595,1.139011
2744,34,1,30,59.048870,4.088172,-1,0.998405,2.139011
2745,36,0,30,61.048870,6.088172,-1,-0.001595,1.139011
2746,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2747,35,-2,30,60.048870,5.088172,-1,-2.001595,-0.860989
2748,31,-2,30,56.048870,1.088172,-1,-2.001595,-0.860989
2749,36,-1,30,61.048870,6.088172,-1,-1.001595,0.139011
2750,35,-1,30,60.048870,5.088172,-1,-1.001595,0.139011
2751,33,-2,30,58.048870,3.088172,-1,-2.001595,-0.860989
2752,19,-1,30,44.048870,-10.911828,-1,-1.001595,0.139011
2753,33,-1,30,58.048870,3.088172,-1,-1.001595,0.139011
2754,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2755,28,-1,30,53.048870,-1.911828,-1,-1.001595,0.139011
2756,29,-3,30,54.048870,-0.911828,-1,-3.001595,-1.860989
2757,23,-4,30,48.048870,-6.911828,-1,-4.001595,-2.860989
2758,26,-1,30,51.048870,-3.911828,-1,-1.001595,0.139011
2759,34,-3,30,59.048870,4.088172,-1,-3.001595,-1.860989
2760,35,-2,30,60.048870,5.088172,-1,-2.001595,-0.860989
2761,26,-2,30,51.048870,-3.911828,-1,-2.001595,-0.860989
2762,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2763,20,-1,30,45.048870,-9.911828,-1,-1.001595,0.139011
2764,23,-2,30,48.048870,-6.911828,-1,-2.001595,-0.860989
2765,26,0,30,51.048870,-3.911828,-1,-0.001595,1.139011
2766,23,1,30,48.048870,-6.911828,-1,0.998405,2.139011
2767,35,-1,30,60.048870,5.088172,-1,-1.001595,0.139011
2768,26,1,30,51.048870,-3.911828,-1,0.998405,2.139011
2769,31,0,30,56.048870,1.088172,-1,-0.001595,1.139011
2770,38,0,30,63.048870,8.088172,-1,-0.001595,1.139011
2771,21,-2,30,46.048870,-8.911828,-1,-2.001595,-0.860989
2772,19,-2,30,44.048870,-10.911828,-1,-2.001595,-0.860989
2773,32,-1,30,57.048870,2.088172,-1,-1.001595,0.139011
2774,26,-2,30,51.048870,-3.911828,-1,-2.001595,-0.860989
2775,31,0,30,56.048870,1.088172,-1,-0.001595,1.139011
2776,30,-2,30,55.048870,0.088172,-1,-2.001595,-0.860989
2777,32,-3,30,57.048870,2.088172,-1,-3.001595,-1.860989
2778,40,-1,30,65.048870,10.088172,-1,-1.001595,0.139011
2779,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2780,35,0,30,60.048870,5.088172,-1,-0.001595,1.139011
2781,30,0,30,55.048870,0.088172,-1,-0.001595,1.139011
2782,24,-2,30,49.048870,-5.911828,-1,-2.001595,-0.860989
2783,34,-4,30,59.048870,4.088172,-1,-4.001595,-2.860989
2784,25,0,30,50.048870,-4.911828,-1,-0.001595,1.139011
2785,29,-4,30,54.048870,-0.911828,-1,-4.001595,-2.860989
2786,36,0,30,61.048870,6.088172,-1,-0.001595,1.139011
2787,31,-1,30,56.048870,1.088172,-1,-1.001595,0.139011
2788,26,-2,30,51.048870,-3.911828,-1,-2.001595,-0.860989
2789,33,-1,30,58.048870,3.088172,-1,-1.001595,0.139011
2790,33,-2,30,58.048870,3.088172,-1,-2.001595,-0.860989
2791,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2792,36,-3,30,61.048870,6.088172,-1,-3.001595,-1.860989
2793,26,-2,30,51.048870,-3.911828,-1,-2.001595,-0.860989
2794,35,0,30,60.048870,5.088172,-1,-0.001595,1.139011
2795,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2796,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2797,32,-2,30,57.048870,2.088172,-1,-2.001595,-0.860989
2798,32,-1,30,57.048870,2.088172,-1,-1.001595,0.139011
2799,35,0,30,60.048870,5.088172,-1,-0.001595,1.139011
2800,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2801,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2802,30,-1,30,55.048870,0.088172,-1,-1.001595,0.139011
2803,30,0,30,55.048870,0.088172,-1,-0.001595,1.139011
2804,36,-1,30,61.048870,6.088172,-1,-1.001595,0.139011
2805,28,-2,30,53.048870,-1.911828,-1,-2.001595,-0.860989
2806,24,0,30,49.048870,-5.911828,-1,-0.001595,1.139011
2807,35,-1,30,60.048870,5.088172,-1,-1.001595,0.139011
2808,24,1,30,49.048870,-5.911828,-1,0.998405,2.139011
2809,29,-2,30,54.048870,-0.911828,-1,-2.001595,-0.860989
2810,26,0,30,51.048870,-3.911828,-1,-0.001595,1.139011
2811,20,-1,30,45.048870,-9.911828,-1,-1.001595,0.139011
2812,36,1,30,61.048870,6.088172,-1,0.998405,2.139011
2813,23,-1,30,48.048870,-6.911828,-1,-1.001595,0.139011
2814,28,-2,30,53.048870,-1.911828,-1,-2.001595,-0.860989
2815,30,0,30,55.048870,0.088172,-1,-0.001595,1.139011
2816,32,-1,31,56.048870,1.088172,-1,-1.001595,0.139011
2817,28,-1,31,52.048870,-2.911828,-1,-1.001595,0.139011
2818,33,-1,31,57.048870,2.088172,-1,-1.001595,0.139011
2819,25,1,31,49.048870,-5.911828,-1,0.998405,2.139011
2820,35,0,31,59.048870,4.088172,-1,-0.001595,1.139011
2821,36,-2,31,60.048870,5.088172,-1,-2.001595,-0.860989
2822,37,-1,31,61.048870,6.088172,-1,-1.001595,0.139011
2823,24,0,31,48.048870,-6.911828,-1,-0.001595,1.139011
2824,27,-2,31,51.048870,-3.911828,-1,-2.001595,-0.860989
2825,35,0,31,59.048870,4.088172,-1,-0.001595,1.139011
2826,29,-1,31,53.048870,-1.911828,-1,-1.001595,0.139011
2827,28,-2,31,52.048870,-2.911828,-1,-2.001595,-0.860989
2828,34,1,31,58.048870,3.088172,-1,0.998405,2.139011
2829,18,-2,31,42.048870,-12.911828,-1,-2.001595,-0.860989
2830,31,-1,31,55.048870,0.088172,-1,-1.001595,0.139011
2831,37,-2,31,61.048870,6.088172,-1,-2.001595,-0.860989
2832,35,-3,31,59.048870,4.088172,-1,-3.001595,-1.860989
2833,30,1,31,54.048870,-0.911828,-1,0.998405,2.139011
2834,35,-2,31,59.048870,4.088172,-1,-2.001595,-0.860989
2835,34,-2,31,58.048870,3.088172,-1,-2.001595,-0.860989
2836,28,-1,31,52.048870,-2.911828,-1,-1.001595,0.139011
2837,35,-1,31,59.048870,4.088172,-1,-1.001595,0.139011
2838,24,-3,31,48.048870,-6.911828,-1,-3.001595,-1.860989
2839,30,-1,31,54.048870,-0.911828,-1,-1.001595,0.139011
2840,31,-1,31,55.048870,0.088172,-1,-1.001595,0.139011
