Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-2667,2
5.00,-2672,2
10.00,-2667,3
15.00,-2661,2
20.00,-2666,5
25.00,-2664,2
30.00,-2667,3
35.00,-2666,4
40.00,-2671,4
45.00,-2666,3
50.00,-2661,4
55.00,-2672,2
60.00,-2668,2
65.00,-2673,2
70.00,-2670,4
75.00,-2668,1
80.00,-2662,3
85.00,-2664,2
90.00,-2667,3
95.00,-2661,1
100.00,-2671,2
105.00,-2665,2
110.00,-2664,2
115.00,-2664,3
120.00,-2667,2
125.00,-2667,2
130.00,-2665,3
135.00,-2663,3
140.00,-2664,4
145.00,-2667,1
150.00,-2662,3
155.00,-2660,3
160.00,-2667,3
165.00,-2667,2
170.00,-2659,2
175.00,-2668,3
180.00,-2678,2
185.00,-2673,4
190.00,-2668,2
195.00,-2668,2
200.00,-2664,5
205.00,-2667,3
210.00,-2668,0
215.00,-2667,1
220.00,-2664,2
225.00,-2672,4
230.00,-2673,4
235.00,-2676,1
240.00,-2667,0
245.00,-2667,2
250.00,-2669,2
255.00,-2669,3
260.00,-2670,3
265.00,-2667,5
270.00,-2676,5
275.00,-2668,1
280.00,-2669,3
285.00,-2668,2
290.00,-2676,3
295.00,-2664,2
300.00,-2664,4
305.00,-2672,2
310.00,-2673,4
315.00,-2673,5
320.00,-2671,2
325.00,-2671,5
330.00,-2674,2
335.00,-2667,4
340.00,-2668,2
345.00,-2667,4
350.00,-2665,3
355.00,-2667,2
360.00,-2667,3
365.00,-2672,5
370.00,-2673,4
375.00,-2664,2
380.00,-2668,3
385.00,-2669,2
390.00,-2667,4
395.00,-2667,2
400.00,-2670,5
405.00,-2667,4
410.00,-2671,4
415.00,-2669,3
420.00,-2664,1
425.00,-2664,2
430.00,-2670,2
435.00,-2665,4
440.00,-2664,3
445.00,-2668,2
450.00,-2673,3
455.00,-2669,2
460.00,-2670,2
465.00,-2673,3
470.00,-2673,2
475.00,-2675,1
480.00,-2669,3
485.00,-2667,1
490.00,-2670,2
495.00,-2673,1
500.00,-2672,2
505.00,-2670,2
510.00,-2671,3
515.00,-2672,3
520.00,-2666,4
525.00,-2671,2
530.00,-2671,2
535.00,-2667,2
540.00,-2667,2
545.00,-2675,4
550.00,-2664,3
555.00,-2673,4
560.00,-2668,3
565.00,-2664,2
570.00,-2671,4
575.00,-2667,4
580.00,-2665,3
585.00,-2672,3
590.00,-2667,5
595.00,-2669,2
600.00,-2672,3
605.00,-2670,4
610.00,-2667,2
615.00,-2664,3
620.00,-2668,5
625.00,-2664,2
630.00,-2667,4
635.00,-2667,5
640.00,-2667,4
645.00,-2671,3
650.00,-2664,1
655.00,-2673,4
660.00,-2668,2
665.00,-2668,2
670.00,-2670,1
675.00,-2662,3
680.00,-2663,2
685.00,-2667,2
690.00,-2664,3
695.00,-2666,3
700.00,-2670,3
705.00,-2673,5
710.00,-2667,2
715.00,-2668,4
720.00,-2672,2
725.00,-2667,3
730.00,-2669,3
735.00,-2670,4
740.00,-2675,3
745.00,-2670,3
750.00,-2670,3
755.00,-2672,3
760.00,-2668,2
765.00,-2665,3
770.00,-2667,3
775.00,-2664,3
780.00,-2667,1
785.00,-2664,2
790.00,-2664,4
795.00,-2668,3
800.00,-2670,3
805.00,-2681,3
810.00,-2673,3
815.00,-2676,2
820.00,-2666,2
825.00,-2666,2
830.00,-2674,5
835.00,-2675,1
840.00,-2675,3
845.00,-2675,2
850.00,-2667,3
855.00,-2670,2
860.00,-2672,5
865.00,-2670,3
870.00,-2673,4
875.00,-2668,1
880.00,-2667,4
885.00,-2664,1
890.00,-2669,4
895.00,-2667,2
900.00,-2668,4
905.00,-2672,6
910.00,-2667,4
915.00,-2661,5
920.00,-2669,3
925.00,-2664,0
930.00,-2664,3
935.00,-2667,4
940.00,-2669,2
945.00,-2662,4
950.00,-2669,5
955.00,-2662,3
960.00,-2668,2
965.00,-2657,3
970.00,-2666,2
975.00,-2665,4
980.00,-2666,3
985.00,-2667,3
990.00,-2661,3
995.00,-2662,5
1000.00,-2667,3
1005.00,-2667,2
1010.00,-2665,2
