Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260525_235624.bin,1,19.097145,0.094522,-14.730350,-2.931919,8.971502,-3.752778,-410.420974,-1562.352939,-809.081614,-1037.309542,-1699.876753,-1194.231395,-1716.450918,0.663889,0.040278,0.595833,0.270833,0.777083,0.363889,-0.888040,-0.653627,-0.547557,-1.640715,-0.444702,0.056173,-1292.246000,-1835.360607,-1434.281252,-1059.105641,-1986.088334,-971.453316,-1966.285492,-0.481944,-0.715972,-0.186806,0.715972,0.209028,0.032639,1027,156.707764,1689,257.720947,1954,298.156738,2189,334.014893,-28151,-4295.501709,198,30.212402,-27858,-4250.793457,1152,175.781250
200ml,VET6_8chips_raw_stream_20260525_235624.bin,2,19.800849,-0.109182,-15.230350,-3.431919,8.471502,-3.049074,-411.560917,-1564.900506,-811.197233,-1034.734499,-1698.612594,-1193.659162,-1717.450918,-0.002778,-0.293056,0.429167,0.437500,0.610417,0.863889,-0.190509,0.648843,1.156147,-0.937011,-0.648405,-0.845062,-1295.508898,-1832.318325,-1435.474969,-1059.411924,-1987.277237,-970.799148,-1964.897405,0.351389,0.450694,-0.853472,-0.117361,-0.457639,-0.134028,1018,155.334473,1695,258.636475,1955,298.309326,2192,334.472656,-28156,-4296.264648,182,27.770996,-27863,-4251.556396,1149,175.323486
200ml,VET6_8chips_raw_stream_20260525_235624.bin,3,18.695910,-0.004244,-14.835288,-2.629450,8.669033,-3.450309,-412.166124,-1560.576029,-813.656657,-1017.781183,-1702.228002,-1187.248535,-1719.615177,0.497222,0.206944,-0.404167,0.104167,0.943750,-0.469444,1.216898,0.241435,-0.850026,-0.239480,0.654064,0.253704,-1291.366693,-1832.103126,-1429.131165,-1063.027543,-1986.259357,-974.613769,-1964.693434,0.351389,-0.049306,-0.020139,0.049306,0.375694,1.365972,1024,156.250000,1690,257.873535,1949,297.393799,2188,333.862305,-28149,-4295.196533,191,29.144287,-27857,-4250.640869,1144,174.560547
200ml,VET6_8chips_raw_stream_20260525_235624.bin,4,20.097145,1.094522,-15.625412,-5.543030,9.082613,-3.154012,-410.680349,-1557.835403,-810.697233,-1017.012422,-1701.858504,-1187.902703,-1718.358860,-0.502778,0.206944,0.929167,0.104167,-0.556250,-0.802778,0.210725,0.747608,-0.251260,0.260520,1.154064,-0.450000,-1292.694278,-1832.557189,-1432.974969,-1060.411924,-1987.163591,-972.957339,-1965.193434,0.351389,0.450694,0.146528,-0.284028,0.209028,0.365972,1027,156.707764,1685,257.110596,1955,298.309326,2199,335.540771,-28154,-4295.959473,191,29.144287,-27863,-4251.556396,1145,174.713135
200ml,VET6_8chips_raw_stream_20260525_235624.bin,5,19.695910,0.995756,-13.526646,-3.635622,9.175206,-3.654012,-410.872514,-1557.107241,-816.384842,-1018.243661,-1702.008280,-1188.075619,-1716.766802,-0.169444,-0.126389,0.929167,-0.895833,-0.056250,-0.469444,-0.085571,-0.456096,1.156147,-0.134542,-0.450874,0.759877,-1294.714788,-1832.347776,-1435.474969,-1061.680685,-1988.606083,-972.058523,-1965.397405,0.351389,0.950694,-0.186806,0.715972,0.709028,0.699306,1024,156.250000,1679,256.195068,1955,298.309326,2186,333.557129,-28156,-4296.264648,178,27.160645,-27863,-4251.556396,1139,173.797607
200ml,VET6_8chips_raw_stream_20260525_235624.bin,6,18.294676,-0.103009,-14.341461,-0.524511,9.564095,-2.549074,-412.270831,-1556.157202,-812.850374,-1017.781183,-1702.936915,-1188.042645,-1717.450918,0.163889,0.040278,-0.070833,0.270833,0.777083,0.363889,-0.486806,-0.554861,-0.350026,0.365458,0.049126,-0.345062,-1297.819495,-1833.413723,-1437.321828,-1062.102587,-1988.984889,-972.198465,-1965.989463,-0.481944,-0.715972,0.146528,0.382639,1.542361,1.365972,1020,155.639648,1695,258.636475,1950,297.546387,2198,335.388184,-28155,-4296.112061,200,30.517578,-27862,-4251.403809,1148,175.170898
200ml,VET6_8chips_raw_stream_20260525_235624.bin,7,19.498380,0.193287,-13.637757,-0.826980,9.866564,-2.851543,-415.723632,-1552.987809,-818.041038,-1015.590520,-1699.623688,-1187.523896,-1713.194600,0.497222,-0.293056,-0.070833,-0.062500,0.110417,0.030556,-0.388040,-0.153627,0.254913,-0.937011,-0.648405,-0.042593,-1293.885442,-1832.593686,-1433.553067,-1058.680685,-1984.867719,-969.488551,-1963.917261,-0.315278,-0.382639,0.479861,-0.284028,-0.790972,0.032639,1026,156.555176,1681,256.500244,1953,298.004150,2192,334.472656,-28151,-4295.501709,188,28.686523,-27858,-4250.793457,1142,174.255371
200ml,VET6_8chips_raw_stream_20260525_235624.bin,8,19.998380,0.693287,-14.038992,-1.728215,9.267798,-3.752778,-411.147875,-1555.864854,-814.194179,-1019.437378,-1702.223478,-1192.165601,-1716.654889,0.330556,-0.126389,0.095833,0.604167,0.443750,0.030556,0.611960,0.846373,0.051209,-0.134542,-0.450874,0.358642,-1297.527146,-1830.473886,-1436.284306,-1063.946391,-1985.361433,-971.227916,-1961.937116,0.184722,0.117361,0.146528,-0.450694,0.375694,0.199306,1020,155.639648,1682,256.652832,1943,296.478271,2187,333.709717,-28155,-4296.112061,188,28.686523,-27860,-4251.098633,1141,174.102783
200ml,VET6_8chips_raw_stream_20260525_235624.bin,9,20.597145,1.594522,-13.538992,-1.931919,9.971502,-3.555247,-410.577904,-1555.706663,-813.425418,-1019.552998,-1702.122295,-1191.305543,-1716.378715,-0.669444,-0.626389,0.095833,0.104167,0.443750,0.197222,0.315664,-0.357330,0.051209,0.667927,-0.253344,-0.042593,-1300.948235,-1833.878988,-1436.593643,-1063.949446,-1989.659567,-975.303172,-1966.765636,0.184722,-0.382639,0.146528,-0.784028,-0.290972,0.532639,1036,158.081055,1685,257.110596,1956,298.461914,2189,334.014893,-28152,-4295.654297,192,29.296875,-27860,-4251.098633,1153,175.933838
200ml,VET6_8chips_raw_stream_20260525_235624.bin,10,19.597145,0.594522,-15.038992,-1.931919,9.971502,-1.549074,-412.699598,-1557.056018,-817.616081,-1018.784237,-1703.596499,-1191.529682,-1717.746946,0.497222,0.706944,0.595833,-0.062500,0.110417,0.363889,-0.783102,-1.758565,-0.948791,0.772865,-1.358282,-0.338889,-1301.691123,-1833.306755,-1438.362404,-1064.833826,-1987.098536,-973.920842,-1964.325203,-0.648611,-0.049306,0.146528,-0.117361,0.542361,0.199306,1032,157.470703,1685,257.110596,1949,297.393799,2183,333.099365,-28149,-4295.196533,189,28.839111,-27858,-4250.793457,1141,174.102783
200ml,VET6_8chips_raw_stream_20260525_235624.bin,11,19.899614,0.292052,-15.341461,-1.931919,9.971502,-3.154012,-411.478983,-1553.697723,-814.194179,-1015.437378,-1701.408858,-1187.834493,-1715.082687,0.330556,0.373611,0.595833,0.270833,0.277083,0.363889,0.716898,-0.258565,-0.448791,-0.134542,-0.450874,-0.845062,-1304.124675,-1828.405676,-1437.981077,-1061.718206,-1983.149758,-970.887868,-1959.384770,-0.481944,-0.215972,0.646528,0.549306,0.875694,0.865972,1026,156.555176,1698,259.094238,1958,298.767090,2183,333.099365,-28155,-4296.112061,197,30.059814,-27862,-4251.403809,1146,174.865723
200ml,VET6_8chips_raw_stream_20260525_235624.bin,12,20.597145,1.594522,-14.736523,-2.234388,10.273971,-3.857716,-410.750820,-1555.399589,-814.425418,-1018.515476,-1701.032313,-1192.237333,-1715.674744,0.163889,0.040278,-0.737500,-0.562500,-0.389583,-0.802778,-0.388040,-0.153627,0.353678,-0.134542,-0.450874,-0.042593,-1302.894751,-1828.547880,-1438.209262,-1062.102587,-1985.532088,-971.470303,-1961.233145,1.184722,1.117361,1.146528,-0.117361,-0.457639,-0.800694,1023,156.097412,1685,257.110596,1951,297.698975,2187,333.709717,-28150,-4295.349121,188,28.686523,-27857,-4250.640869,1140,173.950195
