Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260528_211938.bin,1,-1.903517,5.237551,-81.918690,-191.897085,-100.067201,-51.004746,1.302909,-1.064281,0.357742,-0.347806,-1.230156,0.111003,-1.316833,-2.208683,-3.537115,-5.575630,-4.551120,-4.885854,-1.975490,0.653206,0.588391,0.025288,0.292951,0.887722,-4.009363,0.583730,0.482030,-0.370998,-0.169308,-3.191323,-0.536504,-1.460031,-3.056022,-1.868347,-4.725490,-3.051120,-1.324930,0.462885,923,140.838623,1664,253.906250,1870,285.339355,2127,324.554443,-28531,-4353.485107,138,21.057129,-28379,-4330.291748,-28451,-4341.278076
200ml,VET6_8chips_raw_stream_20260528_211938.bin,2,-3.705986,4.040020,-83.418690,-190.199554,-97.764732,-49.307215,1.025286,-1.652500,0.510884,-0.463426,-1.627211,0.475084,-1.836688,-3.042017,-3.203782,-5.908964,-6.051120,-6.385854,-2.808824,-0.550498,0.292095,-0.375947,-0.404580,-0.414747,-4.706894,-0.225106,0.482030,-1.446042,0.599453,-2.636077,-0.297640,-1.052089,-1.889356,-0.535014,-5.225490,-3.051120,-1.324930,0.796218,922,140.686035,1657,252.838135,1872,285.644531,2128,324.707031,-28539,-4354.705811,132,20.141602,-28385,-4331.207275,-28456,-4342.041016
200ml,VET6_8chips_raw_stream_20260528_211938.bin,3,-2.699813,3.533847,-84.517455,-190.199554,-97.764732,-50.912154,1.249425,-0.201961,-0.373497,-0.194665,-0.018481,0.594516,0.143456,-2.875350,-3.370448,-5.742297,-5.717787,-6.219188,-2.808824,-0.852967,0.594564,-0.480885,0.502827,-1.322155,-3.799486,0.100217,-0.742109,-0.524139,-0.400547,-2.119590,-0.106475,-1.367973,-3.222689,-1.701681,-5.225490,-3.551120,-2.324930,-0.037115,929,141.754150,1653,252.227783,1874,285.949707,2121,323.638916,-28543,-4355.316162,128,19.531250,-28391,-4332.122803,-28465,-4343.414307
200ml,VET6_8chips_raw_stream_20260528_211938.bin,4,-3.199813,3.033847,-85.424863,-189.495850,-97.968436,-49.807215,1.819396,-0.566042,0.395264,0.574096,-1.057240,0.800406,-0.856544,-3.542017,-3.703782,-5.575630,-5.551120,-5.885854,-2.642157,-0.649263,-0.109140,1.025288,0.897889,0.282783,-3.003190,0.670188,1.103223,0.360241,0.099453,-3.296029,-0.814127,-1.256060,-2.889356,-2.035014,-6.392157,-3.384454,-2.491597,0.462885,920,140.380859,1661,253.448486,1873,285.797119,2123,323.944092,-28533,-4353.790283,126,19.226074,-28379,-4330.291748,-28453,-4341.583252
200ml,VET6_8chips_raw_stream_20260528_211938.bin,5,-3.391171,0.725205,-85.313751,-190.100788,-97.363497,-51.214623,0.852370,-1.670749,-0.489116,-0.810285,-0.674910,-1.146109,-1.152573,-3.375350,-3.370448,-5.742297,-5.884454,-6.552521,-3.308824,0.955675,0.285922,-1.579650,0.095420,0.085253,-3.805659,-0.795077,0.482030,-3.024139,-0.016167,-3.979647,-0.814127,-1.571944,-4.056022,-2.868347,-5.892157,-3.884454,-2.491597,0.296218,920,140.380859,1652,252.075195,1879,286.712646,2112,322.265625,-28535,-4354.095459,128,19.531250,-28382,-4330.749512,-28453,-4341.583252
200ml,VET6_8chips_raw_stream_20260528_211938.bin,6,-3.489937,0.323970,-86.017455,-189.594616,-98.369670,-51.109685,2.288184,-0.255445,-0.411019,0.189715,-1.090213,1.078029,-0.652573,-3.375350,-3.870448,-5.575630,-5.217787,-5.219188,-2.308824,-0.352967,1.094564,-0.474712,-0.602111,-1.217217,-4.503190,0.840842,0.362598,-1.139759,-0.553689,-3.946673,-0.622962,-1.664002,-3.556022,-2.368347,-6.392157,-4.217787,-2.158263,0.296218,911,139.007568,1654,252.380371,1877,286.407471,2125,324.249268,-28532,-4353.637695,129,19.683838,-28376,-4329.833984,-28450,-4341.125488
200ml,VET6_8chips_raw_stream_20260528_211938.bin,7,-3.971418,-4.694548,-86.801406,-189.897085,-98.067201,-50.208450,1.527048,-1.136013,-0.526638,0.189715,-1.296104,0.283919,-1.244630,-3.542017,-4.203782,-6.242297,-5.384454,-6.052521,-4.142157,-0.248029,-0.010375,-0.777181,-0.305815,-0.013513,-4.206894,0.861353,0.879085,-0.639759,0.483833,-3.104864,-0.297640,-1.164002,-2.889356,-1.535014,-5.892157,-4.384454,-2.491597,0.796218,926,141.296387,1655,252.532959,1876,286.254883,2115,322.723389,-28534,-4353.942871,124,18.920898,-28382,-4330.749512,-28456,-4342.041016
200ml,VET6_8chips_raw_stream_20260528_211938.bin,8,-4.866480,-6.799486,-85.184122,-188.897085,-97.067201,-50.412154,0.368857,-0.771932,-0.757877,0.189715,-1.501994,0.713948,-1.040659,-2.875350,-3.370448,-4.742297,-4.551120,-5.385854,-2.642157,-0.248029,-0.010375,-0.277181,0.299123,-0.618451,-4.003190,-0.383297,-0.637402,-1.486618,-1.669308,-4.224296,-2.020017,-2.367973,-3.889356,-2.035014,-5.725490,-3.384454,-1.991597,1.129552,914,139.465332,1659,253.143311,1871,285.491943,2120,323.486328,-28539,-4354.705811,135,20.599365,-28387,-4331.512451,-28461,-4342.803955
200ml,VET6_8chips_raw_stream_20260528_211938.bin,9,-5.767714,-7.398252,-87.387826,-190.298319,-98.165966,-50.208450,1.216451,-1.168987,-0.373497,-0.310285,-1.263130,-0.199594,-1.244630,-3.375350,-3.870448,-5.408964,-5.051120,-5.885854,-2.475490,0.054440,-0.312844,0.426522,1.200358,-0.019686,-4.706894,-0.693893,0.720894,-0.870998,1.215072,-3.086616,-0.641211,-1.440175,-2.556022,-2.368347,-6.225490,-3.551120,-2.324930,0.296218,923,140.838623,1660,253.295898,1874,285.949707,2123,323.944092,-28540,-4354.858398,139,21.209717,-28386,-4331.359863,-28458,-4342.346191
200ml,VET6_8chips_raw_stream_20260528_211938.bin,10,-5.471418,-6.194548,-86.893998,-189.699554,-97.264732,-49.208450,1.249425,-2.187236,-0.257877,-0.810285,-0.674910,0.475084,-1.356544,-4.375350,-4.870448,-5.408964,-6.384454,-6.052521,-3.142157,1.251971,1.489625,0.525288,-0.003346,-0.315982,-5.108128,0.028484,-0.192648,0.629002,0.252594,-2.794268,-0.330614,-1.664002,-3.222689,-1.701681,-6.558824,-4.384454,-3.491597,-1.203782,925,141.143799,1649,251.617432,1869,285.186768,2125,324.249268,-28534,-4353.942871,120,18.310547,-28382,-4330.749512,-28456,-4342.041016
