Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260528_212101.bin,1,-1964.564011,-2506.101956,-2757.838443,-1434.434122,-647.530164,-146.010919,1.732938,-0.963097,0.010884,-0.310285,-1.176672,0.164487,-1.060515,-3.542017,-3.203782,-5.242297,-5.217787,-5.219188,-2.308824,-72.223337,-249.535066,-550.406811,-1188.688531,-2025.630797,-2580.459980,0.219649,0.482030,-0.024139,-0.553689,-2.516645,-0.655936,-1.052089,-2.722689,-2.201681,-5.392157,-2.551120,-1.824930,0.296218,929,141.754150,1653,252.227783,1874,285.949707,2126,324.401855,-28525,-4352.569580,126,19.226074,-28373,-4329.376221,-28444,-4340.209961
200ml,VET6_8chips_raw_stream_20260528_212101.bin,2,-1962.668949,-2502.997017,-2752.326097,-1436.242764,-647.221522,-148.220796,1.527048,-1.082529,-0.873497,-0.463426,-1.779617,0.475084,-1.356544,-4.542017,-5.203782,-6.075630,-5.217787,-5.719188,-2.642157,-73.223337,-250.535066,-547.289527,-1190.095938,-2025.223389,-2575.848869,-1.329812,-0.312080,-1.524139,-0.016167,-2.603103,-1.211182,-1.552089,-3.056022,-2.368347,-5.392157,-3.884454,-2.991597,-0.370448,935,142.669678,1659,253.143311,1882,287.170410,2123,323.944092,-28531,-4353.485107,125,19.073486,-28376,-4329.833984,-28450,-4341.125488
200ml,VET6_8chips_raw_stream_20260528_212101.bin,3,-1959.656603,-2503.009363,-2758.048319,-1433.619307,-650.344979,-148.405981,0.231176,-1.757207,0.164025,-0.041524,-0.833101,-0.113136,-1.448601,-3.208683,-3.037115,-6.075630,-5.551120,-6.385854,-2.642157,-72.612226,-252.646177,-548.190761,-1185.305815,-2018.013513,-2572.262449,-0.655134,-0.828567,-1.908520,-0.516167,-3.707810,-0.900585,-2.275915,-4.556022,-2.868347,-4.725490,-3.384454,-1.491597,0.796218,931,142.059326,1658,252.990723,1878,286.560059,2132,325.317383,-28532,-4353.637695,121,18.463135,-28377,-4329.986572,-28451,-4341.278076
200ml,VET6_8chips_raw_stream_20260528_212101.bin,4,-1959.761542,-2501.904425,-2758.640912,-1437.835356,-650.628929,-147.004746,1.335883,-0.963097,-0.104736,0.805335,-1.176672,1.594516,-1.060515,-3.708683,-3.537115,-5.742297,-6.051120,-6.885854,-3.808824,-72.920868,-250.837535,-547.196934,-1186.089766,-2022.729562,-2589.095783,-0.123922,-0.034457,0.129002,-0.284928,-3.071891,-1.297640,-1.664002,-3.222689,-1.701681,-5.558824,-3.051120,-1.324930,0.129552,928,141.601562,1664,253.906250,1882,287.170410,2130,325.012207,-28535,-4354.095459,123,18.768311,-28382,-4330.749512,-28452,-4341.430664
200ml,VET6_8chips_raw_stream_20260528_212101.bin,5,-1957.131912,-2506.534054,-2754.714986,-1436.236591,-648.727695,-146.609685,0.541773,-1.049555,-0.220355,-0.310285,-1.176672,0.164487,-1.152573,-3.708683,-4.037115,-4.575630,-5.884454,-6.052521,-3.308824,-72.507288,-253.751115,-552.388292,-1190.299642,-2024.519686,-2585.280968,0.100217,-0.153889,-0.870998,-1.591211,-3.397213,-1.345339,-1.756060,-2.389356,-0.535014,-5.225490,-4.217787,-2.658263,-0.370448,932,142.211914,1667,254.364014,1884,287.475586,2136,325.927734,-28532,-4353.637695,131,19.989014,-28379,-4330.291748,-28451,-4341.278076
200ml,VET6_8chips_raw_stream_20260528_212101.bin,6,-1963.446727,-2509.219240,-2757.498937,-1439.853875,-648.110411,-149.023265,1.938828,-1.201961,0.664025,-1.347806,-1.540753,-0.127861,-1.356544,-4.208683,-4.537115,-5.742297,-6.551120,-6.885854,-3.642157,-76.859140,-269.899263,-554.937675,-1188.886062,-2026.433266,-2581.861215,0.324355,0.084975,-1.408520,0.483833,-3.152564,-0.297640,-1.460031,-2.722689,-1.201681,-5.892157,-3.051120,-1.324930,-0.203782,930,141.906738,1663,253.753662,1893,288.848877,2131,325.164795,-28541,-4355.010986,133,20.294189,-28388,-4331.665039,-28462,-4342.956543
200ml,VET6_8chips_raw_stream_20260528_212101.bin,7,-1960.755369,-2504.410598,-2760.727332,-1441.650171,-650.814115,-146.807215,1.924103,-0.876639,-0.757877,0.189715,-0.501994,0.680974,-0.560515,-3.042017,-2.703782,-5.075630,-5.717787,-6.219188,-3.142157,-76.957905,-270.300498,-557.647552,-1187.997173,-2022.822155,-2577.762449,0.947811,0.621972,-0.139759,-0.284928,-1.483671,-1.694695,-0.367973,-2.889356,-2.035014,-5.392157,-3.384454,-1.991597,-0.537115,933,142.364502,1654,252.380371,1876,286.254883,2123,323.944092,-28532,-4353.637695,124,18.920898,-28382,-4330.749512,-28454,-4341.735840
200ml,VET6_8chips_raw_stream_20260528_212101.bin,8,-1961.545492,-2507.620474,-2760.424863,-1436.841529,-648.122757,-147.615857,1.765912,-0.183713,0.010884,0.152194,-1.693158,0.627490,-0.836688,-2.708683,-3.537115,-5.908964,-5.384454,-5.552521,-2.808824,-77.957905,-271.300498,-559.036441,-1192.207049,-2024.612278,-2581.571091,0.133190,0.965543,-0.639759,0.099453,-2.463160,-0.417072,-0.571944,-3.222689,-2.201681,-6.392157,-4.051120,-2.324930,0.129552,931,142.059326,1669,254.669189,1882,287.170410,2138,326.232910,-28533,-4353.790283,134,20.446777,-28381,-4330.596924,-28455,-4341.888428
200ml,VET6_8chips_raw_stream_20260528_212101.bin,9,-1962.440554,-2509.725412,-2757.276714,-1445.464986,-650.999300,-151.023265,0.819396,-1.240720,-0.604736,0.689715,-1.349588,0.767433,-1.448601,-3.208683,-3.037115,-5.075630,-5.217787,-5.219188,-2.308824,-78.260375,-270.998029,-558.147552,-1188.095938,-2023.223389,-2573.447635,-0.846299,0.482030,-1.139759,-0.669308,-2.794268,-0.258881,-1.256060,-2.722689,-1.701681,-5.392157,-3.384454,-1.991597,1.129552,931,142.059326,1667,254.364014,1874,285.949707,2132,325.317383,-28540,-4354.858398,124,18.920898,-28388,-4331.665039,-28462,-4342.956543
200ml,VET6_8chips_raw_stream_20260528_212101.bin,10,-1961.335616,-2509.830351,-2755.795233,-1439.242764,-650.221522,-148.813388,1.407616,-2.154262,-1.373497,0.458476,-2.263130,1.197461,-2.264486,-5.375350,-5.370448,-6.908964,-6.384454,-6.552521,-3.142157,-78.754202,-273.004202,-563.653724,-1189.799642,-2024.019686,-2577.558746,1.013758,0.998517,-0.139759,0.099453,-3.224296,-1.641211,-1.164002,-2.889356,-1.535014,-4.892157,-4.051120,-2.824930,0.129552,925,141.143799,1658,252.990723,1882,287.170410,2123,323.944092,-28534,-4353.942871,127,19.378662,-28380,-4330.444336,-28451,-4341.278076
200ml,VET6_8chips_raw_stream_20260528_212101.bin,11,-1957.638085,-2505.527882,-2762.332270,-1438.940295,-650.523991,-147.708450,1.819396,-1.533068,0.626503,-1.079045,-1.057240,0.322678,-1.448601,-3.875350,-4.370448,-5.075630,-5.717787,-6.219188,-1.808824,-78.451733,-273.306671,-562.153724,-1188.595938,-2023.723389,-2579.564919,0.258408,0.362598,-1.524139,-0.053689,-3.310755,0.290580,-1.460031,-3.056022,-1.868347,-4.392157,-4.217787,-2.658263,-0.703782,936,142.822266,1658,252.990723,1887,287.933350,2133,325.469971,-28532,-4353.637695,129,19.683838,-28382,-4330.749512,-28453,-4341.583252
200ml,VET6_8chips_raw_stream_20260528_212101.bin,12,-1956.508455,-2511.657511,-2764.708813,-1439.341529,-650.622757,-152.523265,0.971802,-2.518343,-0.451595,0.342857,-2.660185,1.164487,-2.764486,-5.208683,-4.537115,-5.408964,-6.051120,-6.385854,-2.808824,-78.248029,-274.010375,-564.746317,-1191.299642,-2025.519686,-2592.299486,0.100217,0.052001,-0.408520,-0.553689,-2.603103,-0.622962,-1.256060,-2.722689,-1.701681,-5.725490,-3.551120,-2.824930,-0.370448,923,140.838623,1665,254.058838,1887,287.933350,2121,323.638916,-28533,-4353.790283,123,18.768311,-28377,-4329.986572,-28451,-4341.278076
200ml,VET6_8chips_raw_stream_20260528_212101.bin,13,-1971.638085,-2519.527882,-2767.690295,-1441.742764,-652.721522,-152.517092,2.613506,-1.136013,0.510884,-0.425904,-2.334863,-0.629622,-1.948601,-3.542017,-3.203782,-5.408964,-5.551120,-5.885854,-2.642157,-78.050498,-273.207905,-565.659897,-1190.182358,-2028.636970,-2598.404425,0.655463,1.395572,-1.408520,0.830692,-3.310755,-1.124724,-1.052089,-2.389356,-1.535014,-5.558824,-3.717787,-2.158263,-0.537115,926,141.296387,1662,253.601074,1878,286.560059,2137,326.080322,-28538,-4354.553223,122,18.615723,-28382,-4330.749512,-28456,-4342.041016
200ml,VET6_8chips_raw_stream_20260528_212101.bin,14,-1967.033147,-2516.132820,-2766.585356,-1445.069924,-649.394361,-151.430672,-0.562934,-1.533068,-0.067214,-0.694665,-1.937808,-0.351999,-1.948601,-4.375350,-4.870448,-6.075630,-6.884454,-6.552521,-2.975490,-78.556671,-272.201733,-565.357428,-1193.379889,-2032.439439,-2579.534054,1.153701,0.706169,0.629002,1.099453,-3.263055,0.218847,-1.552089,-2.722689,-1.701681,-5.392157,-4.551120,-2.824930,-0.370448,922,140.686035,1660,253.295898,1882,287.170410,2131,325.164795,-28530,-4353.332520,123,18.768311,-28376,-4329.833984,-28450,-4341.125488
200ml,VET6_8chips_raw_stream_20260528_212101.bin,15,-1965.712159,-2519.953807,-2771.091529,-1442.643998,-653.320287,-151.412154,2.097019,-1.255445,0.242123,-0.694665,-1.057240,-0.716081,-1.244630,-3.042017,-3.203782,-5.408964,-5.884454,-6.052521,-1.308824,-77.852967,-272.405436,-567.147552,-1194.799642,-2029.019686,-2582.157511,0.569004,0.449056,-1.908520,0.483833,-3.430187,-0.661721,-1.367973,-3.389356,-2.035014,-5.225490,-3.384454,-1.991597,0.462885,934,142.517090,1653,252.227783,1866,284.729004,2129,324.859619,-28535,-4354.095459,127,19.378662,-28380,-4330.444336,-28456,-4342.041016
200ml,VET6_8chips_raw_stream_20260528_212101.bin,16,-1962.823270,-2514.342696,-2770.708813,-1443.045233,-653.419053,-153.017092,1.422341,-0.738959,0.395264,-0.079045,-1.454295,0.958597,-1.244630,-3.708683,-4.537115,-5.908964,-6.217787,-6.719188,-3.642157,-79.748029,-275.510375,-569.246317,-1194.491000,-2030.828328,-2587.867388,-0.311564,0.879085,-1.830422,-0.784928,-2.755509,-1.847101,-0.848118,-1.889356,-1.035014,-6.058824,-2.384454,-1.991597,-0.870448,933,142.364502,1661,253.448486,1874,285.949707,2124,324.096680,-28532,-4353.637695,126,19.226074,-28379,-4330.291748,-28452,-4341.430664
200ml,VET6_8chips_raw_stream_20260528_212101.bin,17,-1961.409690,-2516.256277,-2774.696467,-1447.860048,-654.604238,-153.017092,1.646480,-0.685474,-0.142258,0.036574,-0.501994,0.594516,-0.448601,-2.708683,-3.037115,-5.908964,-5.217787,-5.719188,-3.308824,-79.352967,-273.905436,-570.659897,-1193.003346,-2026.315982,-2584.774795,0.171949,0.395572,-1.677281,-0.169308,-3.033132,-0.536504,-1.348118,-2.889356,-2.535014,-7.558824,-3.551120,-2.324930,0.962885,929,141.754150,1661,253.448486,1883,287.322998,2133,325.469971,-28534,-4353.942871,120,18.310547,-28377,-4329.986572,-28453,-4341.583252
200ml,VET6_8chips_raw_stream_20260528_212101.bin,18,-1961.310924,-2515.855042,-2770.190295,-1446.360048,-653.104238,-156.733141,0.177692,-1.790181,-0.220355,-0.810285,-0.501994,-0.716081,-0.968457,-4.375350,-4.370448,-6.575630,-6.884454,-7.052521,-2.975490,-79.149263,-274.609140,-571.450021,-1195.102111,-2028.717217,-2587.274795,0.569004,-1.225622,-1.677281,-1.400547,-3.206048,-1.139449,-2.256060,-3.389356,-2.035014,-5.892157,-4.217787,-3.158263,-1.370448,927,141.448975,1661,253.448486,1884,287.475586,2128,324.707031,-28532,-4353.637695,128,19.531250,-28379,-4330.291748,-28452,-4341.430664
200ml,VET6_8chips_raw_stream_20260528_212101.bin,19,-1961.508455,-2516.657511,-2776.505109,-1445.464986,-650.999300,-157.844253,0.905854,-2.240720,0.242123,-0.157143,-0.833101,-0.510190,-1.744630,-3.375350,-3.370448,-5.408964,-5.551120,-6.385854,-2.975490,-82.859140,-275.899263,-573.554959,-1195.602111,-2029.217217,-2584.163684,-0.177406,-1.589703,-0.370998,-0.516167,-3.880726,-0.536504,-2.960031,-4.389356,-3.035014,-6.392157,-4.884454,-2.991597,0.962885,926,141.296387,1669,254.669189,1880,286.865234,2117,323.028564,-28542,-4355.163574,123,18.768311,-28387,-4331.512451,-28461,-4342.803955
200ml,VET6_8chips_raw_stream_20260528_212101.bin,20,-1960.496110,-2518.669857,-2769.196467,-1440.440295,-652.023991,-156.831907,1.091234,-1.996071,0.164025,-0.579045,-1.469020,0.508058,-1.652573,-3.542017,-3.203782,-5.908964,-5.217787,-5.219188,-2.975490,-79.945560,-276.312844,-570.524095,-1201.219395,-2030.599933,-2597.003190,0.377840,0.482030,-0.792900,0.215072,-2.516645,-0.417072,-1.052089,-2.222689,-1.201681,-4.725490,-3.051120,-2.324930,-0.870448,937,142.974854,1667,254.364014,1879,286.712646,2143,326.995850,-28537,-4354.400635,131,19.989014,-28385,-4331.207275,-28457,-4342.193604
200ml,VET6_8chips_raw_stream_20260528_212101.bin,21,-1964.409690,-2519.256277,-2773.091529,-1445.656344,-653.307942,-158.436845,1.977587,-1.757207,-0.257877,-0.157143,-0.746643,-0.113136,-1.356544,-3.708683,-3.537115,-6.242297,-5.717787,-5.719188,-3.142157,-77.846794,-273.911609,-569.653724,-1193.886062,-2031.433266,-2563.188375,0.443787,0.031491,-0.792900,0.252594,-4.170812,-0.727669,-2.071944,-4.389356,-3.035014,-5.558824,-4.051120,-2.824930,-1.203782,928,141.601562,1660,253.295898,1881,287.017822,2120,323.486328,-28538,-4354.553223,121,18.463135,-28386,-4331.359863,-28457,-4342.193604
200ml,VET6_8chips_raw_stream_20260528_212101.bin,22,-1960.804752,-2516.861215,-2772.177949,-1448.076097,-650.888189,-158.047956,0.574747,-1.876639,0.126503,-0.694665,-0.364313,0.078029,-1.132717,-2.875350,-3.870448,-4.908964,-4.884454,-5.552521,-1.975490,-79.044325,-275.714078,-570.443848,-1195.102111,-2028.717217,-2573.231585,0.258408,0.482030,-1.061661,0.446311,-2.689561,-0.417072,-1.236204,-1.222689,-0.201681,-5.558824,-3.384454,-1.991597,0.462885,929,141.754150,1664,253.906250,1877,286.407471,2131,325.164795,-28534,-4353.942871,126,19.226074,-28381,-4330.596924,-28456,-4342.041016
200ml,VET6_8chips_raw_stream_20260528_212101.bin,23,-1957.594875,-2516.071091,-2774.196467,-1445.576097,-648.388189,-153.140549,2.613506,-1.288419,0.510884,-0.963426,-1.230156,-0.405484,-1.336688,-3.542017,-4.703782,-5.908964,-6.217787,-6.719188,-3.308824,-78.951733,-273.806671,-570.129033,-1202.200877,-2036.118451,-2567.892079,0.013758,1.156708,-1.139759,-0.053689,-3.343728,-0.503530,-0.960031,-2.722689,-1.701681,-6.725490,-4.384454,-2.491597,0.462885,933,142.364502,1668,254.516602,1882,287.170410,2127,324.554443,-28536,-4354.248047,123,18.768311,-28384,-4331.054688,-28456,-4342.041016
200ml,VET6_8chips_raw_stream_20260528_212101.bin,24,-1961.002282,-2517.663684,-2773.684122,-1447.681035,-649.283250,-153.239314,1.302909,-0.566042,0.242123,-0.079045,-0.263130,0.164487,-0.448601,-2.875350,-3.370448,-5.408964,-5.551120,-5.885854,-1.975490,-78.352967,-272.905436,-572.357428,-1198.787296,-2036.032031,-2565.280968,-0.296838,1.520789,-0.870998,-0.553689,-2.257270,-0.589988,-0.071944,-2.889356,-2.035014,-6.892157,-4.717787,-2.658263,-0.203782,930,141.906738,1659,253.143311,1874,285.949707,2136,325.927734,-28535,-4354.095459,121,18.463135,-28382,-4330.749512,-28456,-4342.041016
