Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260527_221603.bin,1,-509.674663,-1003.814789,-1415.891832,-1615.176642,-777.768505,-366.731052,1.333017,0.585591,1.025753,0.528744,0.236952,-0.265187,0.337781,0.490155,1.254571,0.376934,1.012658,0.694093,-0.185654,-2400.722196,-2064.482445,-1147.585586,-335.442725,-200.200734,-154.472392,-0.055771,-0.493797,-1.745764,0.103707,-1.756166,-0.125224,-1.182211,0.139241,0.763713,0.222925,0.325598,0.060478,-1.121660,966,147.399902,1688,257.568359,1917,292.510986,2177,332.183838,-28485,-4346.466064,165,25.177002,-28175,-4299.163818,-28403,-4333.953857
200ml,VET6_8chips_raw_stream_20260527_221603.bin,2,-506.088243,-996.901209,-1411.799239,-1614.565531,-779.879617,-365.718706,0.160101,-1.294977,-0.974247,0.413125,-2.055396,-0.232213,-1.846334,-1.176512,-1.078762,-0.623066,-0.154008,-0.139241,-0.685654,-2390.191332,-2061.513309,-1151.499167,-337.146429,-200.997031,-154.571157,0.442467,0.783826,0.638616,0.988087,0.449724,1.304805,0.613817,0.305907,-0.402954,-0.777075,-1.007736,-0.606188,1.211674,965,147.247314,1688,257.568359,1908,291.137695,2184,333.251953,-28489,-4347.076416,161,24.566650,-28178,-4299.621582,-28402,-4333.801270
200ml,VET6_8chips_raw_stream_20260527_221603.bin,3,-505.483305,-997.506147,-1411.595536,-1611.164297,-776.780851,-365.928583,-0.288177,0.982646,0.678894,0.259983,0.753439,0.806546,0.745723,0.323488,-0.078762,0.210267,-0.320675,0.027426,0.814346,-2405.728369,-2067.976272,-1154.005339,-336.745195,-200.898265,-154.571157,-0.471075,-0.096742,0.022997,0.756848,-0.430844,0.907750,-0.386183,0.472574,0.930380,0.389592,-0.174402,0.060478,-1.288326,966,147.399902,1687,257.415771,1913,291.900635,2173,331.573486,-28486,-4346.618652,160,24.414062,-28174,-4299.011230,-28401,-4333.648682
200ml,VET6_8chips_raw_stream_20260527_221603.bin,4,-505.390712,-995.598739,-1406.879486,-1612.269235,-776.675913,-364.626113,-0.858148,0.585591,-0.089867,1.144364,0.514575,1.442465,0.541752,-0.009845,-0.245429,-0.623066,-0.654008,-0.639241,-0.518987,-2399.425900,-2062.278741,-1154.104105,-338.251367,-200.892093,-154.472392,-1.074020,1.577936,-0.630144,0.719326,0.330292,-0.402847,1.021760,1.305907,0.597046,0.056259,0.492264,-0.106188,-0.288326,965,147.247314,1697,258.941650,1905,290.679932,2186,333.557129,-28486,-4346.618652,175,26.702881,-28176,-4299.316406,-28403,-4333.953857
200ml,VET6_8chips_raw_stream_20260527_221603.bin,5,-501.903058,-989.086394,-1408.188128,-1609.553185,-777.891962,-365.922410,-0.911632,-0.050328,-0.243008,-0.355636,0.983363,-0.835158,0.653666,0.490155,-0.245429,0.043601,-0.320675,-0.472574,-1.185654,-2402.722196,-2066.482445,-1150.597932,-337.343960,-201.799500,-155.571157,0.045412,-0.320881,0.638616,0.256848,1.157376,1.185373,0.409846,0.472574,0.430380,-0.943741,-0.507736,-0.106188,0.045007,970,148.010254,1691,258.026123,1905,290.679932,2180,332.641602,-28486,-4346.618652,163,24.871826,-28176,-4299.316406,-28403,-4333.953857
200ml,VET6_8chips_raw_stream_20260527_221603.bin,6,-503.588243,-994.401209,-1412.194301,-1611.256889,-778.688259,-368.428583,0.796019,-0.844438,0.372611,-0.471256,0.499850,-0.438103,-0.050305,0.156821,0.087904,-0.956399,0.345992,0.360759,0.147679,-2407.246888,-2064.957754,-1146.783117,-338.955071,-200.688389,-153.972392,-1.041046,-0.905577,-0.745764,-0.011913,-0.359111,-0.059276,-0.662356,1.139241,0.763713,0.056259,0.325598,0.060478,0.545007,969,147.857666,1696,258.789062,1919,292.816162,2189,334.014893,-28490,-4347.229004,166,25.329590,-28181,-4300.079346,-28406,-4334.411621
200ml,VET6_8chips_raw_stream_20260527_221603.bin,7,-503.582070,-995.907381,-1409.484425,-1617.071704,-780.873444,-368.626113,-0.514577,0.705023,-0.358628,1.066266,0.672766,-1.250461,0.745723,0.323488,-0.078762,0.043601,-0.320675,-0.472574,-0.518987,-2399.907381,-2067.297260,-1149.591759,-336.948898,-200.194562,-155.176095,0.012438,0.201391,0.291758,-1.011913,0.569156,-0.265166,0.593962,-0.194093,0.097046,0.556259,-0.674402,-1.439522,-0.454993,965,147.247314,1688,257.568359,1906,290.832520,2182,332.946777,-28486,-4346.618652,161,24.566650,-28174,-4299.011230,-28401,-4333.648682
200ml,VET6_8chips_raw_stream_20260527_221603.bin,8,-504.205527,-990.783925,-1408.188128,-1616.769235,-781.175913,-370.731052,-0.117522,-0.208519,-0.243008,0.297505,0.672766,0.528923,0.337781,-0.676512,-1.078762,-0.289733,0.012658,-0.305907,-0.518987,-2395.006147,-2062.698495,-1151.696697,-338.448898,-201.694562,-153.466219,0.720090,0.213855,0.138616,-0.280674,-0.344386,0.946509,-0.182211,0.805907,1.097046,-0.610408,-0.841069,-0.272855,0.378340,971,148.162842,1682,256.652832,1916,292.358398,2184,333.251953,-28491,-4347.381592,164,25.024414,-28179,-4299.774170,-28406,-4334.411621
200ml,VET6_8chips_raw_stream_20260527_221603.bin,9,-500.989478,-991.499974,-1407.694301,-1615.960593,-782.484555,-372.731052,-0.580525,-0.414409,-0.474247,-0.355636,-0.055396,-0.074022,-0.346334,0.156821,0.087904,0.043601,-1.320675,-0.972574,-2.518987,-2402.117258,-2067.087383,-1149.289290,-338.053837,-200.089623,-153.873626,0.648357,0.712093,1.291758,0.872468,0.569156,1.238858,0.501904,-0.194093,-0.402954,0.056259,0.158931,-0.272855,-0.288326,969,147.857666,1696,258.789062,1914,292.053223,2182,332.946777,-28491,-4347.381592,170,25.939941,-28179,-4299.774170,-28408,-4334.716797
200ml,VET6_8chips_raw_stream_20260527_221603.bin,10,-502.007996,-987.981455,-1408.496770,-1617.966766,-782.978382,-376.743397,0.022420,-0.414409,0.525753,0.028744,0.374633,-0.748700,-0.234421,0.656821,0.087904,-0.289733,0.179325,0.027426,-0.018987,-2406.537011,-2066.667630,-1145.276944,-337.047664,-200.595796,-154.873626,-1.026321,0.076174,0.444899,0.409990,0.449724,-0.680469,0.297933,-0.527426,-0.569620,-0.277075,0.658931,0.227145,0.545007,961,146.636963,1690,257.873535,1901,290.069580,2184,333.251953,-28489,-4347.076416,176,26.855469,-28178,-4299.621582,-28408,-4334.716797
