Index,Raw16,Visual_mV
0,320,48.828125
1,320,48.828125
2,320,48.828125
3,320,48.828125
4,320,48.828125
5,320,48.828125
6,320,48.828125
7,320,48.828125
8,320,48.828125
9,320,48.828125
10,320,48.828125
11,320,48.828125
12,320,48.828125
13,320,48.828125
14,320,48.828125
15,320,48.828125
16,320,48.828125
17,320,48.828125
18,320,48.828125
19,320,48.828125
20,320,48.828125
21,320,48.828125
22,320,48.828125
23,320,48.828125
24,320,48.828125
25,320,48.828125
26,320,48.828125
27,320,48.828125
28,320,48.828125
29,320,48.828125
30,320,48.828125
31,320,48.828125
32,320,48.828125
33,320,48.828125
34,320,48.828125
35,320,48.828125
36,320,48.828125
37,320,48.828125
38,320,48.828125
39,320,48.828125
40,320,48.828125
41,320,48.828125
42,320,48.828125
43,320,48.828125
44,320,48.828125
45,320,48.828125
46,320,48.828125
47,320,48.828125
48,320,48.828125
49,320,48.828125
50,320,48.828125
51,320,48.828125
52,320,48.828125
53,320,48.828125
54,320,48.828125
55,320,48.828125
56,320,48.828125
57,320,48.828125
58,320,48.828125
59,320,48.828125
60,320,48.828125
61,320,48.828125
62,320,48.828125
63,320,48.828125
64,320,48.828125
65,320,48.828125
66,320,48.828125
67,320,48.828125
68,320,48.828125
69,320,48.828125
70,320,48.828125
71,320,48.828125
72,320,48.828125
73,320,48.828125
74,320,48.828125
75,320,48.828125
76,320,48.828125
77,320,48.828125
78,320,48.828125
79,320,48.828125
80,320,48.828125
81,320,48.828125
82,320,48.828125
83,320,48.828125
84,320,48.828125
85,320,48.828125
86,320,48.828125
87,320,48.828125
88,320,48.828125
89,320,48.828125
90,320,48.828125
91,320,48.828125
92,320,48.828125
93,320,48.828125
94,320,48.828125
95,320,48.828125
96,320,48.828125
97,320,48.828125
98,320,48.828125
99,320,48.828125
100,320,48.828125
101,320,48.828125
102,320,48.828125
103,320,48.828125
104,320,48.828125
105,320,48.828125
106,320,48.828125
107,320,48.828125
108,320,48.828125
109,304,46.38671875
110,320,48.828125
111,320,48.828125
112,320,48.828125
113,320,48.828125
114,320,48.828125
115,320,48.828125
116,320,48.828125
117,320,48.828125
118,320,48.828125
119,320,48.828125
120,320,48.828125
121,320,48.828125
122,320,48.828125
123,320,48.828125
124,320,48.828125
125,320,48.828125
126,320,48.828125
127,320,48.828125
128,320,48.828125
129,320,48.828125
130,320,48.828125
131,320,48.828125
132,320,48.828125
133,320,48.828125
134,320,48.828125
135,320,48.828125
136,320,48.828125
137,320,48.828125
138,320,48.828125
139,320,48.828125
140,320,48.828125
141,320,48.828125
142,320,48.828125
143,320,48.828125
