point,file,target_temperature_c,T_liquid_c,T_jaw0_c,T_env_c,samples,cold_junction_c,baseline_temperature_c,T_ss_c,sigma_ss_c,beta,consistency,tau_s,T_inf_c,R2,delta_T_steady_c,snr,norm_A_alpha,norm_B_1_minus_alpha,norm_tau_fast_s,norm_tau_slow_s,norm_R2
1_cold,TempFit_Tenv22C_Tliquid1p5C_Tgripper21C_Temp_AD2_20260510_235808.csv,1.5,1.5,21.0,22.0,23803,25.0,21.803173352257435,12.137932234270629,0.0021125929179898126,0.45446501362714725,ok_cold,8.427647950949988,12.13301943439573,0.9998769240209707,-9.658490128622107,1022.841659501015,0.6,0.4,0.4205495858318174,8.715062012487989,0.9993876600423127
