point,file,target_temperature_c,T_liquid_c,T_jaw0_c,T_env_c,metadata_source,samples,sampling_rate_hz,baseline_window_s,noise_tail_s,cold_junction_c,offset_mode,offset_raw16,contact_threshold_raw16,contact_rise_frames,contact_index,contact_time_s,cooling_denoise_applied,cooling_denoise_window,raw_signal_first_adc,raw_signal_last_adc,corrected_raw16_tail_mean,thermocouple_mV_tail_mean,total_mV_tail_mean,T0_fit_c,norm_t_fit_start_s
1_cold,TempFit_Tenv22C_Tliquid1p5C_Tgripper21C_Temp_AD2_20260510_235808.csv,1.5,1.5,21.0,22.0,filename_metadata,23803,400.0,0.5,5.0,25.0,per-file-baseline,125.00507614213198,35.0,2,197,0.494122748498999,True,101,125.00507614213198,-803.0,-930.8305761421317,-0.5164853605192051,0.4755146394807949,16.019695800334357,0.0008772515010009863
