Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-4950,2
5.00,-4946,3
10.00,-4952,3
15.00,-4947,2
20.00,-4950,4
25.00,-4951,2
30.00,-4955,2
35.00,-4955,0
40.00,-4955,3
45.00,-4955,4
50.00,-4958,4
55.00,-4951,3
60.00,-4961,1
65.00,-4937,2
70.00,-4955,2
75.00,-4959,4
80.00,-4954,1
85.00,-4959,4
90.00,-4955,4
95.00,-4955,2
100.00,-4947,1
105.00,-4965,5
110.00,-4963,4
115.00,-4958,3
120.00,-4956,2
125.00,-4955,3
130.00,-4944,1
135.00,-4937,4
140.00,-4951,3
145.00,-4952,4
150.00,-4953,3
155.00,-4952,4
160.00,-4952,2
165.00,-4951,6
170.00,-4955,4
175.00,-4957,2
180.00,-4953,1
185.00,-4957,3
190.00,-4952,2
195.00,-4947,2
200.00,-4938,1
205.00,-4952,4
210.00,-4946,4
215.00,-4949,4
220.00,-4949,3
225.00,-4940,2
230.00,-4946,2
235.00,-4951,3
240.00,-4949,3
245.00,-4952,3
250.00,-4952,4
255.00,-4955,4
260.00,-4939,2
265.00,-4955,2
270.00,-4958,3
275.00,-4957,2
280.00,-4952,5
285.00,-4940,4
290.00,-4958,3
295.00,-4956,3
300.00,-4951,2
305.00,-4942,1
310.00,-4954,2
315.00,-4947,4
320.00,-4946,2
325.00,-4943,2
330.00,-4943,2
335.00,-4955,2
340.00,-4949,4
345.00,-4953,5
350.00,-4949,2
355.00,-4955,3
360.00,-4960,0
365.00,-4951,2
370.00,-4950,3
375.00,-4954,3
380.00,-4948,5
385.00,-4955,2
390.00,-4953,4
395.00,-4952,0
400.00,-4955,3
405.00,-4950,4
410.00,-4943,5
415.00,-4952,2
420.00,-4941,5
425.00,-4947,3
430.00,-4943,5
435.00,-4947,1
440.00,-4949,2
445.00,-4941,5
450.00,-4950,3
455.00,-4936,1
460.00,-4943,2
465.00,-4940,2
470.00,-4943,4
475.00,-4943,0
480.00,-4948,1
485.00,-4949,3
490.00,-4943,5
495.00,-4952,1
500.00,-4946,2
505.00,-4951,3
510.00,-4948,4
515.00,-4950,4
520.00,-4952,2
525.00,-4960,3
530.00,-4938,4
535.00,-4949,4
540.00,-4943,3
545.00,-4937,3
550.00,-4938,3
555.00,-4938,4
560.00,-4943,2
565.00,-4943,3
570.00,-4949,2
575.00,-4940,2
580.00,-4943,3
585.00,-4941,2
590.00,-4944,2
595.00,-4949,4
600.00,-4936,2
605.00,-4943,1
610.00,-4948,4
615.00,-4940,3
620.00,-4940,2
625.00,-4940,4
630.00,-4936,2
635.00,-4942,4
640.00,-4946,3
645.00,-4945,4
650.00,-4947,2
655.00,-4940,3
660.00,-4943,3
665.00,-4948,4
670.00,-4959,2
675.00,-4953,2
680.00,-4946,4
685.00,-4950,3
690.00,-4958,3
695.00,-4949,3
700.00,-4948,4
705.00,-4950,2
710.00,-4950,3
715.00,-4952,3
720.00,-4958,5
725.00,-4949,3
730.00,-4957,2
735.00,-4947,2
740.00,-4946,3
745.00,-4953,2
750.00,-4956,3
755.00,-4956,0
760.00,-4946,2
765.00,-4942,2
770.00,-4946,2
775.00,-4940,3
780.00,-4938,5
785.00,-4940,2
790.00,-4946,2
795.00,-4943,2
800.00,-4937,2
805.00,-4950,2
810.00,-4947,3
815.00,-4940,2
820.00,-4942,3
825.00,-4937,1
830.00,-4943,4
835.00,-4943,3
840.00,-4946,2
845.00,-4943,3
850.00,-4941,3
855.00,-4950,2
860.00,-4944,2
865.00,-4950,2
870.00,-4939,5
875.00,-4941,3
880.00,-4951,3
885.00,-4952,2
890.00,-4948,2
895.00,-4946,4
900.00,-4945,4
905.00,-4947,3
910.00,-4941,3
915.00,-4940,2
920.00,-4941,2
925.00,-4946,2
930.00,-4944,2
935.00,-4940,3
940.00,-4940,2
945.00,-4941,4
950.00,-4944,2
955.00,-4949,2
960.00,-4938,2
965.00,-4940,3
970.00,-4942,3
975.00,-4936,2
980.00,-4949,3
985.00,-4934,2
990.00,-4941,3
995.00,-4934,3
1000.00,-4939,2
1005.00,-4932,2
1010.00,-4937,1
1015.00,-4944,2
1020.00,-4943,0
1025.00,-4930,2
1030.00,-4948,3
1035.00,-4933,2
1040.00,-4944,5
1045.00,-4944,2
1050.00,-4941,2
1055.00,-4940,2
1060.00,-4938,2
1065.00,-4958,2
1070.00,-4957,2
1075.00,-4948,1
1080.00,-4941,2
1085.00,-4948,2
1090.00,-4951,4
1095.00,-4946,2
1100.00,-4947,2
1105.00,-4947,2
1110.00,-4950,2
1115.00,-4946,2
1120.00,-4947,3
1125.00,-4951,2
1130.00,-4948,4
1135.00,-4946,4
1140.00,-4943,4
1145.00,-4946,3
1150.00,-4950,1
1155.00,-4951,3
1160.00,-4951,3
1165.00,-4949,4
1170.00,-4949,3
1175.00,-4950,4
1180.00,-4949,1
1185.00,-4954,2
1190.00,-4955,2
1195.00,-4958,4
1200.00,-4953,2
1205.00,-4960,6
1210.00,-4953,5
1215.00,-4947,3
1220.00,-4947,3
1225.00,-4952,2
1230.00,-4954,5
1235.00,-4947,3
1240.00,-4948,5
1245.00,-4954,2
1250.00,-4954,2
1255.00,-4949,3
1260.00,-4951,4
1265.00,-4948,3
1270.00,-4947,2
1275.00,-4954,3
1280.00,-4954,3
1285.00,-4953,3
1290.00,-4949,3
1295.00,-4949,2
1300.00,-4950,1
1305.00,-4950,3
1310.00,-4956,1
1315.00,-4954,5
1320.00,-4947,3
1325.00,-4945,1
1330.00,-4945,5
1335.00,-4949,2
1340.00,-4950,2
1345.00,-4949,3
1350.00,-4943,2
1355.00,-4947,3
1360.00,-4963,3
1365.00,-4955,2
1370.00,-4950,2
1375.00,-4949,2
1380.00,-4954,2
1385.00,-4959,4
1390.00,-4957,3
1395.00,-4957,2
1400.00,-4953,5
1405.00,-4963,3
1410.00,-4950,4
1415.00,-4952,2
1420.00,-4951,4
1425.00,-4952,4
1430.00,-4948,3
1435.00,-4947,4
1440.00,-4946,3
1445.00,-4953,3
1450.00,-4958,4
1455.00,-4953,4
1460.00,-4967,2
1465.00,-4960,4
1470.00,-4953,2
1475.00,-4957,4
1480.00,-4955,5
1485.00,-4956,4
1490.00,-4955,4
1495.00,-4962,2
1500.00,-4957,4
