Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-118,5
5.00,-120,1
10.00,-118,5
15.00,-117,5
20.00,-121,3
25.00,-116,5
30.00,-118,4
35.00,-121,2
40.00,-117,5
45.00,-117,3
50.00,-118,4
55.00,-117,5
60.00,-116,2
65.00,-118,4
70.00,-114,2
75.00,-114,4
80.00,-120,6
85.00,-116,5
90.00,-118,4
95.00,-115,2
100.00,-119,3
105.00,-117,3
110.00,-119,1
115.00,-117,4
120.00,-118,5
125.00,-118,5
130.00,-117,4
135.00,-120,3
140.00,-118,4
145.00,-118,4
150.00,-119,4
155.00,-116,3
160.00,-114,4
165.00,-115,5
170.00,-120,3
175.00,-114,2
180.00,-116,3
185.00,-118,3
190.00,-117,3
195.00,-117,2
200.00,-120,4
205.00,-117,5
210.00,-116,3
215.00,-119,4
220.00,-118,4
225.00,-118,4
230.00,-115,2
235.00,-117,3
240.00,-116,2
245.00,-118,3
250.00,-115,2
255.00,-117,5
260.00,-119,4
265.00,-118,2
270.00,-117,3
275.00,-117,5
280.00,-117,5
285.00,-116,5
290.00,-118,5
295.00,-118,4
300.00,-118,5
305.00,-117,5
310.00,-118,5
315.00,-118,3
320.00,-116,2
325.00,-118,3
330.00,-116,5
335.00,-118,4
340.00,-116,5
345.00,-116,5
350.00,-118,6
355.00,-118,3
360.00,-117,4
365.00,-118,3
370.00,-115,5
375.00,-117,4
380.00,-119,5
385.00,-121,5
390.00,-117,2
395.00,-118,5
400.00,-117,2
405.00,-116,3
410.00,-118,4
415.00,-116,3
420.00,-117,4
425.00,-117,3
430.00,-115,1
435.00,-113,5
440.00,-119,7
445.00,-119,6
450.00,-114,4
455.00,-116,3
460.00,-118,5
465.00,-118,3
470.00,-118,6
475.00,-119,3
480.00,-117,5
485.00,-119,5
490.00,-118,3
495.00,-116,3
500.00,-119,3
505.00,-117,5
510.00,-119,4
515.00,-118,3
520.00,-118,5
525.00,-119,4
530.00,-117,3
535.00,-116,4
540.00,-117,4
545.00,-119,4
550.00,-116,3
555.00,-117,4
560.00,-118,3
565.00,-117,2
570.00,-116,5
575.00,-117,2
580.00,-117,4
585.00,-117,4
590.00,-118,4
595.00,-117,4
600.00,-118,5
605.00,-118,2
610.00,-115,1
615.00,-116,2
620.00,-118,2
625.00,-117,5
630.00,-119,5
635.00,-118,2
640.00,-119,6
645.00,-117,4
650.00,-116,3
655.00,-118,5
660.00,-118,2
665.00,-117,2
670.00,-116,4
675.00,-118,5
680.00,-114,4
685.00,-118,4
690.00,-118,4
695.00,-119,5
700.00,-119,4
705.00,-117,2
710.00,-118,3
715.00,-117,6
720.00,-119,5
725.00,-118,1
730.00,-117,4
735.00,-117,1
740.00,-118,5
745.00,-117,2
750.00,-117,4
755.00,-116,4
760.00,-117,4
765.00,-117,4
770.00,-118,2
775.00,-119,5
780.00,-118,2
785.00,-114,5
790.00,-115,3
795.00,-118,4
800.00,-114,6
805.00,-115,5
810.00,-116,4
815.00,-115,6
820.00,-116,4
825.00,-117,6
830.00,-114,5
835.00,-115,4
840.00,-117,4
845.00,-116,4
850.00,-118,6
855.00,-116,3
860.00,-117,3
865.00,-118,5
870.00,-115,4
875.00,-117,4
880.00,-118,3
885.00,-116,2
890.00,-115,2
895.00,-118,4
900.00,-115,4
905.00,-117,4
910.00,-120,2
915.00,-117,5
920.00,-119,5
925.00,-119,6
930.00,-118,4
935.00,-118,2
940.00,-118,3
945.00,-118,5
950.00,-119,5
955.00,-119,3
960.00,-120,5
965.00,-116,4
970.00,-118,5
975.00,-117,2
980.00,-115,5
985.00,-116,2
990.00,-115,5
995.00,-117,6
1000.00,-114,4
1005.00,-116,3
1010.00,-118,5
1015.00,-117,5
1020.00,-114,3
1025.00,-118,3
1030.00,-119,5
1035.00,-118,2
1040.00,-116,5
1045.00,-119,3
1050.00,-117,4
1055.00,-118,2
1060.00,-115,3
1065.00,-114,2
1070.00,-115,5
1075.00,-115,2
1080.00,-115,2
1085.00,-115,2
1090.00,-116,3
1095.00,-116,5
1100.00,-116,4
1105.00,-114,5
1110.00,-116,4
1115.00,-115,3
1120.00,-114,3
1125.00,-117,5
1130.00,-117,5
1135.00,-116,5
1140.00,-115,6
1145.00,-115,1
1150.00,-115,4
1155.00,-115,4
1160.00,-114,4
1165.00,-114,1
1170.00,-114,3
1175.00,-113,4
1180.00,-115,3
1185.00,-117,3
1190.00,-114,2
1195.00,-114,4
1200.00,-115,3
1205.00,-119,5
1210.00,-114,4
1215.00,-114,4
1220.00,-117,4
1225.00,-116,5
1230.00,-114,5
1235.00,-114,2
1240.00,-117,3
1245.00,-118,4
1250.00,-116,4
1255.00,-117,2
1260.00,-114,6
1265.00,-115,1
1270.00,-115,4
1275.00,-114,2
1280.00,-114,4
1285.00,-114,4
1290.00,-114,2
1295.00,-115,2
1300.00,-113,3
1305.00,-115,5
1310.00,-113,4
1315.00,-114,2
1320.00,-115,5
1325.00,-115,6
1330.00,-113,2
1335.00,-113,2
1340.00,-112,2
1345.00,-114,3
1350.00,-114,2
1355.00,-113,2
1360.00,-114,3
1365.00,-114,1
1370.00,-115,5
1375.00,-115,1
1380.00,-116,3
1385.00,-114,3
1390.00,-115,5
1395.00,-118,4
1400.00,-116,3
1405.00,-115,2
1410.00,-115,3
1415.00,-115,5
1420.00,-115,5
1425.00,-112,4
1430.00,-113,6
1435.00,-111,4
1440.00,-115,3
1445.00,-112,2
1450.00,-114,4
1455.00,-115,4
1460.00,-114,3
1465.00,-116,2
1470.00,-115,3
1475.00,-114,5
1480.00,-115,5
1485.00,-114,4
1490.00,-115,4
1495.00,-112,5
1500.00,-114,4
1505.00,-115,3
1510.00,-112,1
1515.00,-114,3
1520.00,-112,5
1525.00,-114,4
1530.00,-115,5
1535.00,-115,3
1540.00,-114,3
1545.00,-116,5
1550.00,-115,5
1555.00,-115,3
1560.00,-115,3
1565.00,-115,6
1570.00,-116,4
1575.00,-115,2
1580.00,-114,3
1585.00,-115,2
1590.00,-114,4
1595.00,-116,3
1600.00,-114,3
1605.00,-115,2
1610.00,-115,5
1615.00,-116,2
1620.00,-115,2
1625.00,-114,3
1630.00,-117,3
1635.00,-116,5
1640.00,-116,4
1645.00,-114,4
1650.00,-116,4
1655.00,-115,2
1660.00,-114,4
1665.00,-116,5
1670.00,-118,6
1675.00,-115,4
1680.00,-115,6
1685.00,-114,2
1690.00,-115,4
1695.00,-115,5
1700.00,-114,5
1705.00,-115,2
1710.00,-115,3
1715.00,-112,4
1720.00,-114,3
1725.00,-118,3
1730.00,-115,2
1735.00,-114,5
1740.00,-114,3
1745.00,-119,4
1750.00,-113,4
1755.00,-115,4
1760.00,-117,6
1765.00,-116,5
1770.00,-114,6
1775.00,-115,3
1780.00,-117,3
1785.00,-115,3
1790.00,-115,5
1795.00,-117,5
1800.00,-115,2
1805.00,-114,2
1810.00,-115,3
1815.00,-115,2
1820.00,-114,4
1825.00,-117,2
1830.00,-117,4
1835.00,-115,5
1840.00,-115,4
1845.00,-115,2
1850.00,-114,4
1855.00,-117,2
1860.00,-121,5
1865.00,-117,5
1870.00,-118,2
1875.00,-116,4
1880.00,-117,4
1885.00,-115,4
1890.00,-115,5
1895.00,-116,5
1900.00,-117,2
1905.00,-114,4
1910.00,-116,2
1915.00,-117,0
1920.00,-114,1
1925.00,-117,1
1930.00,-116,3
1935.00,-120,4
1940.00,-116,5
1945.00,-116,2
1950.00,-114,2
1955.00,-115,5
1960.00,-115,1
1965.00,-116,5
1970.00,-117,5
1975.00,-116,2
1980.00,-114,5
1985.00,-117,5
1990.00,-116,3
1995.00,-118,3
2000.00,-115,4
2005.00,-116,4
2010.00,-114,2
2015.00,-115,2
2020.00,-115,3
2025.00,-115,5
2030.00,-115,4
2035.00,-116,5
2040.00,-116,4
2045.00,-115,6
2050.00,-118,3
2055.00,-117,6
2060.00,-117,3
2065.00,-118,4
2070.00,-117,5
2075.00,-118,4
2080.00,-117,5
2085.00,-119,5
2090.00,-113,3
2095.00,-117,5
2100.00,-118,2
2105.00,-117,5
2110.00,-118,4
2115.00,-117,4
2120.00,-116,5
2125.00,-115,4
2130.00,-116,3
2135.00,-115,6
2140.00,-117,6
2145.00,-117,3
2150.00,-117,5
2155.00,-118,3
2160.00,-114,5
2165.00,-117,4
2170.00,-118,4
2175.00,-116,5
2180.00,-115,3
2185.00,-113,5
2190.00,-115,5
2195.00,-116,2
2200.00,-116,2
2205.00,-117,5
2210.00,-116,4
2215.00,-117,2
2220.00,-116,6
2225.00,-115,4
2230.00,-115,3
2235.00,-115,4
2240.00,-116,3
2245.00,-116,2
2250.00,-114,4
2255.00,-114,3
2260.00,-115,5
2265.00,-115,6
2270.00,-117,2
2275.00,-116,4
2280.00,-116,4
2285.00,-115,5
2290.00,-117,3
2295.00,-114,1
2300.00,-117,3
2305.00,-116,4
2310.00,-116,3
2315.00,-115,5
2320.00,-116,2
2325.00,-114,5
2330.00,-114,1
2335.00,-113,3
2340.00,-116,2
2345.00,-115,3
2350.00,-115,5
2355.00,-115,5
2360.00,-114,4
2365.00,-115,2
2370.00,-115,5
2375.00,-116,5
2380.00,-116,4
2385.00,-117,3
2390.00,-117,3
2395.00,-116,3
2400.00,-116,3
2405.00,-116,2
2410.00,-114,3
2415.00,-112,2
2420.00,-116,5
2425.00,-114,3
2430.00,-117,3
2435.00,-115,3
2440.00,-115,2
2445.00,-117,5
2450.00,-117,3
2455.00,-113,3
2460.00,-114,3
2465.00,-115,3
2470.00,-112,5
2475.00,-116,6
2480.00,-118,2
2485.00,-115,2
2490.00,-115,2
2495.00,-113,5
2500.00,-113,3
2505.00,-111,3
2510.00,-115,5
2515.00,-114,2
2520.00,-113,5
2525.00,-112,5
2530.00,-116,4
2535.00,-112,4
2540.00,-112,5
2545.00,-114,1
2550.00,-112,2
2555.00,-114,4
2560.00,-115,4
2565.00,-115,4
2570.00,-115,3
2575.00,-114,4
2580.00,-113,3
2585.00,-114,2
2590.00,-113,5
2595.00,-113,6
2600.00,-112,5
2605.00,-114,4
2610.00,-111,4
2615.00,-111,4
2620.00,-111,4
2625.00,-114,3
2630.00,-115,5
2635.00,-115,3
2640.00,-117,4
2645.00,-115,5
2650.00,-116,3
2655.00,-117,2
2660.00,-117,3
2665.00,-115,3
2670.00,-114,2
2675.00,-116,3
2680.00,-116,2
2685.00,-115,3
2690.00,-115,5
2695.00,-114,3
2700.00,-114,5
2705.00,-113,5
2710.00,-115,3
2715.00,-114,5
2720.00,-114,2
2725.00,-114,3
2730.00,-114,3
2735.00,-116,4
2740.00,-114,4
2745.00,-114,5
2750.00,-114,2
2755.00,-115,3
2760.00,-115,4
2765.00,-113,5
2770.00,-115,5
2775.00,-114,5
2780.00,-112,4
2785.00,-114,3
2790.00,-115,6
2795.00,-114,4
2800.00,-114,5
2805.00,-116,4
2810.00,-115,5
2815.00,-115,4
2820.00,-116,5
2825.00,-114,3
2830.00,-115,3
2835.00,-115,4
2840.00,-113,3
2845.00,-116,6
2850.00,-112,5
2855.00,-113,3
2860.00,-115,2
2865.00,-115,2
2870.00,-114,4
2875.00,-115,3
2880.00,-114,6
2885.00,-113,5
2890.00,-113,3
2895.00,-116,2
2900.00,-114,2
2905.00,-114,3
2910.00,-115,3
2915.00,-114,1
2920.00,-112,3
2925.00,-112,3
2930.00,-114,5
2935.00,-114,3
2940.00,-113,2
2945.00,-113,2
2950.00,-113,3
2955.00,-115,3
2960.00,-115,4
2965.00,-115,4
2970.00,-114,4
2975.00,-114,3
2980.00,-114,4
2985.00,-115,4
2990.00,-114,2
2995.00,-114,5
3000.00,-114,3
3005.00,-114,2
3010.00,-114,2
3015.00,-113,2
3020.00,-113,5
3025.00,-113,5
3030.00,-115,5
3035.00,-115,4
3040.00,-111,3
3045.00,-114,4
3050.00,-115,2
3055.00,-116,1
3060.00,-115,5
3065.00,-114,5
3070.00,-115,5
3075.00,-115,2
3080.00,-116,3
3085.00,-114,3
3090.00,-115,4
3095.00,-115,6
3100.00,-115,2
3105.00,-115,4
3110.00,-116,4
3115.00,-115,4
3120.00,-115,3
3125.00,-111,4
3130.00,-116,3
3135.00,-114,5
3140.00,-114,3
3145.00,-112,2
3150.00,-114,4
3155.00,-113,5
3160.00,-114,1
3165.00,-114,3
3170.00,-113,5
3175.00,-115,3
3180.00,-114,2
3185.00,-115,4
3190.00,-115,5
3195.00,-115,2
3200.00,-115,5
3205.00,-114,3
3210.00,-114,4
3215.00,-114,4
3220.00,-115,4
3225.00,-114,2
3230.00,-117,3
3235.00,-114,3
3240.00,-114,4
3245.00,-114,5
3250.00,-115,6
3255.00,-113,5
3260.00,-117,4
3265.00,-114,2
3270.00,-116,3
3275.00,-118,5
3280.00,-119,6
3285.00,-116,5
3290.00,-114,4
3295.00,-115,5
3300.00,-116,2
3305.00,-117,1
3310.00,-115,6
3315.00,-114,3
3320.00,-113,5
3325.00,-115,2
3330.00,-118,4
3335.00,-115,1
3340.00,-113,2
3345.00,-113,4
3350.00,-115,4
3355.00,-113,3
3360.00,-112,3
3365.00,-115,6
3370.00,-112,2
3375.00,-116,3
3380.00,-115,2
3385.00,-116,5
3390.00,-116,5
3395.00,-114,4
3400.00,-117,4
3405.00,-117,5
3410.00,-118,5
3415.00,-114,4
3420.00,-116,4
