Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,4,0,1,-8,4,-5,4,3,1,-6,4,-5,3,1,1,-6,2,-8,-25,0,-2,-6,1,-6,3,2,1,-6,3,-3,6,0,-2,-5,1,-1
1,-5,3,2,-2,-6,4,-5,3,2,-2,-6,4,-5,2,2,0,-7,5,-7,-25,0,1,-6,1,-6,2,0,-2,-6,4,-5,3,3,-1,-6,4,0
2,-6,5,0,-1,-8,3,-7,3,1,0,-6,1,-6,3,2,-1,-6,4,-5,-24,0,-1,-6,1,-6,3,0,0,-5,4,-7,3,1,-2,-7,3,-2
3,-5,0,1,-1,-5,3,-6,2,3,0,-5,2,-5,1,1,-1,-6,4,-5,-23,3,-2,-6,3,-5,4,1,-3,-9,2,-4,3,2,-2,-6,1,-2
4,-5,3,2,0,-9,5,-7,0,2,-2,-7,4,-6,2,0,1,-6,4,-5,-27,3,-1,-7,4,-7,3,2,-2,-6,4,-6,4,3,-1,-6,3,-2
5,-5,2,3,-2,-6,4,-6,3,1,0,-5,4,-7,3,0,1,-6,2,-5,-24,1,1,-6,4,-7,4,3,0,-9,2,-7,3,1,1,-5,2,0
6,-7,5,1,1,-7,3,-6,3,0,-1,-6,1,-5,3,0,1,-6,4,-7,-26,1,-1,-9,1,-5,2,1,1,-9,4,-5,5,3,-1,-6,3,-2
7,-7,5,2,1,-6,4,-6,3,1,-2,-7,5,-6,2,1,-2,-6,4,-6,-28,1,-2,-8,5,-5,4,0,1,-6,5,-7,3,0,-1,-9,4,-2
8,-6,2,1,-2,-8,3,-5,3,1,1,-6,1,-5,4,1,-2,-6,6,-6,-25,3,-2,-6,1,-8,1,0,-4,-6,4,-7,4,1,2,-6,4,0
9,-5,1,0,1,-5,3,-7,1,1,0,-7,3,-8,3,0,-2,-6,1,-6,-24,3,1,-6,4,-6,3,3,0,-6,2,-4,3,2,-1,-6,5,-1
10,-7,4,3,-2,-8,3,-6,5,2,-1,-7,6,-5,0,1,-1,-5,4,-6,-27,2,-2,-8,2,-7,3,3,-2,-6,4,-7,1,-1,-2,-9,4,-1
11,-7,0,-1,0,-8,5,-7,2,0,-1,-9,3,-6,6,1,1,-7,4,-5,-23,2,-1,-7,1,-6,3,1,-2,-6,4,-6,4,3,-2,-6,4,-2
12,-3,3,4,-1,-6,4,-5,3,1,-2,-8,3,-7,2,1,-2,-5,3,-6,-26,0,-2,-8,4,-7,4,3,2,-4,6,-7,4,2,-1,-6,1,1
13,-7,3,2,1,-5,0,-8,4,3,-1,-7,3,-7,3,0,-2,-7,5,-7,-25,1,0,-6,5,-7,4,1,-1,-7,3,-6,2,3,-1,-8,6,-2
14,-7,6,3,0,-9,4,-8,3,3,-2,-6,4,-7,6,0,0,-7,2,-8,-24,1,0,-5,3,-7,4,1,-1,-6,3,-7,3,2,1,-5,4,-2
15,-7,3,3,-1,-6,4,-6,3,2,0,-6,3,-5,3,1,-1,-8,2,-8,-24,3,-2,-6,4,-5,3,1,0,-7,4,-7,3,2,-2,-6,2,-2
16,-7,3,1,-1,-7,3,-7,3,1,-4,-6,3,-7,4,2,-1,-6,3,-6,-23,0,-2,-6,2,-8,1,2,-3,-7,3,-6,2,2,1,-6,3,-2
17,-6,3,1,0,-6,3,-6,5,1,0,-5,2,-5,4,0,-1,-7,4,-6,-26,1,-2,-5,2,-7,3,0,-2,-6,4,-7,1,3,0,-7,5,-1
18,-6,3,1,-2,-6,4,-8,3,1,-2,-8,1,-6,3,1,-1,-6,4,-6,-24,2,1,-8,4,-7,2,1,-2,-8,4,-5,4,1,1,-7,4,-4
19,-5,4,2,-2,-6,5,-4,4,3,-2,-4,4,-10,3,2,-2,-8,4,-7,-27,2,0,-7,1,-5,3,0,-2,-6,6,-7,3,2,0,-7,1,-3
20,-6,2,2,0,-8,3,-7,0,1,1,-7,3,-7,6,1,-1,-3,3,-7,-24,2,-3,-8,3,-10,2,1,-1,-6,2,-7,3,3,-2,-6,4,-2
21,-6,6,3,-2,-6,4,-7,2,-2,0,-6,4,-5,3,1,1,-5,4,-7,-21,1,1,-7,3,-5,2,0,-1,-5,3,-5,3,1,-2,-6,3,-1
22,-6,3,1,0,-6,1,-5,3,1,-2,-7,5,-5,4,1,-2,-6,4,-5,-25,1,-3,-7,3,-6,4,1,-1,-4,6,-8,2,3,-1,-6,2,-1
23,-7,3,3,-2,-7,2,-7,2,2,-1,-6,1,-6,4,2,0,-6,4,-6,-24,1,-1,-6,3,-7,5,2,-3,-6,2,-6,2,3,1,-4,2,-2
24,-5,5,1,0,-6,2,-7,3,0,-1,-5,3,-7,2,2,1,-8,3,-7,-24,3,1,-6,3,-5,3,3,-1,-6,1,-9,3,1,0,-6,3,-1
25,-5,3,2,-1,-6,3,-3,3,1,1,-4,4,-6,3,0,0,-6,2,-5,-27,1,-3,-7,2,-5,5,3,-1,-7,2,-10,3,1,-2,-6,4,-2
26,-7,3,2,-2,-7,3,-7,2,0,-2,-9,2,-6,5,2,0,-6,5,-7,-24,2,-1,-6,4,-7,3,0,1,-6,4,-6,3,3,-1,-5,5,1
27,-5,4,3,0,-9,3,-6,3,1,1,-7,3,-5,3,1,-2,-7,3,-4,-25,3,0,-6,3,-6,2,0,1,-6,6,-5,6,0,-2,-6,4,1
28,-7,3,0,0,-7,2,-6,4,1,2,-5,3,-7,4,4,0,-5,5,-5,-24,0,-2,-6,2,-7,3,2,-1,-7,1,-6,3,1,-1,-9,1,-2
29,-5,3,1,-1,-5,2,-7,1,2,-2,-6,1,-7,3,1,0,-6,3,-5,-24,3,-2,-6,4,-7,2,2,-2,-6,4,-5,3,3,-2,-6,1,1
30,-6,3,3,0,-6,4,-5,4,3,-1,-6,3,-8,3,2,-2,-6,4,-8,-24,0,-2,-9,1,-4,3,2,0,-7,3,-8,3,2,0,-7,1,1
31,-6,3,2,-3,-6,3,-8,4,1,-2,-8,2,-3,3,2,0,-6,4,-4,-23,1,-1,-9,3,-7,4,1,-2,-8,4,-5,3,2,0,-6,2,-2
32,-7,5,2,1,-9,5,-6,6,2,-2,-7,3,-7,1,0,-1,-6,4,-5,-25,2,-1,-6,3,-5,3,2,1,-6,4,-7,2,1,-1,-7,4,-2
33,-7,4,0,0,-6,3,-5,5,3,-1,-5,2,-7,3,3,0,-7,4,-7,-25,0,-2,-8,4,-7,3,2,-2,-5,1,-8,2,3,0,-9,4,1
34,-7,4,1,-1,-6,4,-10,1,4,-2,-6,4,-7,1,0,0,-7,4,-7,-24,3,-2,-6,3,-5,2,3,-2,-6,3,-9,3,3,-2,-6,3,-2
