Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-5,3,1,0,-6,3,-7,2,0,-1,-6,4,-5,3,0,1,-6,2,-4,-19,3,-2,-7,6,-7,0,2,-1,-7,1,-5,6,2,-2,-8,4,1
1,-5,2,2,-1,-6,4,-7,4,1,-1,-4,3,-7,0,3,-1,-8,4,-8,-23,0,-2,-8,5,-5,3,3,0,-6,4,-7,3,2,-2,-6,5,0
2,-6,3,0,-2,-7,2,-8,3,3,-2,-7,1,-5,4,3,-1,-5,3,-4,-21,1,-2,-6,3,-7,3,0,1,-6,1,-5,3,3,-2,-5,2,0
3,-6,2,1,-2,-6,5,-7,3,1,-2,-7,1,-7,2,1,0,-6,7,-7,-21,1,1,-8,3,-6,3,2,-2,-7,4,-5,3,1,1,-6,7,-4
4,-5,3,-1,0,-6,3,-7,2,0,1,-6,3,-5,3,1,1,-6,1,-5,-23,2,-2,-6,4,-6,3,1,1,-6,4,-7,2,2,-1,-6,4,-2
5,-5,6,3,1,-7,1,-6,4,3,-2,-7,4,-5,4,2,-2,-7,4,-6,-24,1,0,-6,4,-7,3,3,-1,-7,4,-7,0,4,1,-5,4,-1
6,-7,3,0,0,-8,4,-7,6,0,0,-6,4,-7,3,3,0,-6,4,-7,-21,3,-1,-8,1,-5,2,1,-2,-7,5,-7,3,2,-2,-6,4,0
7,-6,3,2,-2,-8,5,-5,3,3,-2,-6,5,-7,4,1,-2,-7,3,-7,-21,0,-1,-9,4,-6,3,3,0,-6,3,-5,3,1,-2,-8,3,-3
8,-7,1,3,-2,-6,4,-5,3,2,-1,-8,4,-5,3,2,0,-7,5,-5,-21,3,-1,-6,5,-7,3,5,-1,-7,3,-5,5,3,-2,-6,4,0
9,-5,5,3,-2,-3,4,-5,2,2,-2,-6,4,-7,1,1,-3,-6,4,-5,-22,1,2,-6,4,-7,3,2,-2,-8,1,-8,4,5,-1,-6,4,-2
10,-6,3,1,-2,-5,1,-5,4,3,-2,-6,4,-5,3,3,-1,-6,4,-7,-24,0,-2,-6,3,-4,3,3,-1,-7,5,-7,2,3,-2,-6,3,0
11,-5,0,0,1,-6,4,-7,3,2,0,-7,4,-6,3,0,1,-7,4,-5,-21,1,1,-5,2,-7,4,0,-2,-6,5,-6,4,4,1,-6,3,-1
