Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-4,5,3,-1,-7,4,-7,4,1,-2,-7,4,-10,3,2,-4,-8,3,-7,-25,3,-1,-8,4,-7,3,1,-2,-6,6,-5,3,2,-2,-6,2,-2
1,-5,2,-2,-2,-9,2,-5,3,3,-1,-5,3,-7,3,2,-2,-5,3,-6,-23,2,-1,-7,2,-7,4,1,-2,-6,4,-7,0,1,-2,-6,4,-1
2,-6,3,1,-2,-6,4,-6,3,2,-2,-6,4,-6,3,0,0,-6,3,-7,-24,0,-1,-6,3,-7,6,0,0,-8,3,-5,3,2,-2,-7,4,-3
3,-7,3,2,1,-7,4,-6,3,2,-1,-6,4,-6,4,2,-1,-6,2,-4,-27,1,-2,-8,3,-4,3,3,0,-5,2,-5,4,2,-1,-9,2,1
4,-7,3,3,0,-6,4,-6,6,2,0,-7,4,-6,4,2,-3,-7,2,-8,-25,0,-1,-6,1,-5,1,2,1,-7,6,-7,1,1,-2,-7,4,-2
5,-7,3,2,0,-7,4,-7,4,1,-1,-8,3,-7,5,2,0,-4,5,-4,-24,3,0,-6,3,-7,3,3,-2,-6,3,-7,3,1,1,-6,3,-1
6,-6,3,3,0,-6,5,-6,3,3,-1,-9,2,-9,3,0,-2,-7,4,-7,-22,3,0,-6,4,-5,3,2,-2,-6,4,-6,3,0,-2,-6,3,1
7,-8,2,3,-2,-6,4,-6,6,3,0,-7,6,-5,4,2,-2,-4,4,-5,-24,4,-1,-5,3,-8,5,3,0,-9,2,-6,2,2,-2,-5,4,-2
8,-6,3,1,2,-7,4,-7,4,0,-3,-9,3,-6,3,1,-1,-8,1,-5,-24,3,0,-6,4,-7,5,1,-2,-6,4,-6,2,3,1,-6,4,-1
9,-6,3,2,-1,-6,4,-6,2,1,-1,-6,5,-5,4,2,-2,-7,4,-7,-25,2,-2,-7,2,-7,0,2,0,-6,1,-6,3,2,-3,-6,2,-2
10,-5,5,0,-1,-7,4,-4,6,3,1,-6,3,-6,2,0,-2,-6,4,-5,-25,4,0,-7,2,-5,3,0,0,-7,1,-9,1,2,-2,-9,2,-2
11,-8,1,2,-2,-7,3,-6,3,-1,-2,-8,4,-5,3,4,-2,-6,4,-7,-23,-1,0,-8,6,-5,4,3,0,-6,3,-5,4,2,-2,-7,5,0
12,-7,0,3,1,-3,4,-6,3,3,1,-7,3,-7,3,0,-1,-8,2,-5,-25,3,-2,-5,2,-7,3,0,-2,-8,3,-7,3,1,-2,-8,2,-2
13,-6,3,2,-3,-7,4,-5,3,3,0,-8,4,-6,6,2,1,-7,1,-8,-25,0,0,-8,1,-7,2,2,-1,-6,4,-5,4,3,-1,-6,4,-2
14,-5,2,2,0,-5,2,-8,4,0,-2,-8,3,-5,3,3,0,-6,2,-6,-26,2,-2,-6,2,-6,4,1,1,-6,3,-6,3,0,-1,-7,1,-1
15,-5,5,2,-1,-6,2,-7,3,0,-2,-6,3,-7,3,2,-2,-6,1,-6,-24,0,0,-7,5,-4,3,0,-2,-6,3,-4,3,1,-2,-9,4,-1
16,-4,3,3,1,-6,4,-7,4,4,-2,-5,4,-7,3,-1,0,-6,3,-8,-23,0,-4,-7,4,-7,4,2,0,-7,3,-8,4,0,-1,-7,1,-2
17,-6,2,0,-1,-6,4,-7,3,1,1,-6,4,-3,5,3,1,-7,3,-7,-22,3,-1,-8,4,-6,5,1,0,-7,4,-5,2,2,0,-6,4,0
18,-5,4,3,1,-6,1,-7,3,1,1,-6,4,-7,2,0,-2,-6,4,-5,-25,0,1,-7,5,-7,2,3,-1,-6,3,-5,2,0,-1,-9,2,0
19,-7,0,0,-2,-9,4,-5,4,1,1,-7,4,-5,5,3,-1,-3,4,-6,-26,0,-2,-9,2,-6,5,1,1,-6,6,-6,3,3,-3,-8,3,0
20,-5,4,3,1,-8,5,-4,5,2,1,-6,5,-7,3,0,-4,-7,4,-5,-24,1,0,-5,4,-3,3,1,-1,-8,3,-9,3,2,-3,-8,1,-2
21,-8,4,3,-2,-9,4,-7,2,0,-2,-7,3,-6,6,0,-1,-4,5,-9,-25,0,-3,-7,2,-6,5,2,0,-6,4,-3,5,2,1,-4,3,-1
22,-7,2,0,-2,-9,4,-5,4,1,-1,-6,5,-8,3,-1,1,-7,2,-5,-26,2,0,-6,3,-5,4,1,1,-5,4,-6,3,2,-1,-9,4,-2
23,-5,3,4,-2,-7,4,-6,3,0,-1,-5,1,-6,3,3,0,-6,3,-7,-24,2,-2,-6,3,-6,3,0,-1,-8,3,-5,3,0,-1,-5,3,-2
