Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-1927,4
5.00,-1924,2
10.00,-1924,5
15.00,-1925,2
20.00,-1921,5
25.00,-1918,3
30.00,-1919,4
35.00,-1921,3
40.00,-1924,2
45.00,-1918,4
50.00,-1916,2
55.00,-1924,2
60.00,-1918,2
65.00,-1923,2
70.00,-1923,4
75.00,-1929,4
80.00,-1924,2
85.00,-1916,3
90.00,-1922,4
95.00,-1921,3
100.00,-1924,2
105.00,-1915,5
110.00,-1921,1
115.00,-1924,4
120.00,-1922,2
125.00,-1918,1
130.00,-1917,4
135.00,-1918,2
140.00,-1923,2
145.00,-1923,2
150.00,-1915,4
155.00,-1913,4
160.00,-1911,4
165.00,-1919,5
170.00,-1915,2
175.00,-1923,1
180.00,-1930,2
185.00,-1924,2
190.00,-1918,3
195.00,-1924,3
200.00,-1922,4
205.00,-1922,5
210.00,-1920,1
215.00,-1920,2
220.00,-1921,5
225.00,-1921,4
230.00,-1924,0
235.00,-1914,4
240.00,-1915,3
245.00,-1914,2
250.00,-1918,3
255.00,-1917,4
260.00,-1918,4
265.00,-1918,2
270.00,-1919,5
275.00,-1923,3
280.00,-1921,4
285.00,-1919,3
290.00,-1921,3
295.00,-1921,3
300.00,-1917,4
305.00,-1921,2
310.00,-1924,4
315.00,-1927,4
320.00,-1924,1
325.00,-1924,4
330.00,-1919,4
335.00,-1919,5
340.00,-1919,5
345.00,-1921,4
350.00,-1920,4
355.00,-1923,3
360.00,-1919,1
365.00,-1918,2
370.00,-1917,3
375.00,-1919,5
380.00,-1915,3
385.00,-1921,4
390.00,-1918,2
395.00,-1915,5
400.00,-1920,2
405.00,-1916,1
410.00,-1926,4
415.00,-1921,3
420.00,-1923,2
425.00,-1924,3
430.00,-1919,2
435.00,-1918,3
440.00,-1927,3
445.00,-1930,2
450.00,-1922,2
455.00,-1923,5
460.00,-1922,4
465.00,-1921,1
470.00,-1921,3
475.00,-1921,3
480.00,-1919,4
485.00,-1917,2
490.00,-1921,3
495.00,-1921,2
500.00,-1927,4
505.00,-1923,5
510.00,-1924,4
515.00,-1923,3
520.00,-1923,3
525.00,-1923,2
530.00,-1923,5
535.00,-1918,2
540.00,-1921,4
545.00,-1924,3
550.00,-1924,3
555.00,-1923,4
560.00,-1921,3
565.00,-1921,2
570.00,-1917,2
575.00,-1921,2
580.00,-1924,5
585.00,-1921,3
590.00,-1924,4
595.00,-1922,2
600.00,-1921,3
605.00,-1921,3
610.00,-1927,5
615.00,-1921,3
620.00,-1925,4
625.00,-1922,0
630.00,-1920,2
635.00,-1926,1
640.00,-1920,5
645.00,-1925,3
650.00,-1927,3
655.00,-1925,2
660.00,-1921,4
665.00,-1921,3
670.00,-1923,4
675.00,-1918,3
680.00,-1925,3
685.00,-1925,2
690.00,-1929,4
695.00,-1933,3
