Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-1075,5
5.00,-1073,5
10.00,-1073,2
15.00,-1073,3
20.00,-1120,3
25.00,-1111,4
30.00,-1117,5
35.00,-1076,2
40.00,-1076,2
45.00,-1091,4
50.00,-1084,2
55.00,-1079,4
60.00,-1074,4
65.00,-1073,4
70.00,-1076,5
75.00,-1077,4
80.00,-1079,4
85.00,-1078,5
90.00,-1079,4
95.00,-1073,2
100.00,-1070,2
105.00,-1070,2
110.00,-1072,3
115.00,-1073,3
120.00,-1064,2
125.00,-1072,5
130.00,-1072,4
135.00,-1073,4
140.00,-1071,4
145.00,-1075,3
150.00,-1076,5
155.00,-1076,2
160.00,-1068,4
165.00,-1071,5
170.00,-1074,4
175.00,-1073,3
180.00,-1075,4
185.00,-1070,2
190.00,-1072,2
195.00,-1068,5
200.00,-1068,2
205.00,-1066,3
210.00,-1071,2
215.00,-1067,4
220.00,-1075,5
225.00,-1072,4
230.00,-1069,4
235.00,-1074,5
240.00,-1070,3
245.00,-1069,3
250.00,-1067,4
255.00,-1068,4
260.00,-1071,5
265.00,-1071,3
270.00,-1067,6
275.00,-1067,5
280.00,-1070,2
285.00,-1069,5
290.00,-1074,4
295.00,-1076,5
300.00,-1072,2
305.00,-1068,3
310.00,-1071,5
315.00,-1073,4
320.00,-1073,3
325.00,-1065,3
330.00,-1067,2
335.00,-1069,3
340.00,-1070,3
345.00,-1070,3
350.00,-1069,5
355.00,-1069,2
360.00,-1070,5
365.00,-1067,3
370.00,-1065,5
375.00,-1070,4
380.00,-1077,3
385.00,-1078,3
390.00,-1071,4
395.00,-1068,5
400.00,-1076,2
405.00,-1075,3
410.00,-1079,2
415.00,-1070,2
420.00,-1069,4
425.00,-1073,4
430.00,-1070,2
435.00,-1071,4
440.00,-1073,2
445.00,-1069,2
450.00,-1069,3
455.00,-1070,4
460.00,-1070,2
465.00,-1067,4
470.00,-1067,4
475.00,-1060,3
480.00,-1069,2
485.00,-1071,5
490.00,-1067,2
495.00,-1067,4
500.00,-1067,2
505.00,-1114,4
510.00,-1074,4
515.00,-1106,3
520.00,-1094,4
525.00,-1118,3
530.00,-1071,5
535.00,-1073,3
540.00,-1076,2
545.00,-1073,4
550.00,-1069,5
555.00,-1070,4
560.00,-1074,3
565.00,-1070,4
570.00,-1073,3
575.00,-1073,3
580.00,-1072,2
585.00,-1070,5
590.00,-1070,4
595.00,-1073,3
600.00,-1073,5
605.00,-1070,4
610.00,-1075,2
615.00,-1071,2
620.00,-1071,3
625.00,-1070,4
630.00,-1076,4
635.00,-1074,3
640.00,-1071,4
645.00,-1071,5
650.00,-1076,2
655.00,-1072,4
660.00,-1076,5
665.00,-1071,5
670.00,-1068,2
675.00,-1070,2
680.00,-1076,5
685.00,-1073,4
690.00,-1068,3
695.00,-1074,5
700.00,-1069,3
705.00,-1070,3
710.00,-1066,3
715.00,-1069,4
720.00,-1068,4
725.00,-1073,3
730.00,-1072,3
735.00,-1070,3
740.00,-1070,3
745.00,-1073,5
750.00,-1075,3
755.00,-1071,4
760.00,-1076,5
765.00,-1072,4
770.00,-1073,3
775.00,-1073,4
780.00,-1071,2
785.00,-1073,2
790.00,-1078,4
795.00,-1073,3
800.00,-1072,3
805.00,-1076,1
810.00,-1070,3
815.00,-1073,4
820.00,-1067,3
825.00,-1069,2
830.00,-1073,4
835.00,-1074,4
840.00,-1070,5
845.00,-1073,4
850.00,-1073,2
855.00,-1074,4
860.00,-1071,5
865.00,-1070,3
870.00,-1073,3
875.00,-1071,5
880.00,-1073,3
885.00,-1074,1
890.00,-1075,3
895.00,-1081,5
900.00,-1072,2
905.00,-1072,2
910.00,-1073,5
915.00,-1070,5
920.00,-1073,4
925.00,-1073,4
930.00,-1070,5
935.00,-1069,4
940.00,-1070,2
945.00,-1070,4
950.00,-1073,3
955.00,-1073,5
960.00,-1073,3
965.00,-1070,2
970.00,-1073,5
975.00,-1071,5
980.00,-1073,4
985.00,-1074,3
990.00,-1074,5
995.00,-1072,5
1000.00,-1073,3
1005.00,-1070,5
1010.00,-1074,4
1015.00,-1076,3
1020.00,-1071,2
1025.00,-1070,3
1030.00,-1070,2
1035.00,-1071,4
1040.00,-1073,3
1045.00,-1073,4
1050.00,-1073,2
1055.00,-1069,5
1060.00,-1078,4
1065.00,-1072,4
1070.00,-1076,3
1075.00,-1073,3
1080.00,-1073,2
1085.00,-1074,1
1090.00,-1073,3
1095.00,-1075,5
1100.00,-1068,5
1105.00,-1072,4
1110.00,-1070,4
1115.00,-1069,2
1120.00,-1069,3
1125.00,-1068,3
1130.00,-1068,5
1135.00,-1070,4
1140.00,-1069,2
1145.00,-1070,4
1150.00,-1071,4
1155.00,-1071,3
1160.00,-1070,4
1165.00,-1067,2
1170.00,-1070,2
1175.00,-1073,3
1180.00,-1070,3
1185.00,-1068,5
1190.00,-1066,2
1195.00,-1067,5
1200.00,-1071,5
1205.00,-1074,5
1210.00,-1073,5
1215.00,-1073,3
1220.00,-1073,5
1225.00,-1076,4
1230.00,-1076,3
1235.00,-1073,3
1240.00,-1073,4
1245.00,-1075,3
1250.00,-1073,3
1255.00,-1073,3
1260.00,-1074,4
1265.00,-1077,4
1270.00,-1076,2
1275.00,-1074,3
1280.00,-1071,5
1285.00,-1072,2
1290.00,-1079,5
1295.00,-1072,2
1300.00,-1078,3
1305.00,-1071,19200
1310.00,-1076,3
1315.00,-1074,2
1320.00,-1073,1
1325.00,-1076,4
1330.00,-1073,2
1335.00,-1070,2
1340.00,-1074,4
1345.00,-1074,2
1350.00,-1068,5
1355.00,-1076,3
1360.00,-1075,2
1365.00,-1073,2
1370.00,-1067,2
1375.00,-1067,5
1380.00,-1070,2
1385.00,-1070,3
1390.00,-1061,3
1395.00,-1070,5
1400.00,-1070,2
1405.00,-1068,4
1410.00,-1070,4
1415.00,-1066,4
1420.00,-1069,4
1425.00,-1069,5
1430.00,-1064,3
1435.00,-1066,3
1440.00,-1069,4
1445.00,-1070,2
1450.00,-1070,5
1455.00,-1067,7
1460.00,-1067,3
1465.00,-1073,3
1470.00,-1075,5
1475.00,-1070,3
1480.00,-1071,3
1485.00,-1073,3
1490.00,-1070,2
1495.00,-1070,4
1500.00,-1069,2
1505.00,-1067,4
1510.00,-1073,2
1515.00,-1070,4
1520.00,-1073,3
1525.00,-1069,2
1530.00,-1072,4
1535.00,-1067,4
1540.00,-1070,2
1545.00,-1072,2
1550.00,-1068,3
1555.00,-1069,2
1560.00,-1070,4
1565.00,-1072,5
1570.00,-1074,2
1575.00,-1073,2
1580.00,-1069,5
1585.00,-1078,4
1590.00,-1072,4
1595.00,-1076,3
1600.00,-1073,3
1605.00,-1073,2
1610.00,-1074,1
1615.00,-1073,3
1620.00,-1075,5
1625.00,-1068,5
1630.00,-1072,4
1635.00,-1070,4
1640.00,-1069,2
1645.00,-1069,3
1650.00,-1068,3
1655.00,-1068,5
1660.00,-1070,4
1665.00,-1069,2
1670.00,-1070,4
1675.00,-1071,4
1680.00,-1071,3
1685.00,-1070,4
1690.00,-1067,2
1695.00,-1070,2
1700.00,-1073,3
1705.00,-1070,3
1710.00,-1068,5
1715.00,-1066,2
1720.00,-1067,5
1725.00,-1071,5
1730.00,-1068,5
1735.00,-1070,3
1740.00,-1071,2
1745.00,-1071,2
1750.00,-1069,4
1755.00,-1069,3
1760.00,-1073,3
1765.00,-1076,3
1770.00,-1074,5
1775.00,-1072,2
1780.00,-1073,4
1785.00,-1070,5
1790.00,-1070,5
1795.00,-1076,2
1800.00,-1068,5
1805.00,-1072,2
1810.00,-1072,2
1815.00,-1071,2
1820.00,-1070,2
1825.00,-1070,1
1830.00,-1071,4
1835.00,-1069,1
1840.00,-1068,5
1845.00,-1068,3
1850.00,-1067,2
1855.00,-1064,3
1860.00,-1071,5
1865.00,-1067,4
1870.00,-1069,5
1875.00,-1067,3
1880.00,-1064,5
1885.00,-1066,4
1890.00,-1070,3
1895.00,-1069,2
1900.00,-1065,3
1905.00,-1070,2
1910.00,-1071,4
1915.00,-1071,3
1920.00,-1068,2
1925.00,-1070,3
1930.00,-1070,3
1935.00,-1066,5
1940.00,-1069,5
1945.00,-1066,3
1950.00,-1069,2
1955.00,-1068,1
1960.00,-1070,3
1965.00,-1070,4
1970.00,-1073,3
1975.00,-1071,4
1980.00,-1073,4
1985.00,-1065,4
1990.00,-1070,4
1995.00,-1071,5
2000.00,-1068,2
2005.00,-1071,3
2010.00,-1069,3
2015.00,-1076,6
2020.00,-1077,3
2025.00,-1070,2
2030.00,-1072,3
2035.00,-1071,2
2040.00,-1076,2
2045.00,-1073,2
2050.00,-1073,3
2055.00,-1073,4
2060.00,-1077,4
2065.00,-1076,3
2070.00,-1076,4
2075.00,-1076,4
2080.00,-1075,2
2085.00,-1074,5
2090.00,-1069,2
2095.00,-1077,4
2100.00,-1075,4
2105.00,-1073,2
2110.00,-1075,3
2115.00,-1076,2
2120.00,-1072,5
2125.00,-1070,5
2130.00,-1070,2
2135.00,-1072,2
2140.00,-1073,4
2145.00,-1070,3
2150.00,-1070,4
2155.00,-1076,3
2160.00,-1073,4
2165.00,-1071,4
2170.00,-1073,4
2175.00,-1069,4
2180.00,-1068,5
2185.00,-1068,5
2190.00,-1070,2
2195.00,-1070,4
2200.00,-1070,3
2205.00,-1069,3
2210.00,-1067,2
2215.00,-1070,3
2220.00,-1074,4
2225.00,-1071,5
2230.00,-1069,4
2235.00,-1070,3
2240.00,-1069,4
2245.00,-1070,2
2250.00,-1069,3
2255.00,-1067,2
2260.00,-1067,4
2265.00,-1067,5
2270.00,-1073,4
2275.00,-1068,3
2280.00,-1070,4
2285.00,-1071,3
2290.00,-1071,5
2295.00,-1070,2
2300.00,-1069,2
2305.00,-1068,3
2310.00,-1073,5
2315.00,-1076,3
2320.00,-1079,3
2325.00,-1072,3
2330.00,-1074,2
2335.00,-1073,2
2340.00,-1076,3
2345.00,-1071,5
2350.00,-1073,4
2355.00,-1076,5
2360.00,-1079,2
2365.00,-1076,4
2370.00,-1072,3
2375.00,-1075,2
2380.00,-1074,3
2385.00,-1076,3
2390.00,-1079,3
2395.00,-1076,2
2400.00,-1079,5
2405.00,-1076,2
2410.00,-1073,5
2415.00,-1075,4
2420.00,-1071,2
2425.00,-1073,3
2430.00,-1073,5
2435.00,-1073,2
2440.00,-1076,3
2445.00,-1071,3
2450.00,-1072,4
2455.00,-1072,4
2460.00,-1075,4
2465.00,-1072,3
2470.00,-1075,3
2475.00,-1070,2
2480.00,-1072,3
2485.00,-1072,4
2490.00,-1073,2
2495.00,-1073,2
2500.00,-1073,4
2505.00,-1072,5
2510.00,-1072,4
2515.00,-1076,3
2520.00,-1073,3
2525.00,-1068,4
2530.00,-1067,3
2535.00,-1062,2
2540.00,-1069,2
2545.00,-1066,4
2550.00,-1065,5
2555.00,-1068,4
2560.00,-1066,2
2565.00,-1071,2
2570.00,-1070,2
2575.00,-1071,4
2580.00,-1069,4
2585.00,-1066,4
2590.00,-1071,5
2595.00,-1075,5
2600.00,-1073,5
2605.00,-1073,3
2610.00,-1076,3
2615.00,-1071,2
2620.00,-1071,5
2625.00,-1073,1
2630.00,-1071,4
2635.00,-1075,2
2640.00,-1076,4
2645.00,-1076,4
2650.00,-1070,5
2655.00,-1070,2
2660.00,-1071,3
2665.00,-1073,3
2670.00,-1066,2
2675.00,-1073,3
2680.00,-1068,5
2685.00,-1068,3
2690.00,-1071,5
2695.00,-1066,3
2700.00,-1075,3
2705.00,-1069,4
2710.00,-1069,2
2715.00,-1070,3
2720.00,-1072,3
2725.00,-1068,3
2730.00,-1068,3
2735.00,-1072,2
2740.00,-1075,5
2745.00,-1075,5
2750.00,-1079,5
2755.00,-1076,2
2760.00,-1079,5
2765.00,-1076,2
2770.00,-1076,3
2775.00,-1079,4
2780.00,-1076,4
2785.00,-1073,2
2790.00,-1079,3
2795.00,-1073,4
2800.00,-1070,3
2805.00,-1075,4
2810.00,-1074,3
2815.00,-1070,5
2820.00,-1073,2
2825.00,-1074,4
2830.00,-1074,5
2835.00,-1076,3
2840.00,-1075,3
2845.00,-1073,2
2850.00,-1074,5
2855.00,-1072,2
2860.00,-1073,2
2865.00,-1070,2
2870.00,-1071,3
2875.00,-1073,5
2880.00,-1073,2
2885.00,-1072,3
2890.00,-1066,3
2895.00,-1073,4
2900.00,-1075,5
2905.00,-1072,2
2910.00,-1072,3
2915.00,-1073,5
2920.00,-1070,3
2925.00,-1077,2
2930.00,-1078,5
2935.00,-1079,2
2940.00,-1081,5
2945.00,-1077,4
2950.00,-1074,2
2955.00,-1077,4
2960.00,-1077,5
2965.00,-1079,3
2970.00,-1082,2
2975.00,-1078,4
2980.00,-1080,2
2985.00,-1076,5
2990.00,-1076,4
2995.00,-1076,5
3000.00,-1074,5
3005.00,-1067,4
3010.00,-1069,4
3015.00,-1072,5
3020.00,-1077,5
3025.00,-1076,5
3030.00,-1077,3
3035.00,-1078,2
3040.00,-1081,4
3045.00,-1079,5
3050.00,-1078,5
3055.00,-1081,2
3060.00,-1078,4
3065.00,-1076,2
3070.00,-1076,3
3075.00,-1080,5
3080.00,-1073,2
3085.00,-1073,3
3090.00,-1076,4
3095.00,-1074,5
3100.00,-1079,4
3105.00,-1079,5
3110.00,-1076,2
3115.00,-1072,3
3120.00,-1078,4
3125.00,-1076,3
3130.00,-1084,2
3135.00,-1082,6
3140.00,-1086,3
3145.00,-1074,4
3150.00,-1077,4
3155.00,-1077,2
3160.00,-1074,4
3165.00,-1076,4
3170.00,-1080,3
3175.00,-1079,5
3180.00,-1078,1
3185.00,-1082,2
3190.00,-1081,2
3195.00,-1075,2
3200.00,-1076,3
3205.00,-1070,2
3210.00,-1070,4
3215.00,-1067,4
3220.00,-1070,3
3225.00,-1069,3
3230.00,-1067,4
3235.00,-1073,4
3240.00,-1073,5
3245.00,-1072,2
3250.00,-1069,4
3255.00,-1069,2
3260.00,-1071,4
3265.00,-1072,4
3270.00,-1068,3
3275.00,-1067,5
3280.00,-1068,3
3285.00,-1071,3
3290.00,-1071,3
3295.00,-1073,4
3300.00,-1072,3
3305.00,-1073,2
3310.00,-1076,3
3315.00,-1073,5
3320.00,-1072,5
3325.00,-1074,5
3330.00,-1069,4
3335.00,-1073,3
3340.00,-1077,4
3345.00,-1071,3
3350.00,-1072,4
3355.00,-1073,2
3360.00,-1069,5
3365.00,-1070,3
3370.00,-1076,5
3375.00,-1079,3
3380.00,-1070,3
3385.00,-1073,3
3390.00,-1072,5
3395.00,-1076,5
3400.00,-1076,4
3405.00,-1074,4
3410.00,-1074,2
3415.00,-1084,2
3420.00,-1075,2
3425.00,-1075,5
3430.00,-1076,4
3435.00,-1076,3
3440.00,-1076,4
3445.00,-1079,2
3450.00,-1079,2
3455.00,-1080,4
3460.00,-1080,4
3465.00,-1078,4
3470.00,-1073,3
3475.00,-1081,4
3480.00,-1073,5
3485.00,-1073,5
3490.00,-1072,5
3495.00,-1078,5
3500.00,-1076,5
3505.00,-1074,2
3510.00,-1076,3
3515.00,-1074,3
3520.00,-1074,5
3525.00,-1080,2
3530.00,-1079,3
3535.00,-1079,4
3540.00,-1077,4
3545.00,-1078,4
3550.00,-1076,3
3555.00,-1068,2
3560.00,-1072,3
3565.00,-1067,4
3570.00,-1068,4
3575.00,-1071,4
3580.00,-1069,2
3585.00,-1070,2
3590.00,-1069,2
3595.00,-1070,2
3600.00,-1073,2
3605.00,-1073,2
3610.00,-1073,3
3615.00,-1072,3
3620.00,-1072,2
3625.00,-1074,3
3630.00,-1072,2
3635.00,-1070,4
3640.00,-1073,4
3645.00,-1070,5
3650.00,-1070,2
3655.00,-1070,4
3660.00,-1072,2
3665.00,-1071,2
3670.00,-1069,3
3675.00,-1071,5
3680.00,-1074,5
3685.00,-1078,3
3690.00,-1071,3
3695.00,-1073,2
3700.00,-1073,2
3705.00,-1074,5
3710.00,-1070,2
3715.00,-1073,7
