Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,0,1,-1,-8,3,-6,5,0,0,-6,3,-5,4,1,0,-6,2,-7,-27,0,-3,-7,3,-7,4,0,-2,-7,4,-5,3,1,1,-8,4,0
1,-4,5,1,-1,-7,4,-7,2,0,-1,-6,4,-7,3,0,-1,-8,4,-6,-24,3,0,-6,5,-8,3,0,-1,-7,6,-4,3,0,0,-5,4,1
2,-5,3,3,-2,-6,4,-4,5,3,1,-6,4,-6,4,3,-2,-6,2,-7,-27,0,-1,-9,3,-5,4,2,1,-6,4,-9,3,2,-1,-7,3,1
3,-7,3,0,-1,-7,2,-7,2,2,-2,-7,4,-5,3,1,-1,-6,4,-10,-26,3,0,-8,5,-7,3,2,-1,-7,1,-7,2,2,0,-7,4,-2
4,-4,4,2,-1,-6,4,-5,3,1,-3,-6,3,-8,3,1,-1,-6,4,-6,-24,1,-2,-6,4,-7,3,2,-1,-3,3,-5,5,1,-1,-5,3,-1
5,-6,3,2,0,-6,3,-7,3,1,0,-6,4,-4,5,2,-2,-7,4,-6,-26,1,1,-6,4,-7,3,1,-1,-5,2,-5,2,0,-1,-6,3,-1
6,-7,3,3,1,-5,2,-8,4,0,1,-8,4,-7,4,-1,-2,-6,4,-5,-27,-1,-1,-7,4,-7,3,2,1,-8,3,-7,4,0,0,-9,4,1
7,-7,3,0,-1,-6,2,-5,2,3,-2,-5,1,-6,4,2,0,-6,4,-8,-26,0,-1,-6,4,-9,2,3,-2,-6,2,-6,4,0,-2,-7,3,-1
8,-8,4,2,-2,-7,3,-7,3,2,-5,-7,6,-7,4,2,-2,-7,4,-5,-26,4,-2,-5,4,-7,3,1,-2,-8,4,-6,3,1,-1,-7,3,-1
9,-5,4,3,0,-5,4,-6,3,0,-2,-6,3,-7,3,-1,-2,-6,4,-8,-24,1,-2,-6,4,-6,2,1,0,-5,4,-7,4,0,0,-5,4,-2
10,-7,4,0,-2,-7,4,-7,4,3,1,-7,6,-7,3,1,1,-5,4,-6,-24,1,0,-8,1,-8,3,3,0,-5,4,-6,3,0,-1,-7,4,-1
11,-7,3,2,-2,-7,5,-6,4,2,-3,-8,1,-6,4,3,-1,-6,1,-5,-25,2,1,-5,3,-7,3,1,1,-5,5,-6,3,2,1,-7,5,-1
12,-6,3,2,-1,-6,5,-4,4,-1,0,-5,4,-7,3,3,-2,-7,4,-6,-27,3,-2,-7,4,-7,3,3,1,-6,3,-7,3,2,-2,-5,2,-2
13,-8,4,1,-2,-5,1,-5,3,3,-1,-7,5,-7,4,3,0,-6,2,-7,-27,2,-2,-6,4,-7,3,0,0,-6,1,-5,3,1,-1,-8,5,1
14,-7,3,3,-2,-5,3,-6,3,0,-2,-6,3,-6,2,2,-2,-7,4,-6,-27,0,1,-6,1,-5,4,0,1,-6,2,-5,6,0,1,-5,4,-1
15,-6,4,2,-1,-9,3,-7,3,3,0,-6,3,-7,2,0,1,-6,4,-7,-27,3,-2,-6,2,-8,3,-2,1,-7,4,-8,3,3,-2,-6,4,0
16,-5,2,2,-2,-6,5,-5,3,-2,-1,-7,4,-5,4,2,0,-5,4,-5,-26,2,0,-8,4,-8,2,3,-2,-5,1,-6,4,1,-1,-5,3,1
17,-7,3,0,-5,-7,4,-5,3,2,1,-8,1,-5,4,1,1,-6,4,-7,-27,3,-2,-5,5,-7,0,2,-1,-8,1,-5,2,0,-2,-9,4,1
18,-7,5,0,1,-7,4,-7,3,-1,-2,-6,4,-7,2,3,1,-5,5,-4,-25,0,-2,-6,4,-6,3,1,-2,-6,3,-5,5,3,-2,-6,3,-1
19,-7,3,0,0,-6,2,-5,4,2,-2,-7,4,-9,2,1,0,-8,4,-8,-28,1,0,-4,3,-5,4,3,-2,-7,5,-7,1,0,-1,-9,4,-1
20,-8,3,2,-3,-6,3,-7,3,3,-1,-9,4,-5,2,0,-1,-6,4,-6,-27,3,0,-9,3,-7,3,0,-2,-9,3,-7,6,3,-1,-6,4,-1
21,-5,3,2,0,-6,2,-7,4,0,-1,-7,3,-8,3,1,-1,-6,4,-5,-27,1,-2,-6,4,-5,4,0,0,-7,4,-7,4,3,-1,-6,3,-2
22,-7,3,2,-1,-6,3,-6,3,2,-1,-6,4,-7,3,0,-1,-6,4,-5,-24,0,-2,-8,3,-7,2,3,-1,-6,5,-7,3,2,1,-6,3,1
23,-6,4,1,0,-5,2,-5,4,2,-2,-8,4,-7,4,2,1,-6,3,-7,-27,1,0,-8,4,-8,3,0,-3,-6,2,-7,3,1,1,-6,3,-2
24,-7,3,3,-1,-6,5,-7,3,0,-2,-6,3,-6,3,2,1,-9,1,-5,-27,1,0,-6,3,-7,3,2,-2,-5,2,-5,4,1,-2,-9,5,1
25,-7,4,1,-1,-6,1,-5,4,2,-2,-6,4,-7,4,1,-2,-6,1,-9,-25,2,-2,-8,3,-5,4,0,-1,-7,4,-8,2,1,-1,-7,4,-2
26,-7,2,0,-2,-8,3,-7,3,0,1,-6,3,-4,3,3,1,-6,4,-7,-27,0,-1,-7,3,-5,3,0,-2,-6,1,-5,3,3,0,-5,5,-2
27,-5,4,4,0,-7,4,-6,3,2,-3,-6,3,-7,0,0,-1,-8,2,-5,-27,1,-2,-6,3,-4,5,3,2,-6,4,-7,3,1,-3,-9,4,-2
28,-8,4,0,1,-7,0,-3,3,2,0,-3,3,-6,5,0,-2,-6,3,-7,-29,0,-2,-5,3,-6,3,2,0,-6,4,-6,5,2,1,-6,4,-1
29,-7,3,3,-2,-6,4,-10,3,0,-1,-7,3,-7,3,2,1,-6,6,-5,-26,1,0,-9,3,-9,4,2,-1,-7,5,-8,2,3,-2,-9,3,-2
30,-6,6,4,0,-6,3,-5,3,1,0,-4,3,-7,3,1,-1,-7,4,-4,-27,0,0,-8,1,-7,3,1,0,-6,3,-6,2,1,-1,-5,4,-2
31,-9,3,1,-1,-7,4,-5,3,0,-1,-6,5,-5,3,3,0,-7,4,-6,-27,3,-1,-6,1,-7,2,1,-1,-6,3,-7,3,2,0,-7,4,-1
32,-7,3,3,1,-6,3,-7,3,1,-3,-5,1,-7,3,-1,-2,-7,4,-4,-25,0,-1,-8,5,-5,6,1,0,-7,3,-7,5,1,1,-6,3,0
33,-5,0,3,0,-6,4,-6,3,2,2,-8,4,-6,4,0,0,-6,3,-7,-27,0,-1,-6,4,-7,3,2,0,-6,4,-5,2,1,1,-4,3,-1
34,-6,3,3,1,-6,4,-6,3,1,-4,-8,3,-5,4,1,-2,-6,1,-7,-29,2,0,-7,4,-8,3,1,1,-6,4,-7,3,1,-3,-7,7,0
35,-7,6,3,-2,-6,2,-6,4,2,-2,-5,4,-7,3,2,0,-6,3,-6,-27,3,0,-5,1,-7,2,1,-1,-5,4,-5,3,0,-2,-8,3,-3
36,-8,3,1,-2,-9,5,-7,3,0,-3,-7,3,-5,3,3,-2,-6,4,-8,-27,0,1,-7,4,-7,5,3,1,-6,4,-5,3,1,0,-6,2,1
37,-5,5,3,-2,-8,5,-8,3,2,0,-7,4,-8,1,0,-1,-8,5,-7,-28,0,-1,-8,4,-7,4,1,-2,-7,4,-6,3,3,-2,-7,4,1
