Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260527_225101.bin,1,28.177215,34.333333,-425.774262,-507.616034,-131.829114,-273.360759,0.438819,-0.449367,0.550633,0.518987,0.434599,0.040084,-0.007384,0.225738,1.018987,0.717300,-0.168776,-0.124473,-0.466245,-1731.514768,-1476.689873,-1039.010549,-357.103376,-326.540084,-279.086498,0.413502,0.900844,0.546414,0.860759,0.951477,0.398734,0.926160,1.514768,-0.111814,0.379747,0.590717,1.795359,0.419831,958,146.179199,1704,260.009766,1913,291.900635,2173,331.573486,-28519,-4351.654053,167,25.482178,-28273,-4314.117432,-28436,-4338.989258
200ml,VET6_8chips_raw_stream_20260527_225101.bin,2,29.177215,34.333333,-427.274262,-508.116034,-132.329114,-272.860759,0.438819,0.550633,-0.949367,-0.481013,-1.565401,-0.459916,-0.507384,-0.774262,-0.481013,0.717300,-0.168776,-0.624473,0.533755,-1734.514768,-1470.689873,-1038.510549,-360.103376,-335.540084,-285.086498,-0.586498,0.400844,-0.453586,-0.139241,0.451477,-0.101266,0.426160,1.014768,-0.611814,-1.120253,-0.409283,1.795359,-0.080169,963,146.942139,1704,260.009766,1905,290.679932,2168,330.810547,-28516,-4351.196289,170,25.939941,-28269,-4313.507080,-28430,-4338.073730
200ml,VET6_8chips_raw_stream_20260527_225101.bin,3,28.677215,33.333333,-426.274262,-506.616034,-130.329114,-273.860759,1.438819,1.550633,-0.449367,-0.481013,-1.565401,0.540084,-0.007384,-0.274262,1.018987,0.717300,-0.668776,-0.124473,-1.466245,-1734.014768,-1474.689873,-1035.010549,-357.603376,-330.040084,-284.586498,-0.086498,-0.099156,1.046414,-0.639241,-0.548523,-0.101266,-0.323840,-0.485232,-0.611814,-1.620253,-0.409283,-0.204641,-0.580169,961,146.636963,1703,259.857178,1913,291.900635,2178,332.336426,-28521,-4351.959229,175,26.702881,-28273,-4314.117432,-28441,-4339.752197
200ml,VET6_8chips_raw_stream_20260527_225101.bin,4,28.177215,33.333333,-428.774262,-508.116034,-129.329114,-270.360759,0.938819,0.550633,-0.449367,-0.481013,0.434599,-0.459916,0.492616,0.225738,0.018987,-0.282700,0.331224,-0.124473,0.033755,-1734.514768,-1467.689873,-1032.010549,-358.603376,-332.040084,-283.086498,-0.586498,-0.099156,1.046414,0.360759,-1.048523,-1.601266,-0.573840,-0.485232,-0.611814,-0.620253,-0.409283,-0.204641,-0.080169,964,147.094727,1699,259.246826,1913,291.900635,2180,332.641602,-28520,-4351.806641,164,25.024414,-28272,-4313.964844,-28438,-4339.294434
200ml,VET6_8chips_raw_stream_20260527_225101.bin,5,29.677215,32.833333,-425.274262,-507.116034,-130.829114,-271.860759,-2.061181,0.050633,1.550633,0.018987,-0.565401,-0.459916,-0.257384,0.225738,-1.481013,1.217300,-0.168776,-0.624473,0.533755,-1735.014768,-1470.189873,-1037.010549,-357.603376,-329.540084,-283.586498,-0.586498,-0.599156,0.046414,0.360759,0.951477,-0.601266,0.176160,1.014768,0.388186,1.379747,0.590717,0.295359,0.419831,956,145.874023,1705,260.162354,1914,292.053223,2174,331.726074,-28525,-4352.569580,178,27.160645,-28276,-4314.575195,-28441,-4339.752197
200ml,VET6_8chips_raw_stream_20260527_225101.bin,6,29.677215,32.833333,-424.274262,-506.616034,-134.329114,-271.860759,-0.061181,0.550633,-0.449367,0.518987,-0.565401,-0.459916,-0.007384,-0.274262,-0.481013,0.217300,-0.668776,-0.624473,0.033755,-1735.514768,-1462.689873,-1036.010549,-359.103376,-328.540084,-283.586498,-0.586498,1.900844,0.046414,0.360759,0.451477,-1.101266,1.176160,2.014768,0.388186,0.879747,-0.409283,-1.704641,-1.580169,964,147.094727,1704,260.009766,1913,291.900635,2162,329.895020,-28518,-4351.501465,172,26.245117,-28268,-4313.354492,-28433,-4338.531494
200ml,VET6_8chips_raw_stream_20260527_225101.bin,7,30.177215,31.333333,-430.274262,-508.616034,-130.829114,-269.860759,0.938819,0.550633,-0.949367,1.018987,0.934599,0.540084,0.742616,0.725738,-0.481013,0.217300,0.831224,-0.124473,-0.466245,-1735.014768,-1465.689873,-1032.010549,-355.103376,-327.040084,-283.586498,1.413502,0.400844,2.046414,-0.139241,-0.048523,0.398734,0.176160,1.014768,-0.111814,-0.120253,1.090717,1.295359,0.419831,965,147.247314,1715,261.688232,1913,291.900635,2182,332.946777,-28512,-4350.585938,170,25.939941,-28266,-4313.049316,-28430,-4338.073730
200ml,VET6_8chips_raw_stream_20260527_225101.bin,8,29.177215,34.333333,-427.774262,-508.616034,-127.329114,-270.360759,0.438819,-0.449367,0.550633,1.518987,0.434599,2.040084,-0.007384,0.225738,0.018987,0.217300,0.331224,-1.124473,-0.466245,-1733.514768,-1474.689873,-1038.510549,-360.603376,-329.040084,-282.086498,-0.086498,0.400844,0.046414,1.360759,-0.048523,0.398734,0.176160,0.514768,-1.111814,0.379747,-0.909283,-0.204641,0.419831,964,147.094727,1702,259.704590,1906,290.832520,2169,330.963135,-28523,-4352.264404,164,25.024414,-28274,-4314.270020,-28440,-4339.599609
200ml,VET6_8chips_raw_stream_20260527_225101.bin,9,29.677215,32.333333,-428.774262,-508.116034,-130.329114,-270.860759,-1.061181,-0.449367,0.550633,1.018987,0.434599,-0.459916,-0.007384,0.225738,0.518987,-0.282700,-0.168776,0.375527,0.033755,-1732.514768,-1468.189873,-1041.510549,-361.603376,-327.040084,-280.586498,-0.586498,0.900844,1.046414,-0.139241,-0.548523,0.398734,0.176160,0.514768,-0.611814,1.879747,1.090717,-0.204641,-0.080169,963,146.942139,1702,259.704590,1916,292.358398,2174,331.726074,-28518,-4351.501465,176,26.855469,-28269,-4313.507080,-28435,-4338.836670
200ml,VET6_8chips_raw_stream_20260527_225101.bin,10,30.177215,32.833333,-427.274262,-504.616034,-128.829114,-271.360759,0.438819,0.550633,-0.449367,-1.981013,-0.065401,1.040084,0.242616,-0.274262,-0.481013,1.717300,-1.168776,0.375527,-0.466245,-1732.514768,-1469.689873,-1033.510549,-359.603376,-328.540084,-284.086498,0.413502,-0.599156,-0.953586,-0.639241,0.951477,-1.101266,0.176160,1.014768,-1.611814,-0.120253,0.090717,0.795359,-0.580169,955,145.721436,1711,261.077881,1916,292.358398,2171,331.268311,-28516,-4351.196289,174,26.550293,-28267,-4313.201904,-28433,-4338.531494
