Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260525_235733.bin,1,-7.697917,-11.110417,-27.791667,-23.318750,-11.141667,0.658333,-30.235417,-1806.377083,-278.831250,-158.975000,-389.850000,-0.372917,-1098.113542,-2146.712500,-60.083333,-6.554167,-24.235417,-28.716667,-91.595833,-0.464583,-1.077083,-0.518750,0.468750,-0.554167,0.083333,-727.139583,-629.558333,-680.689583,-835.647917,-590.122917,-1009.610417,-609.840625,-1219.747917,-104.950000,1.068750,-0.277083,-0.297917,-0.302083,1046,159.606934,1700,259.399414,1957,298.614502,2192,334.472656,-28149,-4295.196533,203,30.975342,-27858,-4250.793457,1058,161.437988
200ml,VET6_8chips_raw_stream_20260525_235733.bin,2,-7.697917,-11.110417,-26.291667,-24.318750,-13.141667,1.658333,-29.235417,-1805.877083,-279.831250,-159.475000,-393.850000,0.127083,-1099.863542,-2150.712500,-60.583333,-7.054167,-25.735417,-28.216667,-89.595833,0.035417,0.422917,-1.518750,0.468750,-2.054167,-0.416667,-733.139583,-629.558333,-679.189583,-839.647917,-582.622917,-1012.110417,-606.090625,-1213.247917,-105.950000,-0.431250,0.222917,0.702083,0.697917,1038,158.386230,1695,258.636475,1943,296.478271,2202,335.998535,-28149,-4295.196533,212,32.348633,-27857,-4250.640869,1061,161.895752
200ml,VET6_8chips_raw_stream_20260525_235733.bin,3,-6.697917,-9.110417,-27.291667,-25.318750,-10.141667,0.158333,-31.235417,-1807.377083,-277.831250,-159.475000,-386.350000,1.627083,-1096.863542,-2145.212500,-62.583333,-5.554167,-23.735417,-27.716667,-92.095833,-1.464583,-0.577083,0.481250,-1.531250,0.445833,0.083333,-733.139583,-631.058333,-680.689583,-828.147917,-587.122917,-1006.610417,-609.090625,-1216.247917,-104.950000,0.568750,-1.777083,-0.297917,-0.302083,1043,159.149170,1690,257.873535,1954,298.156738,2198,335.388184,-28147,-4294.891357,206,31.433105,-27855,-4250.335693,1063,162.200928
200ml,VET6_8chips_raw_stream_20260525_235733.bin,4,-7.197917,-11.610417,-28.291667,-24.818750,-10.641667,1.158333,-31.235417,-1803.877083,-278.331250,-161.975000,-391.850000,-1.372917,-1097.863542,-2147.712500,-62.083333,-7.054167,-22.735417,-26.216667,-90.595833,1.035417,-0.077083,-0.518750,0.468750,-0.554167,0.083333,-733.639583,-631.558333,-685.689583,-830.147917,-587.122917,-1008.110417,-609.340625,-1219.247917,-105.950000,-0.431250,-0.777083,-0.297917,0.697917,1044,159.301758,1688,257.568359,1946,296.936035,2198,335.388184,-28150,-4295.349121,203,30.975342,-27860,-4251.098633,1061,161.895752
200ml,VET6_8chips_raw_stream_20260525_235733.bin,5,-8.697917,-9.610417,-26.291667,-24.818750,-12.641667,-0.841667,-30.735417,-1801.877083,-277.831250,-160.975000,-394.850000,-0.372917,-1098.363542,-2147.212500,-60.083333,-4.554167,-25.735417,-28.216667,-92.095833,0.035417,-0.077083,-1.518750,-0.031250,-0.054167,-0.916667,-730.639583,-629.558333,-682.189583,-825.647917,-587.122917,-1011.110417,-608.340625,-1217.247917,-103.450000,0.568750,0.722917,0.202083,-0.302083,1043,159.149170,1693,258.331299,1941,296.173096,2201,335.845947,-28152,-4295.654297,205,31.280518,-27861,-4251.251221,1061,161.895752
200ml,VET6_8chips_raw_stream_20260525_235733.bin,6,-9.197917,-11.110417,-28.791667,-25.318750,-12.641667,1.658333,-31.235417,-1801.877083,-277.831250,-157.975000,-390.850000,1.627083,-1096.363542,-2144.212500,-59.583333,-7.054167,-23.735417,-28.216667,-90.095833,-0.964583,-0.577083,0.481250,-0.531250,-1.554167,0.583333,-733.639583,-624.558333,-682.189583,-826.147917,-588.122917,-1008.610417,-606.340625,-1212.747917,-105.450000,0.568750,-0.277083,0.202083,-0.302083,1044,159.301758,1690,257.873535,1941,296.173096,2192,334.472656,-28151,-4295.501709,203,30.975342,-27859,-4250.946045,1069,163.116455
200ml,VET6_8chips_raw_stream_20260525_235733.bin,7,-8.697917,-11.110417,-26.791667,-24.818750,-11.641667,-0.841667,-30.735417,-1801.877083,-277.331250,-158.975000,-385.850000,-0.372917,-1093.863542,-2138.212500,-61.083333,-8.054167,-23.735417,-27.716667,-90.595833,-0.464583,-0.077083,0.981250,-0.031250,-0.054167,0.083333,-737.139583,-627.558333,-686.189583,-820.647917,-587.122917,-1009.110417,-607.340625,-1214.747917,-102.950000,-0.431250,-0.777083,0.702083,-0.302083,1049,160.064697,1702,259.704590,1955,298.309326,2203,336.151123,-28149,-4295.196533,209,31.890869,-27856,-4250.488281,1055,160.980225
200ml,VET6_8chips_raw_stream_20260525_235733.bin,8,-9.697917,-11.110417,-25.291667,-23.818750,-12.641667,0.658333,-29.235417,-1801.877083,-275.331250,-157.975000,-392.350000,1.127083,-1097.113542,-2144.712500,-62.583333,-7.054167,-24.735417,-27.716667,-91.595833,0.535417,-0.577083,0.481250,-1.031250,0.945833,0.083333,-733.639583,-626.558333,-687.689583,-821.647917,-590.122917,-1010.610417,-608.340625,-1217.247917,-106.450000,-0.931250,0.722917,0.202083,0.697917,1046,159.606934,1688,257.568359,1943,296.478271,2196,335.083008,-28148,-4295.043945,202,30.822754,-27858,-4250.793457,1055,160.980225
200ml,VET6_8chips_raw_stream_20260525_235733.bin,9,-8.697917,-10.110417,-26.791667,-23.818750,-11.141667,0.158333,-1.235417,-1799.377083,-275.831250,-158.975000,-385.850000,0.627083,-1092.613542,-2135.212500,-63.583333,-7.054167,-25.735417,-26.216667,-91.095833,-1.464583,-0.577083,-0.518750,-0.031250,-1.054167,1.083333,-731.639583,-628.058333,-687.189583,-822.147917,-590.122917,-1013.110417,-609.090625,-1218.247917,-105.950000,0.068750,1.222917,0.702083,0.197917,1044,159.301758,1699,259.246826,1946,296.936035,2199,335.540771,-28148,-4295.043945,207,31.585693,-27856,-4250.488281,1058,161.437988
200ml,VET6_8chips_raw_stream_20260525_235733.bin,10,-8.197917,-9.610417,-28.791667,-24.818750,-10.641667,0.158333,-30.735417,-1794.377083,-276.831250,-157.975000,-391.350000,-0.372917,-1092.863542,-2137.712500,-63.083333,-7.054167,-27.235417,-27.716667,-89.095833,-0.964583,-0.077083,-0.018750,0.968750,-1.054167,0.583333,-733.139583,-628.558333,-683.689583,-823.647917,-593.622917,-1005.610417,-611.090625,-1221.247917,-104.950000,-0.931250,-0.777083,-0.797917,-0.302083,1046,159.606934,1699,259.246826,1954,298.156738,2198,335.388184,-28147,-4294.891357,205,31.280518,-27855,-4250.335693,1062,162.048340
200ml,VET6_8chips_raw_stream_20260525_235733.bin,11,-7.697917,-13.110417,-26.291667,-24.818750,-11.641667,-0.341667,-31.735417,-1799.377083,-276.831250,-160.975000,-386.850000,0.627083,-1093.113542,-2139.212500,-60.583333,-7.054167,-24.235417,-27.216667,-89.595833,-0.464583,-0.577083,-0.518750,-1.031250,-0.054167,1.583333,-739.139583,-629.558333,-691.189583,-823.647917,-587.622917,-1010.110417,-608.590625,-1218.247917,-105.950000,0.568750,-0.277083,0.702083,-0.802083,1044,159.301758,1690,257.873535,1950,297.546387,2195,334.930420,-28151,-4295.501709,202,30.822754,-27860,-4251.098633,1046,159.606934
200ml,VET6_8chips_raw_stream_20260525_235733.bin,12,-8.197917,-10.610417,-26.291667,-24.318750,-12.141667,0.158333,-31.235417,-1797.877083,-275.831250,-157.975000,-389.850000,-0.872917,-1093.863542,-2140.712500,-62.083333,-6.054167,-24.235417,-27.716667,-91.095833,0.035417,-0.577083,-0.518750,-2.531250,-0.554167,-1.416667,-730.139583,-628.558333,-683.189583,-823.647917,-593.122917,-1010.110417,-610.840625,-1220.747917,-106.450000,1.068750,-1.277083,-0.797917,0.197917,1043,159.149170,1704,260.009766,1946,296.936035,2205,336.456299,-28147,-4294.891357,208,31.738281,-27855,-4250.335693,1058,161.437988
200ml,VET6_8chips_raw_stream_20260525_235733.bin,13,-7.697917,-13.110417,-26.791667,-23.818750,-12.141667,-0.341667,-28.735417,-1799.877083,-276.331250,-159.475000,-389.850000,-0.372917,-1094.863542,-2141.712500,-62.583333,-6.554167,-26.235417,-27.716667,-90.595833,0.035417,-0.577083,-1.018750,0.468750,0.445833,1.083333,-734.139583,-629.558333,-683.189583,-826.147917,-598.122917,-1012.110417,-613.840625,-1227.247917,-106.450000,-0.431250,-1.277083,0.202083,-0.302083,1044,159.301758,1701,259.552002,1948,297.241211,2197,335.235596,-28147,-4294.891357,203,30.975342,-27858,-4250.793457,1056,161.132812
200ml,VET6_8chips_raw_stream_20260525_235733.bin,14,-7.697917,-10.610417,-27.791667,-23.818750,-11.141667,0.658333,-28.735417,-1804.877083,-274.831250,-155.475000,-389.350000,1.627083,-1097.113542,-2146.212500,-61.083333,-7.054167,-25.735417,-26.716667,-91.095833,0.535417,-1.077083,-1.018750,-0.031250,-0.554167,0.083333,-732.139583,-627.558333,-684.689583,-825.147917,-591.622917,-1011.610417,-609.590625,-1220.747917,-105.450000,0.568750,-1.277083,0.202083,1.697917,1046,159.606934,1702,259.704590,1940,296.020508,2205,336.456299,-28150,-4295.349121,211,32.196045,-27860,-4251.098633,1058,161.437988
200ml,VET6_8chips_raw_stream_20260525_235733.bin,15,-10.197917,-10.610417,-26.291667,-23.818750,-12.141667,0.658333,-29.735417,-1802.377083,-276.331250,-158.975000,-390.350000,-0.872917,-1096.363542,-2143.212500,-63.083333,-6.554167,-25.235417,-28.716667,-91.095833,0.535417,-0.077083,-0.518750,-0.531250,-0.554167,-0.416667,-737.639583,-629.058333,-691.189583,-824.147917,-590.122917,-1009.110417,-609.590625,-1219.747917,-104.450000,0.068750,-1.277083,0.202083,-1.802083,1047,159.759521,1691,258.026123,1946,296.936035,2195,334.930420,-28149,-4295.196533,197,30.059814,-27858,-4250.793457,1054,160.827637
200ml,VET6_8chips_raw_stream_20260525_235733.bin,16,-10.197917,-11.610417,-26.291667,-24.318750,-12.641667,-0.341667,-31.735417,-1807.377083,-275.831250,-158.975000,-389.850000,0.127083,-1098.613542,-2146.212500,-60.083333,-6.054167,-24.735417,-29.216667,-91.595833,-0.964583,-0.077083,-1.018750,0.968750,-1.054167,0.583333,-738.639583,-629.058333,-687.689583,-821.647917,-589.622917,-1008.610417,-609.340625,-1218.247917,-106.950000,0.568750,-0.277083,-0.297917,0.197917,1052,160.522461,1697,258.941650,1942,296.325684,2195,334.930420,-28146,-4294.738770,207,31.585693,-27853,-4250.030518,1061,161.895752
200ml,VET6_8chips_raw_stream_20260525_235733.bin,17,-8.197917,-9.610417,-27.291667,-24.818750,-12.141667,0.658333,-34.235417,-1802.377083,-273.831250,-159.475000,-389.350000,0.627083,-1095.863542,-2144.212500,-61.583333,-8.054167,-26.735417,-28.716667,-90.595833,2.035417,0.922917,-0.518750,-0.031250,-1.054167,0.583333,-727.139583,-632.558333,-688.189583,-824.147917,-590.622917,-1010.110417,-611.590625,-1223.247917,-105.950000,-0.931250,1.222917,-1.297917,-0.802083,1045,159.454346,1695,258.636475,1938,295.715332,2199,335.540771,-28149,-4295.196533,203,30.975342,-27855,-4250.335693,1063,162.200928
200ml,VET6_8chips_raw_stream_20260525_235733.bin,18,-8.697917,-10.110417,-28.291667,-23.818750,-11.141667,0.658333,-32.735417,-1802.377083,-276.331250,-160.975000,-389.350000,0.627083,-1095.863542,-2142.212500,-60.583333,-6.554167,-25.735417,-26.716667,-90.595833,-0.464583,-1.077083,0.981250,-0.531250,-1.554167,0.083333,-735.139583,-631.558333,-685.689583,-828.147917,-592.122917,-1009.610417,-611.840625,-1224.747917,-104.950000,-0.431250,0.222917,0.202083,-0.802083,1047,159.759521,1689,257.720947,1949,297.393799,2199,335.540771,-28149,-4295.196533,206,31.433105,-27858,-4250.793457,1064,162.353516
200ml,VET6_8chips_raw_stream_20260525_235733.bin,19,-6.697917,-9.110417,-26.291667,-24.318750,-11.641667,-0.841667,-33.735417,-1802.377083,-277.331250,-159.475000,-388.350000,0.627083,-1095.363542,-2142.712500,-61.583333,-7.054167,-26.735417,-28.716667,-90.595833,0.535417,0.422917,-0.018750,-0.531250,-0.054167,-0.416667,-730.139583,-630.558333,-684.189583,-827.647917,-595.122917,-1013.110417,-612.840625,-1225.747917,-105.450000,0.068750,-0.277083,-0.797917,0.697917,1038,158.386230,1691,258.026123,1955,298.309326,2195,334.930420,-28152,-4295.654297,206,31.433105,-27862,-4251.403809,1053,160.675049
200ml,VET6_8chips_raw_stream_20260525_235733.bin,20,-8.197917,-12.610417,-26.291667,-21.818750,-11.141667,-0.841667,-31.235417,-1805.877083,-277.831250,-157.975000,-392.350000,0.127083,-1099.113542,-2147.212500,-59.583333,-7.554167,-24.235417,-26.716667,-91.095833,0.535417,0.422917,-0.018750,-0.531250,-1.054167,-0.416667,-733.139583,-636.558333,-682.189583,-827.647917,-595.622917,-1009.610417,-616.090625,-1232.247917,-105.450000,-0.931250,0.722917,0.702083,-1.302083,1039,158.538818,1702,259.704590,1952,297.851562,2204,336.303711,-28142,-4294.128418,209,31.890869,-27855,-4250.335693,1067,162.811279
200ml,VET6_8chips_raw_stream_20260525_235733.bin,21,-8.197917,-10.610417,-25.291667,-23.318750,-11.641667,1.658333,-30.735417,-1803.377083,-277.831250,-160.475000,-392.350000,0.127083,-1097.863542,-2144.212500,-58.083333,-6.554167,-24.735417,-27.216667,-91.095833,-0.464583,-0.077083,-0.518750,-2.031250,-0.054167,-0.916667,-734.639583,-629.058333,-687.189583,-824.147917,-600.122917,-1015.110417,-614.590625,-1228.247917,-104.950000,0.068750,0.222917,-1.297917,0.197917,1045,159.454346,1694,258.483887,1943,296.478271,2198,335.388184,-28146,-4294.738770,188,28.686523,-27855,-4250.335693,1054,160.827637
