Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
50ml,VET6_8chips_raw_stream_20260525_234807.bin,1,3.535417,24.156250,6.164712,8.623637,6.915947,1.383025,-229.823333,-1884.537714,-704.133097,-1378.624115,-1763.886128,-1906.271324,-1936.512289,-0.002778,-0.293056,0.762500,0.770833,1.277083,-0.136111,0.111960,0.346373,-0.652495,-0.035777,-0.049640,0.056173,-1134.334627,-596.934651,-987.776016,-35.358259,-1054.104542,-7.163760,-870.202459,-0.815278,-0.382639,-0.353472,0.882639,1.042361,0.532639,1009,153.961182,1671,254.974365,1893,288.848877,2183,333.099365,-28152,-4295.654297,172,26.245117,-27837,-4247.589111,969,147.857666
50ml,VET6_8chips_raw_stream_20260525_234807.bin,2,3.535417,24.156250,6.769650,9.419933,8.619650,0.975617,-231.806346,-1881.011026,-702.789292,-1374.392876,-1765.654311,-1901.212055,-1936.420232,0.330556,0.873611,0.595833,0.770833,0.777083,0.197222,0.013194,-0.054861,1.353678,0.266692,-0.352109,0.358642,-1132.298130,-600.153112,-988.619821,-33.627020,-1063.922686,-7.301440,-878.267441,0.518056,0.284028,-0.520139,-0.617361,-0.457639,-0.300694,1017,155.181885,1681,256.500244,1910,291.442871,2192,334.472656,-28146,-4294.738770,183,27.923584,-27831,-4246.673584,977,149.078369
50ml,VET6_8chips_raw_stream_20260525_234807.bin,3,3.035417,23.656250,6.868416,8.827341,6.212243,1.586728,-229.722149,-1884.519465,-702.211195,-1378.236680,-1765.029594,-1902.109610,-1937.308318,-0.336111,-0.459722,-0.904167,-0.229167,0.277083,-0.802778,-0.388040,-0.153627,0.051209,-0.535777,-0.549640,0.358642,-1128.341305,-597.910725,-982.429158,-34.127020,-1063.597732,-7.056791,-877.787297,-0.481944,-0.715972,0.313194,-0.117361,0.042361,-0.134028,1013,154.571533,1669,254.669189,1903,290.374756,2184,333.251953,-28146,-4294.738770,173,26.397705,-27834,-4247.131348,972,148.315430
50ml,VET6_8chips_raw_stream_20260525_234807.bin,4,3.837886,23.853781,7.467181,8.926106,6.613477,-0.320679,-228.928039,-1879.857251,-702.095575,-1377.621061,-1760.591518,-1901.593123,-1931.775827,0.330556,0.373611,0.095833,1.104167,0.943750,0.197222,1.519367,-0.061034,-0.047557,-1.134542,-1.450874,-1.042593,-1131.886350,-596.196395,-987.082299,-30.283215,-1065.685083,-6.126262,-877.767441,1.018056,0.784028,0.646528,1.049306,0.875694,0.365972,1018,155.334473,1681,256.500244,1906,290.832520,2188,333.862305,-28153,-4295.806885,183,27.923584,-27840,-4248.046875,983,149.993896
50ml,VET6_8chips_raw_stream_20260525_234807.bin,5,4.535417,25.156250,7.368416,8.426106,6.113477,0.784259,-230.119204,-1885.856358,-702.326814,-1377.317832,-1767.360701,-1906.322547,-1939.880520,-0.669444,-0.626389,-0.904167,0.270833,0.277083,-0.302778,-0.486806,-0.554861,0.248740,0.667927,-0.253344,-0.443827,-1132.196947,-600.423689,-986.697918,-36.933302,-1067.189107,-7.297917,-880.247586,0.351389,0.450694,-0.353472,-1.117361,-0.957639,-1.134028,1017,155.181885,1679,256.195068,1904,290.527344,2183,333.099365,-28150,-4295.349121,178,27.160645,-27835,-4247.283936,984,150.146484
50ml,VET6_8chips_raw_stream_20260525_234807.bin,6,3.430478,25.261188,8.374588,7.321168,6.218416,1.284259,-229.958751,-1881.139766,-701.404912,-1371.046017,-1763.967169,-1896.722756,-1936.124203,-0.502778,-0.793056,0.429167,0.604167,0.443750,0.030556,-1.289275,-0.752392,0.952443,0.569162,-0.654578,0.259877,-1129.154664,-597.702573,-987.579245,-34.242639,-1061.696285,-7.453846,-875.511124,0.184722,0.117361,-0.520139,-0.284028,0.209028,0.699306,1011,154.266357,1679,256.195068,1897,289.459229,2192,334.472656,-28150,-4295.349121,184,28.076172,-27833,-4246.978760,980,149.536133
50ml,VET6_8chips_raw_stream_20260525_234807.bin,7,2.732948,23.958719,7.769650,7.623637,5.915947,0.784259,-230.240898,-1881.232902,-704.517477,-1373.621061,-1763.725675,-1896.930908,-1934.644058,-0.836111,-1.459722,-0.237500,-0.062500,0.110417,0.030556,-0.690509,0.148843,-0.245087,-0.838246,-0.247171,0.457407,-1134.972808,-598.484220,-990.235440,-32.358259,-1063.902175,-5.883875,-877.379355,0.684722,0.617361,-0.520139,-1.284028,-0.790972,-0.967361,1019,155.487061,1669,254.669189,1899,289.764404,2180,332.641602,-28148,-4295.043945,173,26.397705,-27834,-4247.131348,981,149.688721
50ml,VET6_8chips_raw_stream_20260525_234807.bin,8,3.837886,23.853781,7.973354,7.821168,6.718416,1.383025,-231.913314,-1881.615232,-703.095575,-1373.583539,-1761.229699,-1898.068589,-1933.940087,0.663889,0.540278,-0.237500,0.104167,-0.556250,0.530556,0.414429,0.043904,1.156147,-0.535777,-0.549640,-0.042593,-1129.915801,-597.628578,-988.272962,-35.011400,-1060.624552,-7.990843,-874.438921,0.018056,0.784028,0.479861,-0.450694,0.375694,1.199306,1020,155.639648,1676,255.737305,1898,289.611816,2187,333.709717,-28152,-4295.654297,172,26.245117,-27839,-4247.894287,987,150.604248
50ml,VET6_8chips_raw_stream_20260525_234807.bin,9,4.337886,24.353781,7.572119,8.327341,5.712243,1.487963,-230.913314,-1877.776054,-702.673673,-1365.355354,-1760.937350,-1893.679473,-1932.867885,-0.502778,-0.793056,-0.237500,-0.729167,-0.722917,-0.636111,-0.888040,-0.653627,-0.448791,-0.134542,-0.450874,0.358642,-1134.077515,-594.286008,-988.429158,-33.242639,-1065.682821,-7.214982,-875.899210,0.184722,-0.382639,0.313194,0.382639,-0.457639,-0.634028,1021,155.792236,1681,256.500244,1898,289.611816,2183,333.099365,-28148,-4295.043945,181,27.618408,-27833,-4246.978760,972,148.315430
50ml,VET6_8chips_raw_stream_20260525_234807.bin,10,3.936651,24.255015,9.677058,7.827341,5.212243,0.185494,-229.218126,-1879.725724,-701.326814,-1370.239734,-1760.149026,-1898.018628,-1932.959943,0.163889,0.040278,0.929167,-0.562500,-0.389583,-0.136111,0.013194,-0.054861,0.452443,-0.437011,-0.148405,-0.345062,-1130.551719,-600.641149,-988.926103,-33.973878,-1069.481455,-8.161498,-882.115817,0.851389,0.950694,0.813194,-0.617361,-0.957639,-0.300694,1013,154.571533,1664,253.906250,1895,289.154053,2183,333.099365,-28148,-4295.043945,170,25.939941,-27833,-4246.978760,976,148.925781
