Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
50ml,VET6_8chips_raw_stream_20260527_214747.bin,1,18.312992,41.697557,10.151378,0.224592,4.330260,2.034380,-156.937174,-1669.269321,-683.321106,-649.591238,-893.289082,-67.634132,-1316.203735,-2209.009845,-1189.745429,-8.123066,-6.487342,-8.305907,-61.018987,-1.555530,-0.149112,-0.258426,0.310361,0.046179,-0.478564,-1249.718910,-49.053932,-1124.459987,-50.749260,-621.974240,-17.394111,-344.597374,-1045.860759,-1247.236287,-286.110408,-0.507736,-0.106188,0.378340,971,148.162842,1698,259.094238,1900,289.916992,2126,324.401855,-28492,-4347.534180,167,25.482178,-28160,-4296.875000,-28404,-4334.106445
50ml,VET6_8chips_raw_stream_20260527_214747.bin,2,17.609288,41.901261,10.348909,1.323358,5.731495,1.126973,-157.922448,-1660.256489,-681.511769,-648.391413,-888.888504,-68.992427,-1309.360775,-2197.009845,-1183.245429,-7.789733,-7.654008,-8.639241,-61.518987,0.549409,0.745950,-0.857191,0.205423,1.151117,0.620201,-1249.477415,-47.206338,-1128.225694,-49.633640,-618.281314,-17.949356,-341.669576,-1042.360759,-1245.236287,-285.110408,-0.507736,-0.106188,1.045007,971,148.162842,1705,260.162354,1899,289.764404,2122,323.791504,-28486,-4346.618652,174,26.550293,-28153,-4295.806885,-28398,-4333.190918
50ml,VET6_8chips_raw_stream_20260527_214747.bin,3,18.312992,41.697557,9.750143,1.619654,6.935198,2.225738,-158.525394,-1657.999377,-682.743008,-645.507032,-891.079669,-68.771812,-1309.544890,-2196.343179,-1182.912096,-9.456399,-7.154008,-10.139241,-62.352321,-0.141949,-2.062692,0.148982,1.514065,0.342475,-0.077330,-1249.591062,-48.259822,-1130.456933,-50.096119,-622.132431,-18.743466,-344.393403,-1046.360759,-1248.736287,-285.610408,0.492264,0.393812,0.378340,964,147.094727,1696,258.789062,1890,288.391113,2125,324.249268,-28492,-4347.534180,173,26.397705,-28157,-4296.417236,-28401,-4333.648682
50ml,VET6_8chips_raw_stream_20260527_214747.bin,4,17.010522,41.000026,9.546440,1.625827,5.429025,1.429442,-158.955422,-1651.541791,-683.436725,-643.694641,-894.533731,-67.667105,-1308.097237,-2192.509845,-1180.245429,-8.623066,-8.320675,-9.972574,-62.185654,0.549409,0.745950,0.945278,-0.090874,-0.052586,0.323905,-1250.671735,-49.364529,-1133.456933,-50.480499,-624.410054,-18.068788,-346.117230,-1049.860759,-1252.236287,-287.943741,-0.341069,-0.272855,0.545007,971,148.162842,1702,259.704590,1887,287.933350,2126,324.401855,-28486,-4346.618652,160,24.414062,-28153,-4295.806885,-28397,-4333.038330
50ml,VET6_8chips_raw_stream_20260527_214747.bin,5,17.208053,41.802495,10.145205,2.428296,5.626556,0.225738,-158.591341,-1652.870636,-683.089867,-645.041500,-892.342566,-68.303024,-1307.525035,-2194.343179,-1182.412096,-9.289733,-6.820675,-8.972574,-62.018987,-0.148122,-0.556519,-0.653488,-0.189639,-0.453821,-0.176095,-1250.982332,-48.140391,-1132.378836,-48.327358,-622.132431,-16.710493,-344.393403,-1047.527426,-1251.069620,-286.277075,0.158931,0.227145,1.045007,970,148.010254,1699,259.246826,1893,288.848877,2130,325.012207,-28489,-4347.076416,175,26.702881,-28155,-4296.112061,-28402,-4333.801270
50ml,VET6_8chips_raw_stream_20260527_214747.bin,6,18.516695,40.993853,9.750143,0.625827,4.429025,1.231911,-159.480849,-1657.515864,-686.858628,-644.891413,-894.566705,-67.461215,-1310.992544,-2199.176512,-1183.578762,-9.456399,-6.987342,-8.805907,-62.185654,-1.055530,0.350888,-0.659660,-0.090874,-0.052586,-0.077330,-1255.997950,-50.800343,-1140.144542,-48.752314,-623.840083,-17.021089,-346.637085,-1053.027426,-1256.569620,-285.443741,0.325598,0.560478,-0.121660,982,149.841309,1684,256.958008,1889,288.238525,2124,324.096680,-28487,-4346.771240,156,23.803711,-28154,-4295.959473,-28398,-4333.190918
50ml,VET6_8chips_raw_stream_20260527_214747.bin,7,18.411757,42.098791,10.453847,0.520889,5.533964,1.126973,-159.233045,-1658.396432,-681.780530,-643.853891,-888.974962,-67.102919,-1308.729006,-2194.843179,-1181.912096,-8.956399,-7.654008,-10.139241,-62.518987,0.351878,-0.056519,-0.153488,0.409126,0.447414,0.422670,-1256.087563,-47.776309,-1144.257108,-47.211738,-623.338321,-17.232765,-344.689432,-1046.527426,-1249.069620,-285.610408,-1.174402,-0.939522,-0.954993,970,148.010254,1688,257.568359,1894,289.001465,2122,323.791504,-28489,-4347.076416,168,25.634766,-28154,-4295.959473,-28400,-4333.496094
50ml,VET6_8chips_raw_stream_20260527_214747.bin,8,17.411757,41.098791,8.947674,0.928296,4.126556,0.330677,-158.597126,-1655.219992,-681.358628,-644.197696,-889.682614,-66.270050,-1307.413121,-2193.343179,-1181.412096,-9.623066,-7.654008,-10.139241,-62.185654,0.555582,-0.760223,-1.054722,-0.294577,0.651117,-0.682268,-1254.305023,-45.725087,-1141.182064,-48.518021,-624.078947,-17.776440,-344.077518,-1045.694093,-1248.902954,-285.110408,0.158931,0.227145,-0.288326,976,148.925781,1702,259.704590,1896,289.306641,2131,325.164795,-28493,-4347.686768,175,26.702881,-28157,-4296.417236,-28405,-4334.259033
50ml,VET6_8chips_raw_stream_20260527_214747.bin,9,16.306819,41.203730,9.250143,0.823358,5.231495,0.626973,-157.286530,-1658.602322,-681.436725,-644.969511,-892.064943,-68.499974,-1310.360775,-2196.676512,-1181.578762,-7.456399,-7.987342,-10.305907,-62.185654,-0.351826,0.147184,0.445278,1.007892,1.348648,0.218967,-1255.063898,-45.188090,-1140.416357,-46.864879,-626.968824,-16.868684,-345.341056,-1050.860759,-1253.236287,-286.943741,0.658931,0.227145,-0.788326,976,148.925781,1702,259.704590,1891,288.543701,2126,324.401855,-28488,-4346.923828,164,25.024414,-28153,-4295.806885,-28398,-4333.190918
50ml,VET6_8chips_raw_stream_20260527_214747.bin,10,17.417930,39.592619,9.052612,0.119654,5.435198,1.126973,-158.797231,-1656.736479,-682.702432,-646.697696,-889.285559,-68.389482,-1307.913121,-2192.676512,-1179.578762,-8.956399,-7.820675,-10.472574,-62.685654,0.351878,-0.056519,-0.758426,1.310361,1.046179,0.922670,-1259.497081,-47.221063,-1146.063391,-47.980499,-623.218889,-18.199791,-344.281489,-1047.694093,-1252.402954,-284.943741,-0.674402,-0.439522,0.545007,973,148.468018,1699,259.246826,1889,288.238525,2126,324.401855,-28489,-4347.076416,173,26.397705,-28156,-4296.264648,-28403,-4333.953857
