Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
50ml,VET6_8chips_raw_stream_20260525_234448.bin,1,32.374923,18.816744,-20.730350,4.642155,22.897428,0.210185,0.337424,0.173654,0.572400,-0.613207,0.639016,0.265768,0.404678,-0.002778,-0.293056,-0.570833,-0.062500,0.110417,-0.302778,-13.165818,-18.375849,-48.671013,-164.085159,-397.000257,-410.351235,-0.465764,0.957417,-0.013800,0.735982,0.026625,0.082738,0.438335,0.351389,0.450694,0.646528,-0.617361,0.042361,-0.634028,1012,154.418945,1664,253.906250,1894,289.001465,2174,331.726074,-28139,-4293.670654,166,25.329590,-27816,-4244.384766,986,150.451660
50ml,VET6_8chips_raw_stream_20260525_234448.bin,2,31.572454,18.619213,-20.934053,3.240921,21.798663,-0.388580,-0.370228,0.484251,0.956781,-0.844446,0.844907,-0.528342,0.608649,0.663889,0.540278,0.595833,-0.229167,-0.222917,0.197222,-12.665818,-17.875849,-48.171013,-163.480221,-397.605195,-408.141358,-1.140442,-0.493123,0.601820,0.582841,-0.146292,0.360361,-0.633867,0.851389,0.450694,-0.020139,-0.117361,0.042361,-0.467361,1024,156.250000,1668,254.516602,1886,287.780762,2170,331.115723,-28139,-4293.670654,158,24.108887,-27818,-4244.689941,984,150.146484
50ml,VET6_8chips_raw_stream_20260525_234448.bin,3,30.868750,18.822917,-20.835288,5.043390,22.996193,-0.592284,0.403372,-0.826346,0.919259,-0.613207,1.021346,-0.098313,0.128505,1.497222,1.206944,1.262500,0.770833,0.277083,-0.136111,-11.264583,-16.777083,-47.671013,-162.788863,-394.796553,-409.857407,0.519511,0.560362,-0.666941,-0.417159,-0.006349,0.518552,0.326421,-0.481944,-0.215972,0.479861,0.049306,0.375694,0.699306,1021,155.792236,1666,254.211426,1887,287.933350,2180,332.641602,-28136,-4293.212891,185,28.228760,-27819,-4244.842529,998,152.282715
50ml,VET6_8chips_raw_stream_20260525_234448.bin,4,32.572454,19.619213,-20.631584,4.642155,22.897428,-0.191049,1.250966,-0.879830,1.072400,-0.075685,-1.035661,-1.083588,-1.187380,-1.169444,-1.626389,0.429167,-0.062500,0.110417,1.030556,-12.159645,-18.882022,-48.874717,-161.288863,-393.296553,-406.752469,-0.241626,-0.114316,-0.666941,0.657884,-0.125781,-0.227859,-0.081521,-1.315278,-0.882639,0.146528,-0.617361,0.042361,-0.300694,1018,155.334473,1663,253.753662,1895,289.154053,2172,331.420898,-28141,-4293.975830,157,23.956299,-27822,-4245.300293,982,149.841309
50ml,VET6_8chips_raw_stream_20260525_234448.bin,5,31.473688,18.217978,-21.934053,3.944624,21.594959,-0.888580,0.370398,-1.414566,0.456781,-0.191305,0.346668,0.107577,-0.595322,-0.169444,0.373611,1.262500,0.104167,0.443750,0.863889,-12.165818,-17.375849,-47.874717,-161.881456,-395.703961,-408.950000,-0.068709,-0.320206,-0.013800,0.004743,-0.370430,1.154471,-0.469607,-0.815278,-0.382639,0.813194,0.382639,0.542361,-0.634028,1021,155.792236,1667,254.364014,1892,288.696289,2177,332.183838,-28137,-4293.365479,176,26.855469,-27816,-4244.384766,989,150.909424
50ml,VET6_8chips_raw_stream_20260525_234448.bin,6,31.671219,19.020448,-21.538992,4.740921,23.298663,0.308951,0.250966,-0.190427,0.188020,-0.191305,0.122530,-0.322452,-0.095322,-0.336111,-0.459722,0.762500,-0.229167,0.277083,-0.469444,-13.468287,-18.073380,-48.769779,-163.585159,-396.500257,-409.048765,-0.068709,-0.493123,-0.013800,0.620362,-1.164540,0.082738,-1.061665,-0.815278,-0.382639,-0.186806,-0.784028,-0.790972,-0.800694,1018,155.334473,1668,254.516602,1897,289.459229,2174,331.726074,-28140,-4293.823242,170,25.939941,-27819,-4244.842529,987,150.604248
50ml,VET6_8chips_raw_stream_20260525_234448.bin,7,32.072454,19.119213,-20.329115,4.944624,22.594959,-0.289815,0.026827,0.451277,1.072400,-1.228827,0.844907,-1.011855,0.700707,0.497222,0.706944,0.929167,0.437500,0.110417,-0.136111,-12.567052,-17.474614,-48.269779,-162.788863,-394.796553,-410.258642,-0.552222,0.163307,-0.282561,0.735982,0.217790,0.479793,0.142306,0.184722,0.117361,0.813194,0.882639,0.542361,0.865972,1014,154.724121,1669,254.669189,1888,288.085938,2189,334.014893,-28143,-4294.281006,170,25.939941,-27822,-4245.300293,983,149.993896
50ml,VET6_8chips_raw_stream_20260525_234448.bin,8,32.374923,18.816744,-21.532819,3.839686,22.699897,-0.191049,-1.576118,-1.414566,-1.158839,-0.191305,0.036071,0.107577,-0.707235,-1.502778,-1.293056,-0.737500,-0.729167,-0.722917,-1.302778,-11.962114,-18.079552,-48.066075,-163.282690,-396.802726,-412.357407,-0.155167,1.751527,-0.051322,1.851602,0.390706,0.718657,1.142306,1.351389,1.450694,0.146528,-0.617361,-0.957639,-0.634028,1018,155.334473,1669,254.669189,1886,287.780762,2174,331.726074,-28139,-4293.670654,162,24.719238,-27820,-4244.995117,983,149.993896
50ml,VET6_8chips_raw_stream_20260525_234448.bin,9,32.572454,19.619213,-19.829115,3.240921,21.798663,-1.191049,0.098560,-0.429291,-0.196361,-0.344446,0.155503,-0.772991,-0.187380,-0.002778,-0.293056,-0.737500,-1.229167,-0.722917,0.197222,-12.968287,-17.573380,-47.769779,-162.782690,-396.302726,-410.653704,0.208914,-0.129041,-0.166941,0.082841,0.026625,0.670958,-0.153723,0.684722,1.117361,1.479861,0.382639,0.542361,1.032639,1019,155.487061,1655,252.532959,1888,288.085938,2159,329.437256,-28135,-4293.060303,164,25.024414,-27818,-4244.689941,979,149.383545
50ml,VET6_8chips_raw_stream_20260525_234448.bin,10,32.874923,19.316744,-20.329115,3.142155,21.397428,-0.888580,0.283940,0.158929,0.072400,-0.997588,-0.307499,0.212283,0.108649,-0.002778,-0.293056,-0.070833,0.437500,1.110417,1.530556,-12.165818,-17.375849,-47.072248,-162.486394,-395.099023,-411.561111,1.035997,0.870959,-0.051322,0.851602,-0.092807,1.273903,0.346277,0.684722,0.617361,0.146528,1.049306,0.875694,-0.634028,1012,154.418945,1668,254.516602,1886,287.780762,2180,332.641602,-28140,-4293.823242,176,26.855469,-27819,-4244.842529,998,152.282715
