Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,5,3,-2,-7,5,-8,3,2,-2,-6,5,-6,4,2,-1,-7,4,-7,-29,1,-1,-8,3,-6,3,2,1,-5,5,-6,4,2,0,-8,4,-2
1,-5,3,2,-1,-6,4,-5,6,4,0,-5,4,-5,3,0,0,-6,4,-6,-27,1,-1,-6,5,-7,2,2,-2,-6,1,-6,3,3,-2,-8,4,-1
2,-7,2,2,0,-9,4,-5,3,1,-1,-6,3,-7,2,0,-1,-8,4,-6,-28,3,-2,-6,4,-5,6,3,-2,-6,4,-6,3,3,-2,-6,1,-2
3,-4,5,2,1,-6,3,-7,2,0,-3,-8,3,-6,4,3,-2,-6,4,-8,-28,0,0,-7,3,-7,0,3,0,-8,4,-4,2,1,0,-6,4,-5
4,-6,0,3,-1,-8,4,-4,3,3,0,-5,5,-9,2,1,-1,-5,3,-4,-26,3,2,-7,6,-6,3,2,1,-6,3,-7,0,0,-5,-7,1,-2
5,-5,4,1,-1,-5,1,-7,3,0,-1,-6,4,-8,3,1,-1,-7,4,-6,-27,1,-2,-6,5,-6,6,0,1,-6,3,-6,4,3,-1,-6,2,-2
6,-5,3,0,1,-6,1,-7,3,4,-1,-6,3,-4,3,3,0,-7,6,-6,-27,0,-1,-6,3,-8,2,0,0,-6,1,-6,3,0,0,-7,3,-2
7,-8,5,1,-1,-10,3,-6,5,2,-1,-6,1,-7,5,0,-2,-6,5,-5,-24,2,-2,-6,2,-6,5,2,0,-7,1,-6,3,2,1,-7,1,-2
8,-10,4,5,0,-6,2,-7,2,2,0,-6,5,-6,3,3,1,-8,4,-7,-28,1,0,-6,4,-5,3,3,-1,-7,3,-6,4,3,0,-7,3,1
9,-7,3,0,-1,-6,3,-9,2,1,-2,-7,2,-5,4,0,-1,-6,3,-5,-27,3,-1,-6,4,-7,2,0,-2,-6,4,-5,3,2,-1,-6,2,-1
10,-9,3,1,-2,-7,4,-6,4,1,-1,-8,3,-8,3,2,-3,-8,1,-7,-28,3,-2,-7,3,-5,3,0,1,-6,4,-5,5,1,0,-8,3,-1
11,-6,3,0,-1,-6,3,-5,5,1,0,-6,5,-7,5,2,1,-4,4,-7,-27,0,1,-7,4,-6,3,2,-1,-6,4,-7,2,0,-1,-6,2,-1
12,-6,3,1,-2,-9,4,-6,0,0,-1,-7,6,-7,3,2,0,-6,2,-5,-28,3,0,-6,4,-5,6,0,1,-4,2,-8,4,3,-1,-7,3,1
13,-6,4,2,2,-5,4,-5,3,3,0,-7,3,-6,3,0,-1,-8,2,-7,-28,-1,1,-6,4,-8,4,0,0,-5,3,-5,2,0,-2,-6,2,-2
14,-5,3,1,-1,-7,4,-8,2,1,-1,-6,4,-5,3,1,-3,-6,3,-7,-26,1,0,-5,2,-7,3,0,1,-5,4,-6,0,2,-2,-7,5,-2
15,-5,2,1,-2,-5,2,-5,5,2,0,-7,4,-6,3,0,-2,-10,2,-6,-27,1,-1,-6,2,-6,5,3,-2,-6,1,-5,1,4,-2,-7,4,-1
16,-7,6,2,0,-7,4,-7,2,1,0,-8,5,-4,5,2,1,-6,4,-7,-26,3,-1,-6,3,-7,3,0,-2,-9,1,-9,3,3,-2,-6,4,-1
17,-8,2,0,-1,-6,3,-8,3,2,-1,-7,4,-9,1,1,0,-6,1,-5,-28,1,-1,-6,4,-5,3,0,0,-7,4,-7,3,1,-2,-8,1,-2
18,-8,3,3,-1,-7,5,-7,1,1,-2,-9,2,-6,3,2,0,-8,4,-5,-26,3,-1,-6,5,-7,3,1,1,-6,3,-6,3,1,-1,-6,5,-1
19,-5,2,3,-1,-6,5,-6,3,4,0,-5,2,-6,1,1,0,-6,3,-6,-27,0,-2,-6,3,-7,3,3,1,-6,1,-7,3,0,0,-5,3,-1
20,-7,2,1,-2,-8,4,-5,1,2,-1,-6,4,-9,3,1,-2,-5,4,-6,-25,0,-2,-6,2,-7,2,-1,0,-6,4,-6,6,1,-2,-7,3,-2
21,-7,2,2,1,-5,4,-8,1,3,-1,-4,1,-7,4,0,-2,-5,2,-5,-25,0,-1,-6,5,-5,3,2,0,-6,4,-7,3,0,4,-8,4,-1
22,-7,2,2,2,-8,3,-8,2,3,1,-6,3,-7,5,3,-2,-6,5,-8,-25,3,-2,-8,3,-5,3,0,-2,-6,4,-7,3,2,1,-6,4,-2
23,-5,3,3,0,-6,4,-7,3,3,1,-6,4,-5,2,0,-2,-6,3,-5,-27,0,0,-6,2,-6,3,-1,0,-8,2,-5,3,1,1,-3,3,-2
24,-5,4,3,-2,-7,3,-5,1,0,-2,-6,5,-7,2,3,-1,-6,4,-5,-25,2,-2,-5,4,-8,3,0,1,-5,3,-6,2,3,1,-7,4,-2
25,-7,3,0,1,-7,3,-4,5,1,1,-6,3,-6,3,1,-1,-8,4,-7,-27,2,-1,-7,3,-5,3,3,-1,-6,3,-5,5,2,1,-5,3,0
26,-5,6,2,-1,-6,1,-9,3,3,-2,-6,3,-6,3,2,-3,-8,2,-5,-25,3,0,-8,4,-6,3,3,0,-6,2,-4,3,2,1,-6,1,-1
27,-5,2,1,1,-7,4,-7,4,2,0,-8,4,-7,3,1,0,-6,4,-7,-25,2,-3,-6,2,-7,4,3,-1,-6,4,-9,4,1,-2,-6,1,-1
28,-6,3,0,-1,-9,2,-7,4,0,0,-6,3,-4,3,2,-1,-6,5,-6,-24,2,1,-6,2,-8,2,3,-2,-6,1,-8,3,3,1,-7,3,-2
29,-7,3,1,-2,-6,4,-6,3,0,-2,-6,1,-5,3,2,-2,-6,3,-6,-29,3,0,-7,3,-7,4,3,-1,-7,4,-5,2,1,0,-7,6,0
30,-7,3,0,-2,-4,2,-7,3,2,-1,-8,5,-6,3,0,-1,-7,5,-6,-27,0,-2,-8,2,-7,3,1,0,-6,4,-7,2,-2,2,-6,4,-1
31,-6,2,0,-2,-6,3,-7,1,2,-2,-7,2,-5,6,3,-1,-8,4,-5,-24,2,1,-7,1,-7,4,2,1,-6,2,-3,1,3,0,-7,4,0
32,-7,3,2,0,-6,1,-5,3,0,-2,-5,4,-6,2,3,-1,-8,2,-8,-27,3,1,-6,4,-6,4,3,2,-6,4,-6,3,1,-1,-6,4,-2
33,-6,2,-3,0,-8,1,-7,4,1,0,-6,3,-5,3,2,2,-7,6,-6,-27,1,0,-8,1,-7,3,2,-2,-7,4,-5,5,2,-2,-9,2,-1
