Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,4,3,-1,-5,4,-7,3,0,-1,-6,3,-7,3,2,-1,-6,1,-6,-18,1,0,-6,5,-5,6,1,-2,-6,2,-7,2,3,0,-8,3,0
1,-6,2,1,-2,-8,5,-5,3,1,1,-7,3,-5,3,2,4,-7,1,-7,-19,0,1,-6,4,-5,3,0,0,-4,4,-6,5,0,-2,-7,3,0
2,-5,6,0,-1,-5,4,-8,3,1,1,-8,4,-5,3,0,-2,-6,6,-8,-19,2,-3,-7,2,-9,4,1,-1,-7,3,-5,5,1,-3,-6,4,-1
3,-6,3,1,-1,-6,4,-2,5,0,-2,-7,4,-6,4,1,-2,-9,4,-4,-21,3,0,-7,3,-4,3,3,0,-6,4,-6,4,0,-1,-7,4,-2
4,-7,3,0,1,-6,4,-8,3,0,-2,-6,3,-6,3,0,-1,-5,1,-8,-21,0,-4,-6,4,-6,4,0,-1,-6,4,-5,5,4,-2,-6,4,-2
5,-5,5,0,2,-6,6,-6,3,2,-2,-6,4,-5,4,-1,2,-6,4,-6,-18,0,1,-5,3,-8,1,0,-3,-6,2,-6,4,1,-2,-7,4,0
6,-7,3,1,0,-8,4,-8,3,1,0,-4,3,-8,4,0,-3,-6,4,-6,-21,3,0,-7,2,-7,5,3,-2,-7,5,-5,3,1,-2,-8,4,-1
7,-6,3,2,-2,-9,3,-9,3,0,-1,-6,4,-4,3,3,-1,-5,3,-7,-21,1,0,-6,4,-7,3,1,-3,-6,3,-5,4,2,-2,-5,2,1
8,-5,3,2,1,-6,5,-6,3,2,-2,-8,3,-4,2,3,-1,-8,5,-7,-19,0,-1,-5,4,-7,3,3,-1,-7,4,-7,2,3,0,-9,1,1
9,-6,3,0,-3,-6,2,-6,4,3,-2,-7,4,-6,2,2,-1,-8,2,-7,-23,1,0,-8,2,-6,5,1,-2,-6,4,-5,1,2,0,-5,3,-2
10,-5,5,2,-2,-5,4,-6,3,0,0,-8,1,-5,5,4,1,-7,3,-5,-21,0,-1,-9,4,-7,3,1,-3,-10,3,-5,4,1,-2,-6,4,1
11,-7,3,3,1,-5,2,-5,3,1,-2,-5,4,-6,3,0,1,-7,6,-5,-19,2,0,-5,3,-7,3,1,0,-6,5,-6,1,0,-2,-7,4,-1
12,-7,5,-1,-2,-7,3,-7,3,3,1,-6,4,-7,0,3,0,-5,3,-7,-21,2,1,-6,2,-7,5,0,0,-6,2,-6,3,1,1,-7,1,1
13,-6,5,0,-2,-7,4,-8,5,2,-2,-6,4,-7,5,1,0,-6,1,-8,-19,0,-2,-7,4,-6,4,0,-1,-7,4,-6,3,2,1,-6,4,1
14,-7,2,1,2,-6,4,-6,5,3,-1,-8,4,-7,4,0,-1,-6,3,-7,-20,3,-1,-6,3,-5,2,1,1,-8,2,-9,3,1,-2,-5,4,-2
15,-7,3,3,-2,-7,4,-7,3,0,-1,-8,4,-7,4,3,-2,-8,3,-8,-19,2,0,-7,4,-5,5,2,-1,-5,3,-4,5,2,-2,-7,4,-1
16,-6,3,1,-2,-7,3,-6,4,2,0,-7,4,-5,3,3,0,-9,4,-6,-18,2,-2,-6,3,-6,6,1,0,-6,3,-5,3,0,1,-5,3,-1
17,-6,3,1,0,-6,4,-7,4,2,1,-6,4,-8,3,3,0,-8,2,-7,-23,2,1,-6,4,-5,1,3,2,-6,5,-3,3,1,1,-6,4,-2
18,-5,3,2,0,-6,2,-9,4,1,-2,-9,4,-5,6,2,-1,-5,2,-5,-21,2,-2,-6,4,-7,3,2,-1,-7,1,-5,3,3,-1,-6,1,1
19,-7,3,2,1,-6,4,-5,7,0,0,-6,4,-8,4,0,0,-9,4,-5,-20,2,-1,-8,4,-10,3,3,-1,-6,6,-7,2,1,-2,-6,4,0
20,-9,4,1,-2,-7,4,-7,4,0,0,-6,3,-6,4,3,0,-7,4,-5,-20,0,-2,-6,2,-5,4,3,1,-7,5,-5,3,1,0,-6,4,0
21,-6,6,1,0,-5,6,-7,2,0,-1,-9,6,-6,4,3,1,-5,2,-7,-21,3,-1,-6,4,-7,3,2,-3,-8,4,-8,3,1,0,-8,4,1
22,-6,3,0,0,-4,4,-7,5,2,0,-6,2,-6,2,0,1,-9,4,-6,-22,2,1,-7,4,-4,5,3,1,-6,2,-7,5,0,-2,-7,4,-3
23,-7,3,0,0,-7,4,-7,4,2,1,-8,4,-7,4,1,1,-6,6,-7,-22,0,-2,-5,4,-5,1,3,0,-6,3,-5,2,3,1,-7,2,-2
24,-5,2,0,1,-4,3,-5,3,3,-4,-6,4,-5,3,0,-2,-6,2,-5,-24,1,-1,-6,4,-6,3,0,2,-7,4,-7,5,2,1,-6,4,-1
25,-7,4,3,-2,-7,2,-7,3,0,-1,-6,1,-5,3,0,-1,-6,4,-7,-22,3,1,-6,4,-6,2,0,-2,-8,4,-8,2,3,-1,-7,3,1
26,-7,4,1,1,-6,4,-6,5,0,2,-5,1,-7,2,1,-1,-7,4,-5,-23,2,1,-8,3,-7,2,5,1,-6,5,-7,3,0,1,-6,3,1
27,-7,3,1,0,-6,2,-9,4,-1,1,-6,3,-7,6,3,-2,-5,4,-6,-21,1,-1,-7,2,-7,3,0,-2,-8,4,-6,3,1,1,-5,3,0
28,-7,4,3,-1,-8,3,-6,4,3,-1,-8,4,-7,6,1,-1,-5,4,-9,-23,0,-1,-6,2,-5,3,0,-1,-7,3,-6,4,3,0,-6,4,-2
29,-5,4,0,-2,-7,2,-8,3,1,-1,-6,1,-5,4,2,1,-7,4,-6,-21,2,-1,-9,4,-9,6,0,1,-6,2,-6,3,1,-1,-9,4,-2
30,-5,7,4,0,-6,3,-5,3,2,1,-7,2,-8,1,3,-2,-8,4,-5,-20,2,0,-8,4,-5,5,3,1,-6,4,-9,2,1,-2,-6,3,-2
31,-7,3,3,-2,-7,4,-5,4,1,0,-6,7,-5,3,1,-2,-7,4,-8,-23,0,-1,-8,2,-6,5,1,1,-8,3,-6,3,0,-2,-6,3,1
32,-7,5,2,-2,-6,3,-7,5,1,-1,-5,4,-3,4,0,-2,-6,4,-5,-24,2,-2,-7,3,-7,2,1,-2,-7,2,-7,3,1,0,-7,3,0
33,-7,3,1,1,-6,3,-7,3,3,-2,-8,2,-7,4,0,-2,-8,4,-6,-23,1,0,-6,6,-5,3,0,-2,-6,4,-7,3,3,-3,-6,6,-3
34,-7,5,3,-1,-7,4,-5,5,3,-2,-6,3,-6,3,1,-2,-6,4,-7,-22,1,-2,-7,3,-9,4,2,1,-8,4,-7,4,3,2,-5,4,-3
35,-8,3,2,-2,-7,2,-7,2,0,-2,-8,4,-5,5,0,-2,-6,4,-7,-22,1,-1,-6,3,-7,2,2,-2,-7,2,-7,3,-1,0,-9,4,-1
36,-6,5,0,1,-9,4,-5,3,3,-2,-9,3,-9,2,0,-3,-4,4,-7,-24,1,-1,-7,4,-5,2,2,0,-7,6,-6,3,1,0,-6,4,-1
37,-7,3,0,1,-7,4,-6,4,2,0,-6,1,-5,4,1,1,-6,4,-5,-23,1,0,-6,4,-7,3,0,-2,-7,4,-5,2,3,2,-5,4,-1
38,-9,5,2,1,-6,3,-6,3,3,0,-7,3,-7,3,2,-2,-6,1,-4,-21,0,1,-5,4,-5,4,1,0,-6,2,-7,1,0,-1,-7,1,-1
