Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-5,6,2,-1,-5,3,-7,4,3,-2,-6,1,-6,4,1,1,-6,4,-5,-27,3,-2,-8,4,-5,3,1,1,-8,4,-7,2,0,-2,-6,4,0
1,-6,3,2,-2,-8,5,-8,3,0,-1,-9,4,-5,5,2,-1,-6,2,-6,-24,2,0,-6,2,-7,3,0,0,-8,3,-6,5,2,-2,-6,4,-2
2,-6,5,0,-1,-6,5,-7,3,1,-1,-7,4,-7,3,2,-2,-9,3,-7,-24,2,0,-7,5,-7,4,1,-2,-7,2,-7,2,1,0,-6,4,-1
3,-7,3,2,0,-6,5,-6,3,3,0,-6,2,-5,3,0,-1,-5,3,-8,-24,3,-1,-6,4,-7,3,1,-2,-5,4,-7,5,3,-1,-9,3,-2
4,-7,3,3,-1,-6,5,-4,3,3,-1,-4,4,-5,4,1,-2,-6,4,-5,-24,2,1,-7,3,-7,4,3,-1,-8,2,-7,3,1,-2,-7,3,1
5,-5,3,3,-2,-6,1,-7,5,-2,-2,-6,1,-7,3,0,-1,-8,3,-7,-27,0,1,-7,4,-5,4,1,-2,-8,4,-5,3,0,1,-5,4,-3
6,-4,3,1,-1,-6,4,-8,2,3,-2,-4,4,-6,6,2,1,-4,3,-6,-25,1,-2,-6,4,-8,2,3,0,-9,4,-7,3,0,0,-8,4,-1
7,-8,5,0,0,-6,4,-4,3,3,-1,-7,4,-7,3,1,-1,-6,6,-5,-24,3,1,-7,3,-6,6,3,0,-3,3,-7,3,1,-1,-6,4,0
8,-5,3,1,1,-6,3,-6,4,-1,1,-8,7,-4,5,1,0,-4,3,-10,-24,0,0,-8,4,-5,3,0,-1,-9,3,-5,3,0,0,-7,4,0
9,-6,3,3,0,-8,5,-6,3,3,-2,-6,1,-5,4,0,-1,-6,1,-7,-24,0,1,-6,4,-5,3,0,0,-7,2,-7,3,3,-3,-5,4,-3
10,-9,3,0,-2,-6,4,-7,2,1,-2,-6,3,-7,5,1,0,-7,1,-7,-24,0,-4,-6,4,-7,5,2,0,-8,4,-5,3,1,0,-4,4,-2
11,-7,3,0,0,-6,2,-6,4,2,1,-9,4,-7,4,1,0,-6,2,-5,-24,0,-2,-9,4,-8,5,2,-1,-8,4,-7,3,2,1,-6,4,-1
12,-7,5,0,-1,-7,4,-7,3,0,-4,-7,4,-6,3,3,0,-6,2,-6,-26,2,-2,-6,4,-7,4,2,-2,-6,3,-5,3,1,0,-6,4,0
13,-5,6,3,-2,-9,2,-7,4,0,-1,-6,3,-7,3,0,-2,-6,2,-7,-25,3,-1,-7,1,-7,3,3,-1,-6,3,-7,2,1,-2,-8,3,-3
14,-7,4,3,-3,-8,4,-7,3,1,0,-8,1,-6,3,1,-1,-7,4,-7,-28,0,1,-6,2,-8,4,1,-2,-6,4,-7,4,2,1,-6,5,1
15,-5,3,0,0,-6,4,-6,4,2,0,-6,4,-7,5,-1,1,-6,3,-7,-26,3,1,-6,3,-7,5,-1,-2,-9,3,-7,3,2,-2,-7,3,-2
16,-7,1,0,-2,-9,4,-6,5,0,-2,-6,2,-8,3,2,-2,-9,4,-7,-25,1,0,-6,3,-5,3,2,-1,-4,4,-5,3,3,2,-8,4,0
