Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-6,5
5.00,-6,4
10.00,-4,4
15.00,-6,5
20.00,-7,4
25.00,-6,6
30.00,-4,2
35.00,-5,5
40.00,-5,3
45.00,-6,2
50.00,-6,3
55.00,-4,4
60.00,-6,3
65.00,-5,4
70.00,-4,2
75.00,-5,3
80.00,-4,4
85.00,-7,5
90.00,-3,2
95.00,-6,2
100.00,-5,4
105.00,-7,3
110.00,-4,5
115.00,-2,6
120.00,-6,5
125.00,-8,3
130.00,-6,2
135.00,-7,5
140.00,-5,3
145.00,-4,5
150.00,-7,4
155.00,-4,5
160.00,-4,-4096
165.00,-4,3
170.00,-5,-1
175.00,-6,3
180.00,-4,4
185.00,-7,2
190.00,-3,5
195.00,-4,3
200.00,-6,4
205.00,-3,5
210.00,-5,3
215.00,-5,4
220.00,-3,1
225.00,-6,5
230.00,-6,4
235.00,-6,5
240.00,-3,6
245.00,-6,3
250.00,-3,5
255.00,-5,5
260.00,-5,3
265.00,-6,3
270.00,-7,3
275.00,-4,5
280.00,-6,3
285.00,-7,4
290.00,-6,4
295.00,-6,3
300.00,-5,4
305.00,-4,5
310.00,-6,4
315.00,-4,2
320.00,-5,5
325.00,-5,2
330.00,-5,5
335.00,-6,5
340.00,-6,5
345.00,-6,6
350.00,-6,3
355.00,-3,3
360.00,-6,5
365.00,-3,4
370.00,-3,3
375.00,-4,4
380.00,-6,4
385.00,-6,3
390.00,-6,3
395.00,-6,4
400.00,-6,4
405.00,-6,4
410.00,-5,4
415.00,-5,6
420.00,-7,2
425.00,-6,6
430.00,-5,1
435.00,-6,3
440.00,-5,4
445.00,-3,5
450.00,-6,4
455.00,-6,3
460.00,-6,5
465.00,-3,6
470.00,-7,6
475.00,-6,5
480.00,-4,0
485.00,-5,3
490.00,-5,3
495.00,-4,4
500.00,-6,2
505.00,-4,4
510.00,-4,3
515.00,-6,4
520.00,-6,7
525.00,-4,3
530.00,-5,4
535.00,-6,2
540.00,-5,5
545.00,-6,4
550.00,-5,1
555.00,-6,2
560.00,-5,2
565.00,-4,4
570.00,-5,5
575.00,-3,5
580.00,-5,3
585.00,-3,6
590.00,-6,4
595.00,-3,3
600.00,-5,3
605.00,-2,2
610.00,-5,5
615.00,-4,5
620.00,-6,3
625.00,-7,4
630.00,-5,6
635.00,-3,2
640.00,-6,3
645.00,-4,5
650.00,-4,5
655.00,-5,3
660.00,-5,3
665.00,-6,3
670.00,-4,3
675.00,-7,4
680.00,-5,3
685.00,-6,3
690.00,-6,6
695.00,-6,4
700.00,-6,4
705.00,-4,4
710.00,-6,3
715.00,-6,4
720.00,-5,5
725.00,-4,4
730.00,-6,4
735.00,-5,4
740.00,-5,5
745.00,-5,5
750.00,-6,3
755.00,-5,5
760.00,-6,4
765.00,-5,4
770.00,-6,6
775.00,-8,5
780.00,-5,2
785.00,-4,4
790.00,-4,2
795.00,-6,2
800.00,-4,2
805.00,-6,5
810.00,-6,5
815.00,-6,4
820.00,-5,4
825.00,-4,3
830.00,-6,4
835.00,-5,3
840.00,-4,5
845.00,-7,3
850.00,-6,3
855.00,-5,3
860.00,-6,4
865.00,-4,2
870.00,-4,2
875.00,-4,3
880.00,-3,4
885.00,-6,4
890.00,-5,3
895.00,-5,4
900.00,-5,4
905.00,-5,2
910.00,-5,4
915.00,-6,4
920.00,-5,1
925.00,-5,3
930.00,-2,5
935.00,-3,3
940.00,-5,4
945.00,-6,5
950.00,-5,5
955.00,-3,3
960.00,-3,5
965.00,-5,4
970.00,-5,5
975.00,-6,2
980.00,-5,3
985.00,-4,3
990.00,-5,3
995.00,-5,2
1000.00,-5,2
1005.00,-4,2
1010.00,-5,5
1015.00,-5,5
1020.00,-2,2
1025.00,-5,4
1030.00,-5,4
1035.00,-6,5
1040.00,-5,2
1045.00,-6,4
1050.00,-6,5
1055.00,-6,5
1060.00,-6,3
1065.00,-6,3
1070.00,-6,4
1075.00,-3,5
1080.00,-5,3
1085.00,-4,3
1090.00,-6,4
1095.00,-5,4
1100.00,-5,5
1105.00,-4,4
1110.00,-5,4
1115.00,-6,3
1120.00,-5,4
1125.00,-4,4
1130.00,-3,3
1135.00,-7,5
1140.00,-6,5
1145.00,-6,5
1150.00,-4,5
1155.00,-6,2
1160.00,-3,4
1165.00,-4,3
1170.00,-6,5
1175.00,-6,6
1180.00,-6,5
1185.00,-4,3
1190.00,-6,5
1195.00,-6,4
1200.00,-6,5
1205.00,-6,4
1210.00,-6,4
1215.00,-5,3
1220.00,-4,3
1225.00,-6,3
1230.00,-6,2
1235.00,-6,5
1240.00,-6,3
1245.00,-6,4
1250.00,-5,5
1255.00,-6,3
1260.00,-4,5
1265.00,-5,2
1270.00,-6,2
1275.00,-5,4
1280.00,-4,2
1285.00,-5,4
1290.00,-5,2
1295.00,-5,4
1300.00,-3,5
1305.00,-6,4
1310.00,-4,1
1315.00,-5,3
1320.00,-5,5
1325.00,-3,2
1330.00,-4,4
1335.00,-3,3
1340.00,-4,3
1345.00,-5,5
1350.00,-4,4
1355.00,-5,4
1360.00,-6,5
1365.00,-4,4
1370.00,-6,2
1375.00,-5,3
1380.00,-6,4
1385.00,-4,2
1390.00,-4,4
1395.00,-6,4
1400.00,-6,4
1405.00,-5,4
1410.00,-7,2
1415.00,-6,3
1420.00,-5,2
1425.00,-5,3
1430.00,-4,3
1435.00,-6,5
1440.00,-4,4
1445.00,-5,2
1450.00,-6,4
1455.00,-3,4
1460.00,-5,3
1465.00,-5,4
1470.00,-3,5
1475.00,-5,2
1480.00,-5,5
1485.00,-5,4
1490.00,-5,4
1495.00,-5,3
1500.00,-6,4
1505.00,-5,2
1510.00,-4,2
1515.00,-4,3
1520.00,-6,5
1525.00,-4,3
1530.00,-6,2
1535.00,-5,4
1540.00,-6,4
1545.00,-5,3
1550.00,-2,2
1555.00,-4,5
1560.00,-6,4
1565.00,-4,4
1570.00,-3,4
1575.00,-5,3
1580.00,-5,5
1585.00,-6,5
1590.00,-6,5
1595.00,-3,6
1600.00,-5,4
1605.00,-2,5
1610.00,-6,2
1615.00,-3,3
1620.00,-6,3
1625.00,-6,3
1630.00,-5,5
1635.00,-4,6
1640.00,-6,2
1645.00,-6,4
1650.00,-4,4
1655.00,-5,5
1660.00,-8,4
1665.00,-6,5
1670.00,-3,5
1675.00,-6,4
1680.00,-6,5
1685.00,-6,3
1690.00,-5,4
1695.00,-5,5
1700.00,-2,4
1705.00,-6,4
1710.00,-3,3
1715.00,-6,3
1720.00,-6,5
1725.00,-5,2
1730.00,-4,4
1735.00,-3,5
1740.00,-6,2
1745.00,-5,4
1750.00,-7,3
1755.00,-7,5
1760.00,-6,3
1765.00,-4,2
1770.00,-2,4
1775.00,-6,5
1780.00,-6,4
1785.00,-6,4
1790.00,-6,6
1795.00,-3,1
1800.00,-3,3
1805.00,-2,4
1810.00,-4,5
1815.00,-4,5
1820.00,-3,2
1825.00,-2,6
1830.00,-4,5
1835.00,-2,1
1840.00,-4,2
1845.00,-5,2
1850.00,-5,2
1855.00,-6,5
1860.00,-2,5
1865.00,-4,3
1870.00,-4,4
1875.00,-4,4
1880.00,-5,3
1885.00,-6,4
1890.00,-4,6
1895.00,-3,5
1900.00,-4,6
1905.00,-3,3
1910.00,-6,2
1915.00,-5,3
1920.00,-6,2
1925.00,-4,5
1930.00,-6,4
1935.00,-4,3
1940.00,-6,2
1945.00,-3,5
1950.00,-4,6
1955.00,-5,5
1960.00,-4,5
1965.00,-6,3
1970.00,-5,3
1975.00,-7,2
1980.00,-5,7
1985.00,-4,4
1990.00,-6,4
1995.00,-4,3
2000.00,-5,3
2005.00,-2,5
2010.00,-3,2
2015.00,-6,5
2020.00,-5,5
2025.00,-3,4
2030.00,-7,5
2035.00,-4,4
2040.00,-4,2
2045.00,-3,4
2050.00,-5,5
2055.00,-6,3
2060.00,-4,5
2065.00,-5,5
2070.00,-5,5
2075.00,-4,5
2080.00,-7,4
2085.00,-6,5
2090.00,-3,5
2095.00,-6,3
2100.00,-6,5
2105.00,-2,3
2110.00,-4,3
2115.00,-2,5
2120.00,-5,2
2125.00,-4,5
2130.00,-4,3
2135.00,-7,5
2140.00,-2,2
2145.00,-4,5
2150.00,-3,4
2155.00,-2,5
2160.00,-3,5
2165.00,-7,4
2170.00,-6,5
2175.00,-6,5
2180.00,-1,4
2185.00,-4,5
2190.00,-3,5
2195.00,-6,5
2200.00,-6,4
2205.00,-2,6
2210.00,-6,5
2215.00,-6,4
2220.00,-5,5
2225.00,-6,4
2230.00,-6,6
2235.00,-6,5
2240.00,-5,7
2245.00,-5,6
2250.00,-6,5
2255.00,-3,4
2260.00,-4,4
2265.00,-2,5
2270.00,-3,3
2275.00,-3,6
2280.00,-4,3
2285.00,-6,2
2290.00,-6,3
2295.00,-7,2
2300.00,-5,5
2305.00,-3,2
2310.00,-4,3
2315.00,-6,4
2320.00,-5,3
2325.00,-5,5
2330.00,-6,4
2335.00,-6,3
2340.00,-5,2
2345.00,-6,4
2350.00,-6,4
2355.00,-5,3
2360.00,-5,4
2365.00,-6,1
2370.00,-4,2
2375.00,-4,5
2380.00,-6,6
2385.00,-6,2
2390.00,-6,5
2395.00,-6,4
2400.00,-5,5
2405.00,-4,5
2410.00,-5,2
2415.00,-6,3
2420.00,-6,3
2425.00,-4,5
2430.00,-6,2
2435.00,-5,4
2440.00,-4,5
2445.00,-5,3
2450.00,-6,6
2455.00,-6,5
2460.00,-7,4
2465.00,-5,3
2470.00,-6,3
2475.00,-5,5
2480.00,-4,5
2485.00,-6,4
2490.00,-6,3
2495.00,-7,5
2500.00,-4,4
2505.00,-6,2
2510.00,-6,2
2515.00,-6,3
2520.00,-4,2
2525.00,-6,4
2530.00,-3,1
2535.00,-6,6
2540.00,-4,2
2545.00,-6,2
2550.00,-5,5
